Round,TestAcc
1,1.88
2,3.99
3,7.03
4,9.69
5,11.64
6,15.81
7,17.72
8,17.98
9,22.15
10,25.48
11,27.02
12,28.62
13,31.43
14,34.23
15,35.75
16,36.28
17,39.45
18,39.42
19,41.59
20,42.39
21,42.99
22,44.86
23,45.79
24,45.14
25,46.71
26,48.4
27,48.61
28,48.71
29,50.27
30,51.27
31,50.54
32,51.38
33,51.78
34,52.85
35,53.12
36,53.87
37,54.35
38,54.06
39,54.77
40,55.37
41,55.23
42,55.61
43,56.33
44,56.56
45,57.12
46,57.14
47,57.8
48,58.65
49,58.38
50,58.65
51,59.04
52,58.82
53,59.32
54,59.61
55,59.27
56,60.51
57,60.82
58,60.99
59,60.76
60,60.79
61,61.68
62,61.43
63,61.65
64,61.98
65,62.13
66,62.33
67,62.19
68,62.43
69,62.83
70,63.13
71,63.11
72,63.16
73,63.54
74,63.29
75,63.06
76,64.0
77,64.07
78,63.47
79,64.31
80,64.45
81,64.41
82,64.85
83,65.29
84,64.55
85,64.7
86,65.19
87,65.72
88,65.12
89,65.48
90,65.12
91,66.08
92,65.84
93,65.51
94,66.03
95,65.74
96,66.65
97,66.73
98,66.23
99,66.57
100,66.52
