Round,TestAcc
1,0.97
2,1.08
3,1.14
4,1.53
5,1.21
6,1.51
7,1.96
8,4.58
9,5.57
10,5.95
11,5.8
12,6.54
13,7.26
14,8.05
15,8.38
16,10.4
17,12.71
18,14.65
19,15.67
20,16.78
21,16.99
22,17.81
23,18.15
24,19.08
25,21.3
26,22.45
27,25.21
28,25.87
29,26.95
30,28.11
31,28.43
32,29.88
33,30.06
34,31.57
35,32.14
36,33.09
37,33.7
38,35.34
39,35.41
40,36.2
41,37.38
42,38.37
43,38.51
44,40.01
45,40.18
46,42.22
47,42.05
48,42.36
49,42.97
50,42.53
51,42.87
52,43.31
53,43.06
54,45.36
55,45.02
56,46.1
57,46.69
58,46.43
59,47.24
60,48.25
61,47.67
62,48.56
63,49.16
64,49.99
65,50.2
66,50.32
67,49.95
68,50.67
69,50.68
70,51.39
71,51.46
72,50.53
73,51.53
74,51.66
75,52.58
76,53.17
77,52.67
78,53.29
79,53.58
80,53.79
81,53.5
82,54.88
83,55.2
84,55.2
85,54.92
86,55.64
87,55.55
88,56.02
89,55.72
90,55.09
91,56.23
92,56.46
93,56.23
94,55.98
95,56.68
96,57.0
97,57.15
98,57.72
99,58.46
100,57.89
