Round,TestAcc
1,1.91
2,4.11
3,6.64
4,8.38
5,10.95
6,15.81
7,16.88
8,17.66
9,20.74
10,23.59
11,24.66
12,26.74
13,29.04
14,31.64
15,32.66
16,34.01
17,35.38
18,35.68
19,38.03
20,39.39
21,39.85
22,40.48
23,41.18
24,39.56
25,38.72
26,41.75
27,43.23
28,43.65
29,45.63
30,45.7
31,45.46
32,46.05
33,45.82
34,46.95
35,48.61
36,49.55
37,49.78
38,50.32
39,51.11
40,50.94
41,52.35
42,52.49
43,53.22
44,52.74
45,53.48
46,53.14
47,54.21
48,54.0
49,54.43
50,55.42
51,55.48
52,56.12
53,56.82
54,56.74
55,56.52
56,57.52
57,56.89
58,57.1
59,56.98
60,56.45
61,57.54
62,57.46
63,58.31
64,58.41
65,58.74
66,59.11
67,59.79
68,59.5
69,59.3
70,60.08
71,58.44
72,59.09
73,59.9
74,58.73
75,58.91
76,60.15
77,60.42
78,61.12
79,61.22
80,60.24
81,61.54
82,61.74
83,61.32
84,61.67
85,61.76
86,61.96
87,62.96
88,62.29
89,62.27
90,62.1
91,62.61
92,62.41
93,62.92
94,63.15
95,62.84
96,62.94
97,62.68
98,62.87
99,62.15
100,63.5
