Round,TestAcc
1,2.02
2,3.65
3,6.96
4,8.88
5,11.42
6,15.42
7,17.66
8,17.82
9,22.53
10,25.53
11,26.94
12,29.04
13,30.75
14,33.73
15,35.19
16,36.77
17,39.38
18,39.66
19,40.81
20,42.51
21,43.9
22,44.41
23,46.17
24,45.63
25,47.04
26,48.42
27,49.04
28,48.18
29,50.03
30,50.89
31,50.96
32,51.76
33,51.28
34,52.35
35,53.32
36,53.59
37,54.61
38,53.76
39,54.71
40,55.22
41,55.22
42,55.44
43,56.26
44,56.58
45,56.82
46,57.55
47,57.92
48,58.47
49,58.14
50,59.0
51,58.87
52,58.7
53,59.17
54,59.59
55,59.32
56,60.08
57,60.28
58,60.1
59,60.44
60,61.41
61,60.86
62,61.46
63,61.8
64,62.26
65,62.03
66,62.09
67,62.53
68,62.57
69,62.08
70,62.96
71,62.95
72,63.33
73,63.72
74,63.38
75,63.45
76,63.96
77,64.41
78,64.05
79,64.64
80,64.12
81,64.6
82,65.26
83,65.54
84,64.85
85,65.22
86,65.43
87,65.62
88,65.18
89,65.34
90,65.68
91,65.77
92,65.31
93,65.93
94,65.53
95,65.6
96,66.46
97,66.58
98,65.93
99,66.51
100,66.82
