Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-23 20:10:14,Ours,0.01,3.1617388708059355,4.84,4.87,9,53.4622,0:53.46,52.0291,0.2978,1.133,587.4848,9:47.48,20,"2,6,16,4,17,1,13,12,19,3,8,15,5,10,14,7,11,9,18,0",2:27;6:55;16:43;4:16;17:44;1:40;13:40;12:20;19:25;3:50;8:39;15:44;5:28;10:35;14:15;7:44;11:34;9:33;18:47;0:28,"2:[4,6];6:[1,3,4,6,7];16:[1,4,6,7];4:[4];17:[3,4,6,7];1:[1,4,6,7];13:[3,4,6,7];12:[4,6];19:[4,6];3:[1,3,4,6,7];8:[4,6,7];15:[4,5,6,7];5:[4,6];10:[4,6,7];14:[4];7:[1,4,6,7];11:[4,6,7];9:[4,6,7];18:[1,4,6,7];0:[4,6]","c2:bw=27,experts=[4,6]; c6:bw=55,experts=[1,3,4,6,7]; c16:bw=43,experts=[1,4,6,7]; c4:bw=16,experts=[4]; c17:bw=44,experts=[3,4,6,7]; c1:bw=40,experts=[1,4,6,7]; c13:bw=40,experts=[3,4,6,7]; c12:bw=20,experts=[4,6]; c19:bw=25,experts=[4,6]; c3:bw=50,experts=[1,3,4,6,7]; c8:bw=39,experts=[4,6,7]; c15:bw=44,experts=[4,5,6,7]; c5:bw=28,experts=[4,6]; c10:bw=35,experts=[4,6,7]; c14:bw=15,experts=[4]; c7:bw=44,experts=[1,4,6,7]; c11:bw=34,experts=[4,6,7]; c9:bw=33,experts=[4,6,7]; c18:bw=47,experts=[1,4,6,7]; c0:bw=28,experts=[4,6]","2.6597,2.0518,2.1206,3.3554,2.2947,3.7604,4.1139,2.4552,3.6655,1.5034,2.2636,2.9626,1.2817,1.2377,3.9088,3.2239,2.3876,2.2670,3.0135,1.5020"
12,2026-09-23 20:11:08,Ours,0.01,3.145693928031667,5.2,5.2,12,53.7782,0:53.78,52.3746,0.2707,1.1306,641.2767,10:41.28,20,"14,3,9,18,8,11,17,6,5,12,19,13,10,15,7,0,4,16,2,1",14:29;3:35;9:42;18:45;8:55;11:45;17:39;6:29;5:56;12:73;19:31;13:53;10:62;15:36;7:30;0:49;4:28;16:28;2:57;1:42,"14:[4,6];3:[4,6,7];9:[3,4,6,7];18:[3,4,6,7];8:[2,3,4,6,7];11:[3,4,6,7];17:[4,6,7];6:[4,6];5:[2,3,4,6,7];12:[1,2,3,4,5,6,7];19:[4,6,7];13:[1,3,4,6,7];10:[2,3,4,5,6,7];15:[3,4,6];7:[3,4,6];0:[3,4,6,7];4:[4,5];16:[4,6];2:[2,3,4,5,6];1:[3,4,6,7]","c14:bw=29,experts=[4,6]; c3:bw=35,experts=[4,6,7]; c9:bw=42,experts=[3,4,6,7]; c18:bw=45,experts=[3,4,6,7]; c8:bw=55,experts=[2,3,4,6,7]; c11:bw=45,experts=[3,4,6,7]; c17:bw=39,experts=[4,6,7]; c6:bw=29,experts=[4,6]; c5:bw=56,experts=[2,3,4,6,7]; c12:bw=73,experts=[1,2,3,4,5,6,7]; c19:bw=31,experts=[4,6,7]; c13:bw=53,experts=[1,3,4,6,7]; c10:bw=62,experts=[2,3,4,5,6,7]; c15:bw=36,experts=[3,4,6]; c7:bw=30,experts=[3,4,6]; c0:bw=49,experts=[3,4,6,7]; c4:bw=28,experts=[4,5]; c16:bw=28,experts=[4,6]; c2:bw=57,experts=[2,3,4,5,6]; c1:bw=42,experts=[3,4,6,7]","3.9450,1.5158,2.3043,3.0683,2.3096,2.3845,2.2696,2.0302,1.3045,2.5177,3.6970,4.0912,1.2559,2.9604,3.2025,1.5154,3.4001,2.1999,2.6448,3.7582"
13,2026-09-23 20:12:02,Ours,0.01,3.1986057457555743,6.0,6.0,13,53.5223,0:53.52,52.0627,0.3108,1.1465,694.8138,11:34.81,20,"9,8,6,14,13,2,19,12,1,17,4,15,18,0,16,7,10,3,5,11",9:15;8:15;6:36;14:70;13:32;2:16;19:36;12:42;1:47;17:55;4:10;15:38;18:51;0:25;16:10;7:58;10:42;3:30;5:29;11:52,"9:[2];8:[4];6:[4,6,7];14:[1,2,3,4,5,6,7];13:[4,6,7];2:[4];19:[3,4,6];12:[3,4,6,7];1:[3,4,6,7];17:[2,4,5,6,7];4:[1];15:[3,4,6];18:[2,3,4,6,7];0:[4,5];16:[4];7:[2,3,4,6,7];10:[3,4,6,7];3:[2,4,5];5:[4,6];11:[2,3,4,6,7]","c9:bw=15,experts=[2]; c8:bw=15,experts=[4]; c6:bw=36,experts=[4,6,7]; c14:bw=70,experts=[1,2,3,4,5,6,7]; c13:bw=32,experts=[4,6,7]; c2:bw=16,experts=[4]; c19:bw=36,experts=[3,4,6]; c12:bw=42,experts=[3,4,6,7]; c1:bw=47,experts=[3,4,6,7]; c17:bw=55,experts=[2,4,5,6,7]; c4:bw=10,experts=[1]; c15:bw=38,experts=[3,4,6]; c18:bw=51,experts=[2,3,4,6,7]; c0:bw=25,experts=[4,5]; c16:bw=10,experts=[4]; c7:bw=58,experts=[2,3,4,6,7]; c10:bw=42,experts=[3,4,6,7]; c3:bw=30,experts=[2,4,5]; c5:bw=29,experts=[4,6]; c11:bw=52,experts=[2,3,4,6,7]","2.2980,2.2884,2.0710,3.9718,4.1227,2.6003,3.6969,2.4836,3.7196,2.2590,3.3573,2.9989,3.0226,1.4888,2.1052,3.1857,1.2439,1.4970,1.2903,2.3615"
14,2026-09-23 20:12:55,Ours,0.01,3.105815841811058,6.85,6.85,14,53.4513,0:53.45,52.0123,0.298,1.1388,748.2796,12:28.28,20,"5,11,4,19,9,1,12,10,7,0,8,13,6,17,16,14,18,3,2,15",5:64;11:36;4:10;19:42;9:32;1:38;12:43;10:31;7:25;0:25;8:21;13:34;6:67;17:10;16:19;14:25;18:63;3:45;2:45;15:12,"5:[2,3,4,5,6,7];11:[4,6,7];4:[4];19:[3,4,6,7];9:[1,4,5];1:[0,4,6];12:[3,4,6,7];10:[3,4,6];7:[4,5];0:[4,6];8:[4,6];13:[4,6,7];6:[2,3,4,5,6,7];17:[4];16:[4];14:[4,6];18:[0,2,3,4,6,7];3:[0,4,6,7];2:[3,4,6,7];15:[4]","c5:bw=64,experts=[2,3,4,5,6,7]; c11:bw=36,experts=[4,6,7]; c4:bw=10,experts=[4]; c19:bw=42,experts=[3,4,6,7]; c9:bw=32,experts=[1,4,5]; c1:bw=38,experts=[0,4,6]; c12:bw=43,experts=[3,4,6,7]; c10:bw=31,experts=[3,4,6]; c7:bw=25,experts=[4,5]; c0:bw=25,experts=[4,6]; c8:bw=21,experts=[4,6]; c13:bw=34,experts=[4,6,7]; c6:bw=67,experts=[2,3,4,5,6,7]; c17:bw=10,experts=[4]; c16:bw=19,experts=[4]; c14:bw=25,experts=[4,6]; c18:bw=63,experts=[0,2,3,4,6,7]; c3:bw=45,experts=[0,4,6,7]; c2:bw=45,experts=[3,4,6,7]; c15:bw=12,experts=[4]","1.3060,2.3817,3.3757,3.6881,2.2531,3.7586,2.4984,1.2435,3.1940,1.4912,2.2849,4.1006,2.0730,2.2333,2.1127,3.9197,3.0289,1.4824,2.6363,2.9501"
15,2026-09-23 20:13:49,Ours,0.01,3.0766660637136796,8.62,8.62,15,53.4519,0:53.45,52.024,0.2792,1.1464,801.7465,13:21.75,20,"14,16,19,13,4,12,5,7,10,1,0,15,3,8,18,11,6,2,9,17",14:50;16:29;19:59;13:60;4:47;12:10;5:18;7:59;10:13;1:14;0:20;15:10;3:10;8:52;18:34;11:55;6:33;2:53;9:19;17:47,"14:[2,3,4,6,7];16:[4,5];19:[0,1,4,5,6];13:[2,3,4,5,6,7];4:[3,4,6,7];12:[4];5:[4];7:[2,3,4,6,7];10:[4];1:[4];0:[4,6];15:[4];3:[4];8:[0,1,4,5,6];18:[4,6,7];11:[0,1,4,5,6];6:[3,4,6];2:[1,3,4,6,7];9:[4];17:[1,4,6,7]","c14:bw=50,experts=[2,3,4,6,7]; c16:bw=29,experts=[4,5]; c19:bw=59,experts=[0,1,4,5,6]; c13:bw=60,experts=[2,3,4,5,6,7]; c4:bw=47,experts=[3,4,6,7]; c12:bw=10,experts=[4]; c5:bw=18,experts=[4]; c7:bw=59,experts=[2,3,4,6,7]; c10:bw=13,experts=[4]; c1:bw=14,experts=[4]; c0:bw=20,experts=[4,6]; c15:bw=10,experts=[4]; c3:bw=10,experts=[4]; c8:bw=52,experts=[0,1,4,5,6]; c18:bw=34,experts=[4,6,7]; c11:bw=55,experts=[0,1,4,5,6]; c6:bw=33,experts=[3,4,6]; c2:bw=53,experts=[1,3,4,6,7]; c9:bw=19,experts=[4]; c17:bw=47,experts=[1,4,6,7]","3.9603,2.1365,3.6712,4.1536,3.3978,2.4711,1.2971,3.2051,1.2309,3.7322,1.4970,2.9667,1.4873,2.2724,3.0444,2.3635,2.0353,2.6306,2.2406,2.2305"
16,2026-09-23 20:14:42,Ours,0.01,3.092774424904243,9.16,9.16,16,53.4108,0:53.41,51.97,0.2966,1.1418,855.172,14:15.17,20,"6,11,4,1,18,9,14,13,10,0,12,5,7,3,17,16,15,2,19,8",6:40;11:10;4:35;1:29;18:12;9:24;14:29;13:24;10:22;0:57;12:14;5:40;7:22;3:43;17:43;16:54;15:48;2:52;19:62;8:49,"6:[3,4,6,7];11:[4];4:[3,4,6];1:[4,5];18:[5];9:[0,4];14:[4,6];13:[4,6];10:[4,6];0:[2,3,4,6,7];12:[4];5:[3,4,6,7];7:[4,6];3:[3,4,6,7];17:[3,4,6,7];16:[2,3,4,6,7];15:[1,4,6,7];2:[0,3,4,6,7];19:[1,2,3,4,6,7];8:[3,4,6,7]","c6:bw=40,experts=[3,4,6,7]; c11:bw=10,experts=[4]; c4:bw=35,experts=[3,4,6]; c1:bw=29,experts=[4,5]; c18:bw=12,experts=[5]; c9:bw=24,experts=[0,4]; c14:bw=29,experts=[4,6]; c13:bw=24,experts=[4,6]; c10:bw=22,experts=[4,6]; c0:bw=57,experts=[2,3,4,6,7]; c12:bw=14,experts=[4]; c5:bw=40,experts=[3,4,6,7]; c7:bw=22,experts=[4,6]; c3:bw=43,experts=[3,4,6,7]; c17:bw=43,experts=[3,4,6,7]; c16:bw=54,experts=[2,3,4,6,7]; c15:bw=48,experts=[1,4,6,7]; c2:bw=52,experts=[0,3,4,6,7]; c19:bw=62,experts=[1,2,3,4,6,7]; c8:bw=49,experts=[3,4,6,7]","2.0752,2.3980,3.4067,3.7076,3.0591,2.2581,3.9113,4.0838,1.2351,1.4982,2.4518,1.2872,3.1853,1.4924,2.2400,2.1201,2.9950,2.6276,3.6611,2.2763"
17,2026-09-23 20:15:35,Ours,0.01,3.065944899213498,10.36,10.36,17,53.4565,0:53.46,52.0058,0.3095,1.139,908.6448,15:08.64,20,"14,7,12,6,11,4,16,9,10,0,3,8,18,5,19,1,13,17,2,15",14:33;7:25;12:74;6:39;11:10;4:58;16:30;9:37;10:44;0:11;3:52;8:10;18:31;5:10;19:40;1:29;13:27;17:11;2:19;15:50,"14:[4,6,7];7:[0,4];12:[0,2,3,4,5,6,7];6:[4,6,7];11:[4];4:[0,2,4,6,7];16:[3,4,6];9:[4,6,7];10:[3,4,6,7];0:[4];3:[2,3,4,6,7];8:[4];18:[4,6,7];5:[4];19:[3,4,6,7];1:[4,6];13:[0,4];17:[0];2:[4];15:[0,3,4,6,7]","c14:bw=33,experts=[4,6,7]; c7:bw=25,experts=[0,4]; c12:bw=74,experts=[0,2,3,4,5,6,7]; c6:bw=39,experts=[4,6,7]; c11:bw=10,experts=[4]; c4:bw=58,experts=[0,2,4,6,7]; c16:bw=30,experts=[3,4,6]; c9:bw=37,experts=[4,6,7]; c10:bw=44,experts=[3,4,6,7]; c0:bw=11,experts=[4]; c3:bw=52,experts=[2,3,4,6,7]; c8:bw=10,experts=[4]; c18:bw=31,experts=[4,6,7]; c5:bw=10,experts=[4]; c19:bw=40,experts=[3,4,6,7]; c1:bw=29,experts=[4,6]; c13:bw=27,experts=[0,4]; c17:bw=11,experts=[0]; c2:bw=19,experts=[4]; c15:bw=50,experts=[0,3,4,6,7]","3.9689,3.2273,2.4958,2.0682,2.3534,3.3882,2.1387,2.2357,1.2552,1.4935,1.5114,2.2694,3.0486,1.2989,3.6459,3.6985,4.0576,2.2631,2.5940,2.9935"
18,2026-09-23 20:16:29,Ours,0.01,3.074330027811471,11.51,11.51,18,53.289,0:53.29,51.8563,0.2691,1.1613,961.9489,16:01.95,20,"7,3,4,18,1,12,8,9,14,17,19,13,6,5,2,10,11,15,0,16",7:55;3:37;4:56;18:60;1:10;12:18;8:10;9:19;14:40;17:50;19:33;13:43;6:31;5:35;2:37;10:27;11:57;15:51;0:49;16:38,"7:[2,3,4,6,7];3:[4,6,7];4:[2,3,4,6,7];18:[0,2,3,4,6,7];1:[2];12:[4];8:[4];9:[4];14:[0,4,6,7];17:[2,3,4,6,7];19:[4,6,7];13:[3,4,6,7];6:[0,4,6];5:[0,1,4];2:[4,6,7];10:[0,1];11:[1,3,4,6,7];15:[2,3,4,6,7];0:[0,1,4,6];16:[0,4,6]","c7:bw=55,experts=[2,3,4,6,7]; c3:bw=37,experts=[4,6,7]; c4:bw=56,experts=[2,3,4,6,7]; c18:bw=60,experts=[0,2,3,4,6,7]; c1:bw=10,experts=[2]; c12:bw=18,experts=[4]; c8:bw=10,experts=[4]; c9:bw=19,experts=[4]; c14:bw=40,experts=[0,4,6,7]; c17:bw=50,experts=[2,3,4,6,7]; c19:bw=33,experts=[4,6,7]; c13:bw=43,experts=[3,4,6,7]; c6:bw=31,experts=[0,4,6]; c5:bw=35,experts=[0,1,4]; c2:bw=37,experts=[4,6,7]; c10:bw=27,experts=[0,1]; c11:bw=57,experts=[1,3,4,6,7]; c15:bw=51,experts=[2,3,4,6,7]; c0:bw=49,experts=[0,1,4,6]; c16:bw=38,experts=[0,4,6]","3.2337,1.5011,3.3733,3.0887,3.7284,2.4774,2.2657,2.2237,3.8873,2.2465,3.6192,4.0936,2.0354,1.3051,2.5977,1.2306,2.3781,2.9727,1.4747,2.1232"
19,2026-09-23 20:17:23,Ours,0.01,3.022574600528622,12.32,12.32,19,54.2873,0:54.29,52.8195,0.3105,1.1551,1016.2526,16:56.25,20,"8,7,1,6,9,10,11,19,13,5,17,12,18,16,3,2,15,4,0,14",8:56;7:22;1:46;6:66;9:38;10:35;11:20;19:37;13:10;5:29;17:67;12:54;18:31;16:13;3:40;2:14;15:39;4:51;0:42;14:30,"8:[2,3,4,6,7];7:[1,4];1:[1,3,4,6];6:[1,2,3,4,6,7];9:[4,6,7];10:[4,6,7];11:[4,6];19:[4,6,7];13:[4];5:[4,6];17:[0,2,3,4,6,7];12:[2,3,4,6,7];18:[1,4,6];16:[1];3:[1,4,6,7];2:[4];15:[4,5,6];4:[2,3,4,6,7];0:[3,4,6,7];14:[4,6,7]","c8:bw=56,experts=[2,3,4,6,7]; c7:bw=22,experts=[1,4]; c1:bw=46,experts=[1,3,4,6]; c6:bw=66,experts=[1,2,3,4,6,7]; c9:bw=38,experts=[4,6,7]; c10:bw=35,experts=[4,6,7]; c11:bw=20,experts=[4,6]; c19:bw=37,experts=[4,6,7]; c13:bw=10,experts=[4]; c5:bw=29,experts=[4,6]; c17:bw=67,experts=[0,2,3,4,6,7]; c12:bw=54,experts=[2,3,4,6,7]; c18:bw=31,experts=[1,4,6]; c16:bw=13,experts=[1]; c3:bw=40,experts=[1,4,6,7]; c2:bw=14,experts=[4]; c15:bw=39,experts=[4,5,6]; c4:bw=51,experts=[2,3,4,6,7]; c0:bw=42,experts=[3,4,6,7]; c14:bw=30,experts=[4,6,7]","2.3183,3.3031,3.7114,2.0583,2.2718,1.2377,2.3819,3.6451,4.1039,1.3748,2.3787,2.6070,3.1803,2.2394,1.5593,2.6752,3.0158,3.3842,1.4920,3.8812"
20,2026-09-23 20:18:16,Ours,0.01,3.039965668523959,13.12,13.12,20,53.2791,0:53.28,51.794,0.3101,1.1727,1069.5475,17:49.55,20,"17,4,3,10,6,13,14,11,7,16,12,5,9,8,1,15,19,18,0,2",17:48;4:59;3:18;10:16;6:68;13:40;14:30;11:10;7:43;16:40;12:44;5:10;9:17;8:50;1:40;15:19;19:48;18:21;0:28;2:41,"17:[3,4,6,7];4:[3,4,5,6,7];3:[4];10:[2];6:[0,2,3,4,6,7];13:[1,3,4,6];14:[4,6,7];11:[4];7:[3,4,6,7];16:[3,4,6,7];12:[1,4,6,7];5:[4];9:[3];8:[2,3,4,6,7];1:[3,4,6,7];15:[4];19:[3,4,6,7];18:[4,6];0:[4,6];2:[2,4,5,6]","c17:bw=48,experts=[3,4,6,7]; c4:bw=59,experts=[3,4,5,6,7]; c3:bw=18,experts=[4]; c10:bw=16,experts=[2]; c6:bw=68,experts=[0,2,3,4,6,7]; c13:bw=40,experts=[1,3,4,6]; c14:bw=30,experts=[4,6,7]; c11:bw=10,experts=[4]; c7:bw=43,experts=[3,4,6,7]; c16:bw=40,experts=[3,4,6,7]; c12:bw=44,experts=[1,4,6,7]; c5:bw=10,experts=[4]; c9:bw=17,experts=[3]; c8:bw=50,experts=[2,3,4,6,7]; c1:bw=40,experts=[3,4,6,7]; c15:bw=19,experts=[4]; c19:bw=48,experts=[3,4,6,7]; c18:bw=21,experts=[4,6]; c0:bw=28,experts=[4,6]; c2:bw=41,experts=[2,4,5,6]","2.2617,3.4080,1.4752,1.2307,2.0559,4.1172,3.8986,2.3493,3.2120,2.1180,2.4898,1.2928,2.2322,2.2777,3.7113,2.9308,3.6313,3.0316,1.4790,2.5907"
21,2026-09-23 20:19:10,Ours,0.01,2.9860571509750855,13.96,13.96,21,53.1401,0:53.14,51.6594,0.2965,1.1818,1122.7066,18:42.71,20,"13,14,15,17,3,4,18,19,2,11,12,9,6,5,10,8,0,7,16,1",13:23;14:31;15:19;17:35;3:10;4:48;18:60;19:58;2:39;11:23;12:38;9:25;6:16;5:32;10:40;8:18;0:66;7:12;16:33;1:41,"13:[4,6];14:[1,4,5];15:[4];17:[4,5,6];3:[5];4:[1,4,6,7];18:[0,2,3,4,6,7];19:[2,3,4,6,7];2:[4,6,7];11:[2,4];12:[4,6,7];9:[2,4];6:[4];5:[4,6,7];10:[4,5,6,7];8:[4];0:[2,3,4,5,6,7];7:[4];16:[4,6,7];1:[3,4,6,7]","c13:bw=23,experts=[4,6]; c14:bw=31,experts=[1,4,5]; c15:bw=19,experts=[4]; c17:bw=35,experts=[4,5,6]; c3:bw=10,experts=[5]; c4:bw=48,experts=[1,4,6,7]; c18:bw=60,experts=[0,2,3,4,6,7]; c19:bw=58,experts=[2,3,4,6,7]; c2:bw=39,experts=[4,6,7]; c11:bw=23,experts=[2,4]; c12:bw=38,experts=[4,6,7]; c9:bw=25,experts=[2,4]; c6:bw=16,experts=[4]; c5:bw=32,experts=[4,6,7]; c10:bw=40,experts=[4,5,6,7]; c8:bw=18,experts=[4]; c0:bw=66,experts=[2,3,4,5,6,7]; c7:bw=12,experts=[4]; c16:bw=33,experts=[4,6,7]; c1:bw=41,experts=[3,4,6,7]","4.1122,3.9131,2.9468,2.2507,1.4645,3.3487,3.0447,3.6473,2.6065,2.3468,2.4809,2.2227,2.0066,1.2923,1.2190,2.2617,1.4870,3.1795,2.1057,3.7224"
22,2026-09-23 20:20:03,Ours,0.01,3.003756308037961,15.13,15.13,22,53.3501,0:53.35,51.9011,0.2984,1.1483,1176.0737,19:36.07,20,"4,19,8,17,18,5,10,16,9,1,6,2,11,14,13,15,7,0,12,3",4:36;19:45;8:33;17:62;18:15;5:17;10:10;16:34;9:33;1:10;6:61;2:66;11:43;14:48;13:34;15:66;7:16;0:67;12:64;3:56,"4:[4,6,7];19:[3,4,6,7];8:[4,6,7];17:[0,2,3,4,6,7];18:[4];5:[2];10:[4];16:[4,6,7];9:[1,4,5];1:[0];6:[2,3,4,5,6,7];2:[0,2,3,4,6,7];11:[3,4,6,7];14:[3,4,6,7];13:[4,6,7];15:[0,2,3,4,6,7];7:[5];0:[0,2,3,4,6,7];12:[0,2,3,4,6,7];3:[0,3,4,6,7]","c4:bw=36,experts=[4,6,7]; c19:bw=45,experts=[3,4,6,7]; c8:bw=33,experts=[4,6,7]; c17:bw=62,experts=[0,2,3,4,6,7]; c18:bw=15,experts=[4]; c5:bw=17,experts=[2]; c10:bw=10,experts=[4]; c16:bw=34,experts=[4,6,7]; c9:bw=33,experts=[1,4,5]; c1:bw=10,experts=[0]; c6:bw=61,experts=[2,3,4,5,6,7]; c2:bw=66,experts=[0,2,3,4,6,7]; c11:bw=43,experts=[3,4,6,7]; c14:bw=48,experts=[3,4,6,7]; c13:bw=34,experts=[4,6,7]; c15:bw=66,experts=[0,2,3,4,6,7]; c7:bw=16,experts=[5]; c0:bw=67,experts=[0,2,3,4,6,7]; c12:bw=64,experts=[0,2,3,4,6,7]; c3:bw=56,experts=[0,3,4,6,7]","3.3642,3.6658,2.3035,2.2634,3.0678,1.2936,1.2356,2.1349,2.2179,3.7530,2.0518,2.6254,2.3803,3.8949,4.0882,2.9536,3.1645,1.4955,2.4696,1.4776"
23,2026-09-23 20:20:56,Ours,0.01,2.949408086428082,15.87,15.87,23,53.3502,0:53.35,51.8892,0.3112,1.1475,1229.4415,20:29.44,20,"2,13,1,19,8,15,3,6,18,12,7,0,4,11,10,17,14,5,9,16",2:32;13:54;1:62;19:21;8:35;15:29;3:15;6:10;18:26;12:26;7:15;0:11;4:56;11:52;10:67;17:70;14:52;5:52;9:50;16:56,"2:[1,4,6];13:[2,4,5,6,7];1:[0,2,3,4,6,7];19:[0,5];8:[0,1,5];15:[4,6];3:[4];6:[4];18:[4,6];12:[4,6];7:[4];0:[4];4:[2,3,4,6,7];11:[0,4,5,6,7];10:[0,2,3,4,6,7];17:[1,2,3,4,5,6,7];14:[2,3,4,6,7];5:[2,4,5,6,7];9:[2,3,4,6,7];16:[2,4,5,6,7]","c2:bw=32,experts=[1,4,6]; c13:bw=54,experts=[2,4,5,6,7]; c1:bw=62,experts=[0,2,3,4,6,7]; c19:bw=21,experts=[0,5]; c8:bw=35,experts=[0,1,5]; c15:bw=29,experts=[4,6]; c3:bw=15,experts=[4]; c6:bw=10,experts=[4]; c18:bw=26,experts=[4,6]; c12:bw=26,experts=[4,6]; c7:bw=15,experts=[4]; c0:bw=11,experts=[4]; c4:bw=56,experts=[2,3,4,6,7]; c11:bw=52,experts=[0,4,5,6,7]; c10:bw=67,experts=[0,2,3,4,6,7]; c17:bw=70,experts=[1,2,3,4,5,6,7]; c14:bw=52,experts=[2,3,4,6,7]; c5:bw=52,experts=[2,4,5,6,7]; c9:bw=50,experts=[2,3,4,6,7]; c16:bw=56,experts=[2,4,5,6,7]","2.6232,4.1372,3.7872,3.6715,2.2783,2.9610,1.4769,2.0309,3.0340,2.4583,3.2016,1.4797,3.3367,2.3724,1.2348,2.2487,3.8978,1.2980,2.2614,2.0994"
24,2026-09-23 20:21:49,Ours,0.01,2.8786594849320104,16.5,16.5,24,53.1806,0:53.18,51.7065,0.3106,1.1612,1282.6399,21:22.64,20,"3,14,13,5,8,10,4,17,6,16,18,0,19,9,11,1,12,15,7,2",3:10;14:42;13:50;5:25;8:18;10:39;4:12;17:56;6:30;16:41;18:72;0:31;19:55;9:50;11:10;1:10;12:37;15:44;7:10;2:43,"3:[4];14:[2,4,6,7];13:[2,3,4,6,7];5:[3,4];8:[4];10:[4,6,7];4:[4];17:[2,3,4,6,7];6:[4,6,7];16:[2,4,6,7];18:[0,2,3,4,5,6,7];0:[4,6,7];19:[1,3,4,6,7];9:[0,3,4,6,7];11:[4];1:[5];12:[4,6,7];15:[1,4,6,7];7:[4];2:[2,4,6,7]","c3:bw=10,experts=[4]; c14:bw=42,experts=[2,4,6,7]; c13:bw=50,experts=[2,3,4,6,7]; c5:bw=25,experts=[3,4]; c8:bw=18,experts=[4]; c10:bw=39,experts=[4,6,7]; c4:bw=12,experts=[4]; c17:bw=56,experts=[2,3,4,6,7]; c6:bw=30,experts=[4,6,7]; c16:bw=41,experts=[2,4,6,7]; c18:bw=72,experts=[0,2,3,4,5,6,7]; c0:bw=31,experts=[4,6,7]; c19:bw=55,experts=[1,3,4,6,7]; c9:bw=50,experts=[0,3,4,6,7]; c11:bw=10,experts=[4]; c1:bw=10,experts=[5]; c12:bw=37,experts=[4,6,7]; c15:bw=44,experts=[1,4,6,7]; c7:bw=10,experts=[4]; c2:bw=43,experts=[2,4,6,7]","1.4834,3.8913,4.1395,1.3081,2.2683,1.2396,3.3396,2.2450,2.0400,2.1099,3.0610,1.4942,3.6333,2.2361,2.3463,3.6984,2.4484,2.9464,3.1681,2.6095"
25,2026-09-23 20:22:43,Ours,0.01,2.8773296088433953,16.78,16.78,25,53.4822,0:53.48,52.0272,0.313,1.1396,1336.1615,22:16.16,20,"18,15,3,2,12,6,9,10,16,4,7,19,5,13,1,14,17,0,11,8",18:59;15:29;3:14;2:12;12:36;6:16;9:40;10:25;16:52;4:58;7:40;19:57;5:64;13:56;1:49;14:26;17:52;0:56;11:60;8:55,"18:[2,3,4,6,7];15:[4,6];3:[2];2:[4];12:[4,5,6];6:[4];9:[2,4,6,7];10:[4,6];16:[2,4,5,6,7];4:[0,2,4,6,7];7:[0,4,6,7];19:[2,3,4,6,7];5:[2,3,4,5,6,7];13:[0,3,4,6,7];1:[3,4,6,7];14:[4,6];17:[2,3,4,6,7];0:[2,4,5,6,7];11:[2,3,4,5,6,7];8:[2,3,4,6,7]","c18:bw=59,experts=[2,3,4,6,7]; c15:bw=29,experts=[4,6]; c3:bw=14,experts=[2]; c2:bw=12,experts=[4]; c12:bw=36,experts=[4,5,6]; c6:bw=16,experts=[4]; c9:bw=40,experts=[2,4,6,7]; c10:bw=25,experts=[4,6]; c16:bw=52,experts=[2,4,5,6,7]; c4:bw=58,experts=[0,2,4,6,7]; c7:bw=40,experts=[0,4,6,7]; c19:bw=57,experts=[2,3,4,6,7]; c5:bw=64,experts=[2,3,4,5,6,7]; c13:bw=56,experts=[0,3,4,6,7]; c1:bw=49,experts=[3,4,6,7]; c14:bw=26,experts=[4,6]; c17:bw=52,experts=[2,3,4,6,7]; c0:bw=56,experts=[2,4,5,6,7]; c11:bw=60,experts=[2,3,4,5,6,7]; c8:bw=55,experts=[2,3,4,6,7]","3.0938,2.9620,1.4796,2.6358,2.4755,2.1045,2.2545,1.2458,2.1336,3.3644,3.2095,3.6300,1.3063,4.1347,3.7218,3.8553,2.2512,1.5010,2.3888,2.2791"
