Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
79,2026-09-24 21:28:28,Ours,0.01,1.8216463827186298,54.69,54.69,79,87.5156,1:27.52,78.3665,7.6388,1.5069,6098.428,1:41:38.43,30,"11,8,9,16,0,6,17,5,28,7,2,29,26,4,19,21,13,1,12,23,25,18,10,3,24,27,20,14,15,22",11:32;8:44;9:10;16:59;0:36;6:21;17:58;5:53;28:37;7:46;2:33;29:43;26:41;4:80;19:26;21:46;13:43;1:37;12:10;23:46;25:29;18:12;10:34;3:26;24:58;27:52;20:39;14:62;15:54;22:33,"11:[4,5,6];8:[0,4,5,6];9:[4];16:[0,1,4,5,6];0:[0,4,6];6:[4,6];17:[0,2,4,5,6];5:[0,1,4,6,7];28:[4,5,6];7:[1,4,5,6];2:[2,4,6];29:[0,4,5,6];26:[2,4,5,6];4:[0,1,2,3,4,5,6,7];19:[2,4];21:[0,4,5,6];13:[0,4,5,6];1:[4,5,6];12:[2];23:[0,4,6,7];25:[4,6];18:[7];10:[2,4,6];3:[1,7];24:[0,3,4,5,6];27:[0,2,4,5,6];20:[4,5,6];14:[0,1,2,4,5,6];15:[0,1,4,5,6];22:[3,4,6]","c11:bw=32,experts=[4,5,6]; c8:bw=44,experts=[0,4,5,6]; c9:bw=10,experts=[4]; c16:bw=59,experts=[0,1,4,5,6]; c0:bw=36,experts=[0,4,6]; c6:bw=21,experts=[4,6]; c17:bw=58,experts=[0,2,4,5,6]; c5:bw=53,experts=[0,1,4,6,7]; c28:bw=37,experts=[4,5,6]; c7:bw=46,experts=[1,4,5,6]; c2:bw=33,experts=[2,4,6]; c29:bw=43,experts=[0,4,5,6]; c26:bw=41,experts=[2,4,5,6]; c4:bw=80,experts=[0,1,2,3,4,5,6,7]; c19:bw=26,experts=[2,4]; c21:bw=46,experts=[0,4,5,6]; c13:bw=43,experts=[0,4,5,6]; c1:bw=37,experts=[4,5,6]; c12:bw=10,experts=[2]; c23:bw=46,experts=[0,4,6,7]; c25:bw=29,experts=[4,6]; c18:bw=12,experts=[7]; c10:bw=34,experts=[2,4,6]; c3:bw=26,experts=[1,7]; c24:bw=58,experts=[0,3,4,5,6]; c27:bw=52,experts=[0,2,4,5,6]; c20:bw=39,experts=[4,5,6]; c14:bw=62,experts=[0,1,2,4,5,6]; c15:bw=54,experts=[0,1,4,5,6]; c22:bw=33,experts=[3,4,6]","3.4005,1.9366,2.2011,2.8634,1.8540,1.8899,3.0959,4.6413,2.5223,2.0946,2.0060,4.7392,1.7884,3.1895,2.3166,1.7178,2.5895,1.7979,2.7930,2.1217,3.1655,2.6638,3.7965,2.4695,2.0340,2.9043,3.1418,2.1415,1.9025,2.5879"
80,2026-09-24 21:29:55,Ours,0.01,1.8262845350474426,53.93,54.69,79,86.8934,1:26.89,77.9091,7.5096,1.4713,6185.3616,1:43:05.36,30,"2,13,1,14,17,23,4,8,15,21,28,19,7,26,0,5,22,18,3,20,25,16,24,12,27,9,11,6,10,29",2:44;13:39;1:31;14:30;17:61;23:36;4:57;8:51;15:41;21:64;28:10;19:35;7:48;26:41;0:47;5:65;22:43;18:13;3:31;20:25;25:38;16:44;24:43;12:10;27:27;9:53;11:62;6:39;10:18;29:10,"2:[3,4,6,7];13:[3,4,6];1:[3,4,6];14:[4,6,7];17:[0,1,2,4,5,6];23:[4,5,6];4:[0,1,4,5,6];8:[0,3,4,5,6];15:[0,3,4,6];21:[0,1,3,4,5,6];28:[3];19:[3,4,6];7:[1,3,4,6];26:[3,4,5,6];0:[3,4,5,6];5:[0,1,3,4,5,6];22:[4,5,6,7];18:[3];3:[4,5,6];20:[4,7];25:[0,4,6];16:[3,4,5,6];24:[0,4,5,6];12:[4];27:[3,7];9:[3,4,5,6,7];11:[0,1,3,4,5,6];6:[3,4,6];10:[3];29:[3]","c2:bw=44,experts=[3,4,6,7]; c13:bw=39,experts=[3,4,6]; c1:bw=31,experts=[3,4,6]; c14:bw=30,experts=[4,6,7]; c17:bw=61,experts=[0,1,2,4,5,6]; c23:bw=36,experts=[4,5,6]; c4:bw=57,experts=[0,1,4,5,6]; c8:bw=51,experts=[0,3,4,5,6]; c15:bw=41,experts=[0,3,4,6]; c21:bw=64,experts=[0,1,3,4,5,6]; c28:bw=10,experts=[3]; c19:bw=35,experts=[3,4,6]; c7:bw=48,experts=[1,3,4,6]; c26:bw=41,experts=[3,4,5,6]; c0:bw=47,experts=[3,4,5,6]; c5:bw=65,experts=[0,1,3,4,5,6]; c22:bw=43,experts=[4,5,6,7]; c18:bw=13,experts=[3]; c3:bw=31,experts=[4,5,6]; c20:bw=25,experts=[4,7]; c25:bw=38,experts=[0,4,6]; c16:bw=44,experts=[3,4,5,6]; c24:bw=43,experts=[0,4,5,6]; c12:bw=10,experts=[4]; c27:bw=27,experts=[3,7]; c9:bw=53,experts=[3,4,5,6,7]; c11:bw=62,experts=[0,1,3,4,5,6]; c6:bw=39,experts=[3,4,6]; c10:bw=18,experts=[3]; c29:bw=10,experts=[3]","2.0585,2.5645,1.7808,2.1648,3.1162,2.1808,3.2360,1.9212,1.8955,1.7123,2.4856,2.3337,2.1246,1.7513,1.8075,4.6025,2.5383,2.6864,2.4434,3.2465,3.1323,2.8221,2.0014,2.7484,2.8148,2.1468,3.3721,1.8480,3.6783,4.6946"
81,2026-09-24 21:31:21,Ours,0.01,1.7953531461591734,55.49,55.49,81,85.4542,1:25.45,76.4312,7.517,1.4997,6270.8578,1:44:30.86,30,"29,5,27,11,12,10,20,13,21,0,22,18,2,1,8,26,6,19,17,3,4,16,15,7,28,24,25,23,9,14",29:28;5:30;27:13;11:22;12:75;10:44;20:12;13:21;21:54;0:50;22:10;18:60;2:45;1:49;8:48;26:39;6:51;19:52;17:27;3:67;4:42;16:35;15:65;7:58;28:61;24:57;25:34;23:27;9:26;14:46,"29:[4,7];5:[1,4,6];27:[1];11:[4,7];12:[0,1,2,4,5,6,7];10:[0,1,4,6];20:[2];13:[4,7];21:[0,2,4,5,6];0:[0,4,5,6,7];22:[4];18:[0,1,2,4,5,6];2:[0,4,5,6];1:[0,4,5,6];8:[2,4,5,6];26:[4,6,7];6:[0,1,4,5,6];19:[0,4,5,6,7];17:[3,4];3:[0,1,2,4,5,6];4:[0,4,5,6];16:[2,4,6];15:[0,1,2,4,5,6];7:[0,1,4,5,6];28:[0,1,2,4,5,6];24:[0,2,4,5,6];25:[1,3,4];23:[4,6];9:[4,6];14:[0,4,5,6]","c29:bw=28,experts=[4,7]; c5:bw=30,experts=[1,4,6]; c27:bw=13,experts=[1]; c11:bw=22,experts=[4,7]; c12:bw=75,experts=[0,1,2,4,5,6,7]; c10:bw=44,experts=[0,1,4,6]; c20:bw=12,experts=[2]; c13:bw=21,experts=[4,7]; c21:bw=54,experts=[0,2,4,5,6]; c0:bw=50,experts=[0,4,5,6,7]; c22:bw=10,experts=[4]; c18:bw=60,experts=[0,1,2,4,5,6]; c2:bw=45,experts=[0,4,5,6]; c1:bw=49,experts=[0,4,5,6]; c8:bw=48,experts=[2,4,5,6]; c26:bw=39,experts=[4,6,7]; c6:bw=51,experts=[0,1,4,5,6]; c19:bw=52,experts=[0,4,5,6,7]; c17:bw=27,experts=[3,4]; c3:bw=67,experts=[0,1,2,4,5,6]; c4:bw=42,experts=[0,4,5,6]; c16:bw=35,experts=[2,4,6]; c15:bw=65,experts=[0,1,2,4,5,6]; c7:bw=58,experts=[0,1,4,5,6]; c28:bw=61,experts=[0,1,2,4,5,6]; c24:bw=57,experts=[0,2,4,5,6]; c25:bw=34,experts=[1,3,4]; c23:bw=27,experts=[4,6]; c9:bw=26,experts=[4,6]; c14:bw=46,experts=[0,4,5,6]","4.7025,4.5005,2.8510,3.3798,2.7957,3.7347,3.0997,2.5332,1.7071,1.8076,2.5221,2.6552,2.0123,1.7419,1.8663,1.7060,1.8666,2.3169,2.9468,2.3746,3.0484,2.7074,1.8148,2.0179,2.4130,1.9515,3.0587,2.0889,2.1283,2.0819"
82,2026-09-24 21:32:47,Ours,0.01,1.7741625863126465,55.45,55.49,81,86.0362,1:26.04,77.1197,7.4476,1.4656,6356.9356,1:45:56.94,30,"5,3,0,19,25,7,28,11,24,26,29,1,23,17,18,27,12,13,8,9,10,6,2,14,4,15,21,16,20,22",5:40;3:39;0:30;19:21;25:33;7:40;28:46;11:47;24:53;26:35;29:39;1:64;23:14;17:44;18:45;27:32;12:63;13:35;8:58;9:56;10:18;6:36;2:30;14:54;4:30;15:16;21:44;16:32;20:11;22:51,"5:[0,4,5,6];3:[4,5,6];0:[0,4,6];19:[1,4];25:[4,5,7];7:[1,2,4,6];28:[0,1,4,6];11:[0,1,4,6];24:[0,1,4,5,6];26:[1,4,6];29:[1,4,6];1:[0,1,2,4,5,6];23:[4];17:[0,4,5,6];18:[0,4,5,6];27:[4,5,6];12:[0,1,2,4,5,6];13:[0,4,6];8:[0,4,5,6,7];9:[0,1,4,5,6];10:[4];6:[4,5,6];2:[0,4,6];14:[0,1,4,5,6];4:[1,4,6];15:[4];21:[4,5,6,7];16:[0,4,6];20:[4];22:[0,2,4,5,6]","c5:bw=40,experts=[0,4,5,6]; c3:bw=39,experts=[4,5,6]; c0:bw=30,experts=[0,4,6]; c19:bw=21,experts=[1,4]; c25:bw=33,experts=[4,5,7]; c7:bw=40,experts=[1,2,4,6]; c28:bw=46,experts=[0,1,4,6]; c11:bw=47,experts=[0,1,4,6]; c24:bw=53,experts=[0,1,4,5,6]; c26:bw=35,experts=[1,4,6]; c29:bw=39,experts=[1,4,6]; c1:bw=64,experts=[0,1,2,4,5,6]; c23:bw=14,experts=[4]; c17:bw=44,experts=[0,4,5,6]; c18:bw=45,experts=[0,4,5,6]; c27:bw=32,experts=[4,5,6]; c12:bw=63,experts=[0,1,2,4,5,6]; c13:bw=35,experts=[0,4,6]; c8:bw=58,experts=[0,4,5,6,7]; c9:bw=56,experts=[0,1,4,5,6]; c10:bw=18,experts=[4]; c6:bw=36,experts=[4,5,6]; c2:bw=30,experts=[0,4,6]; c14:bw=54,experts=[0,1,4,5,6]; c4:bw=30,experts=[1,4,6]; c15:bw=16,experts=[4]; c21:bw=44,experts=[4,5,6,7]; c16:bw=32,experts=[0,4,6]; c20:bw=11,experts=[4]; c22:bw=51,experts=[0,2,4,5,6]","4.5516,2.4158,1.7851,2.2920,3.0924,2.0903,2.4744,3.3616,2.0095,1.7152,4.6954,1.7387,2.1121,3.0073,2.6360,2.8456,2.7673,2.5449,1.8847,2.1664,3.7403,1.8146,1.9995,2.1032,3.1312,1.8680,1.7508,2.8262,3.1529,2.5466"
83,2026-09-24 21:34:11,Ours,0.01,1.7696205780755605,55.32,55.49,81,84.7163,1:24.72,76.0777,7.199,1.4365,6441.6942,1:47:21.69,30,"22,19,1,11,29,16,14,21,20,27,15,17,8,2,25,0,4,7,24,26,12,28,9,5,3,18,13,23,6,10",22:70;19:67;1:63;11:27;29:46;16:49;14:39;21:53;20:50;27:58;15:39;17:31;8:39;2:41;25:48;0:10;4:10;7:37;24:43;26:17;12:44;28:10;9:51;5:10;3:42;18:21;13:46;23:34;6:53;10:37,"22:[0,1,2,4,5,6,7];19:[0,1,2,4,5,6];1:[0,1,2,4,5,6];11:[2,4];29:[0,1,4,6];16:[0,4,5,6];14:[4,5,6];21:[0,2,4,5,6];20:[0,2,4,5,6];27:[0,2,4,5,6];15:[0,4,6];17:[4,5,6];8:[4,5,6];2:[0,4,5,6];25:[2,4,5,6];0:[4];4:[4];7:[0,4,6];24:[4,5,6,7];26:[4];12:[0,4,5,6];28:[4];9:[0,1,2,4,6];5:[4];3:[3,4,5,6];18:[4,6];13:[0,1,4,6];23:[3,4,6];6:[0,1,4,5,6];10:[4,5,6]","c22:bw=70,experts=[0,1,2,4,5,6,7]; c19:bw=67,experts=[0,1,2,4,5,6]; c1:bw=63,experts=[0,1,2,4,5,6]; c11:bw=27,experts=[2,4]; c29:bw=46,experts=[0,1,4,6]; c16:bw=49,experts=[0,4,5,6]; c14:bw=39,experts=[4,5,6]; c21:bw=53,experts=[0,2,4,5,6]; c20:bw=50,experts=[0,2,4,5,6]; c27:bw=58,experts=[0,2,4,5,6]; c15:bw=39,experts=[0,4,6]; c17:bw=31,experts=[4,5,6]; c8:bw=39,experts=[4,5,6]; c2:bw=41,experts=[0,4,5,6]; c25:bw=48,experts=[2,4,5,6]; c0:bw=10,experts=[4]; c4:bw=10,experts=[4]; c7:bw=37,experts=[0,4,6]; c24:bw=43,experts=[4,5,6,7]; c26:bw=17,experts=[4]; c12:bw=44,experts=[0,4,5,6]; c28:bw=10,experts=[4]; c9:bw=51,experts=[0,1,2,4,6]; c5:bw=10,experts=[4]; c3:bw=42,experts=[3,4,5,6]; c18:bw=21,experts=[4,6]; c13:bw=46,experts=[0,1,4,6]; c23:bw=34,experts=[3,4,6]; c6:bw=53,experts=[0,1,4,5,6]; c10:bw=37,experts=[4,5,6]","2.5180,2.3036,1.7655,3.3551,4.6889,2.7463,2.1067,1.7100,3.1135,2.8345,1.8631,2.9529,1.8532,2.0236,3.1040,1.7566,3.0794,2.0510,1.9187,1.6710,2.7577,2.4218,2.1414,4.4205,2.3583,2.5938,2.4638,2.0570,1.8092,3.6385"
84,2026-09-24 21:35:36,Ours,0.01,1.772001109367477,55.75,55.75,84,84.4456,1:24.45,75.9999,7.0095,1.4329,6526.1821,1:48:46.18,30,"8,12,29,13,10,16,9,14,23,3,6,15,19,0,18,22,27,1,24,21,28,2,17,25,5,7,20,26,11,4",8:67;12:45;29:12;13:30;10:10;16:47;9:20;14:45;23:58;3:32;6:10;15:75;19:22;0:10;18:55;22:67;27:21;1:58;24:37;21:10;28:30;2:36;17:43;25:17;5:20;7:47;20:64;26:38;11:50;4:27,"8:[0,1,2,4,5,6];12:[3,4,5,6];29:[4];13:[1,4,6];10:[4];16:[4,5,6,7];9:[4,6];14:[0,1,4,6];23:[0,1,4,5,6];3:[4,5,6];6:[7];15:[0,1,2,4,5,6,7];19:[4,6];0:[4];18:[0,2,4,5,6];22:[0,1,2,4,5,6];27:[4,6];1:[0,1,4,5,6];24:[0,4,6];21:[4];28:[4,5,6];2:[4,5,6];17:[4,5,6,7];25:[4];5:[4,6];7:[1,4,6,7];20:[0,1,3,4,5,6];26:[4,5,6];11:[0,2,4,5,6];4:[4,6]","c8:bw=67,experts=[0,1,2,4,5,6]; c12:bw=45,experts=[3,4,5,6]; c29:bw=12,experts=[4]; c13:bw=30,experts=[1,4,6]; c10:bw=10,experts=[4]; c16:bw=47,experts=[4,5,6,7]; c9:bw=20,experts=[4,6]; c14:bw=45,experts=[0,1,4,6]; c23:bw=58,experts=[0,1,4,5,6]; c3:bw=32,experts=[4,5,6]; c6:bw=10,experts=[7]; c15:bw=75,experts=[0,1,2,4,5,6,7]; c19:bw=22,experts=[4,6]; c0:bw=10,experts=[4]; c18:bw=55,experts=[0,2,4,5,6]; c22:bw=67,experts=[0,1,2,4,5,6]; c27:bw=21,experts=[4,6]; c1:bw=58,experts=[0,1,4,5,6]; c24:bw=37,experts=[0,4,6]; c21:bw=10,experts=[4]; c28:bw=30,experts=[4,5,6]; c2:bw=36,experts=[4,5,6]; c17:bw=43,experts=[4,5,6,7]; c25:bw=17,experts=[4]; c5:bw=20,experts=[4,6]; c7:bw=47,experts=[1,4,6,7]; c20:bw=64,experts=[0,1,3,4,5,6]; c26:bw=38,experts=[4,5,6]; c11:bw=50,experts=[0,2,4,5,6]; c4:bw=27,experts=[4,6]","1.8812,2.7338,4.6145,2.5113,3.6443,2.7374,2.1258,2.0735,2.1017,2.3849,1.8183,1.9105,2.2916,1.7513,2.5931,2.4535,2.8073,1.7213,1.9189,1.6689,2.4220,1.9916,3.0802,3.0527,4.5082,2.0733,3.1353,1.6573,3.3080,3.0280"
85,2026-09-24 21:37:02,Ours,0.01,1.7595014564896185,56.41,56.41,85,85.8091,1:25.81,76.8923,7.4532,1.4603,6612.0334,1:50:12.03,30,"10,8,1,25,0,29,3,4,5,17,20,18,6,12,13,19,2,7,21,23,16,11,26,27,28,9,15,22,24,14",10:44;8:70;1:57;25:19;0:38;29:35;3:51;4:42;5:12;17:49;20:30;18:51;6:42;12:47;13:35;19:54;2:45;7:11;21:64;23:57;16:19;11:10;26:36;27:53;28:47;9:58;15:70;22:27;24:18;14:44,"10:[1,4,5,6];8:[0,1,2,4,5,6,7];1:[0,1,4,5,6];25:[4];0:[1,2,4];29:[1,4,6];3:[0,2,4,5,6];4:[0,4,5,6];5:[4];17:[0,4,5,6];20:[0,4,6];18:[0,2,4,5,6];6:[0,4,5,6];12:[0,4,5,6];13:[2,4,6];19:[0,2,4,5,6];2:[0,1,4,6];7:[4];21:[0,1,2,4,5,6];23:[0,2,4,5,6];16:[4];11:[4];26:[4,5,6];27:[0,2,4,5,6];28:[0,1,4,6];9:[0,2,4,5,6];15:[0,1,2,4,5,6,7];22:[4,6];24:[4];14:[1,3,4,6]","c10:bw=44,experts=[1,4,5,6]; c8:bw=70,experts=[0,1,2,4,5,6,7]; c1:bw=57,experts=[0,1,4,5,6]; c25:bw=19,experts=[4]; c0:bw=38,experts=[1,2,4]; c29:bw=35,experts=[1,4,6]; c3:bw=51,experts=[0,2,4,5,6]; c4:bw=42,experts=[0,4,5,6]; c5:bw=12,experts=[4]; c17:bw=49,experts=[0,4,5,6]; c20:bw=30,experts=[0,4,6]; c18:bw=51,experts=[0,2,4,5,6]; c6:bw=42,experts=[0,4,5,6]; c12:bw=47,experts=[0,4,5,6]; c13:bw=35,experts=[2,4,6]; c19:bw=54,experts=[0,2,4,5,6]; c2:bw=45,experts=[0,1,4,6]; c7:bw=11,experts=[4]; c21:bw=64,experts=[0,1,2,4,5,6]; c23:bw=57,experts=[0,2,4,5,6]; c16:bw=19,experts=[4]; c11:bw=10,experts=[4]; c26:bw=36,experts=[4,5,6]; c27:bw=53,experts=[0,2,4,5,6]; c28:bw=47,experts=[0,1,4,6]; c9:bw=58,experts=[0,2,4,5,6]; c15:bw=70,experts=[0,1,2,4,5,6,7]; c22:bw=27,experts=[4,6]; c24:bw=18,experts=[4]; c14:bw=44,experts=[1,3,4,6]","3.7228,1.8962,1.7705,3.0875,1.7888,4.7520,2.4256,3.0991,4.5008,2.9953,3.1158,2.6302,1.8046,2.7771,2.5252,2.2918,2.0146,2.0647,1.6988,2.1233,2.7350,3.3473,1.6882,2.9110,2.4904,2.1548,1.8893,2.5378,1.9526,2.1011"
86,2026-09-24 21:38:26,Ours,0.01,1.7665194026106883,56.72,56.72,86,84.2566,1:24.26,75.5674,7.2224,1.4589,6696.3329,1:51:36.33,30,"9,10,16,25,29,14,27,2,22,4,8,26,12,18,24,23,3,13,1,28,11,15,20,0,6,7,17,21,5,19",9:43;10:47;16:50;25:36;29:18;14:45;27:44;2:24;22:44;4:18;8:28;26:66;12:28;18:52;24:24;23:47;3:28;13:55;1:72;28:42;11:38;15:55;20:27;0:30;6:55;7:44;17:40;21:34;5:47;19:18,"9:[0,4,5,6];10:[1,4,6,7];16:[0,2,4,5,6];25:[4,5,6];29:[2];14:[0,4,5,6];27:[0,4,5,6];2:[4,6];22:[1,4,5,6];4:[4];8:[4,6];26:[0,1,2,4,5,6];12:[4,6];18:[0,1,4,5,6];24:[4,6];23:[0,4,5,6];3:[4,6];13:[0,2,4,5,6];1:[0,1,2,4,5,6,7];28:[4,5,6,7];11:[1,4,6];15:[0,2,4,5,6];20:[4,6];0:[4,5,6];6:[1,2,4,5,6];7:[0,1,4,6];17:[0,4,5,6];21:[0,4,6];5:[2,4,5,6];19:[4]","c9:bw=43,experts=[0,4,5,6]; c10:bw=47,experts=[1,4,6,7]; c16:bw=50,experts=[0,2,4,5,6]; c25:bw=36,experts=[4,5,6]; c29:bw=18,experts=[2]; c14:bw=45,experts=[0,4,5,6]; c27:bw=44,experts=[0,4,5,6]; c2:bw=24,experts=[4,6]; c22:bw=44,experts=[1,4,5,6]; c4:bw=18,experts=[4]; c8:bw=28,experts=[4,6]; c26:bw=66,experts=[0,1,2,4,5,6]; c12:bw=28,experts=[4,6]; c18:bw=52,experts=[0,1,4,5,6]; c24:bw=24,experts=[4,6]; c23:bw=47,experts=[0,4,5,6]; c3:bw=28,experts=[4,6]; c13:bw=55,experts=[0,2,4,5,6]; c1:bw=72,experts=[0,1,2,4,5,6,7]; c28:bw=42,experts=[4,5,6,7]; c11:bw=38,experts=[1,4,6]; c15:bw=55,experts=[0,2,4,5,6]; c20:bw=27,experts=[4,6]; c0:bw=30,experts=[4,5,6]; c6:bw=55,experts=[1,2,4,5,6]; c7:bw=44,experts=[0,1,4,6]; c17:bw=40,experts=[0,4,5,6]; c21:bw=34,experts=[0,4,6]; c5:bw=47,experts=[2,4,5,6]; c19:bw=18,experts=[4]","2.1266,3.7322,2.7344,3.0892,4.6026,2.0739,2.8276,1.9794,2.4598,3.0439,1.8443,1.7141,2.7222,2.5710,1.9185,2.0616,2.3648,2.4895,1.7352,2.4280,3.2988,1.8379,3.0459,1.7492,1.8031,2.0366,2.9579,1.6709,4.4192,2.2290"
87,2026-09-24 21:39:51,Ours,0.01,1.7628765690745716,56.88,56.88,87,84.446,1:24.45,75.5647,7.4306,1.4474,6780.8224,1:53:00.82,30,"16,8,18,13,15,26,6,20,12,7,24,1,23,27,0,19,11,9,4,14,10,21,2,5,28,17,3,25,22,29",16:45;8:46;18:45;13:45;15:63;26:47;6:60;20:54;12:45;7:22;24:30;1:29;23:30;27:62;0:35;19:33;11:18;9:37;4:34;14:36;10:49;21:36;2:67;5:10;28:31;17:25;3:68;25:67;22:21;29:24,"16:[1,4,5,6];8:[0,1,4,6];18:[4,5,6,7];13:[0,4,5,6];15:[0,1,2,4,5,6];26:[0,4,5,6];6:[0,1,2,4,5,6];20:[0,1,4,5,6];12:[0,4,5,6];7:[4,6];24:[3,4,6];1:[4,6];23:[4,6,7];27:[0,1,2,4,5,6];0:[4,5,6];19:[4,5,6];11:[4];9:[0,4,6];4:[2,3,7];14:[2,4,6];10:[2,4,5,6];21:[0,4,6];2:[0,1,2,4,5,6];5:[7];28:[1,4,6];17:[4,6];3:[0,2,4,5,6,7];25:[0,1,2,4,5,6];22:[3,4];29:[4,5]","c16:bw=45,experts=[1,4,5,6]; c8:bw=46,experts=[0,1,4,6]; c18:bw=45,experts=[4,5,6,7]; c13:bw=45,experts=[0,4,5,6]; c15:bw=63,experts=[0,1,2,4,5,6]; c26:bw=47,experts=[0,4,5,6]; c6:bw=60,experts=[0,1,2,4,5,6]; c20:bw=54,experts=[0,1,4,5,6]; c12:bw=45,experts=[0,4,5,6]; c7:bw=22,experts=[4,6]; c24:bw=30,experts=[3,4,6]; c1:bw=29,experts=[4,6]; c23:bw=30,experts=[4,6,7]; c27:bw=62,experts=[0,1,2,4,5,6]; c0:bw=35,experts=[4,5,6]; c19:bw=33,experts=[4,5,6]; c11:bw=18,experts=[4]; c9:bw=37,experts=[0,4,6]; c4:bw=34,experts=[2,3,7]; c14:bw=36,experts=[2,4,6]; c10:bw=49,experts=[2,4,5,6]; c21:bw=36,experts=[0,4,6]; c2:bw=67,experts=[0,1,2,4,5,6]; c5:bw=10,experts=[7]; c28:bw=31,experts=[1,4,6]; c17:bw=25,experts=[4,6]; c3:bw=68,experts=[0,2,4,5,6,7]; c25:bw=67,experts=[0,1,2,4,5,6]; c22:bw=21,experts=[3,4]; c29:bw=24,experts=[4,5]","2.7502,1.8766,2.6361,2.5085,1.8599,1.6780,1.8041,3.1122,2.7254,2.0383,1.9435,1.7301,2.0629,2.8144,1.7673,2.2221,3.2176,2.0869,2.9776,2.0502,3.6483,1.6848,1.9988,4.4020,2.4184,2.9652,2.3889,3.0888,2.4678,4.6396"
88,2026-09-24 21:41:15,Ours,0.01,1.7590240035932905,56.63,56.88,87,84.9249,1:24.92,76.1108,7.3521,1.4585,6865.7904,1:54:25.79,30,"21,11,6,20,7,4,16,14,8,10,28,18,12,15,5,22,23,24,3,0,27,9,25,19,13,17,2,29,26,1",21:42;11:10;6:27;20:41;7:41;4:38;16:30;14:10;8:43;10:71;28:24;18:22;12:61;15:60;5:30;22:57;23:52;24:36;3:33;0:62;27:40;9:31;25:26;19:23;13:34;17:30;2:46;29:16;26:69;1:28,"21:[0,3,4,6];11:[3];6:[3,4];20:[4,5,6,7];7:[3,4,5,6];4:[1,4,6];16:[3,4,6];14:[7];8:[0,3,4,6];10:[0,1,2,3,4,5,6];28:[3,4];18:[3,4];12:[0,1,2,4,5,6];15:[0,1,3,4,5,6];5:[3,4,6];22:[0,1,4,5,6];23:[0,1,4,5,6];24:[4,5,6];3:[4,5,6];0:[0,1,3,4,5,6];27:[3,4,6,7];9:[3,4,7];25:[4,6];19:[3,4];13:[3,4,6];17:[1,2,4];2:[3,4,6,7];29:[3];26:[0,2,3,4,5,6];1:[3,4]","c21:bw=42,experts=[0,3,4,6]; c11:bw=10,experts=[3]; c6:bw=27,experts=[3,4]; c20:bw=41,experts=[4,5,6,7]; c7:bw=41,experts=[3,4,5,6]; c4:bw=38,experts=[1,4,6]; c16:bw=30,experts=[3,4,6]; c14:bw=10,experts=[7]; c8:bw=43,experts=[0,3,4,6]; c10:bw=71,experts=[0,1,2,3,4,5,6]; c28:bw=24,experts=[3,4]; c18:bw=22,experts=[3,4]; c12:bw=61,experts=[0,1,2,4,5,6]; c15:bw=60,experts=[0,1,3,4,5,6]; c5:bw=30,experts=[3,4,6]; c22:bw=57,experts=[0,1,4,5,6]; c23:bw=52,experts=[0,1,4,5,6]; c24:bw=36,experts=[4,5,6]; c3:bw=33,experts=[4,5,6]; c0:bw=62,experts=[0,1,3,4,5,6]; c27:bw=40,experts=[3,4,6,7]; c9:bw=31,experts=[3,4,7]; c25:bw=26,experts=[4,6]; c19:bw=23,experts=[3,4]; c13:bw=34,experts=[3,4,6]; c17:bw=30,experts=[1,2,4]; c2:bw=46,experts=[3,4,6,7]; c29:bw=16,experts=[3]; c26:bw=69,experts=[0,2,3,4,5,6]; c1:bw=28,experts=[3,4]","1.6950,3.3222,1.8082,3.1235,2.0781,3.0996,2.7671,2.0991,1.8853,3.7229,2.4316,2.6150,2.7337,1.8621,4.4431,2.4495,2.0889,1.9191,2.4045,1.7878,2.8514,2.1212,3.0520,2.2644,2.4717,3.0482,1.9650,4.5934,1.6769,1.7303"
