Round,TestAcc
1,1.26
2,3.86
3,5.45
4,8.25
5,9.68
6,14.63
7,16.34
8,17.41
9,18.76
10,9.83
11,20.16
12,22.28
13,24.67
14,26.98
15,30.0
16,23.65
17,29.13
18,19.81
19,32.55
20,33.26
21,35.38
22,38.89
23,40.51
24,37.45
25,41.59
26,41.29
27,40.09
28,31.55
29,39.38
30,43.54
31,45.38
32,40.47
33,46.22
34,45.66
35,42.86
36,49.94
37,51.46
38,48.97
39,50.33
40,49.84
41,51.96
42,50.24
43,49.57
44,52.96
45,53.83
46,53.5
47,54.23
48,53.54
49,51.81
50,53.36
51,51.94
52,51.11
53,55.02
54,55.82
55,57.48
56,53.45
57,57.58
58,54.77
59,57.51
60,58.28
61,56.99
62,58.29
63,58.09
64,59.28
65,59.03
66,57.81
67,57.98
68,58.72
69,59.96
70,54.22
71,58.64
72,56.27
73,57.88
74,54.9
75,59.99
76,61.04
77,61.68
78,61.71
79,61.37
80,61.8
81,62.07
82,62.19
83,62.15
84,61.93
85,61.83
86,62.71
87,60.76
88,62.5
89,59.64
90,61.63
91,59.62
92,58.7
93,62.65
94,63.69
95,62.42
96,64.07
97,61.27
98,57.72
99,60.58
100,63.15
