Round,TestAcc
1,1.2
2,3.54
3,6.02
4,8.17
5,11.02
6,14.48
7,17.26
8,18.16
9,20.52
10,17.15
11,24.39
12,26.96
13,27.7
14,30.53
15,31.68
16,29.62
17,24.7
18,26.01
19,36.42
20,37.56
21,37.89
22,41.43
23,42.03
24,39.11
25,43.43
26,39.25
27,45.86
28,42.8
29,46.6
30,45.53
31,47.35
32,46.21
33,45.51
34,49.14
35,49.59
36,51.48
37,52.27
38,50.8
39,52.8
40,51.49
41,51.29
42,52.35
43,52.59
44,54.66
45,54.7
46,55.18
47,54.72
48,56.1
49,51.21
50,53.35
51,56.51
52,55.49
53,57.27
54,58.42
55,58.17
56,57.14
57,58.79
58,57.22
59,57.24
60,58.38
61,59.71
62,60.29
63,58.62
64,60.77
65,59.86
66,59.57
67,59.61
68,59.49
69,60.44
70,59.15
71,60.77
72,60.31
73,61.42
74,55.54
75,61.73
76,61.44
77,62.3
78,62.24
79,61.7
80,62.5
81,63.37
82,62.99
83,62.94
84,62.08
85,63.0
86,64.05
87,63.22
88,63.01
89,62.55
90,63.1
91,62.66
92,61.15
93,63.06
94,64.37
95,63.12
96,63.6
97,64.15
98,62.95
99,63.34
100,63.48
