Round,TestAcc
1,1.51
2,2.11
3,3.05
4,3.54
5,5.85
6,7.09
7,7.78
8,8.27
9,10.6
10,10.55
11,13.04
12,11.34
13,11.79
14,12.89
15,17.37
16,17.17
17,19.86
18,18.1
19,25.91
20,27.34
21,17.49
22,24.16
23,25.98
24,24.66
25,29.04
26,31.68
27,32.97
28,30.17
29,33.14
30,28.44
31,40.66
32,31.4
33,37.68
34,38.03
35,32.72
36,34.96
37,34.4
38,43.17
39,40.2
40,29.4
41,25.41
42,37.55
43,38.03
44,32.47
45,32.61
46,39.37
47,44.75
48,41.57
49,29.35
50,48.42
51,49.89
52,45.18
53,46.23
54,38.66
55,49.67
56,50.6
57,49.81
58,34.86
59,36.16
60,46.46
61,47.02
62,47.84
63,38.48
64,49.62
65,52.68
66,55.01
67,53.37
68,45.34
69,40.98
70,52.71
71,54.57
72,53.96
73,54.53
74,54.33
75,42.68
76,52.5
77,53.2
78,41.48
79,49.4
80,51.99
81,58.63
82,56.98
83,52.21
84,57.92
85,58.53
86,57.94
87,52.13
88,55.57
89,54.8
90,51.18
91,56.36
92,54.13
93,50.84
94,58.55
95,58.47
96,59.47
97,48.76
98,57.04
99,56.67
100,56.7
