Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
79,2026-09-23 22:52:33,Ours,0.01,2.059401130726641,40.56,40.56,79,59.2718,0:59.27,57.5168,0.5213,1.2305,4949.0848,1:22:29.08,30,"11,8,9,16,0,6,17,5,28,7,2,29,26,4,19,21,13,1,12,23,25,18,10,3,24,27,20,14,15,22",11:32;8:44;9:10;16:59;0:36;6:21;17:58;5:53;28:37;7:46;2:33;29:43;26:41;4:80;19:26;21:46;13:43;1:37;12:10;23:46;25:29;18:12;10:34;3:26;24:58;27:52;20:39;14:62;15:54;22:33,"11:[0,4,5];8:[0,4,5,6];9:[4];16:[0,1,4,5,6];0:[0,4,6];6:[4,6];17:[0,2,4,5,6];5:[0,1,4,6,7];28:[0,4,6];7:[0,1,4,6];2:[2,4,6];29:[0,4,5,6];26:[0,4,5,6];4:[0,1,2,3,4,5,6,7];19:[2,4];21:[4,5,6,7];13:[0,4,5,6];1:[0,4,6];12:[2];23:[0,4,6,7];25:[1,4];18:[4];10:[0,4,6];3:[3,7];24:[0,1,4,5,6];27:[0,2,4,5,6];20:[1,4,6];14:[0,1,2,4,5,6];15:[0,1,4,5,6];22:[3,4,6]","c11:bw=32,experts=[0,4,5]; c8:bw=44,experts=[0,4,5,6]; c9:bw=10,experts=[4]; c16:bw=59,experts=[0,1,4,5,6]; c0:bw=36,experts=[0,4,6]; c6:bw=21,experts=[4,6]; c17:bw=58,experts=[0,2,4,5,6]; c5:bw=53,experts=[0,1,4,6,7]; c28:bw=37,experts=[0,4,6]; c7:bw=46,experts=[0,1,4,6]; c2:bw=33,experts=[2,4,6]; c29:bw=43,experts=[0,4,5,6]; c26:bw=41,experts=[0,4,5,6]; c4:bw=80,experts=[0,1,2,3,4,5,6,7]; c19:bw=26,experts=[2,4]; c21:bw=46,experts=[4,5,6,7]; c13:bw=43,experts=[0,4,5,6]; c1:bw=37,experts=[0,4,6]; c12:bw=10,experts=[2]; c23:bw=46,experts=[0,4,6,7]; c25:bw=29,experts=[1,4]; c18:bw=12,experts=[4]; c10:bw=34,experts=[0,4,6]; c3:bw=26,experts=[3,7]; c24:bw=58,experts=[0,1,4,5,6]; c27:bw=52,experts=[0,2,4,5,6]; c20:bw=39,experts=[1,4,6]; c14:bw=62,experts=[0,1,2,4,5,6]; c15:bw=54,experts=[0,1,4,5,6]; c22:bw=33,experts=[3,4,6]","2.5956,1.3386,1.5853,2.1233,1.2927,1.3393,2.3298,3.6535,1.8591,1.5291,1.4711,3.7528,1.2306,2.4414,1.7115,1.2012,1.8710,1.2056,2.0012,1.4868,2.3338,1.9131,2.8091,1.7489,1.4425,2.1498,2.3792,1.5279,1.3355,1.8573"
80,2026-09-23 22:53:34,Ours,0.01,2.109552341246901,39.65,40.56,79,60.7722,1:00.77,59.0148,0.5245,1.2295,5009.8958,1:23:29.90,30,"2,13,1,14,17,23,4,8,15,21,28,19,7,26,0,5,22,18,3,20,25,16,24,12,27,9,11,6,10,29",2:44;13:39;1:31;14:30;17:61;23:36;4:57;8:51;15:41;21:64;28:10;19:35;7:48;26:41;0:47;5:65;22:43;18:13;3:31;20:25;25:38;16:44;24:43;12:10;27:27;9:53;11:62;6:39;10:18;29:10,"2:[3,4,6,7];13:[3,4,6];1:[3,4,6];14:[4,6,7];17:[0,2,3,4,5,6];23:[0,4,6];4:[0,1,4,5,6];8:[0,1,3,4,6];15:[0,3,4,6];21:[0,1,3,4,5,6];28:[3];19:[3,4,6];7:[1,3,4,6];26:[3,4,5,6];0:[0,3,4,6];5:[0,1,2,4,5,6];22:[0,4,6,7];18:[3];3:[0,4,6];20:[4,7];25:[3,4,6];16:[3,4,5,6];24:[0,1,4,6];12:[4];27:[3,4];9:[0,3,4,5,6];11:[0,1,2,3,4,6];6:[3,4,6];10:[3];29:[3]","c2:bw=44,experts=[3,4,6,7]; c13:bw=39,experts=[3,4,6]; c1:bw=31,experts=[3,4,6]; c14:bw=30,experts=[4,6,7]; c17:bw=61,experts=[0,2,3,4,5,6]; c23:bw=36,experts=[0,4,6]; c4:bw=57,experts=[0,1,4,5,6]; c8:bw=51,experts=[0,1,3,4,6]; c15:bw=41,experts=[0,3,4,6]; c21:bw=64,experts=[0,1,3,4,5,6]; c28:bw=10,experts=[3]; c19:bw=35,experts=[3,4,6]; c7:bw=48,experts=[1,3,4,6]; c26:bw=41,experts=[3,4,5,6]; c0:bw=47,experts=[0,3,4,6]; c5:bw=65,experts=[0,1,2,4,5,6]; c22:bw=43,experts=[0,4,6,7]; c18:bw=13,experts=[3]; c3:bw=31,experts=[0,4,6]; c20:bw=25,experts=[4,7]; c25:bw=38,experts=[3,4,6]; c16:bw=44,experts=[3,4,5,6]; c24:bw=43,experts=[0,1,4,6]; c12:bw=10,experts=[4]; c27:bw=27,experts=[3,4]; c9:bw=53,experts=[0,3,4,5,6]; c11:bw=62,experts=[0,1,2,3,4,6]; c6:bw=39,experts=[3,4,6]; c10:bw=18,experts=[3]; c29:bw=10,experts=[3]","1.4538,1.8901,1.2349,1.5763,2.3707,1.6405,2.4991,1.4041,1.3888,1.2233,1.8555,1.7406,1.5694,1.2319,1.3156,3.6836,1.9231,2.0459,1.8381,2.5542,2.4376,2.1792,1.4538,2.1077,2.1835,1.6191,2.6427,1.3478,2.8984,3.7053"
81,2026-09-23 22:54:36,Ours,0.01,2.133592309239933,39.17,40.56,79,61.3869,1:01.39,59.6088,0.5869,1.1878,5071.3245,1:24:31.32,30,"29,5,27,11,12,10,20,13,21,0,22,18,2,1,8,26,6,19,17,3,4,16,15,7,28,24,25,23,9,14",29:28;5:30;27:13;11:22;12:75;10:44;20:12;13:21;21:54;0:50;22:10;18:60;2:45;1:49;8:48;26:39;6:51;19:52;17:27;3:67;4:42;16:35;15:65;7:58;28:61;24:57;25:34;23:27;9:26;14:46,"29:[4,7];5:[1,4,6];27:[7];11:[4,7];12:[0,1,2,4,5,6,7];10:[1,4,6,7];20:[2];13:[4,6];21:[0,2,4,5,6];0:[0,4,5,6,7];22:[4];18:[0,1,2,4,5,6];2:[0,4,5,6];1:[0,4,5,6];8:[0,2,4,6];26:[4,6,7];6:[0,2,4,5,6];19:[0,2,4,6,7];17:[4,6];3:[0,2,4,5,6,7];4:[0,4,5,6];16:[2,4,6];15:[0,2,4,5,6,7];7:[0,1,4,5,6];28:[0,1,2,4,5,6];24:[0,2,4,5,6];25:[4,6,7];23:[4,5];9:[2,4];14:[0,4,5,6]","c29:bw=28,experts=[4,7]; c5:bw=30,experts=[1,4,6]; c27:bw=13,experts=[7]; c11:bw=22,experts=[4,7]; c12:bw=75,experts=[0,1,2,4,5,6,7]; c10:bw=44,experts=[1,4,6,7]; c20:bw=12,experts=[2]; c13:bw=21,experts=[4,6]; c21:bw=54,experts=[0,2,4,5,6]; c0:bw=50,experts=[0,4,5,6,7]; c22:bw=10,experts=[4]; c18:bw=60,experts=[0,1,2,4,5,6]; c2:bw=45,experts=[0,4,5,6]; c1:bw=49,experts=[0,4,5,6]; c8:bw=48,experts=[0,2,4,6]; c26:bw=39,experts=[4,6,7]; c6:bw=51,experts=[0,2,4,5,6]; c19:bw=52,experts=[0,2,4,6,7]; c17:bw=27,experts=[4,6]; c3:bw=67,experts=[0,2,4,5,6,7]; c4:bw=42,experts=[0,4,5,6]; c16:bw=35,experts=[2,4,6]; c15:bw=65,experts=[0,2,4,5,6,7]; c7:bw=58,experts=[0,1,4,5,6]; c28:bw=61,experts=[0,1,2,4,5,6]; c24:bw=57,experts=[0,2,4,5,6]; c25:bw=34,experts=[4,6,7]; c23:bw=27,experts=[4,5]; c9:bw=26,experts=[2,4]; c14:bw=46,experts=[0,4,5,6]","3.7865,3.8856,2.3572,2.8071,2.3380,3.2572,2.5713,2.0524,1.2205,1.2881,1.8933,2.0286,1.4832,1.2453,1.3709,1.2273,1.3343,1.7165,2.2969,1.7926,2.3838,2.0738,1.3490,1.5147,1.8406,1.4289,2.3987,1.5427,1.5736,1.5499"
82,2026-09-23 22:55:36,Ours,0.01,2.0480514376318197,39.6,40.56,79,60.1348,1:00.13,58.3638,0.5073,1.2604,5131.4985,1:25:31.50,30,"5,3,0,19,25,7,28,11,24,26,29,1,23,17,18,27,12,13,8,9,10,6,2,14,4,15,21,16,20,22",5:40;3:39;0:30;19:21;25:33;7:40;28:46;11:47;24:53;26:35;29:39;1:64;23:14;17:44;18:45;27:32;12:63;13:35;8:58;9:56;10:18;6:36;2:30;14:54;4:30;15:16;21:44;16:32;20:11;22:51,"5:[0,1,4,6];3:[0,4,6];0:[1,4,6];19:[4,6];25:[0,2,5];7:[1,2,4,6];28:[0,1,4,6];11:[0,2,4,6];24:[0,1,4,5,6];26:[2,4,6];29:[1,4,6];1:[0,1,2,4,5,6];23:[4];17:[0,4,6,7];18:[0,4,5,6];27:[0,4,6];12:[0,2,4,5,6,7];13:[0,4,6];8:[0,4,5,6,7];9:[0,1,4,5,6];10:[4];6:[0,4,6];2:[0,4,6];14:[0,1,4,5,6];4:[1,4,6];15:[4];21:[0,4,5,6];16:[0,4,6];20:[4];22:[0,2,4,5,6]","c5:bw=40,experts=[0,1,4,6]; c3:bw=39,experts=[0,4,6]; c0:bw=30,experts=[1,4,6]; c19:bw=21,experts=[4,6]; c25:bw=33,experts=[0,2,5]; c7:bw=40,experts=[1,2,4,6]; c28:bw=46,experts=[0,1,4,6]; c11:bw=47,experts=[0,2,4,6]; c24:bw=53,experts=[0,1,4,5,6]; c26:bw=35,experts=[2,4,6]; c29:bw=39,experts=[1,4,6]; c1:bw=64,experts=[0,1,2,4,5,6]; c23:bw=14,experts=[4]; c17:bw=44,experts=[0,4,6,7]; c18:bw=45,experts=[0,4,5,6]; c27:bw=32,experts=[0,4,6]; c12:bw=63,experts=[0,2,4,5,6,7]; c13:bw=35,experts=[0,4,6]; c8:bw=58,experts=[0,4,5,6,7]; c9:bw=56,experts=[0,1,4,5,6]; c10:bw=18,experts=[4]; c6:bw=36,experts=[0,4,6]; c2:bw=30,experts=[0,4,6]; c14:bw=54,experts=[0,1,4,5,6]; c4:bw=30,experts=[1,4,6]; c15:bw=16,experts=[4]; c21:bw=44,experts=[0,4,5,6]; c16:bw=32,experts=[0,4,6]; c20:bw=11,experts=[4]; c22:bw=51,experts=[0,2,4,5,6]","3.5885,1.8197,1.2866,1.7525,2.3924,1.5144,1.8259,2.6156,1.4295,1.2061,3.7102,1.2440,1.5502,2.2935,2.0363,2.1897,2.1333,1.9354,1.4334,1.6469,2.9468,1.3145,1.4986,1.5761,2.4168,1.3594,1.2238,2.1195,2.3968,1.9073"
83,2026-09-23 22:56:38,Ours,0.01,2.0018099425619074,40.23,40.56,79,61.7434,1:01.74,60.0144,0.5219,1.2038,5193.2833,1:26:33.28,30,"22,19,1,11,29,16,14,21,20,27,15,17,8,2,25,0,4,7,24,26,12,28,9,5,3,18,13,23,6,10",22:70;19:67;1:63;11:27;29:46;16:49;14:39;21:53;20:50;27:58;15:39;17:31;8:39;2:41;25:48;0:10;4:10;7:37;24:43;26:17;12:44;28:10;9:51;5:10;3:42;18:21;13:46;23:34;6:53;10:37,"22:[0,1,2,4,5,6,7];19:[0,1,2,4,5,6];1:[0,1,2,4,5,6];11:[4,6];29:[0,1,4,6];16:[0,4,5,6];14:[4,5,6];21:[0,4,5,6,7];20:[0,1,4,5,6];27:[0,1,2,4,6];15:[0,4,6];17:[0,4,6];8:[0,4,6];2:[0,4,5,6];25:[0,4,5,6];0:[4];4:[4];7:[1,4,6];24:[0,4,6,7];26:[4];12:[0,4,5,6];28:[4];9:[0,1,4,6,7];5:[4];3:[0,4,5,6];18:[4,6];13:[0,1,4,6];23:[3,4,6];6:[0,1,4,5,6];10:[0,4,6]","c22:bw=70,experts=[0,1,2,4,5,6,7]; c19:bw=67,experts=[0,1,2,4,5,6]; c1:bw=63,experts=[0,1,2,4,5,6]; c11:bw=27,experts=[4,6]; c29:bw=46,experts=[0,1,4,6]; c16:bw=49,experts=[0,4,5,6]; c14:bw=39,experts=[4,5,6]; c21:bw=53,experts=[0,4,5,6,7]; c20:bw=50,experts=[0,1,4,5,6]; c27:bw=58,experts=[0,1,2,4,6]; c15:bw=39,experts=[0,4,6]; c17:bw=31,experts=[0,4,6]; c8:bw=39,experts=[0,4,6]; c2:bw=41,experts=[0,4,5,6]; c25:bw=48,experts=[0,4,5,6]; c0:bw=10,experts=[4]; c4:bw=10,experts=[4]; c7:bw=37,experts=[1,4,6]; c24:bw=43,experts=[0,4,6,7]; c26:bw=17,experts=[4]; c12:bw=44,experts=[0,4,5,6]; c28:bw=10,experts=[4]; c9:bw=51,experts=[0,1,4,6,7]; c5:bw=10,experts=[4]; c3:bw=42,experts=[0,4,5,6]; c18:bw=21,experts=[4,6]; c13:bw=46,experts=[0,1,4,6]; c23:bw=34,experts=[3,4,6]; c6:bw=53,experts=[0,1,4,5,6]; c10:bw=37,experts=[0,4,6]","1.9731,1.7525,1.2841,2.6981,3.8599,2.1568,1.6000,1.2739,2.5336,2.3947,1.4523,2.4686,1.4580,1.5602,2.5782,1.3602,2.5529,1.6222,1.5352,1.2096,2.1474,1.8376,1.6079,3.6184,1.8274,2.0012,1.8947,1.5484,1.3273,2.8798"
84,2026-09-23 22:57:38,Ours,0.01,1.9729229668494455,40.55,40.56,79,59.8479,0:59.85,58.1334,0.5117,1.1997,5253.1746,1:27:33.17,30,"8,12,29,13,10,16,9,14,23,3,6,15,19,0,18,22,27,1,24,21,28,2,17,25,5,7,20,26,11,4",8:67;12:45;29:12;13:30;10:10;16:47;9:20;14:45;23:58;3:32;6:10;15:75;19:22;0:10;18:55;22:67;27:21;1:58;24:37;21:10;28:30;2:36;17:43;25:17;5:20;7:47;20:64;26:38;11:50;4:27,"8:[0,1,2,4,5,6];12:[0,3,4,6];29:[4];13:[1,4,6];10:[4];16:[0,4,5,6];9:[4,6];14:[1,4,5,6];23:[0,1,4,5,6];3:[0,4,6];6:[4];15:[0,1,2,4,5,6,7];19:[4,6];0:[4];18:[0,2,4,5,6];22:[0,2,4,5,6,7];27:[4,6];1:[0,1,4,5,6];24:[1,4,6];21:[4];28:[0,4,6];2:[0,4,6];17:[0,4,5,6];25:[4];5:[3,4];7:[1,4,6,7];20:[0,1,3,4,5,6];26:[1,4,6];11:[0,2,4,5,6];4:[4,6]","c8:bw=67,experts=[0,1,2,4,5,6]; c12:bw=45,experts=[0,3,4,6]; c29:bw=12,experts=[4]; c13:bw=30,experts=[1,4,6]; c10:bw=10,experts=[4]; c16:bw=47,experts=[0,4,5,6]; c9:bw=20,experts=[4,6]; c14:bw=45,experts=[1,4,5,6]; c23:bw=58,experts=[0,1,4,5,6]; c3:bw=32,experts=[0,4,6]; c6:bw=10,experts=[4]; c15:bw=75,experts=[0,1,2,4,5,6,7]; c19:bw=22,experts=[4,6]; c0:bw=10,experts=[4]; c18:bw=55,experts=[0,2,4,5,6]; c22:bw=67,experts=[0,2,4,5,6,7]; c27:bw=21,experts=[4,6]; c1:bw=58,experts=[0,1,4,5,6]; c24:bw=37,experts=[1,4,6]; c21:bw=10,experts=[4]; c28:bw=30,experts=[0,4,6]; c2:bw=36,experts=[0,4,6]; c17:bw=43,experts=[0,4,5,6]; c25:bw=17,experts=[4]; c5:bw=20,experts=[3,4]; c7:bw=47,experts=[1,4,6,7]; c20:bw=64,experts=[0,1,3,4,5,6]; c26:bw=38,experts=[1,4,6]; c11:bw=50,experts=[0,2,4,5,6]; c4:bw=27,experts=[4,6]","1.3688,2.1090,3.7407,1.8852,2.8389,2.0363,1.5503,1.4989,1.5077,1.7480,1.2899,1.3609,1.7149,1.2989,2.0325,1.9059,2.1817,1.2585,1.4359,1.2481,1.8972,1.5044,2.4603,2.4333,3.6101,1.5205,2.4250,1.2309,2.6536,2.3871"
85,2026-09-23 22:58:39,Ours,0.01,1.9638082169519078,42.29,42.29,85,61.5461,1:01.55,59.7753,0.5326,1.2349,5314.7588,1:28:34.76,30,"10,8,1,25,0,29,3,4,5,17,20,18,6,12,13,19,2,7,21,23,16,11,26,27,28,9,15,22,24,14",10:44;8:70;1:57;25:19;0:38;29:35;3:51;4:42;5:12;17:49;20:30;18:51;6:42;12:47;13:35;19:54;2:45;7:11;21:64;23:57;16:19;11:10;26:36;27:53;28:47;9:58;15:70;22:27;24:18;14:44,"10:[1,2,4,6];8:[0,1,2,4,5,6,7];1:[0,1,4,5,6];25:[4];0:[2,4,6];29:[1,4,6];3:[0,1,4,5,6];4:[0,1,4,6];5:[4];17:[0,4,5,6];20:[1,4,6];18:[0,2,4,5,6];6:[0,4,6,7];12:[0,4,5,6];13:[2,4,6];19:[0,2,4,5,6];2:[0,1,4,6];7:[4];21:[0,2,4,5,6,7];23:[0,2,4,5,6];16:[4];11:[4];26:[4,6,7];27:[0,2,4,5,6];28:[0,1,4,6];9:[0,1,4,5,6];15:[0,1,2,4,5,6,7];22:[4,6];24:[4];14:[1,3,4,6]","c10:bw=44,experts=[1,2,4,6]; c8:bw=70,experts=[0,1,2,4,5,6,7]; c1:bw=57,experts=[0,1,4,5,6]; c25:bw=19,experts=[4]; c0:bw=38,experts=[2,4,6]; c29:bw=35,experts=[1,4,6]; c3:bw=51,experts=[0,1,4,5,6]; c4:bw=42,experts=[0,1,4,6]; c5:bw=12,experts=[4]; c17:bw=49,experts=[0,4,5,6]; c20:bw=30,experts=[1,4,6]; c18:bw=51,experts=[0,2,4,5,6]; c6:bw=42,experts=[0,4,6,7]; c12:bw=47,experts=[0,4,5,6]; c13:bw=35,experts=[2,4,6]; c19:bw=54,experts=[0,2,4,5,6]; c2:bw=45,experts=[0,1,4,6]; c7:bw=11,experts=[4]; c21:bw=64,experts=[0,2,4,5,6,7]; c23:bw=57,experts=[0,2,4,5,6]; c16:bw=19,experts=[4]; c11:bw=10,experts=[4]; c26:bw=36,experts=[4,6,7]; c27:bw=53,experts=[0,2,4,5,6]; c28:bw=47,experts=[0,1,4,6]; c9:bw=58,experts=[0,1,4,5,6]; c15:bw=70,experts=[0,1,2,4,5,6,7]; c22:bw=27,experts=[4,6]; c24:bw=18,experts=[4]; c14:bw=44,experts=[1,3,4,6]","3.0040,1.4082,1.2915,2.4164,1.2915,3.7850,1.8686,2.4890,3.6747,2.3677,2.4844,2.0809,1.3800,2.1806,1.9657,1.7954,1.5513,1.5700,1.2456,1.6210,2.1434,2.6462,1.2623,2.2523,1.9071,1.6615,1.4001,1.9722,1.4761,1.5825"
86,2026-09-23 22:59:40,Ours,0.01,1.9768527197784993,43.38,43.38,86,60.873,1:00.87,59.0115,0.5567,1.3014,5375.674,1:29:35.67,30,"9,10,16,25,29,14,27,2,22,4,8,26,12,18,24,23,3,13,1,28,11,15,20,0,6,7,17,21,5,19",9:43;10:47;16:50;25:36;29:18;14:45;27:44;2:24;22:44;4:18;8:28;26:66;12:28;18:52;24:24;23:47;3:28;13:55;1:72;28:42;11:38;15:55;20:27;0:30;6:55;7:44;17:40;21:34;5:47;19:18,"9:[0,4,5,6];10:[0,4,5,6];16:[0,2,4,6,7];25:[0,4,6];29:[2];14:[0,4,5,6];27:[0,4,5,6];2:[4,6];22:[0,4,5,6];4:[4];8:[4,6];26:[0,1,4,5,6,7];12:[4,6];18:[0,1,4,6,7];24:[3,4];23:[0,4,5,6];3:[4,6];13:[0,4,5,6,7];1:[0,1,2,4,5,6,7];28:[0,4,6,7];11:[0,4,6];15:[0,2,4,5,6];20:[4,6];0:[4,5,6];6:[0,4,5,6,7];7:[0,1,4,6];17:[0,1,4,6];21:[1,4,6];5:[0,1,4,6];19:[4]","c9:bw=43,experts=[0,4,5,6]; c10:bw=47,experts=[0,4,5,6]; c16:bw=50,experts=[0,2,4,6,7]; c25:bw=36,experts=[0,4,6]; c29:bw=18,experts=[2]; c14:bw=45,experts=[0,4,5,6]; c27:bw=44,experts=[0,4,5,6]; c2:bw=24,experts=[4,6]; c22:bw=44,experts=[0,4,5,6]; c4:bw=18,experts=[4]; c8:bw=28,experts=[4,6]; c26:bw=66,experts=[0,1,4,5,6,7]; c12:bw=28,experts=[4,6]; c18:bw=52,experts=[0,1,4,6,7]; c24:bw=24,experts=[3,4]; c23:bw=47,experts=[0,4,5,6]; c3:bw=28,experts=[4,6]; c13:bw=55,experts=[0,4,5,6,7]; c1:bw=72,experts=[0,1,2,4,5,6,7]; c28:bw=42,experts=[0,4,6,7]; c11:bw=38,experts=[0,4,6]; c15:bw=55,experts=[0,2,4,5,6]; c20:bw=27,experts=[4,6]; c0:bw=30,experts=[4,5,6]; c6:bw=55,experts=[0,4,5,6,7]; c7:bw=44,experts=[0,1,4,6]; c17:bw=40,experts=[0,1,4,6]; c21:bw=34,experts=[1,4,6]; c5:bw=47,experts=[0,1,4,6]; c19:bw=18,experts=[4]","1.6646,3.0621,2.1455,2.4134,3.7498,1.5714,2.2162,1.4970,1.9363,2.4234,1.3784,1.2643,2.1351,2.0534,1.4567,1.5760,1.8322,1.9479,1.2851,1.8565,2.5993,1.3612,2.4129,1.2761,1.3073,1.5161,2.3319,1.2136,3.7231,1.8048"
87,2026-09-23 23:00:42,Ours,0.01,2.012672446643862,42.46,43.38,86,61.7894,1:01.79,60.0461,0.5227,1.2174,5437.513,1:30:37.51,30,"16,8,18,13,15,26,6,20,12,7,24,1,23,27,0,19,11,9,4,14,10,21,2,5,28,17,3,25,22,29",16:45;8:46;18:45;13:45;15:63;26:47;6:60;20:54;12:45;7:22;24:30;1:29;23:30;27:62;0:35;19:33;11:18;9:37;4:34;14:36;10:49;21:36;2:67;5:10;28:31;17:25;3:68;25:67;22:21;29:24,"16:[0,1,4,6];8:[0,1,4,6];18:[0,4,5,6];13:[0,1,4,6];15:[0,1,2,4,5,6];26:[4,5,6,7];6:[0,2,4,5,6,7];20:[0,1,4,5,6];12:[0,4,5,6];7:[4,6];24:[1,4,6];1:[4,6];23:[0,4,7];27:[0,1,2,4,5,6];0:[0,4,6];19:[0,4,6];11:[4];9:[0,4,6];4:[2,3,7];14:[2,4,6];10:[0,4,5,6];21:[4,6,7];2:[0,1,2,4,5,6];5:[7];28:[1,4,6];17:[0,4];3:[0,3,4,5,6,7];25:[0,1,2,4,5,6];22:[3,4];29:[4,5]","c16:bw=45,experts=[0,1,4,6]; c8:bw=46,experts=[0,1,4,6]; c18:bw=45,experts=[0,4,5,6]; c13:bw=45,experts=[0,1,4,6]; c15:bw=63,experts=[0,1,2,4,5,6]; c26:bw=47,experts=[4,5,6,7]; c6:bw=60,experts=[0,2,4,5,6,7]; c20:bw=54,experts=[0,1,4,5,6]; c12:bw=45,experts=[0,4,5,6]; c7:bw=22,experts=[4,6]; c24:bw=30,experts=[1,4,6]; c1:bw=29,experts=[4,6]; c23:bw=30,experts=[0,4,7]; c27:bw=62,experts=[0,1,2,4,5,6]; c0:bw=35,experts=[0,4,6]; c19:bw=33,experts=[0,4,6]; c11:bw=18,experts=[4]; c9:bw=37,experts=[0,4,6]; c4:bw=34,experts=[2,3,7]; c14:bw=36,experts=[2,4,6]; c10:bw=49,experts=[0,4,5,6]; c21:bw=36,experts=[4,6,7]; c2:bw=67,experts=[0,1,2,4,5,6]; c5:bw=10,experts=[7]; c28:bw=31,experts=[1,4,6]; c17:bw=25,experts=[0,4]; c3:bw=68,experts=[0,3,4,5,6,7]; c25:bw=67,experts=[0,1,2,4,5,6]; c22:bw=21,experts=[3,4]; c29:bw=24,experts=[4,5]","2.2569,1.4845,2.1784,2.0644,1.4535,1.2958,1.4086,2.5859,2.1634,1.5604,1.4629,1.2629,1.5859,2.2189,1.3021,1.7299,2.6202,1.6378,2.5045,1.5806,2.9102,1.1945,1.4795,3.8881,1.9256,2.4480,1.8582,2.4164,1.8704,3.6977"
88,2026-09-23 23:01:41,Ours,0.01,2.043821589818482,41.9,43.38,86,59.4945,0:59.49,57.7721,0.5231,1.1958,5497.0488,1:31:37.05,30,"21,11,6,20,7,4,16,14,8,10,28,18,12,15,5,22,23,24,3,0,27,9,25,19,13,17,2,29,26,1",21:42;11:10;6:27;20:41;7:41;4:38;16:30;14:10;8:43;10:71;28:24;18:22;12:61;15:60;5:30;22:57;23:52;24:36;3:33;0:62;27:40;9:31;25:26;19:23;13:34;17:30;2:46;29:16;26:69;1:28,"21:[1,3,4,6];11:[1];6:[3,4];20:[4,5,6,7];7:[0,3,4,6];4:[1,4,6];16:[3,4,6];14:[7];8:[0,3,4,6];10:[0,2,3,4,5,6,7];28:[3,4];18:[3,4];12:[0,1,2,4,5,6];15:[0,1,3,4,5,6];5:[2,4,5];22:[0,2,4,5,6];23:[0,1,4,5,6];24:[0,4,6];3:[0,4,6];0:[0,1,3,4,5,6];27:[0,3,4,6];9:[3,4,6];25:[3,4];19:[3,4];13:[3,4,6];17:[2,3,4];2:[3,4,6,7];29:[3];26:[0,2,3,4,5,6];1:[3,4]","c21:bw=42,experts=[1,3,4,6]; c11:bw=10,experts=[1]; c6:bw=27,experts=[3,4]; c20:bw=41,experts=[4,5,6,7]; c7:bw=41,experts=[0,3,4,6]; c4:bw=38,experts=[1,4,6]; c16:bw=30,experts=[3,4,6]; c14:bw=10,experts=[7]; c8:bw=43,experts=[0,3,4,6]; c10:bw=71,experts=[0,2,3,4,5,6,7]; c28:bw=24,experts=[3,4]; c18:bw=22,experts=[3,4]; c12:bw=61,experts=[0,1,2,4,5,6]; c15:bw=60,experts=[0,1,3,4,5,6]; c5:bw=30,experts=[2,4,5]; c22:bw=57,experts=[0,2,4,5,6]; c23:bw=52,experts=[0,1,4,5,6]; c24:bw=36,experts=[0,4,6]; c3:bw=33,experts=[0,4,6]; c0:bw=62,experts=[0,1,3,4,5,6]; c27:bw=40,experts=[0,3,4,6]; c9:bw=31,experts=[3,4,6]; c25:bw=26,experts=[3,4]; c19:bw=23,experts=[3,4]; c13:bw=34,experts=[3,4,6]; c17:bw=30,experts=[2,3,4]; c2:bw=46,experts=[3,4,6,7]; c29:bw=16,experts=[3]; c26:bw=69,experts=[0,2,3,4,5,6]; c1:bw=28,experts=[3,4]","1.2151,2.5651,1.3096,2.4065,1.5228,2.3804,2.0841,1.5141,1.3615,2.9324,1.8429,2.0134,2.1170,1.3738,3.6214,1.9570,1.5495,1.4402,1.8154,1.3012,2.2187,1.6325,2.4135,1.6344,1.8158,2.2807,1.4089,3.5861,1.2075,1.2507"
