Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-23 20:32:02,Ours,0.01,3.3365440177338086,10.19,10.19,11,51.2706,0:51.27,49.6319,0.4743,1.1614,570.5197,9:30.52,30,"6,20,29,24,4,11,17,25,9,1,12,14,8,28,13,18,22,5,3,7,16,10,27,0,26,21,23,19,2,15",6:55;20:10;29:10;24:45;4:16;11:34;17:44;25:10;9:33;1:40;12:20;14:15;8:39;28:26;13:40;18:47;22:10;5:28;3:50;7:44;16:43;10:35;27:53;0:28;26:33;21:34;23:63;19:25;2:27;15:44,"6:[1,2,3,4,5];20:[2];29:[5];24:[0,1,2,3];4:[4];11:[4,5,6];17:[0,1,2,3];25:[3];9:[4,5,6];1:[4,5,6,7];12:[4,5];14:[4];8:[4,5,6];28:[6,7];13:[0,1,2,7];18:[0,1,2,3];22:[2];5:[5,6];3:[0,1,2,3,7];7:[0,1,2,7];16:[0,5,6,7];10:[2,3,4];27:[0,1,2,3,4];0:[6,7];26:[4,5,6];21:[3,4,5];23:[0,1,2,5,6,7];19:[4,5];2:[3,4];15:[1,2,3,4]","c6:bw=55,experts=[1,2,3,4,5]; c20:bw=10,experts=[2]; c29:bw=10,experts=[5]; c24:bw=45,experts=[0,1,2,3]; c4:bw=16,experts=[4]; c11:bw=34,experts=[4,5,6]; c17:bw=44,experts=[0,1,2,3]; c25:bw=10,experts=[3]; c9:bw=33,experts=[4,5,6]; c1:bw=40,experts=[4,5,6,7]; c12:bw=20,experts=[4,5]; c14:bw=15,experts=[4]; c8:bw=39,experts=[4,5,6]; c28:bw=26,experts=[6,7]; c13:bw=40,experts=[0,1,2,7]; c18:bw=47,experts=[0,1,2,3]; c22:bw=10,experts=[2]; c5:bw=28,experts=[5,6]; c3:bw=50,experts=[0,1,2,3,7]; c7:bw=44,experts=[0,1,2,7]; c16:bw=43,experts=[0,5,6,7]; c10:bw=35,experts=[2,3,4]; c27:bw=53,experts=[0,1,2,3,4]; c0:bw=28,experts=[6,7]; c26:bw=33,experts=[4,5,6]; c21:bw=34,experts=[3,4,5]; c23:bw=63,experts=[0,1,2,5,6,7]; c19:bw=25,experts=[4,5]; c2:bw=27,experts=[3,4]; c15:bw=44,experts=[1,2,3,4]","1.1204,2.0750,3.2587,1.2212,2.0912,2.2591,1.9949,2.0677,1.3553,1.0495,1.7860,1.3059,1.1292,1.5522,1.5990,1.7134,1.5973,3.2283,1.5382,1.2791,1.7918,2.5370,1.8468,1.0732,1.0189,0.9979,1.3204,1.4506,1.2415,1.1324"
12,2026-09-23 20:32:53,Ours,0.01,3.3760078851873696,11.49,11.49,12,51.3225,0:51.32,49.7028,0.4746,1.142,621.8569,10:21.86,30,"8,9,22,17,3,25,10,4,1,24,18,21,12,14,5,27,28,11,26,29,16,2,6,7,23,19,15,20,13,0",8:55;9:42;22:54;17:39;3:35;25:44;10:62;4:28;1:42;24:24;18:45;21:61;12:73;14:29;5:56;27:51;28:11;11:45;26:21;29:52;16:28;2:57;6:29;7:30;23:60;19:31;15:36;20:75;13:53;0:49,"8:[0,1,2,3,7];9:[0,1,2,7];22:[3,4,5,6,7];17:[4,5,6];3:[4,5,6];25:[4,5,6,7];10:[0,1,2,5,6,7];4:[5,6];1:[0,1,2,3];24:[4,5];18:[4,5,6,7];21:[0,1,2,3,6,7];12:[0,1,2,3,4,6,7];14:[5,6];5:[0,1,2,3,7];27:[0,1,5,6,7];28:[0];11:[0,1,2,7];26:[0,7];29:[0,1,2,6,7];16:[1,2];2:[0,1,5,6,7];6:[6,7];7:[3,4,5];23:[0,3,4,5,6,7];19:[0,6,7];15:[5,6,7];20:[0,1,3,4,5,6,7];13:[3,4,5,6,7];0:[0,1,2,3]","c8:bw=55,experts=[0,1,2,3,7]; c9:bw=42,experts=[0,1,2,7]; c22:bw=54,experts=[3,4,5,6,7]; c17:bw=39,experts=[4,5,6]; c3:bw=35,experts=[4,5,6]; c25:bw=44,experts=[4,5,6,7]; c10:bw=62,experts=[0,1,2,5,6,7]; c4:bw=28,experts=[5,6]; c1:bw=42,experts=[0,1,2,3]; c24:bw=24,experts=[4,5]; c18:bw=45,experts=[4,5,6,7]; c21:bw=61,experts=[0,1,2,3,6,7]; c12:bw=73,experts=[0,1,2,3,4,6,7]; c14:bw=29,experts=[5,6]; c5:bw=56,experts=[0,1,2,3,7]; c27:bw=51,experts=[0,1,5,6,7]; c28:bw=11,experts=[0]; c11:bw=45,experts=[0,1,2,7]; c26:bw=21,experts=[0,7]; c29:bw=52,experts=[0,1,2,6,7]; c16:bw=28,experts=[1,2]; c2:bw=57,experts=[0,1,5,6,7]; c6:bw=29,experts=[6,7]; c7:bw=30,experts=[3,4,5]; c23:bw=60,experts=[0,3,4,5,6,7]; c19:bw=31,experts=[0,6,7]; c15:bw=36,experts=[5,6,7]; c20:bw=75,experts=[0,1,3,4,5,6,7]; c13:bw=53,experts=[3,4,5,6,7]; c0:bw=49,experts=[0,1,2,3]","1.1396,1.3537,1.6360,1.9965,1.5472,2.0805,2.5334,2.0682,1.0377,1.2002,1.7259,0.9965,1.8162,1.3299,3.3569,1.8514,1.5575,2.2120,1.0099,3.2041,1.7760,1.2189,1.1753,1.2779,1.3093,1.4467,1.1291,2.0542,1.6095,1.0526"
13,2026-09-23 20:33:44,Ours,0.01,3.2930626704750376,13.67,13.67,13,51.4484,0:51.45,49.7928,0.4956,1.1569,673.3217,11:13.32,30,"17,19,1,9,21,10,6,29,14,25,20,26,22,0,12,7,4,8,24,5,13,11,23,16,2,3,18,15,28,27",17:55;19:36;1:47;9:15;21:30;10:42;6:36;29:49;14:70;25:58;20:10;26:17;22:75;0:25;12:42;7:58;4:10;8:15;24:35;5:29;13:32;11:52;23:53;16:10;2:16;3:30;18:51;15:38;28:47;27:57,"17:[0,1,2,3,7];19:[1,2,3];1:[4,5,6,7];9:[3];21:[4,5,6];10:[3,4,5,6];6:[0,1,2];29:[3,4,5,6];14:[0,1,2,3,4,5,7];25:[0,1,2,3,4];20:[2];26:[1];22:[0,1,2,3,4,5,6];0:[4,5];12:[0,5,6,7];7:[0,1,2,6,7];4:[7];8:[4];24:[0,6,7];5:[4,5];13:[0,1,2];11:[3,4,5,6,7];23:[1,2,3,4,5];16:[3];2:[2];3:[0,1,7];18:[0,1,2,3,4];15:[0,1,2];28:[1,2,3,4];27:[2,3,4,5,6]","c17:bw=55,experts=[0,1,2,3,7]; c19:bw=36,experts=[1,2,3]; c1:bw=47,experts=[4,5,6,7]; c9:bw=15,experts=[3]; c21:bw=30,experts=[4,5,6]; c10:bw=42,experts=[3,4,5,6]; c6:bw=36,experts=[0,1,2]; c29:bw=49,experts=[3,4,5,6]; c14:bw=70,experts=[0,1,2,3,4,5,7]; c25:bw=58,experts=[0,1,2,3,4]; c20:bw=10,experts=[2]; c26:bw=17,experts=[1]; c22:bw=75,experts=[0,1,2,3,4,5,6]; c0:bw=25,experts=[4,5]; c12:bw=42,experts=[0,5,6,7]; c7:bw=58,experts=[0,1,2,6,7]; c4:bw=10,experts=[7]; c8:bw=15,experts=[4]; c24:bw=35,experts=[0,6,7]; c5:bw=29,experts=[4,5]; c13:bw=32,experts=[0,1,2]; c11:bw=52,experts=[3,4,5,6,7]; c23:bw=53,experts=[1,2,3,4,5]; c16:bw=10,experts=[3]; c2:bw=16,experts=[2]; c3:bw=30,experts=[0,1,7]; c18:bw=51,experts=[0,1,2,3,4]; c15:bw=38,experts=[0,1,2]; c28:bw=47,experts=[1,2,3,4]; c27:bw=57,experts=[2,3,4,5,6]","1.9767,1.4724,1.0749,1.3667,1.0023,2.5600,1.1000,3.3546,1.3230,2.0653,2.0480,1.0168,1.6027,1.0728,1.7852,1.2855,2.0584,1.1445,1.1979,3.3366,1.6006,2.2442,1.3049,1.7888,1.2144,1.5319,1.7277,1.1213,1.5581,1.8568"
14,2026-09-23 20:34:36,Ours,0.01,3.2644232038766128,11.73,13.67,13,51.3438,0:51.34,49.719,0.485,1.1366,724.6801,12:04.68,30,"12,24,28,22,3,4,15,18,26,11,19,6,5,10,8,0,27,16,20,29,1,14,17,23,13,7,2,25,21,9",12:43;24:42;28:49;22:35;3:45;4:10;15:12;18:63;26:42;11:36;19:42;6:67;5:64;10:31;8:21;0:25;27:40;16:19;20:31;29:36;1:38;14:25;17:10;23:63;13:34;7:25;2:45;25:53;21:36;9:32,"12:[1,2,3,4];24:[1,2,3,4];28:[0,5,6,7];22:[0,1,7];3:[2,3,4,5];4:[0];15:[3];18:[0,1,2,5,6,7];26:[2,3,4,5];11:[0,1,2];19:[4,5,6,7];6:[0,3,4,5,6,7];5:[0,1,2,3,6,7];10:[0,1,7];8:[5,6];0:[6,7];27:[0,1,2,7];16:[4];20:[3,4,5];29:[0,1,7];1:[0,1,2];14:[6,7];17:[4];23:[0,1,2,3,6,7];13:[3,4,5];7:[3,4];2:[3,4,5,6];25:[0,1,5,6,7];21:[0,1,7];9:[4,5,6]","c12:bw=43,experts=[1,2,3,4]; c24:bw=42,experts=[1,2,3,4]; c28:bw=49,experts=[0,5,6,7]; c22:bw=35,experts=[0,1,7]; c3:bw=45,experts=[2,3,4,5]; c4:bw=10,experts=[0]; c15:bw=12,experts=[3]; c18:bw=63,experts=[0,1,2,5,6,7]; c26:bw=42,experts=[2,3,4,5]; c11:bw=36,experts=[0,1,2]; c19:bw=42,experts=[4,5,6,7]; c6:bw=67,experts=[0,3,4,5,6,7]; c5:bw=64,experts=[0,1,2,3,6,7]; c10:bw=31,experts=[0,1,7]; c8:bw=21,experts=[5,6]; c0:bw=25,experts=[6,7]; c27:bw=40,experts=[0,1,2,7]; c16:bw=19,experts=[4]; c20:bw=31,experts=[3,4,5]; c29:bw=36,experts=[0,1,7]; c1:bw=38,experts=[0,1,2]; c14:bw=25,experts=[6,7]; c17:bw=10,experts=[4]; c23:bw=63,experts=[0,1,2,3,6,7]; c13:bw=34,experts=[3,4,5]; c7:bw=25,experts=[3,4]; c2:bw=45,experts=[3,4,5,6]; c25:bw=53,experts=[0,1,5,6,7]; c21:bw=36,experts=[0,1,7]; c9:bw=32,experts=[4,5,6]","1.8091,1.2232,1.5823,1.6246,1.5484,2.0742,1.1390,1.7198,1.0215,2.2227,1.4645,1.1095,3.3604,2.5009,1.1337,1.0580,1.8416,1.7849,2.0506,3.2205,1.0384,1.3291,1.9723,1.3119,1.6246,1.2892,1.2462,2.0629,0.9927,1.3621"
15,2026-09-23 20:35:27,Ours,0.01,3.2785734802462914,14.26,14.26,15,51.2171,0:51.22,49.6058,0.479,1.1292,775.9128,12:55.91,30,"8,17,2,27,28,6,23,21,25,26,4,10,22,5,9,29,16,20,1,14,18,11,24,15,13,7,0,19,12,3",8:52;17:47;2:53;27:36;28:40;6:33;23:58;21:14;25:32;26:48;4:47;10:13;22:60;5:18;9:19;29:10;16:29;20:43;1:14;14:50;18:34;11:55;24:45;15:10;13:60;7:59;0:20;19:59;12:10;3:10,"8:[0,1,2,3,7];17:[0,5,6,7];2:[0,1,2,3,7];27:[3,4,5];28:[1,2,3,4];6:[1,2,3];23:[0,4,5,6,7];21:[2];25:[2,3,4];26:[0,1,6,7];4:[1,2,3,4];10:[2];22:[2,3,4,5,6,7];5:[4];9:[7];29:[2];16:[5,6];20:[0,1,6,7];1:[3];14:[0,1,2,3,4];18:[3,4,5];11:[3,4,5,6,7];24:[0,5,6,7];15:[4];13:[0,1,2,3,6,7];7:[0,1,5,6,7];0:[0,1];19:[0,1,2,3,4];12:[5];3:[6]","c8:bw=52,experts=[0,1,2,3,7]; c17:bw=47,experts=[0,5,6,7]; c2:bw=53,experts=[0,1,2,3,7]; c27:bw=36,experts=[3,4,5]; c28:bw=40,experts=[1,2,3,4]; c6:bw=33,experts=[1,2,3]; c23:bw=58,experts=[0,4,5,6,7]; c21:bw=14,experts=[2]; c25:bw=32,experts=[2,3,4]; c26:bw=48,experts=[0,1,6,7]; c4:bw=47,experts=[1,2,3,4]; c10:bw=13,experts=[2]; c22:bw=60,experts=[2,3,4,5,6,7]; c5:bw=18,experts=[4]; c9:bw=19,experts=[7]; c29:bw=10,experts=[2]; c16:bw=29,experts=[5,6]; c20:bw=43,experts=[0,1,6,7]; c1:bw=14,experts=[3]; c14:bw=50,experts=[0,1,2,3,4]; c18:bw=34,experts=[3,4,5]; c11:bw=55,experts=[3,4,5,6,7]; c24:bw=45,experts=[0,5,6,7]; c15:bw=10,experts=[4]; c13:bw=60,experts=[0,1,2,3,6,7]; c7:bw=59,experts=[0,1,5,6,7]; c0:bw=20,experts=[0,1]; c19:bw=59,experts=[0,1,2,3,4]; c12:bw=10,experts=[5]; c3:bw=10,experts=[6]","1.1421,1.9999,1.2496,1.8728,1.5829,1.1111,1.3336,1.0130,2.0583,1.0163,2.0612,2.5299,1.6184,3.2797,1.3453,3.2188,1.7893,2.0625,1.0438,1.3128,1.7067,2.2372,1.1956,1.1212,1.6067,1.2904,1.0520,1.4445,1.7785,1.5314"
16,2026-09-23 20:36:18,Ours,0.01,3.2189583562873803,15.82,15.82,16,51.4843,0:51.48,49.8663,0.4755,1.1393,827.413,13:47.41,30,"23,25,10,3,11,29,1,20,21,0,26,8,6,13,24,18,4,16,9,17,28,15,27,7,22,2,14,19,12,5",23:12;25:35;10:22;3:43;11:10;29:37;1:29;20:50;21:49;0:57;26:51;8:49;6:40;13:24;24:25;18:12;4:35;16:54;9:24;17:43;28:56;15:48;27:57;7:22;22:53;2:52;14:29;19:62;12:14;5:40,"23:[1];25:[5,6,7];10:[3,4];3:[0,1,2,7];11:[0];29:[3,4,5];1:[4,5];20:[2,3,4,5,6];21:[3,4,5,6];0:[2,3,4,5,6];26:[2,3,4,5,6];8:[4,5,6,7];6:[4,5,6,7];13:[4,5];24:[1,2];18:[6];4:[5,6,7];16:[0,1,2,3,7];9:[0,1];17:[1,2,3,4];28:[0,1,5,6,7];15:[0,5,6,7];27:[0,1,2,6,7];7:[2,3];22:[0,1,2,3,4];2:[0,4,5,6,7];14:[5,6];19:[0,1,2,5,6,7];12:[6];5:[0,5,6,7]","c23:bw=12,experts=[1]; c25:bw=35,experts=[5,6,7]; c10:bw=22,experts=[3,4]; c3:bw=43,experts=[0,1,2,7]; c11:bw=10,experts=[0]; c29:bw=37,experts=[3,4,5]; c1:bw=29,experts=[4,5]; c20:bw=50,experts=[2,3,4,5,6]; c21:bw=49,experts=[3,4,5,6]; c0:bw=57,experts=[2,3,4,5,6]; c26:bw=51,experts=[2,3,4,5,6]; c8:bw=49,experts=[4,5,6,7]; c6:bw=40,experts=[4,5,6,7]; c13:bw=24,experts=[4,5]; c24:bw=25,experts=[1,2]; c18:bw=12,experts=[6]; c4:bw=35,experts=[5,6,7]; c16:bw=54,experts=[0,1,2,3,7]; c9:bw=24,experts=[0,1]; c17:bw=43,experts=[1,2,3,4]; c28:bw=56,experts=[0,1,5,6,7]; c15:bw=48,experts=[0,5,6,7]; c27:bw=57,experts=[0,1,2,6,7]; c7:bw=22,experts=[2,3]; c22:bw=53,experts=[0,1,2,3,4]; c2:bw=52,experts=[0,4,5,6,7]; c14:bw=29,experts=[5,6]; c19:bw=62,experts=[0,1,2,5,6,7]; c12:bw=14,experts=[6]; c5:bw=40,experts=[0,5,6,7]","1.3229,2.0689,2.5347,1.5563,2.2451,3.2493,1.0475,2.0707,0.9984,1.0608,1.0261,1.1412,1.1089,1.6173,1.2053,1.7122,2.0726,1.7895,1.3400,1.9574,1.5689,1.1345,1.8566,1.2912,1.6043,1.2429,1.3683,1.4629,1.8037,3.4080"
17,2026-09-23 20:37:10,Ours,0.01,3.2082860683557,15.67,15.82,16,51.4167,0:51.42,49.7867,0.4889,1.138,878.846,14:38.85,30,"5,7,1,23,8,25,12,27,24,10,9,17,3,16,20,29,14,19,13,26,18,28,11,2,22,21,4,6,15,0",5:10;7:25;1:29;23:39;8:10;25:27;12:74;27:27;24:40;10:44;9:37;17:11;3:52;16:30;20:58;29:48;14:33;19:40;13:27;26:43;18:31;28:18;11:10;2:19;22:31;21:10;4:58;6:39;15:50;0:11,"5:[1];7:[4,5];1:[6,7];23:[2,3,4];8:[0];25:[0,1];12:[0,1,2,3,4,5,7];27:[3,4];24:[3,4,5,6];10:[0,5,6,7];9:[2,3,4];17:[5];3:[3,4,5,6,7];16:[4,5,6];20:[0,1,2,3,7];29:[0,1,6,7];14:[0,1,7];19:[3,4,5,6];13:[6,7];26:[0,1,2,7];18:[0,1,7];28:[2];11:[1];2:[1];22:[5,6,7];21:[7];4:[0,1,2,3,4];6:[0,1,2];15:[1,2,3,4,5];0:[7]","c5:bw=10,experts=[1]; c7:bw=25,experts=[4,5]; c1:bw=29,experts=[6,7]; c23:bw=39,experts=[2,3,4]; c8:bw=10,experts=[0]; c25:bw=27,experts=[0,1]; c12:bw=74,experts=[0,1,2,3,4,5,7]; c27:bw=27,experts=[3,4]; c24:bw=40,experts=[3,4,5,6]; c10:bw=44,experts=[0,5,6,7]; c9:bw=37,experts=[2,3,4]; c17:bw=11,experts=[5]; c3:bw=52,experts=[3,4,5,6,7]; c16:bw=30,experts=[4,5,6]; c20:bw=58,experts=[0,1,2,3,7]; c29:bw=48,experts=[0,1,6,7]; c14:bw=33,experts=[0,1,7]; c19:bw=40,experts=[3,4,5,6]; c13:bw=27,experts=[6,7]; c26:bw=43,experts=[0,1,2,7]; c18:bw=31,experts=[0,1,7]; c28:bw=18,experts=[2]; c11:bw=10,experts=[1]; c2:bw=19,experts=[1]; c22:bw=31,experts=[5,6,7]; c21:bw=10,experts=[7]; c4:bw=58,experts=[0,1,2,3,4]; c6:bw=39,experts=[0,1,2]; c15:bw=50,experts=[1,2,3,4,5]; c0:bw=11,experts=[7]","3.3755,1.3415,1.0630,1.3240,1.1456,2.1251,1.7968,1.8589,1.1990,2.5255,1.3368,1.9970,1.5255,1.7968,2.0466,3.2178,1.3866,1.4493,1.6074,1.0098,1.7003,1.5593,2.2151,1.2282,1.6040,0.9943,2.0615,1.0988,1.1365,1.0601"
18,2026-09-23 20:38:01,Ours,0.01,3.200952133412238,17.21,17.21,18,51.0574,0:51.06,49.4505,0.4755,1.1282,929.9183,15:29.92,30,"13,20,6,14,5,24,29,8,17,2,16,7,25,10,11,22,26,23,15,27,12,28,0,18,9,19,1,3,4,21",13:43;20:45;6:31;14:40;5:35;24:30;29:39;8:10;17:50;2:37;16:38;7:55;25:32;10:27;11:57;22:49;26:57;23:56;15:51;27:31;12:18;28:43;0:49;18:60;9:19;19:33;1:10;3:37;4:56;21:26,"13:[0,1,2,3];20:[4,5,6,7];6:[3,4,5];14:[2,3,4,5];5:[2,3,4];24:[0,1,7];29:[2,3,4];8:[1];17:[0,1,2,6,7];2:[2,3,4];16:[0,1,7];7:[0,1,2,6,7];25:[2,3,4];10:[1,2];11:[2,3,4,5,6];22:[0,1,2,3];26:[3,4,5,6,7];23:[0,1,5,6,7];15:[0,1,2,6,7];27:[5,6,7];12:[6];28:[3,4,5,6];0:[0,1,2,3];18:[2,3,4,5,6,7];9:[5];19:[0,1,7];1:[0];3:[0,1,2];4:[0,1,5,6,7];21:[0,1]","c13:bw=43,experts=[0,1,2,3]; c20:bw=45,experts=[4,5,6,7]; c6:bw=31,experts=[3,4,5]; c14:bw=40,experts=[2,3,4,5]; c5:bw=35,experts=[2,3,4]; c24:bw=30,experts=[0,1,7]; c29:bw=39,experts=[2,3,4]; c8:bw=10,experts=[1]; c17:bw=50,experts=[0,1,2,6,7]; c2:bw=37,experts=[2,3,4]; c16:bw=38,experts=[0,1,7]; c7:bw=55,experts=[0,1,2,6,7]; c25:bw=32,experts=[2,3,4]; c10:bw=27,experts=[1,2]; c11:bw=57,experts=[2,3,4,5,6]; c22:bw=49,experts=[0,1,2,3]; c26:bw=57,experts=[3,4,5,6,7]; c23:bw=56,experts=[0,1,5,6,7]; c15:bw=51,experts=[0,1,2,6,7]; c27:bw=31,experts=[5,6,7]; c12:bw=18,experts=[6]; c28:bw=43,experts=[3,4,5,6]; c0:bw=49,experts=[0,1,2,3]; c18:bw=60,experts=[2,3,4,5,6,7]; c9:bw=19,experts=[5]; c19:bw=33,experts=[0,1,7]; c1:bw=10,experts=[0]; c3:bw=37,experts=[0,1,2]; c4:bw=56,experts=[0,1,5,6,7]; c21:bw=26,experts=[0,1]","1.6226,2.0833,1.1078,1.3099,3.1605,1.2278,3.2460,1.1402,1.9861,1.2348,1.7793,1.2767,2.0596,2.5133,2.2540,1.6015,1.0200,1.3155,1.1232,1.8440,1.7890,1.5814,1.0599,1.7225,1.3370,1.4394,1.0473,1.5262,2.0556,0.9862"
19,2026-09-23 20:38:52,Ours,0.01,3.0962857920153715,16.44,17.21,18,51.2448,0:51.24,49.6247,0.4791,1.1377,981.1797,16:21.18,30,"5,19,26,29,15,4,23,3,6,8,20,21,22,14,27,24,28,16,2,17,18,1,13,25,12,11,10,9,7,0",5:29;19:37;26:33;29:36;15:39;4:51;23:15;3:40;6:66;8:56;20:21;21:52;22:29;14:30;27:34;24:45;28:10;16:13;2:14;17:67;18:31;1:46;13:10;25:59;12:54;11:20;10:35;9:38;7:22;0:42,"5:[5,6];19:[2,3,4];26:[0,1,2];29:[5,6,7];15:[3,4,5];4:[2,3,4,5,6];23:[2];3:[3,4,5,6];6:[0,1,2,3,6,7];8:[2,3,4,5,6];20:[0,1];21:[2,3,4,5,6];22:[4,5];14:[0,6,7];27:[0,1,2];24:[2,3,4,5];28:[7];16:[2];2:[5];17:[0,3,4,5,6,7];18:[0,1,2];1:[1,2,3,4];13:[4];25:[0,1,5,6,7];12:[0,1,2,3,7];11:[0,7];10:[3,4,5];9:[0,6,7];7:[3,4];0:[4,5,6,7]","c5:bw=29,experts=[5,6]; c19:bw=37,experts=[2,3,4]; c26:bw=33,experts=[0,1,2]; c29:bw=36,experts=[5,6,7]; c15:bw=39,experts=[3,4,5]; c4:bw=51,experts=[2,3,4,5,6]; c23:bw=15,experts=[2]; c3:bw=40,experts=[3,4,5,6]; c6:bw=66,experts=[0,1,2,3,6,7]; c8:bw=56,experts=[2,3,4,5,6]; c20:bw=21,experts=[0,1]; c21:bw=52,experts=[2,3,4,5,6]; c22:bw=29,experts=[4,5]; c14:bw=30,experts=[0,6,7]; c27:bw=34,experts=[0,1,2]; c24:bw=45,experts=[2,3,4,5]; c28:bw=10,experts=[7]; c16:bw=13,experts=[2]; c2:bw=14,experts=[5]; c17:bw=67,experts=[0,3,4,5,6,7]; c18:bw=31,experts=[0,1,2]; c1:bw=46,experts=[1,2,3,4]; c13:bw=10,experts=[4]; c25:bw=59,experts=[0,1,5,6,7]; c12:bw=54,experts=[0,1,2,3,7]; c11:bw=20,experts=[0,7]; c10:bw=35,experts=[3,4,5]; c9:bw=38,experts=[0,6,7]; c7:bw=22,experts=[3,4]; c0:bw=42,experts=[4,5,6,7]","3.3639,1.4703,1.0163,3.2550,1.1388,2.0915,1.3110,1.5496,1.1027,1.1482,2.0554,1.0042,1.5949,1.3059,1.8528,1.2077,1.5506,1.7899,1.2235,1.9767,1.6993,1.0297,1.6177,2.0445,1.7863,2.2390,2.5031,1.3408,1.2889,1.0664"
20,2026-09-23 20:39:44,Ours,0.01,3.119371528143032,18.22,18.22,20,51.4126,0:51.41,49.7977,0.4839,1.1278,1032.6085,17:12.61,30,"12,19,17,5,18,29,21,10,11,14,22,13,7,6,0,1,25,15,26,16,2,8,4,9,28,27,20,24,3,23",12:44;19:48;17:48;5:10;18:21;29:17;21:44;10:16;11:10;14:30;22:75;13:40;7:43;6:68;0:28;1:40;25:21;15:19;26:31;16:40;2:41;8:50;4:59;9:17;28:34;27:42;20:58;24:43;3:18;23:37,"12:[4,5,6,7];19:[0,5,6,7];17:[1,2,3,4];5:[7];18:[3,4];29:[0];21:[0,1,2,7];10:[6];11:[1];14:[1,2,3];22:[0,1,2,3,4,6,7];13:[0,5,6,7];7:[0,5,6,7];6:[0,1,4,5,6,7];0:[0,1];1:[0,5,6,7];25:[2,3];15:[6];26:[3,4,5];16:[3,4,5,6];2:[0,1,6,7];8:[0,1,2,3,7];4:[0,1,2,3,7];9:[1];28:[0,1,2];27:[3,4,5,6];20:[2,3,4,5,6];24:[0,1,6,7];3:[7];23:[3,4,5]","c12:bw=44,experts=[4,5,6,7]; c19:bw=48,experts=[0,5,6,7]; c17:bw=48,experts=[1,2,3,4]; c5:bw=10,experts=[7]; c18:bw=21,experts=[3,4]; c29:bw=17,experts=[0]; c21:bw=44,experts=[0,1,2,7]; c10:bw=16,experts=[6]; c11:bw=10,experts=[1]; c14:bw=30,experts=[1,2,3]; c22:bw=75,experts=[0,1,2,3,4,6,7]; c13:bw=40,experts=[0,5,6,7]; c7:bw=43,experts=[0,5,6,7]; c6:bw=68,experts=[0,1,4,5,6,7]; c0:bw=28,experts=[0,1]; c1:bw=40,experts=[0,5,6,7]; c25:bw=21,experts=[2,3]; c15:bw=19,experts=[6]; c26:bw=31,experts=[3,4,5]; c16:bw=40,experts=[3,4,5,6]; c2:bw=41,experts=[0,1,6,7]; c8:bw=50,experts=[0,1,2,3,7]; c4:bw=59,experts=[0,1,2,3,7]; c9:bw=17,experts=[1]; c28:bw=34,experts=[0,1,2]; c27:bw=42,experts=[3,4,5,6]; c20:bw=58,experts=[2,3,4,5,6]; c24:bw=43,experts=[0,1,6,7]; c3:bw=18,experts=[7]; c23:bw=37,experts=[3,4,5]","1.8389,1.4588,1.9961,3.3867,1.7376,3.2259,1.0154,2.5247,2.2274,1.3606,1.6131,1.6141,1.3061,1.1103,1.0605,1.0356,2.0456,1.1211,1.0228,1.7924,1.2321,1.1271,2.0620,1.3407,1.5567,1.8567,2.0728,1.2141,1.5242,1.3177"
