Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
49,2026-09-24 20:05:57,Ours,0.01,1.6074802387671017,56.71,56.71,49,64.7328,1:04.73,63.1937,0.173,1.3643,2860.7589,47:40.76,10,"4,3,8,0,2,5,6,7,9,1",4:91;3:60;8:50;0:37;2:110;5:106;6:24;7:83;9:100;1:102,"4:[0,1,2,4,5,6,10,13,14];3:[0,4,6,10,13,14];8:[0,4,6,13,15];0:[4,6,9];2:[0,1,2,4,5,6,10,12,13,14,15];5:[0,1,4,5,6,10,12,13,14,15];6:[4,13];7:[0,1,4,5,6,10,13,14];9:[0,1,2,4,5,6,10,12,13,14];1:[0,1,2,4,5,6,10,12,13,14]","c4:bw=91,experts=[0,1,2,4,5,6,10,13,14]; c3:bw=60,experts=[0,4,6,10,13,14]; c8:bw=50,experts=[0,4,6,13,15]; c0:bw=37,experts=[4,6,9]; c2:bw=110,experts=[0,1,2,4,5,6,10,12,13,14,15]; c5:bw=106,experts=[0,1,4,5,6,10,12,13,14,15]; c6:bw=24,experts=[4,13]; c7:bw=83,experts=[0,1,4,5,6,10,13,14]; c9:bw=100,experts=[0,1,2,4,5,6,10,12,13,14]; c1:bw=102,experts=[0,1,2,4,5,6,10,12,13,14]","8.3913,6.3135,6.5690,5.8449,4.6113,7.5971,8.1485,5.7970,4.5380,5.3832"
50,2026-09-24 20:07:02,Ours,0.01,1.5970699555551122,58.37,58.37,50,65.2837,1:05.28,63.699,0.1681,1.4151,2926.0712,48:46.07,10,"8,4,7,6,2,1,3,0,9,5",8:61;4:14;7:65;6:128;2:119;1:122;3:73;0:55;9:51;5:59,"8:[0,4,6,10,13,14];4:[4];7:[0,4,6,10,13,14];6:[0,1,4,5,6,8,9,10,11,12,13,14];2:[0,1,4,5,6,9,10,11,12,13,14];1:[0,1,2,4,5,6,10,11,12,13,14,15];3:[0,4,5,6,10,13,14];0:[0,4,6,13,14];9:[4,6,11,13,15];5:[0,4,6,10,13]","c8:bw=61,experts=[0,4,6,10,13,14]; c4:bw=14,experts=[4]; c7:bw=65,experts=[0,4,6,10,13,14]; c6:bw=128,experts=[0,1,4,5,6,8,9,10,11,12,13,14]; c2:bw=119,experts=[0,1,4,5,6,9,10,11,12,13,14]; c1:bw=122,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c3:bw=73,experts=[0,4,5,6,10,13,14]; c0:bw=55,experts=[0,4,6,13,14]; c9:bw=51,experts=[4,6,11,13,15]; c5:bw=59,experts=[0,4,6,10,13]","6.6380,8.2837,5.8968,8.3258,4.6463,5.4359,6.3687,5.9062,4.3346,7.8631"
51,2026-09-24 20:08:11,Ours,0.01,1.582678034557693,57.16,58.37,50,68.3348,1:08.33,66.7891,0.1824,1.3616,2994.4333,49:54.43,10,"5,0,1,2,8,6,9,3,4,7",5:89;0:101;1:40;2:38;8:87;6:98;9:34;3:104;4:21;7:51,"5:[0,1,4,6,10,12,13,14];0:[0,1,4,5,6,10,12,13,14,15];1:[0,4,6,13];2:[4,6,13];8:[0,1,4,5,6,10,13,14];6:[0,1,4,5,6,10,12,13,14];9:[4,6,13];3:[0,4,5,6,10,11,12,13,14,15];4:[4,13];7:[0,4,6,10,13]","c5:bw=89,experts=[0,1,4,6,10,12,13,14]; c0:bw=101,experts=[0,1,4,5,6,10,12,13,14,15]; c1:bw=40,experts=[0,4,6,13]; c2:bw=38,experts=[4,6,13]; c8:bw=87,experts=[0,1,4,5,6,10,13,14]; c6:bw=98,experts=[0,1,4,5,6,10,12,13,14]; c9:bw=34,experts=[4,6,13]; c3:bw=104,experts=[0,4,5,6,10,11,12,13,14,15]; c4:bw=21,experts=[4,13]; c7:bw=51,experts=[0,4,6,10,13]","7.9067,6.7531,5.9452,4.7072,6.7044,9.1371,4.6511,6.8242,8.4647,5.6953"
52,2026-09-24 20:09:16,Ours,0.01,1.5760152564778884,56.69,58.37,50,64.9121,1:04.91,63.3315,0.1868,1.3922,3059.3722,50:59.37,10,"0,8,5,7,1,4,9,6,2,3",0:87;8:33;5:46;7:64;1:76;4:63;9:58;6:96;2:55;3:81,"0:[0,1,2,4,6,10,13,14];8:[4,6,13];5:[4,6,10,13];7:[0,4,6,10,13,14];1:[0,4,6,9,11,13,14];4:[0,1,4,6,10,13];9:[0,4,6,13,14];6:[0,1,4,5,6,10,11,13,14];2:[0,4,6,10,13];3:[0,1,4,5,6,10,13,14]","c0:bw=87,experts=[0,1,2,4,6,10,13,14]; c8:bw=33,experts=[4,6,13]; c5:bw=46,experts=[4,6,10,13]; c7:bw=64,experts=[0,4,6,10,13,14]; c1:bw=76,experts=[0,4,6,9,11,13,14]; c4:bw=63,experts=[0,1,4,6,10,13]; c9:bw=58,experts=[0,4,6,13,14]; c6:bw=96,experts=[0,1,4,5,6,10,11,13,14]; c2:bw=55,experts=[0,4,6,10,13]; c3:bw=81,experts=[0,1,4,5,6,10,13,14]","5.8799,6.5948,7.6577,5.6145,5.3761,8.6118,4.2855,8.2699,4.6175,6.4239"
53,2026-09-24 20:10:24,Ours,0.01,1.5762897134298464,57.62,58.37,50,67.9889,1:07.99,66.3551,0.1802,1.4519,3127.3898,52:07.39,10,"8,4,5,1,3,9,6,7,0,2",8:41;4:53;5:83;1:111;3:89;9:115;6:67;7:82;0:73;2:97,"8:[0,4,6,13];4:[0,4,6,13,14];5:[0,1,4,6,10,12,13,14];1:[0,1,4,5,6,10,11,12,13,14,15];3:[0,2,4,5,6,10,13,14];9:[0,1,4,5,6,9,10,11,12,13,14];6:[0,4,6,13,14,15];7:[0,4,5,6,10,13,14,15];0:[0,4,5,6,10,11,13];2:[0,4,5,6,10,12,13,14,15]","c8:bw=41,experts=[0,4,6,13]; c4:bw=53,experts=[0,4,6,13,14]; c5:bw=83,experts=[0,1,4,6,10,12,13,14]; c1:bw=111,experts=[0,1,4,5,6,10,11,12,13,14,15]; c3:bw=89,experts=[0,2,4,5,6,10,13,14]; c9:bw=115,experts=[0,1,4,5,6,9,10,11,12,13,14]; c6:bw=67,experts=[0,4,6,13,14,15]; c7:bw=82,experts=[0,4,5,6,10,13,14,15]; c0:bw=73,experts=[0,4,5,6,10,11,13]; c2:bw=97,experts=[0,4,5,6,10,12,13,14,15]","6.7423,8.4051,7.7688,5.4824,6.5266,4.7951,8.9152,6.3030,6.3167,5.0999"
54,2026-09-24 20:11:27,Ours,0.01,1.5587803341321584,56.83,58.37,50,63.0558,1:03.06,61.6921,0.1474,1.2148,3190.4762,53:10.48,10,"2,1,8,7,3,0,6,5,9,4",2:15;1:99;8:105;7:115;3:57;0:70;6:102;5:10;9:95;4:60,"2:[4];1:[0,1,4,5,6,10,12,13,14];8:[0,1,4,5,6,9,10,11,13,14];7:[0,1,4,5,6,10,11,12,13,14,15];3:[0,4,6,13,14];0:[0,4,5,6,10,13,14];6:[0,1,2,4,5,6,10,13,14,15];5:[4];9:[0,1,2,4,6,10,12,13,14];4:[0,4,6,10,13,14]","c2:bw=15,experts=[4]; c1:bw=99,experts=[0,1,4,5,6,10,12,13,14]; c8:bw=105,experts=[0,1,4,5,6,9,10,11,13,14]; c7:bw=115,experts=[0,1,4,5,6,10,11,12,13,14,15]; c3:bw=57,experts=[0,4,6,13,14]; c0:bw=70,experts=[0,4,5,6,10,13,14]; c6:bw=102,experts=[0,1,2,4,5,6,10,13,14,15]; c5:bw=10,experts=[4]; c9:bw=95,experts=[0,1,2,4,6,10,12,13,14]; c4:bw=60,experts=[0,4,6,10,13,14]","4.9848,5.6584,7.4429,6.4494,6.3851,5.1470,7.4379,6.8209,3.8570,7.5085"
55,2026-09-24 20:12:25,Ours,0.01,1.5617452459013341,57.9,58.37,50,57.9036,0:57.90,56.5509,0.1498,1.2015,3248.4059,54:08.41,10,"7,2,4,3,8,5,1,6,0,9",7:103;2:77;4:27;3:99;8:26;5:100;1:113;6:79;0:52;9:117,"7:[0,1,4,5,6,10,12,13,14,15];2:[0,1,4,6,10,13,14];4:[4,6];3:[0,1,4,5,6,9,10,13,14];8:[4,6];5:[0,1,4,5,6,8,10,11,12,13];1:[0,1,4,5,6,8,10,11,12,13,14];6:[0,1,4,6,10,13,14];0:[0,4,6,13,14];9:[0,1,2,4,5,6,10,12,13,14,15]","c7:bw=103,experts=[0,1,4,5,6,10,12,13,14,15]; c2:bw=77,experts=[0,1,4,6,10,13,14]; c4:bw=27,experts=[4,6]; c3:bw=99,experts=[0,1,4,5,6,9,10,13,14]; c8:bw=26,experts=[4,6]; c5:bw=100,experts=[0,1,4,5,6,8,10,11,12,13]; c1:bw=113,experts=[0,1,4,5,6,8,10,11,12,13,14]; c6:bw=79,experts=[0,1,4,6,10,13,14]; c0:bw=52,experts=[0,4,6,13,14]; c9:bw=117,experts=[0,1,2,4,5,6,10,12,13,14,15]","5.1192,4.1634,7.4974,5.7159,5.8550,6.9384,4.8485,7.3926,5.1235,3.8969"
56,2026-09-24 20:13:22,Ours,0.01,1.550510970570247,58.21,58.37,50,57.4973,0:57.50,56.1509,0.1441,1.2009,3305.9268,55:05.93,10,"9,1,3,2,5,4,8,7,6,0",9:98;1:106;3:16;2:100;5:58;4:18;8:25;7:34;6:44;0:132,"9:[0,1,2,4,6,8,10,13,14];1:[0,1,2,4,5,6,10,12,13,14];3:[4];2:[0,1,4,5,6,8,10,11,13,14];5:[0,4,5,6,13];4:[4];8:[4,6];7:[4,6,13];6:[0,4,6,13];0:[0,1,2,4,5,6,8,9,10,12,13,14,15]","c9:bw=98,experts=[0,1,2,4,6,8,10,13,14]; c1:bw=106,experts=[0,1,2,4,5,6,10,12,13,14]; c3:bw=16,experts=[4]; c2:bw=100,experts=[0,1,4,5,6,8,10,11,13,14]; c5:bw=58,experts=[0,4,5,6,13]; c4:bw=18,experts=[4]; c8:bw=25,experts=[4,6]; c7:bw=34,experts=[4,6,13]; c6:bw=44,experts=[0,4,6,13]; c0:bw=132,experts=[0,1,2,4,5,6,8,9,10,12,13,14,15]","3.8777,4.8488,5.6379,4.1863,6.8752,7.3754,5.8107,5.0121,7.3404,5.1865"
57,2026-09-24 20:14:20,Ours,0.01,1.547137567598504,58.11,58.37,50,58.1779,0:58.18,56.805,0.1501,1.2214,3364.13,56:04.13,10,"3,8,6,1,7,0,5,4,2,9",3:121;8:81;6:91;1:93;7:130;0:132;5:83;4:78;2:62;9:36,"3:[0,1,2,4,5,6,10,11,12,13,14,15];8:[0,4,5,6,8,10,13,14];6:[0,1,4,5,6,10,12,13,14];1:[0,1,4,5,6,10,12,13,14];7:[0,1,2,4,5,6,8,10,11,12,13,14,15];0:[0,1,2,4,5,6,8,9,10,12,13,14,15];5:[0,1,4,5,6,9,10,13];4:[0,4,5,6,10,13,14];2:[0,4,6,10,13,14];9:[4,6,13]","c3:bw=121,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c8:bw=81,experts=[0,4,5,6,8,10,13,14]; c6:bw=91,experts=[0,1,4,5,6,10,12,13,14]; c1:bw=93,experts=[0,1,4,5,6,10,12,13,14]; c7:bw=130,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15]; c0:bw=132,experts=[0,1,2,4,5,6,8,9,10,12,13,14,15]; c5:bw=83,experts=[0,1,4,5,6,9,10,13]; c4:bw=78,experts=[0,4,5,6,10,13,14]; c2:bw=62,experts=[0,4,6,10,13,14]; c9:bw=36,experts=[4,6,13]","5.7883,5.9341,7.4378,4.8170,5.1329,5.2111,6.9458,7.5643,4.1559,3.8178"
58,2026-09-24 20:15:18,Ours,0.01,1.5337567735788835,59.78,59.78,58,57.7991,0:57.80,56.4398,0.1575,1.2004,3421.9532,57:01.95,10,"7,2,9,6,5,1,8,4,3,0",7:45;2:10;9:108;6:104;5:66;1:56;8:75;4:72;3:116;0:89,"7:[0,4,6,13];2:[4];9:[0,1,2,4,5,6,10,12,13,14];6:[0,1,4,5,6,9,10,11,12,13];5:[0,4,6,10,13,14];1:[0,4,6,10,13];8:[0,1,4,6,10,12,13];4:[0,1,4,6,10,13,14];3:[0,1,2,4,5,6,10,11,12,13,14];0:[0,1,4,6,8,10,12,13]","c7:bw=45,experts=[0,4,6,13]; c2:bw=10,experts=[4]; c9:bw=108,experts=[0,1,2,4,5,6,10,12,13,14]; c6:bw=104,experts=[0,1,4,5,6,9,10,11,12,13]; c5:bw=66,experts=[0,4,6,10,13,14]; c1:bw=56,experts=[0,4,6,10,13]; c8:bw=75,experts=[0,1,4,6,10,12,13]; c4:bw=72,experts=[0,1,4,6,10,13,14]; c3:bw=116,experts=[0,1,2,4,5,6,10,11,12,13,14]; c0:bw=89,experts=[0,1,4,6,8,10,12,13]","5.0613,4.1207,3.8830,7.4222,6.8719,4.7925,5.9086,7.5028,5.7342,5.1427"
59,2026-09-24 20:16:16,Ours,0.01,1.5276411373670362,59.38,59.78,58,58.0267,0:58.03,56.6497,0.1493,1.2263,3480.0065,58:00.01,10,"2,8,9,6,1,4,7,5,0,3",2:69;8:105;9:52;6:36;1:123;4:48;7:53;5:60;0:98;3:67,"2:[0,4,6,10,13,14];8:[0,1,2,4,5,6,10,12,13,14];9:[0,4,6,10,13];6:[4,6,13];1:[0,1,2,4,5,6,10,11,12,13,14,15];4:[0,4,6,13];7:[0,4,6,13,14];5:[0,1,4,6,13,14];0:[0,1,4,5,6,8,10,12,13];3:[0,4,5,6,10,13]","c2:bw=69,experts=[0,4,6,10,13,14]; c8:bw=105,experts=[0,1,2,4,5,6,10,12,13,14]; c9:bw=52,experts=[0,4,6,10,13]; c6:bw=36,experts=[4,6,13]; c1:bw=123,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c4:bw=48,experts=[0,4,6,13]; c7:bw=53,experts=[0,4,6,13,14]; c5:bw=60,experts=[0,1,4,6,13,14]; c0:bw=98,experts=[0,1,4,5,6,8,10,12,13]; c3:bw=67,experts=[0,4,5,6,10,13]","4.1973,5.9571,3.8793,7.3152,4.9388,7.4877,5.0453,6.9363,5.2006,5.6921"
60,2026-09-24 20:17:14,Ours,0.01,1.5183064267836621,60.02,60.02,60,58.0422,0:58.04,56.6762,0.1459,1.2186,3538.073,58:58.07,10,"0,7,4,2,5,8,6,9,1,3",0:100;7:90;4:57;2:57;5:63;8:46;6:112;9:14;1:102;3:83,"0:[0,1,2,4,5,6,10,12,13,14];7:[0,1,4,6,9,10,12,13,14];4:[0,4,6,13,14];2:[0,4,6,13,14];5:[0,4,6,10,13,14];8:[0,4,6,13];6:[0,1,2,4,5,6,10,11,12,13,14];9:[4];1:[0,1,2,4,5,6,10,12,13,14];3:[0,4,5,6,10,12,13,14]","c0:bw=100,experts=[0,1,2,4,5,6,10,12,13,14]; c7:bw=90,experts=[0,1,4,6,9,10,12,13,14]; c4:bw=57,experts=[0,4,6,13,14]; c2:bw=57,experts=[0,4,6,13,14]; c5:bw=63,experts=[0,4,6,10,13,14]; c8:bw=46,experts=[0,4,6,13]; c6:bw=112,experts=[0,1,2,4,5,6,10,11,12,13,14]; c9:bw=14,experts=[4]; c1:bw=102,experts=[0,1,2,4,5,6,10,12,13,14]; c3:bw=83,experts=[0,4,5,6,10,12,13,14]","5.2210,5.1406,7.5336,4.1555,6.9307,5.8724,7.4784,3.8111,4.8414,5.6915"
61,2026-09-24 20:18:13,Ours,0.01,1.5161607593465196,60.32,60.32,61,58.2422,0:58.24,56.858,0.1517,1.2311,3596.3417,59:56.34,10,"5,6,2,9,1,3,8,4,7,0",5:92;6:70;2:55;9:71;1:63;3:81;8:104;4:72;7:82;0:114,"5:[0,1,4,5,6,10,12,13,14];6:[0,4,5,6,10,13,14];2:[0,4,6,10,13];9:[0,4,6,10,12,13,14];1:[0,1,4,6,13,14];3:[0,2,4,5,6,10,13,14];8:[0,1,4,5,6,10,11,12,13,14];4:[0,4,6,10,13,14,15];7:[0,4,5,6,10,11,12,13];0:[0,1,2,4,5,6,10,12,13,14,15]","c5:bw=92,experts=[0,1,4,5,6,10,12,13,14]; c6:bw=70,experts=[0,4,5,6,10,13,14]; c2:bw=55,experts=[0,4,6,10,13]; c9:bw=71,experts=[0,4,6,10,12,13,14]; c1:bw=63,experts=[0,1,4,6,13,14]; c3:bw=81,experts=[0,2,4,5,6,10,13,14]; c8:bw=104,experts=[0,1,4,5,6,10,11,12,13,14]; c4:bw=72,experts=[0,4,6,10,13,14,15]; c7:bw=82,experts=[0,4,5,6,10,11,12,13]; c0:bw=114,experts=[0,1,2,4,5,6,10,12,13,14,15]","6.9902,7.4056,4.1719,3.8684,4.7792,5.7532,5.9599,7.5981,5.1131,5.2184"
62,2026-09-24 20:19:11,Ours,0.01,1.5028991157436349,58.91,60.32,61,58.2324,0:58.23,56.8618,0.1509,1.2183,3654.5995,1:00:54.60,10,"8,6,9,4,5,0,3,2,1,7",8:25;6:118;9:31;4:114;5:127;0:53;3:100;2:79;1:141;7:84,"8:[4,13];6:[0,1,2,4,5,6,8,10,13,14,15];9:[4,6,13];4:[0,1,4,5,6,8,9,10,11,13,14];5:[0,1,2,4,5,6,10,11,12,13,14,15];0:[0,4,6,10,13];3:[0,1,4,5,6,9,10,13,14,15];2:[0,1,4,6,10,13,14];1:[0,1,2,4,5,6,8,9,10,11,12,13,14,15];7:[0,1,4,5,6,10,13,14]","c8:bw=25,experts=[4,13]; c6:bw=118,experts=[0,1,2,4,5,6,8,10,13,14,15]; c9:bw=31,experts=[4,6,13]; c4:bw=114,experts=[0,1,4,5,6,8,9,10,11,13,14]; c5:bw=127,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c0:bw=53,experts=[0,4,6,10,13]; c3:bw=100,experts=[0,1,4,5,6,9,10,13,14,15]; c2:bw=79,experts=[0,1,4,6,10,13,14]; c1:bw=141,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15]; c7:bw=84,experts=[0,1,4,5,6,10,13,14]","5.9054,7.4826,3.8524,7.6179,6.9870,5.1583,5.7247,4.1837,4.8433,5.1064"
63,2026-09-24 20:20:09,Ours,0.01,1.50040578938318,60.58,60.58,63,58.2033,0:58.20,56.8148,0.147,1.24,3712.83,1:01:52.83,10,"5,9,6,3,8,1,7,0,2,4",5:17;9:39;6:64;3:99;8:60;1:94;7:129;0:78;2:53;4:99,"5:[4];9:[4,6,13];6:[0,4,6,10,13,14];3:[0,1,4,5,6,8,10,13,14];8:[0,4,5,6,10,13];1:[0,1,4,5,6,10,12,13,14];7:[0,1,2,4,5,6,10,11,12,13,14,15];0:[0,1,4,6,10,13,14];2:[0,4,6,10,13];4:[1,4,5,6,10,11,12,13,14]","c5:bw=17,experts=[4]; c9:bw=39,experts=[4,6,13]; c6:bw=64,experts=[0,4,6,10,13,14]; c3:bw=99,experts=[0,1,4,5,6,8,10,13,14]; c8:bw=60,experts=[0,4,5,6,10,13]; c1:bw=94,experts=[0,1,4,5,6,10,12,13,14]; c7:bw=129,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c0:bw=78,experts=[0,1,4,6,10,13,14]; c2:bw=53,experts=[0,4,6,10,13]; c4:bw=99,experts=[1,4,5,6,10,11,12,13,14]","6.8664,3.8663,7.4101,5.7221,5.9226,4.8704,5.1239,5.2145,4.1869,7.6317"
64,2026-09-24 20:21:07,Ours,0.01,1.4940871275703098,60.59,60.59,64,58.1344,0:58.13,56.7513,0.1492,1.2324,3770.9902,1:02:50.99,10,"6,4,5,3,7,0,8,9,2,1",6:94;4:71;5:45;3:71;7:64;0:60;8:101;9:112;2:106;1:54,"6:[0,3,4,5,6,7,10,13,14];4:[1,3,4,6,7,10,13];5:[3,4,7,13];3:[0,3,4,6,7,13,14];7:[0,3,4,6,7,13];0:[0,3,4,6,7,13];8:[0,3,4,5,6,7,10,12,13,14];9:[0,3,4,5,6,7,10,11,12,13,14];2:[0,1,3,4,6,7,10,12,13,14];1:[3,4,6,7,13]","c6:bw=94,experts=[0,3,4,5,6,7,10,13,14]; c4:bw=71,experts=[1,3,4,6,7,10,13]; c5:bw=45,experts=[3,4,7,13]; c3:bw=71,experts=[0,3,4,6,7,13,14]; c7:bw=64,experts=[0,3,4,6,7,13]; c0:bw=60,experts=[0,3,4,6,7,13]; c8:bw=101,experts=[0,3,4,5,6,7,10,12,13,14]; c9:bw=112,experts=[0,3,4,5,6,7,10,11,12,13,14]; c2:bw=106,experts=[0,1,3,4,6,7,10,12,13,14]; c1:bw=54,experts=[3,4,6,7,13]","7.4694,7.5776,6.9064,5.6863,5.0918,5.1598,5.9649,3.9135,4.2153,4.7662"
65,2026-09-24 20:22:05,Ours,0.01,1.481916637889636,61.03,61.03,65,58.0582,0:58.06,56.7134,0.1465,1.1968,3829.0768,1:03:49.08,10,"7,5,4,6,8,3,0,2,1,9",7:17;5:54;4:108;6:94;8:124;3:80;0:78;2:53;1:109;9:88,"7:[4];5:[0,4,6,10,13];4:[0,1,2,4,5,6,9,10,13,14];6:[0,1,4,5,6,9,10,12,13];8:[0,1,2,4,5,6,10,11,12,13,14,15];3:[0,1,4,5,6,10,13,14];0:[0,1,4,6,10,13,14];2:[0,2,4,6,13];1:[0,1,4,5,6,10,11,12,13,14];9:[0,1,4,6,10,12,13,14]","c7:bw=17,experts=[4]; c5:bw=54,experts=[0,4,6,10,13]; c4:bw=108,experts=[0,1,2,4,5,6,9,10,13,14]; c6:bw=94,experts=[0,1,4,5,6,9,10,12,13]; c8:bw=124,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c3:bw=80,experts=[0,1,4,5,6,10,13,14]; c0:bw=78,experts=[0,1,4,6,10,13,14]; c2:bw=53,experts=[0,2,4,6,13]; c1:bw=109,experts=[0,1,4,5,6,10,11,12,13,14]; c9:bw=88,experts=[0,1,4,6,10,12,13,14]","5.0650,6.9745,7.6332,7.4260,5.8959,5.7188,5.1849,4.1676,4.7932,3.8542"
66,2026-09-24 20:23:04,Ours,0.01,1.4842466380732071,59.08,61.03,65,58.4693,0:58.47,57.1004,0.1461,1.2214,3887.5725,1:04:47.57,10,"2,5,1,8,9,6,4,0,3,7",2:77;5:32;1:102;8:46;9:59;6:56;4:78;0:72;3:126;7:95,"2:[0,4,6,9,10,13,14];5:[4,6,13];1:[0,1,4,5,6,10,11,12,13,14];8:[0,4,6,13];9:[0,4,6,13,14];6:[0,4,6,13,14];4:[0,1,4,5,6,10,13];0:[0,1,4,6,10,13,14];3:[0,1,4,5,6,8,9,10,11,12,13,14];7:[0,1,2,4,6,10,12,13,14]","c2:bw=77,experts=[0,4,6,9,10,13,14]; c5:bw=32,experts=[4,6,13]; c1:bw=102,experts=[0,1,4,5,6,10,11,12,13,14]; c8:bw=46,experts=[0,4,6,13]; c9:bw=59,experts=[0,4,6,13,14]; c6:bw=56,experts=[0,4,6,13,14]; c4:bw=78,experts=[0,1,4,5,6,10,13]; c0:bw=72,experts=[0,1,4,6,10,13,14]; c3:bw=126,experts=[0,1,4,5,6,8,9,10,11,12,13,14]; c7:bw=95,experts=[0,1,2,4,6,10,12,13,14]","4.2291,6.9598,4.8510,5.9088,3.8936,7.4599,7.6258,5.1863,5.8789,5.1069"
67,2026-09-24 20:24:02,Ours,0.01,1.480177592346903,61.32,61.32,67,58.2234,0:58.22,56.7861,0.2034,1.2324,3945.8239,1:05:45.82,10,"4,5,1,3,6,0,2,9,7,8",4:97;5:91;1:69;3:48;6:100;0:61;2:81;9:113;7:111;8:17,"4:[0,1,4,5,6,9,10,11,13];5:[0,1,4,6,9,10,11,12,13];1:[0,1,4,6,10,13];3:[0,4,6,13];6:[0,1,2,4,5,6,10,12,13,14];0:[0,4,6,10,13,14];2:[0,4,5,6,10,12,13,14];9:[0,1,2,4,5,6,10,11,12,13,14];7:[0,1,2,4,5,6,10,11,12,13,14];8:[4]","c4:bw=97,experts=[0,1,4,5,6,9,10,11,13]; c5:bw=91,experts=[0,1,4,6,9,10,11,12,13]; c1:bw=69,experts=[0,1,4,6,10,13]; c3:bw=48,experts=[0,4,6,13]; c6:bw=100,experts=[0,1,2,4,5,6,10,12,13,14]; c0:bw=61,experts=[0,4,6,10,13,14]; c2:bw=81,experts=[0,4,5,6,10,12,13,14]; c9:bw=113,experts=[0,1,2,4,5,6,10,11,12,13,14]; c7:bw=111,experts=[0,1,2,4,5,6,10,11,12,13,14]; c8:bw=17,experts=[4]","7.6455,7.0065,4.7819,5.6924,7.4225,5.1574,4.1684,3.9326,5.1535,5.8253"
68,2026-09-24 20:25:00,Ours,0.01,1.46512501163168,61.94,61.94,68,58.1216,0:58.12,56.7763,0.1446,1.1994,4003.9728,1:06:43.97,10,"1,8,2,0,3,4,5,9,7,6",1:79;8:59;2:110;0:57;3:49;4:93;5:84;9:29;7:53;6:60,"1:[0,4,5,6,12,13,14];8:[0,4,6,13,14];2:[0,1,2,4,5,6,10,12,13,14,15];0:[0,4,6,13,14];3:[0,4,6,13];4:[0,1,4,5,6,10,12,13,14];5:[0,4,5,6,10,11,13,14];9:[4,6];7:[0,4,6,13,14];6:[0,4,6,10,13,14]","c1:bw=79,experts=[0,4,5,6,12,13,14]; c8:bw=59,experts=[0,4,6,13,14]; c2:bw=110,experts=[0,1,2,4,5,6,10,12,13,14,15]; c0:bw=57,experts=[0,4,6,13,14]; c3:bw=49,experts=[0,4,6,13]; c4:bw=93,experts=[0,1,4,5,6,10,12,13,14]; c5:bw=84,experts=[0,4,5,6,10,11,13,14]; c9:bw=29,experts=[4,6]; c7:bw=53,experts=[0,4,6,13,14]; c6:bw=60,experts=[0,4,6,10,13,14]","4.8740,5.8905,4.2143,5.1922,5.7166,7.6060,6.9578,3.8418,5.0770,7.4063"
69,2026-09-24 20:25:59,Ours,0.01,1.4572237756252193,61.56,61.94,68,58.4096,0:58.41,57.032,0.1503,1.2259,4062.4108,1:07:42.41,10,"3,7,1,4,9,5,0,2,8,6",3:78;7:110;1:59;4:78;9:67;5:74;0:99;2:125;8:79;6:49,"3:[0,1,4,6,10,13,14];7:[0,1,2,4,5,6,10,11,12,13,14];1:[0,4,6,13,14];4:[0,1,4,5,6,10,13];9:[0,4,6,9,13,14];5:[0,1,4,5,6,10,13];0:[0,1,4,5,6,10,11,13,14];2:[0,1,2,4,5,6,10,11,12,13,14,15];8:[0,1,4,5,6,10,13];6:[0,4,6,13]","c3:bw=78,experts=[0,1,4,6,10,13,14]; c7:bw=110,experts=[0,1,2,4,5,6,10,11,12,13,14]; c1:bw=59,experts=[0,4,6,13,14]; c4:bw=78,experts=[0,1,4,5,6,10,13]; c9:bw=67,experts=[0,4,6,9,13,14]; c5:bw=74,experts=[0,1,4,5,6,10,13]; c0:bw=99,experts=[0,1,4,5,6,10,11,13,14]; c2:bw=125,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c8:bw=79,experts=[0,1,4,5,6,10,13]; c6:bw=49,experts=[0,4,6,13]","5.7751,5.1490,4.8164,7.6039,3.8787,6.9954,5.2034,4.2384,5.9639,7.4078"
