Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
26,2026-09-19 09:06:01,Ours,0.01,0.8799206492365219,68.5,70.89,24,48.11,0:48.11,47.0944,0.0348,0.9795,1256.1722,20:56.17,10,"3,6,9,7,1,5,2,8,0,4",3:84;6:63;9:95;7:59;1:63;5:39;2:56;8:101;0:20;4:90,"3:[0,1,4,5,9,11,12,13];6:[1,4,5,9,12,13];9:[0,1,3,4,5,9,10,13,15];7:[1,5,9,12,13];1:[1,4,5,9,12,13];5:[1,9,13];2:[1,4,9,12,13];8:[0,1,4,5,7,9,10,11,12,13];0:[1,9];4:[0,1,3,4,5,9,10,12,13]","c3:bw=84,experts=[0,1,4,5,9,11,12,13]; c6:bw=63,experts=[1,4,5,9,12,13]; c9:bw=95,experts=[0,1,3,4,5,9,10,13,15]; c7:bw=59,experts=[1,5,9,12,13]; c1:bw=63,experts=[1,4,5,9,12,13]; c5:bw=39,experts=[1,9,13]; c2:bw=56,experts=[1,4,9,12,13]; c8:bw=101,experts=[0,1,4,5,7,9,10,11,12,13]; c0:bw=20,experts=[1,9]; c4:bw=90,experts=[0,1,3,4,5,9,10,12,13]","0.6039,1.6808,4.4841,3.1253,17.5442,5.3012,0.2409,5.9803,5.5683,2.5651"
27,2026-09-19 09:06:51,Ours,0.01,0.8687682712852725,68.73,70.89,24,49.9683,0:49.97,48.8382,0.0359,1.0928,1306.1585,21:46.16,10,"7,1,4,0,9,2,8,3,6,5",7:97;1:117;4:23;0:68;9:34;2:37;8:104;3:40;6:119;5:69,"7:[0,1,3,4,5,9,11,12,13];1:[0,1,2,3,4,5,9,11,12,13,15];4:[1,13];0:[1,3,4,5,9,13];9:[1,9,13];2:[1,9,13];8:[0,1,3,4,5,7,9,10,12,13];3:[1,5,9,13];6:[0,1,3,4,5,7,9,10,11,12,13];5:[1,3,5,9,12,13]","c7:bw=97,experts=[0,1,3,4,5,9,11,12,13]; c1:bw=117,experts=[0,1,2,3,4,5,9,11,12,13,15]; c4:bw=23,experts=[1,13]; c0:bw=68,experts=[1,3,4,5,9,13]; c9:bw=34,experts=[1,9,13]; c2:bw=37,experts=[1,9,13]; c8:bw=104,experts=[0,1,3,4,5,7,9,10,12,13]; c3:bw=40,experts=[1,5,9,13]; c6:bw=119,experts=[0,1,3,4,5,7,9,10,11,12,13]; c5:bw=69,experts=[1,3,5,9,12,13]","3.1440,17.5931,2.5261,5.6210,4.5648,0.3013,6.6660,0.5759,1.8563,5.9896"
28,2026-09-19 09:07:47,Ours,0.01,0.866585773421038,69.0,70.89,24,56.2063,0:56.21,55.037,0.0429,1.1249,1362.3854,22:42.39,10,"6,9,0,8,2,5,1,3,4,7",6:56;9:92;0:89;8:56;2:10;5:63;1:47;3:22;4:14;7:10,"6:[1,4,9,12,13];9:[0,1,3,4,5,9,10,13,15];0:[0,1,3,4,5,9,12,13];8:[1,4,7,9,13];2:[1];5:[0,1,3,5,9,13];1:[1,5,9,13];3:[1,13];4:[1];7:[1]","c6:bw=56,experts=[1,4,9,12,13]; c9:bw=92,experts=[0,1,3,4,5,9,10,13,15]; c0:bw=89,experts=[0,1,3,4,5,9,12,13]; c8:bw=56,experts=[1,4,7,9,13]; c2:bw=10,experts=[1]; c5:bw=63,experts=[0,1,3,5,9,13]; c1:bw=47,experts=[1,5,9,13]; c3:bw=22,experts=[1,13]; c4:bw=14,experts=[1]; c7:bw=10,experts=[1]","1.9245,5.1280,6.4730,6.9415,0.2813,6.2235,20.6661,0.6052,3.0450,3.7488"
29,2026-09-19 09:08:42,Ours,0.01,0.8651351378919913,69.74,70.89,24,54.6828,0:54.68,53.597,0.0299,1.0546,1417.0894,23:37.09,10,"4,0,1,9,6,8,7,3,2,5",4:72;0:83;1:63;9:82;6:81;8:63;7:40;3:60;2:34;5:63,"4:[0,1,3,4,5,9,13];0:[0,1,3,4,5,9,13,15];1:[1,3,4,5,9,13];9:[0,1,3,4,5,9,13,15];6:[1,3,4,5,9,12,13,15];8:[1,4,7,9,12,13];7:[1,5,9,13];3:[1,4,5,9,12,13];2:[1,9,13];5:[1,3,4,5,9,13]","c4:bw=72,experts=[0,1,3,4,5,9,13]; c0:bw=83,experts=[0,1,3,4,5,9,13,15]; c1:bw=63,experts=[1,3,4,5,9,13]; c9:bw=82,experts=[0,1,3,4,5,9,13,15]; c6:bw=81,experts=[1,3,4,5,9,12,13,15]; c8:bw=63,experts=[1,4,7,9,12,13]; c7:bw=40,experts=[1,5,9,13]; c3:bw=60,experts=[1,4,5,9,12,13]; c2:bw=34,experts=[1,9,13]; c5:bw=63,experts=[1,3,4,5,9,13]","3.0623,6.6353,20.1935,4.9544,1.8573,6.7318,3.4294,0.5742,0.2722,5.8866"
30,2026-09-19 09:09:36,Ours,0.01,0.8564934400685633,69.19,70.89,24,54.7649,0:54.76,53.5936,0.04,1.1269,1471.876,24:31.88,10,"5,1,9,4,0,8,6,7,3,2",5:116;1:67;9:103;4:97;0:33;8:78;6:20;7:23;3:111;2:51,"5:[0,1,3,4,5,7,9,10,11,12,13];1:[1,3,4,5,9,13];9:[0,1,3,4,5,9,10,12,13,15];4:[0,1,3,4,5,9,10,12,13];0:[1,9,13];8:[1,4,7,9,10,12,13];6:[1,9];7:[1,13];3:[0,1,3,4,5,7,9,10,11,12,13];2:[1,4,7,9,13]","c5:bw=116,experts=[0,1,3,4,5,7,9,10,11,12,13]; c1:bw=67,experts=[1,3,4,5,9,13]; c9:bw=103,experts=[0,1,3,4,5,9,10,12,13,15]; c4:bw=97,experts=[0,1,3,4,5,9,10,12,13]; c0:bw=33,experts=[1,9,13]; c8:bw=78,experts=[1,4,7,9,10,12,13]; c6:bw=20,experts=[1,9]; c7:bw=23,experts=[1,13]; c3:bw=111,experts=[0,1,3,4,5,7,9,10,11,12,13]; c2:bw=51,experts=[1,4,7,9,13]","5.9330,19.5515,5.0652,2.9663,6.4264,7.0833,1.9395,3.7148,0.6185,0.2951"
31,2026-09-19 09:10:33,Ours,0.01,0.8641676464206904,71.03,71.03,31,56.8058,0:56.81,55.6792,0.037,1.0881,1528.7053,25:28.71,10,"6,4,9,1,5,8,3,2,0,7",6:55;4:36;9:85;1:57;5:116;8:62;3:45;2:29;0:89;7:119,"6:[1,4,5,9,13];4:[1,9,13];9:[0,1,3,4,5,9,13,15];1:[1,5,9,12,13];5:[0,1,2,3,4,5,7,9,10,12,13];8:[1,2,4,9,12,13];3:[1,5,9,13];2:[1,13];0:[0,1,3,4,5,9,12,13];7:[0,1,2,3,4,5,7,9,11,12,13]","c6:bw=55,experts=[1,4,5,9,13]; c4:bw=36,experts=[1,9,13]; c9:bw=85,experts=[0,1,3,4,5,9,13,15]; c1:bw=57,experts=[1,5,9,12,13]; c5:bw=116,experts=[0,1,2,3,4,5,7,9,10,12,13]; c8:bw=62,experts=[1,2,4,9,12,13]; c3:bw=45,experts=[1,5,9,13]; c2:bw=29,experts=[1,13]; c0:bw=89,experts=[0,1,3,4,5,9,12,13]; c7:bw=119,experts=[0,1,2,3,4,5,7,9,11,12,13]","2.0057,3.0878,5.3718,20.4804,6.3662,7.1248,0.6179,0.2896,6.6158,3.7192"
32,2026-09-19 09:11:30,Ours,0.01,0.8571252713898347,71.09,71.09,32,57.2608,0:57.26,56.1368,0.037,1.0855,1585.9872,26:25.99,10,"8,5,4,7,0,1,3,6,2,9",8:40;5:67;4:92;7:88;0:86;1:40;3:53;6:51;2:102;9:59,"8:[1,6,8,14];5:[1,6,8,9,13,14];4:[0,1,3,5,6,8,9,13,14];7:[1,5,6,8,9,12,13,14];0:[1,4,5,6,8,9,13,14];1:[1,6,8,14];3:[1,6,8,14,15];6:[1,6,8,9,14];2:[1,4,5,6,7,8,9,10,13,14];9:[1,6,7,8,14]","c8:bw=40,experts=[1,6,8,14]; c5:bw=67,experts=[1,6,8,9,13,14]; c4:bw=92,experts=[0,1,3,5,6,8,9,13,14]; c7:bw=88,experts=[1,5,6,8,9,12,13,14]; c0:bw=86,experts=[1,4,5,6,8,9,13,14]; c1:bw=40,experts=[1,6,8,14]; c3:bw=53,experts=[1,6,8,14,15]; c6:bw=51,experts=[1,6,8,9,14]; c2:bw=102,experts=[1,4,5,6,7,8,9,10,13,14]; c9:bw=59,experts=[1,6,7,8,14]","7.1583,6.4532,3.0102,3.7560,6.7049,21.0240,0.6225,1.9684,0.2872,5.1520"
33,2026-09-19 09:12:28,Ours,0.01,0.8523151434966383,70.81,71.09,32,57.7611,0:57.76,56.6227,0.0441,1.0891,1643.7714,27:23.77,10,"7,1,3,6,5,9,2,8,4,0",7:99;1:65;3:132;6:69;5:55;9:79;2:44;8:94;4:85;0:118,"7:[0,1,3,4,5,9,11,12,13];1:[1,4,5,9,12,13];3:[0,1,2,3,4,5,7,9,10,11,12,13,15];6:[1,3,4,5,9,13];5:[1,3,5,9,13];9:[0,1,3,4,5,9,13];2:[1,3,9,13];8:[0,1,4,5,7,9,10,12,13];4:[0,1,3,4,5,9,12,13];0:[0,1,3,4,5,7,9,10,12,13,15]","c7:bw=99,experts=[0,1,3,4,5,9,11,12,13]; c1:bw=65,experts=[1,4,5,9,12,13]; c3:bw=132,experts=[0,1,2,3,4,5,7,9,10,11,12,13,15]; c6:bw=69,experts=[1,3,4,5,9,13]; c5:bw=55,experts=[1,3,5,9,13]; c9:bw=79,experts=[0,1,3,4,5,9,13]; c2:bw=44,experts=[1,3,9,13]; c8:bw=94,experts=[0,1,4,5,7,9,10,12,13]; c4:bw=85,experts=[0,1,3,4,5,9,12,13]; c0:bw=118,experts=[0,1,3,4,5,7,9,10,12,13,15]","3.6807,21.0032,0.6256,1.9876,6.3919,5.3533,0.2876,7.3536,3.1769,6.7622"
34,2026-09-19 09:13:27,Ours,0.01,0.8482341823232555,71.55,71.55,34,58.8334,0:58.83,57.622,0.0499,1.1566,1702.6263,28:22.63,10,"4,1,6,9,8,0,5,7,3,2",4:87;1:88;6:91;9:128;8:79;0:42;5:113;7:61;3:137;2:101,"4:[0,1,3,4,5,7,9,13];1:[0,1,3,4,5,9,10,13];6:[0,1,3,4,5,9,10,13,15];9:[0,1,2,3,4,5,9,10,11,12,13,15];8:[1,4,7,9,10,12,13];0:[1,4,9,13];5:[0,1,2,3,4,5,7,9,10,12,13];7:[1,5,9,10,13,15];3:[0,1,2,3,4,5,7,9,10,11,12,13,15];2:[0,1,4,5,7,9,10,11,12,13]","c4:bw=87,experts=[0,1,3,4,5,7,9,13]; c1:bw=88,experts=[0,1,3,4,5,9,10,13]; c6:bw=91,experts=[0,1,3,4,5,9,10,13,15]; c9:bw=128,experts=[0,1,2,3,4,5,9,10,11,12,13,15]; c8:bw=79,experts=[1,4,7,9,10,12,13]; c0:bw=42,experts=[1,4,9,13]; c5:bw=113,experts=[0,1,2,3,4,5,7,9,10,12,13]; c7:bw=61,experts=[1,5,9,10,13,15]; c3:bw=137,experts=[0,1,2,3,4,5,7,9,10,11,12,13,15]; c2:bw=101,experts=[0,1,4,5,7,9,10,11,12,13]","3.0929,21.5520,2.0598,5.4345,7.2101,6.7423,6.6511,3.9182,0.6497,0.3113"
35,2026-09-19 09:14:27,Ours,0.01,0.8402159900002198,71.59,71.59,35,59.451,0:59.45,58.2509,0.0401,1.1584,1762.1017,29:22.10,10,"4,0,1,6,2,8,9,7,5,3",4:62;0:38;1:58;6:83;2:86;8:94;9:51;7:90;5:77;3:45,"4:[0,1,3,5,9,13];0:[1,9,13];1:[1,4,5,9,13];6:[0,1,3,4,5,9,12,13];2:[0,1,4,7,9,10,12,13];8:[0,1,3,4,5,7,9,10,13];9:[1,3,4,9,13];7:[0,1,3,4,5,9,11,12,13];5:[0,1,3,5,7,9,13];3:[1,5,9,13]","c4:bw=62,experts=[0,1,3,5,9,13]; c0:bw=38,experts=[1,9,13]; c1:bw=58,experts=[1,4,5,9,13]; c6:bw=83,experts=[0,1,3,4,5,9,12,13]; c2:bw=86,experts=[0,1,4,7,9,10,12,13]; c8:bw=94,experts=[0,1,3,4,5,7,9,10,13]; c9:bw=51,experts=[1,3,4,9,13]; c7:bw=90,experts=[0,1,3,4,5,9,11,12,13]; c5:bw=77,experts=[0,1,3,5,7,9,13]; c3:bw=45,experts=[1,5,9,13]","3.2203,6.9704,21.5802,2.0124,0.2971,7.4852,5.5152,3.8451,6.6829,0.6419"
36,2026-09-19 09:15:26,Ours,0.01,0.8485784899650886,71.44,71.59,35,59.0402,0:59.04,57.8856,0.0372,1.1158,1821.1664,30:21.17,10,"9,0,3,7,6,5,1,4,8,2",9:70;0:68;3:113;7:51;6:82;5:93;1:16;4:140;8:97;2:95,"9:[0,1,3,4,5,9,13];0:[1,3,4,5,9,13];3:[0,1,2,3,4,5,9,10,11,12,13];7:[1,3,5,9,13];6:[1,2,3,4,5,9,10,13];5:[0,1,3,4,5,7,9,12,13];1:[1];4:[0,1,2,3,4,5,7,8,9,10,11,12,13,15];8:[0,1,4,5,7,9,10,12,13];2:[0,1,4,5,7,9,10,12,13]","c9:bw=70,experts=[0,1,3,4,5,9,13]; c0:bw=68,experts=[1,3,4,5,9,13]; c3:bw=113,experts=[0,1,2,3,4,5,9,10,11,12,13]; c7:bw=51,experts=[1,3,5,9,13]; c6:bw=82,experts=[1,2,3,4,5,9,10,13]; c5:bw=93,experts=[0,1,3,4,5,7,9,12,13]; c1:bw=16,experts=[1]; c4:bw=140,experts=[0,1,2,3,4,5,7,8,9,10,11,12,13,15]; c8:bw=97,experts=[0,1,4,5,7,9,10,12,13]; c2:bw=95,experts=[0,1,4,5,7,9,10,12,13]","5.4838,6.9922,0.6537,3.9145,2.0789,6.7145,21.2946,3.0994,7.3523,0.3018"
37,2026-09-19 09:16:24,Ours,0.01,0.8436392097857306,71.77,71.77,37,58.4409,0:58.44,57.2397,0.0357,1.164,1879.6321,31:19.63,10,"1,5,2,6,4,7,9,0,3,8",1:34;5:74;2:68;6:123;4:74;7:79;9:75;0:103;3:68;8:11,"1:[1,9,13];5:[1,3,4,5,7,9,13];2:[1,4,7,9,10,13];6:[0,1,3,4,5,7,9,10,11,12,13,15];4:[0,1,3,4,5,9,13];7:[1,4,5,9,11,12,13];9:[1,3,4,5,9,13,15];0:[0,1,2,3,4,5,7,9,13,15];3:[1,4,5,9,12,13];8:[1]","c1:bw=34,experts=[1,9,13]; c5:bw=74,experts=[1,3,4,5,7,9,13]; c2:bw=68,experts=[1,4,7,9,10,13]; c6:bw=123,experts=[0,1,3,4,5,7,9,10,11,12,13,15]; c4:bw=74,experts=[0,1,3,4,5,9,13]; c7:bw=79,experts=[1,4,5,9,11,12,13]; c9:bw=75,experts=[1,3,4,5,9,13,15]; c0:bw=103,experts=[0,1,2,3,4,5,7,9,13,15]; c3:bw=68,experts=[1,4,5,9,12,13]; c8:bw=11,experts=[1]","21.4261,6.5333,0.2894,2.0131,3.0539,3.7847,5.3446,6.9551,0.6264,7.2129"
38,2026-09-19 09:17:22,Ours,0.01,0.8614935227410957,72.24,72.24,38,57.998,0:58.00,56.8438,0.0327,1.1201,1937.6542,32:17.65,10,"8,6,4,1,5,2,3,7,9,0",8:87;6:32;4:98;1:58;5:10;2:10;3:72;7:96;9:49;0:76,"8:[1,4,7,9,10,12,13,15];6:[1,9,13];4:[0,1,3,4,5,7,9,13,15];1:[1,4,5,9,13];5:[1];2:[2];3:[1,4,5,9,10,12,13];7:[0,1,3,4,5,9,11,12,13];9:[1,3,9,13];0:[1,3,4,5,9,11,13]","c8:bw=87,experts=[1,4,7,9,10,12,13,15]; c6:bw=32,experts=[1,9,13]; c4:bw=98,experts=[0,1,3,4,5,7,9,13,15]; c1:bw=58,experts=[1,4,5,9,13]; c5:bw=10,experts=[1]; c2:bw=10,experts=[2]; c3:bw=72,experts=[1,4,5,9,10,12,13]; c7:bw=96,experts=[0,1,3,4,5,9,11,12,13]; c9:bw=49,experts=[1,3,9,13]; c0:bw=76,experts=[1,3,4,5,9,11,13]","7.3055,1.9778,3.0468,21.2731,6.4611,0.2928,0.6287,3.8225,5.3073,6.7281"
39,2026-09-19 09:18:20,Ours,0.01,0.8341648789698706,73.55,73.55,39,57.6422,0:57.64,56.4734,0.0351,1.1321,1995.3217,33:15.32,10,"3,0,1,7,6,8,2,4,9,5",3:49;0:10;1:84;7:75;6:58;8:84;2:68;4:67;9:45;5:141,"3:[1,5,9,13];0:[1];1:[1,3,4,5,9,10,13,15];7:[1,3,4,5,9,12,13];6:[1,4,5,9,13];8:[1,4,7,9,10,11,12,13];2:[1,4,9,12,13,15];4:[1,3,4,5,9,13];9:[1,3,9,13];5:[0,1,2,3,4,5,6,7,9,10,11,12,13,15]","c3:bw=49,experts=[1,5,9,13]; c0:bw=10,experts=[1]; c1:bw=84,experts=[1,3,4,5,9,10,13,15]; c7:bw=75,experts=[1,3,4,5,9,12,13]; c6:bw=58,experts=[1,4,5,9,13]; c8:bw=84,experts=[1,4,7,9,10,11,12,13]; c2:bw=68,experts=[1,4,9,12,13,15]; c4:bw=67,experts=[1,3,4,5,9,13]; c9:bw=45,experts=[1,3,9,13]; c5:bw=141,experts=[0,1,2,3,4,5,6,7,9,10,11,12,13,15]","0.6269,6.6527,21.1088,3.7455,2.0227,7.2299,0.2890,3.0507,5.1852,6.5619"
40,2026-09-19 09:19:18,Ours,0.01,0.8344763936520246,72.29,73.55,39,58.2109,0:58.21,57.008,0.0465,1.1549,2053.5596,34:13.56,10,"8,1,5,6,2,7,3,4,9,0",8:49;1:79;5:60;6:88;2:123;7:125;3:13;4:36;9:75;0:67,"8:[1,7,9,13];1:[1,3,4,5,7,9,13];5:[1,3,4,5,9,13];6:[0,1,3,4,5,9,10,13];2:[0,1,3,4,5,7,9,10,11,12,13,15];7:[0,1,3,4,5,7,9,10,11,12,13,15];3:[1];4:[1,9,13];9:[1,3,4,5,9,13,15];0:[1,3,4,5,9,13]","c8:bw=49,experts=[1,7,9,13]; c1:bw=79,experts=[1,3,4,5,7,9,13]; c5:bw=60,experts=[1,3,4,5,9,13]; c6:bw=88,experts=[0,1,3,4,5,9,10,13]; c2:bw=123,experts=[0,1,3,4,5,7,9,10,11,12,13,15]; c7:bw=125,experts=[0,1,3,4,5,7,9,10,11,12,13,15]; c3:bw=13,experts=[1]; c4:bw=36,experts=[1,9,13]; c9:bw=75,experts=[1,3,4,5,9,13,15]; c0:bw=67,experts=[1,3,4,5,9,13]","7.3155,21.3789,6.5362,2.0117,0.2886,3.7804,0.5972,3.0006,5.3168,6.7819"
41,2026-09-19 09:20:15,Ours,0.01,0.8307100713387646,72.4,73.55,39,57.0769,0:57.08,55.9416,0.0382,1.0956,2110.6642,35:10.66,10,"2,6,8,1,4,5,7,3,9,0",2:101;6:10;8:107;1:15;4:95;5:116;7:129;3:75;9:101;0:10,"2:[1,3,4,5,7,9,10,11,12,13];6:[1];8:[0,1,3,4,5,7,9,10,12,13];1:[1];4:[0,1,3,4,5,7,9,12,13];5:[0,1,2,3,4,5,7,9,12,13,15];7:[0,1,2,3,4,5,7,9,10,11,12,13];3:[1,3,4,5,9,12,13];9:[0,1,3,4,5,9,10,11,13,15];0:[1]","c2:bw=101,experts=[1,3,4,5,7,9,10,11,12,13]; c6:bw=10,experts=[1]; c8:bw=107,experts=[0,1,3,4,5,7,9,10,12,13]; c1:bw=15,experts=[1]; c4:bw=95,experts=[0,1,3,4,5,7,9,12,13]; c5:bw=116,experts=[0,1,2,3,4,5,7,9,12,13,15]; c7:bw=129,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c3:bw=75,experts=[1,3,4,5,9,12,13]; c9:bw=101,experts=[0,1,3,4,5,9,10,11,13,15]; c0:bw=10,experts=[1]","0.3027,1.9971,7.2205,20.6966,3.0509,6.5141,3.7343,0.6187,5.2246,6.5821"
42,2026-09-19 09:21:13,Ours,0.01,0.8305336433726633,73.73,73.73,42,57.9113,0:57.91,56.7598,0.0414,1.1084,2168.6014,36:08.60,10,"5,1,3,9,6,0,7,4,8,2",5:95;1:92;3:91;9:96;6:64;0:28;7:37;4:103;8:79;2:76,"5:[0,1,3,4,5,7,9,12,13];1:[0,1,3,4,5,9,10,13,15];3:[0,1,3,4,5,9,10,12,13];9:[0,1,3,4,5,9,10,13,15];6:[1,3,4,5,9,13];0:[1,9];7:[1,9,13];4:[0,1,3,4,5,9,10,12,13,15];8:[1,4,7,9,10,12,13];2:[1,4,7,9,10,12,13]","c5:bw=95,experts=[0,1,3,4,5,7,9,12,13]; c1:bw=92,experts=[0,1,3,4,5,9,10,13,15]; c3:bw=91,experts=[0,1,3,4,5,9,10,12,13]; c9:bw=96,experts=[0,1,3,4,5,9,10,13,15]; c6:bw=64,experts=[1,3,4,5,9,13]; c0:bw=28,experts=[1,9]; c7:bw=37,experts=[1,9,13]; c4:bw=103,experts=[0,1,3,4,5,9,10,12,13,15]; c8:bw=79,experts=[1,4,7,9,10,12,13]; c2:bw=76,experts=[1,4,7,9,10,12,13]","6.5257,21.2595,0.6131,5.3668,2.0110,6.6964,3.7329,3.0344,7.2224,0.2976"
43,2026-09-19 09:22:12,Ours,0.01,0.8282171939237074,72.5,73.73,42,58.4676,0:58.47,57.3073,0.0426,1.1137,2227.0954,37:07.10,10,"5,1,2,8,9,7,4,6,3,0",5:100;1:110;2:96;8:85;9:60;7:40;4:65;6:23;3:122;0:40,"5:[0,1,3,4,5,7,9,10,12,13];1:[0,1,2,3,4,5,9,10,11,13,15];2:[0,1,4,7,9,10,11,12,13];8:[0,1,4,5,7,9,10,13];9:[1,3,4,5,9,13];7:[1,5,9,13];4:[0,1,3,5,9,13];6:[1,9];3:[0,1,2,3,4,5,7,9,10,11,12,13];0:[1,4,9,13]","c5:bw=100,experts=[0,1,3,4,5,7,9,10,12,13]; c1:bw=110,experts=[0,1,2,3,4,5,9,10,11,13,15]; c2:bw=96,experts=[0,1,4,7,9,10,11,12,13]; c8:bw=85,experts=[0,1,4,5,7,9,10,13]; c9:bw=60,experts=[1,3,4,5,9,13]; c7:bw=40,experts=[1,5,9,13]; c4:bw=65,experts=[0,1,3,5,9,13]; c6:bw=23,experts=[1,9]; c3:bw=122,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c0:bw=40,experts=[1,4,9,13]","6.6108,21.3625,0.3007,7.4980,5.3772,3.8128,3.0547,1.9760,0.6218,6.6927"
44,2026-09-19 09:23:09,Ours,0.01,0.8185230219750856,73.61,73.73,42,57.8707,0:57.87,56.6911,0.039,1.1391,2284.9913,38:04.99,10,"0,3,4,2,7,5,6,9,8,1",0:125;3:88;4:54;2:69;7:142;5:46;6:39;9:70;8:65;1:84,"0:[0,1,3,4,5,7,9,10,11,12,13,15];3:[0,1,2,4,5,9,12,13];4:[1,3,4,9,13];2:[1,4,7,9,12,13];7:[0,1,2,3,4,5,7,8,9,10,11,12,13,15];5:[1,3,9,13];6:[1,9,13];9:[1,3,4,5,9,13,15];8:[1,4,7,9,12,13];1:[0,1,3,4,5,9,10,13]","c0:bw=125,experts=[0,1,3,4,5,7,9,10,11,12,13,15]; c3:bw=88,experts=[0,1,2,4,5,9,12,13]; c4:bw=54,experts=[1,3,4,9,13]; c2:bw=69,experts=[1,4,7,9,12,13]; c7:bw=142,experts=[0,1,2,3,4,5,7,8,9,10,11,12,13,15]; c5:bw=46,experts=[1,3,9,13]; c6:bw=39,experts=[1,9,13]; c9:bw=70,experts=[1,3,4,5,9,13,15]; c8:bw=65,experts=[1,4,7,9,12,13]; c1:bw=84,experts=[0,1,3,4,5,9,10,13]","6.8386,0.6288,3.0733,0.2944,3.7117,6.4892,1.9739,5.2920,7.3618,21.0275"
45,2026-09-19 09:24:07,Ours,0.01,0.8221281355625608,73.69,73.73,42,57.3721,0:57.37,56.2203,0.0386,1.1116,2342.3898,39:02.39,10,"8,0,3,4,7,2,9,6,5,1",8:104;0:68;3:126;4:121;7:67;2:93;9:47;6:10;5:84;1:105,"8:[0,1,4,5,7,9,10,11,12,13];0:[1,3,4,5,9,13];3:[0,1,2,3,4,5,7,9,10,11,12,13];4:[0,1,3,4,5,7,9,10,11,12,13,15];7:[0,1,3,5,9,13];2:[0,1,4,5,7,9,10,11,13];9:[1,3,9,13];6:[1];5:[0,1,3,4,5,7,9,13];1:[0,1,3,4,5,9,10,11,13,15]","c8:bw=104,experts=[0,1,4,5,7,9,10,11,12,13]; c0:bw=68,experts=[1,3,4,5,9,13]; c3:bw=126,experts=[0,1,2,3,4,5,7,9,10,11,12,13]; c4:bw=121,experts=[0,1,3,4,5,7,9,10,11,12,13,15]; c7:bw=67,experts=[0,1,3,5,9,13]; c2:bw=93,experts=[0,1,4,5,7,9,10,11,13]; c9:bw=47,experts=[1,3,9,13]; c6:bw=10,experts=[1]; c5:bw=84,experts=[0,1,3,4,5,7,9,13]; c1:bw=105,experts=[0,1,3,4,5,9,10,11,13,15]","7.3019,6.6991,0.6222,3.0550,3.6735,0.2963,5.2195,1.9464,6.3874,21.0190"
46,2026-09-19 09:25:04,Ours,0.01,0.8194350754455588,74.04,74.04,46,57.5498,0:57.55,56.3708,0.0359,1.1417,2399.9668,39:59.97,10,"9,3,6,1,4,5,2,8,0,7",9:69;3:50;6:73;1:77;4:121;5:77;2:107;8:73;0:103;7:53,"9:[1,3,4,5,9,13];3:[1,4,5,9,13];6:[1,3,4,5,9,10,13];1:[1,3,4,5,9,10,13];4:[0,1,3,4,5,7,9,10,11,12,13,15];5:[0,1,3,4,5,9,13];2:[0,1,3,4,5,7,9,10,11,13];8:[1,3,4,7,9,10,13];0:[0,1,3,4,5,7,9,10,13,15];7:[1,3,5,9,13]","c9:bw=69,experts=[1,3,4,5,9,13]; c3:bw=50,experts=[1,4,5,9,13]; c6:bw=73,experts=[1,3,4,5,9,10,13]; c1:bw=77,experts=[1,3,4,5,9,10,13]; c4:bw=121,experts=[0,1,3,4,5,7,9,10,11,12,13,15]; c5:bw=77,experts=[0,1,3,4,5,9,13]; c2:bw=107,experts=[0,1,3,4,5,7,9,10,11,13]; c8:bw=73,experts=[1,3,4,7,9,10,13]; c0:bw=103,experts=[0,1,3,4,5,7,9,10,13,15]; c7:bw=53,experts=[1,3,5,9,13]","5.2289,0.6090,1.9853,20.9650,2.9904,6.4854,0.2999,7.2532,6.7237,3.8299"
47,2026-09-19 09:26:01,Ours,0.01,0.8195638503529207,74.63,74.63,47,56.8401,0:56.84,55.6945,0.0326,1.1115,2456.8332,40:56.83,10,"5,6,7,9,8,3,4,0,1,2",5:97;6:42;7:100;9:32;8:74;3:132;4:18;0:86;1:57;2:102,"5:[0,1,3,4,5,7,9,12,13];6:[1,5,9,13];7:[0,1,3,4,5,7,9,10,12,13];9:[1,9,13];8:[1,2,4,7,9,10,13];3:[0,1,2,3,4,5,7,9,10,11,12,13,15];4:[1];0:[0,1,3,4,5,9,13,15];1:[1,4,5,9,13];2:[0,1,3,4,5,7,9,10,12,13]","c5:bw=97,experts=[0,1,3,4,5,7,9,12,13]; c6:bw=42,experts=[1,5,9,13]; c7:bw=100,experts=[0,1,3,4,5,7,9,10,12,13]; c9:bw=32,experts=[1,9,13]; c8:bw=74,experts=[1,2,4,7,9,10,13]; c3:bw=132,experts=[0,1,2,3,4,5,7,9,10,11,12,13,15]; c4:bw=18,experts=[1]; c0:bw=86,experts=[0,1,3,4,5,9,13,15]; c1:bw=57,experts=[1,4,5,9,13]; c2:bw=102,experts=[0,1,3,4,5,7,9,10,12,13]","6.6211,2.0339,3.7999,5.3370,7.1935,0.6130,2.9200,6.5455,20.2574,0.3732"
