Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
86,2026-09-23 15:45:01,Ours,0.01,1.3673862473687826,65.37,65.37,86,72.8959,1:12.90,68.102,3.4121,1.3803,6002.4255,1:40:02.43,10,"5,8,2,6,0,4,7,3,1,9",5:90;8:53;2:45;6:104;0:56;4:35;7:83;3:52;1:136;9:81,"5:[0,1,4,5,6,9,10,12,13];8:[0,4,6,13,14];2:[0,4,6,13];6:[0,1,2,4,5,6,10,12,13,14];0:[0,1,4,6,13];4:[4,6,13];7:[0,1,4,6,10,12,13,14];3:[0,4,6,13,14];1:[0,1,2,4,5,6,8,9,10,11,12,13,14];9:[0,1,4,6,10,12,13,14]","c5:bw=90,experts=[0,1,4,5,6,9,10,12,13]; c8:bw=53,experts=[0,4,6,13,14]; c2:bw=45,experts=[0,4,6,13]; c6:bw=104,experts=[0,1,2,4,5,6,10,12,13,14]; c0:bw=56,experts=[0,1,4,6,13]; c4:bw=35,experts=[4,6,13]; c7:bw=83,experts=[0,1,4,6,10,12,13,14]; c3:bw=52,experts=[0,4,6,13,14]; c1:bw=136,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14]; c9:bw=81,experts=[0,1,4,6,10,12,13,14]","8.2931,7.1220,5.1989,8.9720,6.1377,8.6851,6.0954,6.8954,5.9496,4.7527"
87,2026-09-23 15:46:14,Ours,0.01,1.3775468147749876,65.48,65.48,87,72.4887,1:12.49,67.6351,3.4752,1.377,6074.9478,1:41:14.95,10,"1,2,7,5,6,3,4,9,8,0",1:55;2:127;7:42;5:10;6:113;3:128;4:64;9:71;8:87;0:66,"1:[0,4,6,13,14];2:[0,1,2,4,5,6,9,10,11,12,13,14];7:[0,4,6,13];5:[15];6:[0,1,2,4,5,6,9,10,11,12,13];3:[0,1,4,5,6,8,9,10,11,12,13,14];4:[0,1,4,6,13,14];9:[0,1,4,6,12,13,14];8:[0,4,5,6,10,12,13,14];0:[0,1,4,6,13,14]","c1:bw=55,experts=[0,4,6,13,14]; c2:bw=127,experts=[0,1,2,4,5,6,9,10,11,12,13,14]; c7:bw=42,experts=[0,4,6,13]; c5:bw=10,experts=[15]; c6:bw=113,experts=[0,1,2,4,5,6,9,10,11,12,13]; c3:bw=128,experts=[0,1,4,5,6,8,9,10,11,12,13,14]; c4:bw=64,experts=[0,1,4,6,13,14]; c9:bw=71,experts=[0,1,4,6,12,13,14]; c8:bw=87,experts=[0,4,5,6,10,12,13,14]; c0:bw=66,experts=[0,1,4,6,13,14]","5.6848,5.1319,6.0723,8.1264,8.9443,6.7748,8.7497,4.7307,7.0887,6.3314"
88,2026-09-23 15:47:27,Ours,0.01,1.3633814305536196,64.64,65.48,87,73.1458,1:13.15,68.3933,3.3642,1.3869,6148.1278,1:42:28.13,10,"8,6,3,7,0,4,9,1,5,2",8:81;6:51;3:62;7:78;0:117;4:71;9:58;1:53;5:57;2:86,"8:[0,1,4,6,10,12,13,14];6:[0,4,6,10,13];3:[0,4,5,6,10,13];7:[0,4,5,6,10,11,13];0:[0,1,2,4,5,6,8,9,10,12,13];4:[0,4,5,6,10,12,13];9:[0,4,6,13,14];1:[0,1,4,6,13];5:[0,4,6,12,13];2:[0,4,5,6,9,10,12,13]","c8:bw=81,experts=[0,1,4,6,10,12,13,14]; c6:bw=51,experts=[0,4,6,10,13]; c3:bw=62,experts=[0,4,5,6,10,13]; c7:bw=78,experts=[0,4,5,6,10,11,13]; c0:bw=117,experts=[0,1,2,4,5,6,8,9,10,12,13]; c4:bw=71,experts=[0,4,5,6,10,12,13]; c9:bw=58,experts=[0,4,6,13,14]; c1:bw=53,experts=[0,1,4,6,13]; c5:bw=57,experts=[0,4,6,12,13]; c2:bw=86,experts=[0,4,5,6,9,10,12,13]","7.0669,8.8701,6.9413,6.3366,6.2074,8.9617,4.7998,5.8645,8.2820,5.0630"
89,2026-09-23 15:48:40,Ours,0.01,1.3574138097938182,65.5,65.5,89,73.0977,1:13.10,68.2803,3.4432,1.3727,6221.2603,1:43:41.26,10,"3,8,2,9,7,5,0,6,4,1",3:58;8:139;2:84;9:114;7:40;5:86;0:24;6:60;4:58;1:77,"3:[0,4,6,13,14];8:[0,1,2,4,5,6,8,9,10,12,13,14,15];2:[0,4,5,6,9,10,11,13];9:[0,1,2,4,5,6,10,11,12,13,14];7:[4,6,13,15];5:[0,1,4,6,10,12,13,14];0:[4,11];6:[1,4,5,6,12,13];4:[0,1,4,6,13];1:[0,1,4,6,12,13,14]","c3:bw=58,experts=[0,4,6,13,14]; c8:bw=139,experts=[0,1,2,4,5,6,8,9,10,12,13,14,15]; c2:bw=84,experts=[0,4,5,6,9,10,11,13]; c9:bw=114,experts=[0,1,2,4,5,6,10,11,12,13,14]; c7:bw=40,experts=[4,6,13,15]; c5:bw=86,experts=[0,1,4,6,10,12,13,14]; c0:bw=24,experts=[4,11]; c6:bw=60,experts=[1,4,5,6,12,13]; c4:bw=58,experts=[0,1,4,6,13]; c1:bw=77,experts=[0,1,4,6,12,13,14]","6.8937,7.2135,5.0778,4.7547,6.2966,8.4391,6.0884,8.6662,8.9771,5.8732"
90,2026-09-23 15:49:53,Ours,0.01,1.3550630792384306,65.38,65.5,89,72.4168,1:12.42,67.5269,3.5155,1.3728,6293.7117,1:44:53.71,10,"7,1,3,9,0,6,2,5,8,4",7:135;1:58;3:68;9:120;0:121;6:49;2:40;5:51;8:95;4:67,"7:[0,1,2,4,5,6,8,9,10,11,12,13,14];1:[1,4,6,12,13];3:[0,4,5,6,10,13];9:[0,1,2,4,5,6,9,10,11,12,13,14];0:[0,1,2,4,5,6,8,10,12,13,14,15];6:[0,4,6,13];2:[0,4,6,13];5:[0,4,6,12,13];8:[0,1,4,5,6,10,12,13,14];4:[0,4,6,12,13,14]","c7:bw=135,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14]; c1:bw=58,experts=[1,4,6,12,13]; c3:bw=68,experts=[0,4,5,6,10,13]; c9:bw=120,experts=[0,1,2,4,5,6,9,10,11,12,13,14]; c0:bw=121,experts=[0,1,2,4,5,6,8,10,12,13,14,15]; c6:bw=49,experts=[0,4,6,13]; c2:bw=40,experts=[0,4,6,13]; c5:bw=51,experts=[0,4,6,12,13]; c8:bw=95,experts=[0,1,4,5,6,10,12,13,14]; c4:bw=67,experts=[0,4,6,12,13,14]","6.1471,5.6778,6.8479,4.7673,6.2633,8.7338,4.9924,8.1607,6.9817,8.9549"
91,2026-09-23 15:51:05,Ours,0.01,1.3461829694794785,65.26,65.5,89,72.1781,1:12.18,67.4236,3.3763,1.3767,6365.9247,1:46:05.92,10,"1,9,5,7,3,4,0,6,2,8",1:94;9:66;5:98;7:97;3:75;4:102;0:42;6:55;2:21;8:43,"1:[0,1,2,4,6,10,12,13,14];9:[0,1,4,6,12,13];5:[0,1,4,5,6,10,11,12,13];7:[0,1,4,5,6,9,10,11,13];3:[0,1,4,6,12,13,14];4:[0,1,4,5,6,8,9,10,12,13];0:[0,4,6,13];6:[0,4,6,13,14];2:[4,6];8:[0,4,6,13]","c1:bw=94,experts=[0,1,2,4,6,10,12,13,14]; c9:bw=66,experts=[0,1,4,6,12,13]; c5:bw=98,experts=[0,1,4,5,6,10,11,12,13]; c7:bw=97,experts=[0,1,4,5,6,9,10,11,13]; c3:bw=75,experts=[0,1,4,6,12,13,14]; c4:bw=102,experts=[0,1,4,5,6,8,9,10,12,13]; c0:bw=42,experts=[0,4,6,13]; c6:bw=55,experts=[0,4,6,13,14]; c2:bw=21,experts=[4,6]; c8:bw=43,experts=[0,4,6,13]","5.7350,4.9320,8.1994,6.2226,6.7253,8.8234,6.0779,8.7234,5.0556,6.9291"
92,2026-09-23 15:52:17,Ours,0.01,1.3447319196829501,65.39,65.5,89,72.5573,1:12.56,67.8718,3.2951,1.3889,6438.5165,1:47:18.52,10,"3,7,1,0,8,6,9,2,5,4",3:54;7:64;1:37;0:56;8:36;6:86;9:105;2:47;5:124;4:50,"3:[0,4,6,13,14];7:[0,4,6,10,13,14];1:[4,6,13];0:[0,4,6,13,14];8:[4,6,13];6:[0,1,4,5,6,10,12,13];9:[0,1,4,5,6,10,11,12,13,14];2:[0,4,6,13];5:[0,1,2,4,5,6,8,9,10,11,12,13];4:[0,4,6,13,14]","c3:bw=54,experts=[0,4,6,13,14]; c7:bw=64,experts=[0,4,6,10,13,14]; c1:bw=37,experts=[4,6,13]; c0:bw=56,experts=[0,4,6,13,14]; c8:bw=36,experts=[4,6,13]; c6:bw=86,experts=[0,1,4,5,6,10,12,13]; c9:bw=105,experts=[0,1,4,5,6,10,11,12,13,14]; c2:bw=47,experts=[0,4,6,13]; c5:bw=124,experts=[0,1,2,4,5,6,8,9,10,11,12,13]; c4:bw=50,experts=[0,4,6,13,14]","6.7593,6.2261,5.8771,6.1121,7.0334,8.6580,4.7198,5.1195,8.4410,8.9257"
93,2026-09-23 15:53:30,Ours,0.01,1.3492139527715534,65.53,65.53,93,72.0641,1:12.06,67.5936,3.1,1.3691,6510.6157,1:48:30.62,10,"1,3,7,9,6,8,5,4,0,2",1:89;3:59;7:42;9:109;6:42;8:10;5:15;4:60;0:35;2:96,"1:[0,1,4,6,10,12,13,14];3:[0,4,6,13,14];7:[0,4,6,13];9:[0,1,2,4,5,6,10,12,13,14];6:[4,6,10,13];8:[4];5:[4];4:[0,1,4,6,10,13];0:[4,6,13];2:[0,1,4,6,9,10,12,13,14]","c1:bw=89,experts=[0,1,4,6,10,12,13,14]; c3:bw=59,experts=[0,4,6,13,14]; c7:bw=42,experts=[0,4,6,13]; c9:bw=109,experts=[0,1,2,4,5,6,10,12,13,14]; c6:bw=42,experts=[4,6,10,13]; c8:bw=10,experts=[4]; c5:bw=15,experts=[4]; c4:bw=60,experts=[0,1,4,6,10,13]; c0:bw=35,experts=[4,6,13]; c2:bw=96,experts=[0,1,4,6,9,10,12,13,14]","5.7620,6.7702,6.1955,4.8920,8.5839,7.0012,8.1374,8.8140,6.2768,5.1606"
94,2026-09-23 15:54:43,Ours,0.01,1.3407051374839984,65.47,65.53,93,73.194,1:13.19,68.2891,3.5393,1.364,6583.8451,1:49:43.85,10,"7,2,5,4,6,9,1,8,0,3",7:84;2:122;5:77;4:59;6:57;9:95;1:133;8:14;0:105;3:64,"7:[0,1,4,5,6,10,11,13];2:[0,1,4,5,6,9,10,11,12,13,14,15];5:[0,1,4,6,10,12,13];4:[0,4,6,12,13];6:[1,4,6,8,13];9:[0,1,2,4,6,10,12,13,14];1:[0,1,2,4,5,6,9,10,11,12,13,14,15];8:[4];0:[0,1,2,4,5,6,10,12,13,14];3:[0,4,5,6,13,14]","c7:bw=84,experts=[0,1,4,5,6,10,11,13]; c2:bw=122,experts=[0,1,4,5,6,9,10,11,12,13,14,15]; c5:bw=77,experts=[0,1,4,6,10,12,13]; c4:bw=59,experts=[0,4,6,12,13]; c6:bw=57,experts=[1,4,6,8,13]; c9:bw=95,experts=[0,1,2,4,6,10,12,13,14]; c1:bw=133,experts=[0,1,2,4,5,6,9,10,11,12,13,14,15]; c8:bw=14,experts=[4]; c0:bw=105,experts=[0,1,2,4,5,6,10,12,13,14]; c3:bw=64,experts=[0,4,5,6,13,14]","6.1825,5.2434,8.3088,8.9835,8.9112,4.6622,5.8866,6.9823,6.3512,6.7775"
95,2026-09-23 15:55:55,Ours,0.01,1.3371143946683184,66.12,66.12,95,72.5097,1:12.51,67.6856,3.4365,1.3861,6656.3914,1:50:56.39,10,"7,9,4,6,0,3,1,8,2,5",7:112;9:80;4:29;6:76;0:66;3:77;1:59;8:143;2:43;5:16,"7:[0,1,4,5,6,9,10,11,12,13,14];9:[0,1,4,6,10,12,13,14];4:[3,7];6:[0,1,4,6,10,12,13];0:[4,6,8,9,10,13];3:[0,1,4,6,10,13,14];1:[0,4,6,13,14];8:[0,1,2,4,5,6,8,9,10,11,12,13,14,15];2:[0,4,6,13];5:[4]","c7:bw=112,experts=[0,1,4,5,6,9,10,11,12,13,14]; c9:bw=80,experts=[0,1,4,6,10,12,13,14]; c4:bw=29,experts=[3,7]; c6:bw=76,experts=[0,1,4,6,10,12,13]; c0:bw=66,experts=[4,6,8,9,10,13]; c3:bw=77,experts=[0,1,4,6,10,13,14]; c1:bw=59,experts=[0,4,6,13,14]; c8:bw=143,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15]; c2:bw=43,experts=[0,4,6,13]; c5:bw=16,experts=[4]","6.1604,4.7041,8.7643,8.7906,6.0985,6.9692,5.6385,7.0846,5.1563,8.3190"
96,2026-09-23 15:57:08,Ours,0.01,1.3242464401384864,66.08,66.12,95,72.953,1:12.95,67.9152,3.6813,1.3551,6729.381,1:52:09.38,10,"2,9,3,1,5,4,6,7,0,8",2:122;9:83;3:86;1:68;5:113;4:92;6:59;7:95;0:68;8:122,"2:[0,1,2,3,4,5,6,7,8,10,12,13];9:[0,3,4,6,7,12,13,15];3:[0,3,4,5,6,7,12,13];1:[0,3,4,6,7,13];5:[0,1,3,4,5,6,7,9,10,12,13];4:[0,1,2,4,6,10,11,13,15];6:[3,4,6,7,13];7:[0,1,3,4,5,6,7,10,13];0:[3,4,6,7,10,13];8:[0,1,3,4,5,6,7,8,10,12,13,14]","c2:bw=122,experts=[0,1,2,3,4,5,6,7,8,10,12,13]; c9:bw=83,experts=[0,3,4,6,7,12,13,15]; c3:bw=86,experts=[0,3,4,5,6,7,12,13]; c1:bw=68,experts=[0,3,4,6,7,13]; c5:bw=113,experts=[0,1,3,4,5,6,7,9,10,12,13]; c4:bw=92,experts=[0,1,2,4,6,10,11,13,15]; c6:bw=59,experts=[3,4,6,7,13]; c7:bw=95,experts=[0,1,3,4,5,6,7,10,13]; c0:bw=68,experts=[3,4,6,7,10,13]; c8:bw=122,experts=[0,1,3,4,5,6,7,8,10,12,13,14]","5.2461,4.6982,6.8440,5.7918,8.2280,8.8638,8.7574,6.2772,6.1269,7.0818"
97,2026-09-23 15:58:21,Ours,0.01,1.3270429479934607,66.0,66.12,95,72.6488,1:12.65,67.833,3.4415,1.3727,6802.0654,1:53:22.07,10,"0,9,8,4,7,1,3,5,6,2",0:77;9:82;8:81;4:31;7:57;1:95;3:66;5:88;6:95;2:102,"0:[0,1,4,6,10,12,13];9:[0,1,4,6,10,12,13,14];8:[0,1,4,5,6,10,12,13];4:[4,6,13];7:[0,4,6,10,13];1:[0,1,2,4,6,10,12,13,14];3:[4,5,6,10,13,15];5:[0,1,4,6,10,11,12,13];6:[0,1,2,4,6,10,12,13,14];2:[0,1,2,4,5,6,10,12,13,14]","c0:bw=77,experts=[0,1,4,6,10,12,13]; c9:bw=82,experts=[0,1,4,6,10,12,13,14]; c8:bw=81,experts=[0,1,4,5,6,10,12,13]; c4:bw=31,experts=[4,6,13]; c7:bw=57,experts=[0,4,6,10,13]; c1:bw=95,experts=[0,1,2,4,6,10,12,13,14]; c3:bw=66,experts=[4,5,6,10,13,15]; c5:bw=88,experts=[0,1,4,6,10,11,12,13]; c6:bw=95,experts=[0,1,2,4,6,10,12,13,14]; c2:bw=102,experts=[0,1,2,4,5,6,10,12,13,14]","6.1706,4.7546,7.0115,8.7450,6.1204,5.8649,6.8311,8.3259,8.8035,5.2055"
98,2026-09-23 15:59:33,Ours,0.01,1.3246507835876338,66.28,66.28,98,72.4318,1:12.43,67.8458,3.2068,1.3776,6874.5336,1:54:34.53,10,"4,8,9,7,6,5,0,3,1,2",4:98;8:101;9:51;7:45;6:69;5:93;0:63;3:48;1:49;2:46,"4:[0,1,4,5,6,8,10,12,13];8:[0,1,4,5,6,8,9,10,12,13];9:[0,4,6,10,13];7:[0,4,6,13];6:[0,4,6,10,12,13];5:[0,1,4,5,6,9,10,12,13];0:[0,4,6,10,12,13];3:[0,4,6,13];1:[0,4,6,13];2:[4,6,9,13]","c4:bw=98,experts=[0,1,4,5,6,8,10,12,13]; c8:bw=101,experts=[0,1,4,5,6,8,9,10,12,13]; c9:bw=51,experts=[0,4,6,10,13]; c7:bw=45,experts=[0,4,6,13]; c6:bw=69,experts=[0,4,6,10,12,13]; c5:bw=93,experts=[0,1,4,5,6,9,10,12,13]; c0:bw=63,experts=[0,4,6,10,12,13]; c3:bw=48,experts=[0,4,6,13]; c1:bw=49,experts=[0,4,6,13]; c2:bw=46,experts=[4,6,9,13]","9.0287,7.0640,4.6636,6.0868,8.8246,8.2118,6.1078,6.8409,5.8746,5.1431"
99,2026-09-23 16:00:46,Ours,0.01,1.3204060408147882,66.27,66.28,98,72.6985,1:12.70,68.0223,3.3289,1.3457,6947.2691,1:55:47.27,10,"8,5,7,1,3,9,4,0,2,6",8:64;5:93;7:86;1:112;3:71;9:39;4:46;0:76;2:58;6:66,"8:[0,4,6,10,12,13];5:[0,1,4,5,6,9,10,12,13];7:[1,4,6,9,10,11,12,13];1:[0,1,2,4,5,6,9,10,12,13,14];3:[1,4,5,6,10,12,13];9:[4,6,13];4:[1,4,6,13];0:[0,1,4,6,8,10,13];2:[0,4,6,10,13];6:[0,1,4,6,13,14]","c8:bw=64,experts=[0,4,6,10,12,13]; c5:bw=93,experts=[0,1,4,5,6,9,10,12,13]; c7:bw=86,experts=[1,4,6,9,10,11,12,13]; c1:bw=112,experts=[0,1,2,4,5,6,9,10,12,13,14]; c3:bw=71,experts=[1,4,5,6,10,12,13]; c9:bw=39,experts=[4,6,13]; c4:bw=46,experts=[1,4,6,13]; c0:bw=76,experts=[0,1,4,6,8,10,13]; c2:bw=58,experts=[0,4,6,10,13]; c6:bw=66,experts=[0,1,4,6,13,14]","7.0905,8.2421,6.2301,5.9133,6.8302,4.7893,8.8535,6.2284,5.0504,8.7944"
100,2026-09-23 16:01:59,Ours,0.01,1.3150959411433194,66.01,66.28,98,72.8918,1:12.89,68.1046,3.424,1.3616,7020.1984,1:57:00.20,10,"2,8,9,5,6,1,4,7,3,0",2:57;8:84;9:100;5:35;6:83;1:33;4:123;7:13;3:78;0:122,"2:[0,4,6,10,13];8:[0,1,4,5,6,10,12,13];9:[0,1,2,4,5,6,10,12,13,14];5:[4,6,13];6:[0,4,5,6,9,10,13,14];1:[0,4,6];4:[0,1,2,4,5,6,9,10,12,13,14,15];7:[4];3:[0,4,6,10,12,13,14];0:[0,1,2,4,5,6,8,9,10,12,13,14]","c2:bw=57,experts=[0,4,6,10,13]; c8:bw=84,experts=[0,1,4,5,6,10,12,13]; c9:bw=100,experts=[0,1,2,4,5,6,10,12,13,14]; c5:bw=35,experts=[4,6,13]; c6:bw=83,experts=[0,4,5,6,9,10,13,14]; c1:bw=33,experts=[0,4,6]; c4:bw=123,experts=[0,1,2,4,5,6,9,10,12,13,14,15]; c7:bw=13,experts=[4]; c3:bw=78,experts=[0,4,6,10,12,13,14]; c0:bw=122,experts=[0,1,2,4,5,6,8,9,10,12,13,14]","5.0247,7.1843,4.7717,8.1692,8.7473,5.7200,9.1483,6.0707,6.9265,6.3420"
