Round,TestAcc
1,1.27
2,2.0
3,3.67
4,4.68
5,5.75
6,6.65
7,7.8
8,8.3
9,8.76
10,8.91
11,9.3
12,10.45
13,11.27
14,11.58
15,12.13
16,12.02
17,11.67
18,12.4
19,13.53
20,13.89
21,13.74
22,15.02
23,15.02
24,15.25
25,14.18
26,15.35
27,15.78
28,16.18
29,16.91
30,17.44
31,17.32
32,17.81
33,17.18
34,17.87
35,18.0
36,18.77
37,19.98
38,19.33
39,19.67
40,19.53
41,19.98
42,19.29
43,19.54
44,20.61
45,21.32
46,22.07
47,22.45
48,22.36
49,21.73
50,22.03
51,22.84
52,22.89
53,23.14
54,23.45
55,24.22
56,24.31
57,23.77
58,24.45
59,25.44
60,25.32
61,26.05
62,25.94
63,26.63
64,26.68
65,24.26
66,25.13
67,26.13
68,26.32
69,27.61
70,27.08
71,27.0
72,27.73
73,25.71
74,25.49
75,26.54
76,27.16
77,26.92
78,27.81
79,28.58
80,28.28
81,28.22
82,28.65
83,29.03
84,28.91
85,29.13
86,30.03
87,30.58
88,30.12
89,29.31
90,29.09
91,30.29
92,30.27
93,30.69
94,31.07
95,31.91
96,31.57
97,31.52
98,31.87
99,31.61
100,32.22
