Round,TestAcc
1,1.24
2,1.31
3,1.83
4,3.45
5,4.03
6,3.81
7,6.4
8,7.47
9,7.69
10,8.24
11,8.35
12,10.1
13,11.38
14,10.74
15,13.01
16,12.52
17,12.08
18,14.18
19,14.11
20,15.28
21,15.25
22,16.5
23,18.21
24,17.35
25,19.3
26,17.79
27,19.76
28,19.18
29,19.86
30,20.91
31,20.62
32,22.22
33,22.66
34,22.85
35,22.27
36,24.01
37,25.02
38,23.34
39,24.87
40,25.4
41,27.44
42,25.57
43,25.68
44,28.25
45,25.79
46,28.0
47,27.29
48,29.92
49,28.23
50,30.17
51,29.41
52,29.17
53,31.79
54,31.35
55,32.88
56,30.44
57,32.45
58,33.93
59,31.88
60,35.14
61,34.08
62,34.24
63,35.67
64,34.86
65,35.41
66,35.65
67,36.54
68,37.52
69,36.95
70,37.3
71,38.5
72,37.5
73,37.66
74,37.86
75,40.28
76,38.72
77,39.48
78,40.67
79,40.66
80,38.86
81,42.22
82,40.19
83,42.02
84,41.51
85,41.52
86,42.15
87,43.12
88,42.97
89,42.83
90,44.78
91,43.04
92,44.04
93,44.17
94,44.66
95,44.61
96,44.1
97,45.9
98,44.89
99,44.65
100,45.06
