Round,TestAcc
1,0.93
2,1.04
3,1.03
4,1.2
5,1.15
6,1.38
7,2.2
8,2.84
9,3.85
10,4.7
11,5.33
12,5.68
13,5.85
14,6.5
15,6.94
16,7.15
17,7.44
18,7.38
19,7.69
20,8.44
21,8.64
22,9.17
23,10.04
24,10.7
25,10.71
26,11.05
27,11.47
28,11.67
29,12.01
30,12.32
31,12.74
32,13.44
33,14.5
34,14.77
35,15.5
36,16.03
37,16.02
38,16.73
39,17.14
40,17.47
41,17.93
42,18.15
43,18.42
44,19.05
45,19.49
46,19.76
47,20.1
48,20.24
49,20.89
50,21.01
51,21.58
52,22.25
53,22.91
54,23.14
55,23.91
56,24.22
57,24.4
58,24.54
59,25.15
60,25.4
61,25.72
62,26.2
63,26.29
64,26.55
65,27.36
66,27.67
67,28.01
68,28.16
69,28.83
70,28.97
71,29.37
72,29.78
73,29.99
74,29.88
75,30.35
76,31.04
77,31.33
78,31.81
79,32.03
80,32.7
81,33.07
82,33.5
83,33.58
84,33.94
85,34.41
86,35.02
87,35.01
88,35.15
89,35.3
90,35.9
91,35.99
92,36.65
93,37.18
94,37.04
95,37.34
96,37.46
97,37.68
98,37.92
99,38.49
100,38.73
