Round,TestAcc
1,1.26
2,2.31
3,3.82
4,4.94
5,5.85
6,6.92
7,7.88
8,8.75
9,9.77
10,10.61
11,11.48
12,12.8
13,13.8
14,14.66
15,15.66
16,16.32
17,17.49
18,18.87
19,19.7
20,19.77
21,21.15
22,22.26
23,22.59
24,23.18
25,23.91
26,24.63
27,25.38
28,26.15
29,26.85
30,26.85
31,27.46
32,28.46
33,28.74
34,29.69
35,29.81
36,30.43
37,31.14
38,31.69
39,32.67
40,32.61
41,33.54
42,34.66
43,34.52
44,35.51
45,35.74
46,36.72
47,36.44
48,36.99
49,37.53
50,38.31
51,38.19
52,39.31
53,39.34
54,39.72
55,40.04
56,40.26
57,40.97
58,41.98
59,42.25
60,42.47
61,42.67
62,43.22
63,43.72
64,43.53
65,44.42
66,45.06
67,44.93
68,45.17
69,45.61
70,45.97
71,46.36
72,46.3
73,46.54
74,47.05
75,47.28
76,47.56
77,47.53
78,48.36
79,48.22
80,48.97
81,48.64
82,48.89
83,49.55
84,50.02
85,50.14
86,49.99
87,50.11
88,50.04
89,50.6
90,50.6
91,51.09
92,51.08
93,51.55
94,51.8
95,51.68
96,52.0
97,52.4
98,52.29
99,52.79
100,52.78
