Round,TestAcc
1,1.23
2,2.35
3,4.36
4,4.87
5,6.11
6,6.97
7,7.96
8,8.77
9,9.65
10,10.47
11,11.8
12,12.85
13,13.58
14,15.03
15,15.67
16,16.08
17,17.79
18,19.21
19,20.14
20,20.85
21,21.52
22,22.27
23,23.08
24,23.1
25,24.15
26,24.87
27,25.54
28,26.17
29,26.91
30,27.23
31,27.97
32,28.6
33,29.1
34,30.15
35,30.05
36,30.96
37,31.65
38,32.05
39,32.59
40,33.22
41,34.0
42,34.66
43,34.72
44,35.75
45,35.89
46,36.61
47,36.75
48,36.88
49,37.79
50,38.0
51,38.22
52,39.47
53,39.91
54,39.75
55,40.48
56,40.95
57,41.08
58,41.51
59,42.35
60,42.65
61,43.05
62,43.48
63,43.65
64,43.74
65,44.49
66,44.96
67,45.09
68,45.56
69,45.76
70,46.33
71,46.54
72,46.49
73,46.26
74,46.99
75,47.66
76,47.57
77,47.85
78,48.12
79,48.32
80,48.87
81,48.97
82,48.94
83,49.39
84,49.78
85,50.11
86,49.97
87,50.07
88,50.26
89,50.64
90,50.69
91,51.73
92,51.55
93,51.78
94,51.91
95,51.81
96,52.47
97,52.54
98,52.51
99,52.7
100,53.11
