Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-24 11:51:20,Ours,0.01,2.4503446977821506,26.92,26.92,11,53.5653,0:53.57,52.2449,0.1566,1.1621,585.2896,9:45.29,10,"5,2,7,3,0,8,9,6,1,4",5:102;2:100;7:160;3:184;0:103;8:143;9:121;6:203;1:148;4:58,"5:[0,1,4,5,6,10,12,13,24,26];2:[0,1,2,4,5,6,12,13,24,26];7:[0,1,2,4,5,6,8,10,12,13,14,18,21,24,26,28];3:[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28];0:[0,1,2,4,5,6,10,13,24,26];8:[0,1,2,4,5,6,8,10,12,13,18,24,26,28];9:[0,1,2,4,5,6,10,12,13,24,26,28];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28];1:[0,1,2,4,5,6,8,10,12,13,18,24,26,28];4:[0,4,6,13,26]","c5:bw=102,experts=[0,1,4,5,6,10,12,13,24,26]; c2:bw=100,experts=[0,1,2,4,5,6,12,13,24,26]; c7:bw=160,experts=[0,1,2,4,5,6,8,10,12,13,14,18,21,24,26,28]; c3:bw=184,experts=[0,1,2,4,5,6,8,10,11,12,13,14,18,21,23,24,26,28]; c0:bw=103,experts=[0,1,2,4,5,6,10,13,24,26]; c8:bw=143,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]; c9:bw=121,experts=[0,1,2,4,5,6,10,12,13,24,26,28]; c6:bw=203,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28]; c1:bw=148,experts=[0,1,2,4,5,6,8,10,12,13,18,24,26,28]; c4:bw=58,experts=[0,4,6,13,26]","6.3725,3.8606,4.6815,5.2424,4.7866,5.4350,3.6448,6.8522,4.3851,6.9843"
12,2026-09-24 11:52:14,Ours,0.01,2.3900891130665127,28.64,28.64,12,53.4226,0:53.42,52.0847,0.1612,1.175,638.7256,10:38.73,10,"1,5,2,4,3,7,9,6,8,0",1:155;5:205;2:211;4:103;3:128;7:108;9:154;6:106;8:201;0:180,"1:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];5:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,21,23,24,25,26,28];4:[0,2,4,5,6,10,13,18,24,26];3:[0,1,4,5,6,8,10,12,13,18,24,26];7:[0,4,5,6,10,12,13,18,24,26];9:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];6:[0,1,2,4,5,6,8,13,24,26];8:[0,1,2,4,5,6,8,10,11,12,13,14,15,18,21,23,24,25,26,28];0:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]","c1:bw=155,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c5:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=211,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,21,23,24,25,26,28]; c4:bw=103,experts=[0,2,4,5,6,10,13,18,24,26]; c3:bw=128,experts=[0,1,4,5,6,8,10,12,13,18,24,26]; c7:bw=108,experts=[0,4,5,6,10,12,13,18,24,26]; c9:bw=154,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c6:bw=106,experts=[0,1,2,4,5,6,8,13,24,26]; c8:bw=201,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15,18,21,23,24,25,26,28]; c0:bw=180,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]","4.3927,6.3222,3.8487,6.9306,5.1945,4.6523,3.6447,6.8201,5.4895,4.7895"
13,2026-09-24 11:53:07,Ours,0.01,2.3267140802325623,31.43,31.43,13,53.5767,0:53.58,52.2647,0.1517,1.1587,692.3158,11:32.32,10,"3,1,4,5,8,6,9,7,0,2",3:111;1:174;4:13;5:107;8:56;6:133;9:54;7:214;0:93;2:59,"3:[0,4,5,6,10,12,13,18,21,24,26];1:[0,1,2,4,5,6,8,10,12,13,14,18,21,23,24,26,28];4:[4];5:[0,1,2,4,5,6,8,13,24,26];8:[0,4,6,13,26];6:[0,1,4,5,6,10,12,13,18,21,24,26,28];9:[0,4,6,13,26];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,21,23,24,25,26,28];0:[0,2,4,5,6,13,18,24,26];2:[0,4,5,6,26]","c3:bw=111,experts=[0,4,5,6,10,12,13,18,21,24,26]; c1:bw=174,experts=[0,1,2,4,5,6,8,10,12,13,14,18,21,23,24,26,28]; c4:bw=13,experts=[4]; c5:bw=107,experts=[0,1,2,4,5,6,8,13,24,26]; c8:bw=56,experts=[0,4,6,13,26]; c6:bw=133,experts=[0,1,4,5,6,10,12,13,18,21,24,26,28]; c9:bw=54,experts=[0,4,6,13,26]; c7:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,21,23,24,25,26,28]; c0:bw=93,experts=[0,2,4,5,6,13,18,24,26]; c2:bw=59,experts=[0,4,5,6,26]","5.2560,4.4296,6.9541,6.3507,5.4697,6.8406,3.6299,4.6786,4.8108,3.8448"
14,2026-09-24 11:54:01,Ours,0.01,2.271946845389027,33.84,33.84,14,53.6993,0:53.70,52.3566,0.1543,1.1867,746.0301,12:26.03,10,"2,4,5,1,7,0,9,3,8,6",2:165;4:21;5:234;1:141;7:92;0:93;9:116;3:167;8:77;6:246,"2:[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28];4:[4,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];1:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];7:[0,4,5,6,10,12,13,24,26];0:[0,4,5,6,10,13,21,24,26];9:[0,4,5,6,8,10,13,21,24,26,28];3:[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28];8:[1,2,4,6,10,13,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]","c2:bw=165,experts=[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28]; c4:bw=21,experts=[4,26]; c5:bw=234,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c1:bw=141,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c7:bw=92,experts=[0,4,5,6,10,12,13,24,26]; c0:bw=93,experts=[0,4,5,6,10,13,21,24,26]; c9:bw=116,experts=[0,4,5,6,8,10,13,21,24,26,28]; c3:bw=167,experts=[0,1,2,4,5,6,8,10,12,13,18,21,23,24,26,28]; c8:bw=77,experts=[1,2,4,6,10,13,26]; c6:bw=246,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]","3.8673,6.9752,6.3655,4.3543,4.7159,4.8143,3.6491,5.2634,5.4741,6.8775"
15,2026-09-24 11:54:55,Ours,0.01,2.232194107218008,35.35,35.35,15,53.8503,0:53.85,52.4913,0.1587,1.1986,799.8953,13:19.90,10,"7,0,1,8,3,2,4,5,9,6",7:216;0:75;1:52;8:190;3:38;2:193;4:171;5:65;9:71;6:120,"7:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];0:[0,4,5,6,10,13,26];1:[0,4,6,13,26];8:[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,24,25,26,28];3:[4,6,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28];4:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];5:[0,4,5,6,13,26];9:[0,2,4,6,10,13,26];6:[0,4,5,6,10,12,13,18,21,24,26,28]","c7:bw=216,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c0:bw=75,experts=[0,4,5,6,10,13,26]; c1:bw=52,experts=[0,4,6,13,26]; c8:bw=190,experts=[0,1,2,4,5,6,8,10,11,12,13,15,16,18,21,24,25,26,28]; c3:bw=38,experts=[4,6,26]; c2:bw=193,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,25,26,28]; c4:bw=171,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c5:bw=65,experts=[0,4,5,6,13,26]; c9:bw=71,experts=[0,2,4,6,10,13,26]; c6:bw=120,experts=[0,4,5,6,10,12,13,18,21,24,26,28]","4.7107,4.8302,4.4111,5.4624,5.2280,3.9403,7.0089,6.3733,3.6491,6.8775"
16,2026-09-24 11:55:49,Ours,0.01,2.1831808584564385,37.08,37.08,16,53.9547,0:53.95,52.6308,0.1594,1.1629,853.8646,14:13.86,10,"6,1,3,8,7,5,4,9,0,2",6:147;1:105;3:159;8:180;7:81;5:145;4:130;9:88;0:208;2:189,"6:[0,1,4,5,6,10,12,13,18,21,23,24,26,28];1:[0,2,4,5,6,10,13,18,24,26];3:[0,1,4,5,6,8,10,12,13,18,21,23,24,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28];7:[0,4,5,6,10,13,26,28];5:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];4:[0,1,2,4,5,6,10,12,13,18,24,26,28];9:[0,2,4,5,6,10,13,26];0:[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28];2:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]","c6:bw=147,experts=[0,1,4,5,6,10,12,13,18,21,23,24,26,28]; c1:bw=105,experts=[0,2,4,5,6,10,13,18,24,26]; c3:bw=159,experts=[0,1,4,5,6,8,10,12,13,18,21,23,24,26,28]; c8:bw=180,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28]; c7:bw=81,experts=[0,4,5,6,10,13,26,28]; c5:bw=145,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c4:bw=130,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c9:bw=88,experts=[0,2,4,5,6,10,13,26]; c0:bw=208,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15,18,21,23,24,25,26,28]; c2:bw=189,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]","6.9270,4.4355,5.2850,5.4358,4.7357,6.3863,7.0312,3.6868,4.8381,3.8693"
17,2026-09-24 11:56:43,Ours,0.01,2.1446760245204506,38.08,38.08,17,53.8344,0:53.83,52.4986,0.1561,1.1781,907.7143,15:07.71,10,"4,7,8,3,5,1,0,2,9,6",4:212;7:90;8:29;3:192;5:11;1:106;0:39;2:71;9:136;6:141,"4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];7:[0,4,5,6,10,13,18,26,28];8:[4,26];3:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,25,26,28];5:[4];1:[0,2,4,5,6,10,13,18,24,26];0:[4,6,26];2:[0,4,5,6,10,18,26];9:[0,4,5,6,10,12,13,18,21,23,24,26,28];6:[0,1,4,5,6,10,12,13,18,21,23,24,26,28]","c4:bw=212,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c7:bw=90,experts=[0,4,5,6,10,13,18,26,28]; c8:bw=29,experts=[4,26]; c3:bw=192,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,25,26,28]; c5:bw=11,experts=[4]; c1:bw=106,experts=[0,2,4,5,6,10,13,18,24,26]; c0:bw=39,experts=[4,6,26]; c2:bw=71,experts=[0,4,5,6,10,18,26]; c9:bw=136,experts=[0,4,5,6,10,12,13,18,21,23,24,26,28]; c6:bw=141,experts=[0,1,4,5,6,10,12,13,18,21,23,24,26,28]","7.0641,4.7142,5.4717,5.2660,6.3365,4.3930,4.8176,3.8759,3.6967,6.8628"
18,2026-09-24 11:57:36,Ours,0.01,2.1089257555224465,40.28,40.28,18,53.7949,0:53.79,52.4555,0.1568,1.1809,961.5245,16:01.52,10,"1,8,5,2,9,7,4,3,0,6",1:23;8:18;5:127;2:137;9:69;7:200;4:204;3:137;0:179;6:115,"1:[4,6];8:[4];5:[0,4,5,6,10,12,13,18,21,24,26,28];2:[0,1,2,4,5,6,10,12,13,18,24,26,28];9:[0,4,6,10,13,26];7:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,25,26,28];4:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,25,26,28];3:[0,1,2,4,5,6,10,13,18,21,24,26,28];0:[0,1,2,4,5,6,9,10,12,13,14,18,21,23,24,26,28];6:[0,1,2,4,5,6,10,13,18,24,26]","c1:bw=23,experts=[4,6]; c8:bw=18,experts=[4]; c5:bw=127,experts=[0,4,5,6,10,12,13,18,21,24,26,28]; c2:bw=137,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c9:bw=69,experts=[0,4,6,10,13,26]; c7:bw=200,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,25,26,28]; c4:bw=204,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,25,26,28]; c3:bw=137,experts=[0,1,2,4,5,6,10,13,18,21,24,26,28]; c0:bw=179,experts=[0,1,2,4,5,6,9,10,12,13,14,18,21,23,24,26,28]; c6:bw=115,experts=[0,1,2,4,5,6,10,13,18,24,26]","4.4005,5.4377,6.4268,3.8698,3.6451,4.6837,7.0222,5.2242,4.8564,6.8891"
19,2026-09-24 11:58:30,Ours,0.01,2.0744614602543794,40.78,40.78,19,54.0828,0:54.08,52.7608,0.1546,1.1657,1015.6222,16:55.62,10,"8,0,4,1,9,5,7,2,6,3",8:205;0:154;4:188;1:169;9:140;5:106;7:82;2:52;6:241;3:145,"8:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28];0:[0,1,2,4,5,6,10,12,13,18,21,23,24,26,28];4:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28];1:[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28];9:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];5:[0,4,5,6,10,13,18,21,24,26];7:[0,2,4,6,12,13,24,26];2:[0,4,6,18,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28];3:[0,1,2,4,5,6,8,10,13,18,21,24,26,28]","c8:bw=205,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,23,24,25,26,28]; c0:bw=154,experts=[0,1,2,4,5,6,10,12,13,18,21,23,24,26,28]; c4:bw=188,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]; c1:bw=169,experts=[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28]; c9:bw=140,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c5:bw=106,experts=[0,4,5,6,10,13,18,21,24,26]; c7:bw=82,experts=[0,2,4,6,12,13,24,26]; c2:bw=52,experts=[0,4,6,18,26]; c6:bw=241,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,28]; c3:bw=145,experts=[0,1,2,4,5,6,8,10,13,18,21,24,26,28]","5.5409,4.8609,7.0766,4.4556,3.6805,6.3794,4.7636,3.8773,6.8771,5.2489"
20,2026-09-24 11:59:25,Ours,0.01,2.0465669017069827,42.55,42.55,20,54.022,0:54.02,52.6869,0.1599,1.1735,1069.6604,17:49.66,10,"0,2,1,9,7,6,3,5,4,8",0:101;2:151;1:147;9:61;7:157;6:248;3:67;5:13;4:217;8:184,"0:[0,4,5,6,10,13,18,21,24,26];2:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];1:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];9:[0,4,5,6,10,26];7:[0,1,2,4,5,6,10,12,13,18,21,23,24,26,28];6:[0,1,2,4,5,6,7,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28];3:[0,4,6,18,24,26];5:[4];4:[0,1,2,4,5,6,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28]","c0:bw=101,experts=[0,4,5,6,10,13,18,21,24,26]; c2:bw=151,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c1:bw=147,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c9:bw=61,experts=[0,4,5,6,10,26]; c7:bw=157,experts=[0,1,2,4,5,6,10,12,13,18,21,23,24,26,28]; c6:bw=248,experts=[0,1,2,4,5,6,7,8,9,10,11,12,13,14,18,19,20,21,22,23,24,25,26,28]; c3:bw=67,experts=[0,4,6,18,24,26]; c5:bw=13,experts=[4]; c4:bw=217,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,19,21,22,23,24,25,26,28]; c8:bw=184,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28]","4.8517,3.8846,4.4478,3.6812,4.7418,6.9173,5.2205,6.4367,7.0210,5.4844"
21,2026-09-24 12:00:19,Ours,0.01,2.015566214787691,43.49,43.49,21,53.9662,0:53.97,52.6222,0.1556,1.1868,1123.6437,18:43.64,10,"1,2,7,4,8,5,0,3,6,9",1:150;2:145;7:46;4:175;8:67;5:118;0:243;3:27;6:57;9:93,"1:[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28];2:[0,4,5,6,9,10,12,13,18,21,23,24,26,28];7:[4,6,13,26];4:[0,1,2,4,5,6,9,10,12,13,14,18,21,23,24,26,28];8:[0,4,6,10,18,26];5:[0,4,5,6,10,13,18,21,24,26,28];0:[0,1,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28];3:[4,26];6:[4,6,10,18,26];9:[0,2,4,6,12,13,18,24,26]","c1:bw=150,experts=[0,1,2,4,5,6,8,10,12,13,18,21,24,26,28]; c2:bw=145,experts=[0,4,5,6,9,10,12,13,18,21,23,24,26,28]; c7:bw=46,experts=[4,6,13,26]; c4:bw=175,experts=[0,1,2,4,5,6,9,10,12,13,14,18,21,23,24,26,28]; c8:bw=67,experts=[0,4,6,10,18,26]; c5:bw=118,experts=[0,4,5,6,10,13,18,21,24,26,28]; c0:bw=243,experts=[0,1,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28]; c3:bw=27,experts=[4,26]; c6:bw=57,experts=[4,6,10,18,26]; c9:bw=93,experts=[0,2,4,6,12,13,18,24,26]","4.4608,3.8603,4.7458,7.0580,5.4959,6.3849,4.8454,5.2241,6.8768,3.6701"
22,2026-09-24 12:01:13,Ours,0.01,1.985848279936743,44.77,44.77,22,54.1856,0:54.19,52.8455,0.1586,1.1797,1177.8452,19:37.85,10,"7,9,1,6,5,2,0,4,3,8",7:59;9:120;1:24;6:224;5:61;2:242;0:245;4:133;3:204;8:120,"7:[4,5,6,13,26];9:[0,2,4,5,6,9,10,13,18,21,26,28];1:[4,26];6:[0,1,2,4,5,6,8,9,10,12,13,14,18,19,20,21,22,23,24,25,26,28];5:[0,4,6,13,18,26];2:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,21,23,24,25,26,27,28];0:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28];4:[0,4,5,6,10,12,13,18,21,23,24,26,28];3:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,25,26,28];8:[0,2,4,5,6,10,13,18,21,24,26,28]","c7:bw=59,experts=[4,5,6,13,26]; c9:bw=120,experts=[0,2,4,5,6,9,10,13,18,21,26,28]; c1:bw=24,experts=[4,26]; c6:bw=224,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,19,20,21,22,23,24,25,26,28]; c5:bw=61,experts=[0,4,6,13,18,26]; c2:bw=242,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,21,23,24,25,26,27,28]; c0:bw=245,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,28]; c4:bw=133,experts=[0,4,5,6,10,12,13,18,21,23,24,26,28]; c3:bw=204,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,22,23,24,25,26,28]; c8:bw=120,experts=[0,2,4,5,6,10,13,18,21,24,26,28]","4.7952,3.7007,4.4511,6.8987,6.4152,3.9001,4.8883,7.0131,5.2522,5.5308"
23,2026-09-24 12:02:07,Ours,0.01,1.9615900298558995,44.4,44.77,22,54.1805,0:54.18,52.832,0.1593,1.1876,1232.0427,20:32.04,10,"5,7,4,6,9,8,3,1,2,0",5:190;7:55;4:205;6:37;9:184;8:128;3:57;1:226;2:118;0:41,"5:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,25,26,28];7:[0,4,6,13,26];4:[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28];6:[4,6,26];9:[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28];8:[0,4,5,6,10,13,18,21,23,24,26,28];3:[0,4,5,6,26];1:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28];2:[0,4,5,6,10,13,18,21,24,26,28];0:[0,4,6,26]","c5:bw=190,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,25,26,28]; c7:bw=55,experts=[0,4,6,13,26]; c4:bw=205,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28]; c6:bw=37,experts=[4,6,26]; c9:bw=184,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,21,23,24,26,28]; c8:bw=128,experts=[0,4,5,6,10,13,18,21,23,24,26,28]; c3:bw=57,experts=[0,4,5,6,26]; c1:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,21,23,24,25,26,28]; c2:bw=118,experts=[0,4,5,6,10,13,18,21,24,26,28]; c0:bw=41,experts=[0,4,6,26]","6.4679,4.7612,7.0649,6.8965,3.7040,5.5123,5.2601,4.4466,3.8539,4.8646"
24,2026-09-24 12:03:01,Ours,0.01,1.9424886253701648,46.45,46.45,24,53.9375,0:53.94,52.618,0.1473,1.1708,1285.9974,21:26.00,10,"6,4,7,9,2,1,5,8,3,0",6:110;4:46;7:12;9:182;2:158;1:10;5:90;8:67;3:10;0:115,"6:[0,2,4,5,6,12,13,18,24,26,28];4:[4,6,18,26];7:[4];9:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,25,26,28];2:[0,2,4,5,6,9,10,12,13,18,21,23,24,26,28];1:[4];5:[0,4,5,6,10,13,18,21,26];8:[4,5,6,13,18,26];3:[4];0:[0,4,5,6,10,13,18,21,24,26,28]","c6:bw=110,experts=[0,2,4,5,6,12,13,18,24,26,28]; c4:bw=46,experts=[4,6,18,26]; c7:bw=12,experts=[4]; c9:bw=182,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,25,26,28]; c2:bw=158,experts=[0,2,4,5,6,9,10,12,13,18,21,23,24,26,28]; c1:bw=10,experts=[4]; c5:bw=90,experts=[0,4,5,6,10,13,18,21,26]; c8:bw=67,experts=[4,5,6,13,18,26]; c3:bw=10,experts=[4]; c0:bw=115,experts=[0,4,5,6,10,13,18,21,24,26,28]","6.9141,7.0097,4.7319,3.6964,3.8941,4.4047,6.4082,5.4977,5.2051,4.8561"
25,2026-09-24 12:03:55,Ours,0.01,1.919550145561179,46.49,46.49,25,54.2216,0:54.22,52.8646,0.1573,1.198,1340.2362,22:20.24,10,"9,6,4,3,5,1,8,2,0,7",9:148;6:58;4:214;3:50;5:233;1:179;8:200;2:46;0:206;7:146,"9:[0,1,2,4,5,6,10,12,13,18,21,24,26,28];6:[4,5,6,18,26];4:[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28];3:[2,4,6,13,26];5:[0,1,2,4,5,6,8,9,10,12,13,14,18,19,20,21,22,23,24,25,26,27,28];1:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,16,18,21,23,24,25,26,28,30];2:[4,6,13,26];0:[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,23,24,25,26,28];7:[0,2,4,5,6,10,12,13,18,21,23,24,26,28]","c9:bw=148,experts=[0,1,2,4,5,6,10,12,13,18,21,24,26,28]; c6:bw=58,experts=[4,5,6,18,26]; c4:bw=214,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,18,21,22,23,24,25,26,28]; c3:bw=50,experts=[2,4,6,13,26]; c5:bw=233,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,19,20,21,22,23,24,25,26,27,28]; c1:bw=179,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c8:bw=200,experts=[0,1,2,4,5,6,8,10,11,12,13,16,18,21,23,24,25,26,28,30]; c2:bw=46,experts=[4,6,13,26]; c0:bw=206,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,23,24,25,26,28]; c7:bw=146,experts=[0,2,4,5,6,10,12,13,18,21,23,24,26,28]","3.6849,6.8888,7.0679,5.2604,6.4364,4.4663,5.4645,3.8629,4.8793,4.8534"
26,2026-09-24 12:04:49,Ours,0.01,1.8949241663185017,47.56,47.56,26,54.3268,0:54.33,52.994,0.1609,1.1702,1394.5795,23:14.58,10,"3,6,9,7,1,5,2,8,0,4",3:162;6:123;9:184;7:114;1:122;5:75;2:110;8:195;0:39;4:175,"3:[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28];6:[0,2,4,5,6,10,13,18,21,24,26,28];9:[0,1,2,4,5,6,9,10,12,13,18,20,21,23,24,25,26,28];7:[0,2,4,5,6,10,13,18,21,24,26];1:[0,2,4,5,6,10,13,18,21,24,26,28];5:[4,5,6,10,13,18,26];2:[0,2,4,5,6,10,12,13,18,24,26];8:[0,2,4,5,6,9,10,12,13,14,18,20,21,22,23,24,25,26,28];0:[4,18,26];4:[0,4,5,6,9,10,12,13,14,18,20,21,23,24,25,26,28]","c3:bw=162,experts=[0,1,2,4,5,6,9,10,12,13,18,21,23,24,26,28]; c6:bw=123,experts=[0,2,4,5,6,10,13,18,21,24,26,28]; c9:bw=184,experts=[0,1,2,4,5,6,9,10,12,13,18,20,21,23,24,25,26,28]; c7:bw=114,experts=[0,2,4,5,6,10,13,18,21,24,26]; c1:bw=122,experts=[0,2,4,5,6,10,13,18,21,24,26,28]; c5:bw=75,experts=[4,5,6,10,13,18,26]; c2:bw=110,experts=[0,2,4,5,6,10,12,13,18,24,26]; c8:bw=195,experts=[0,2,4,5,6,9,10,12,13,14,18,20,21,22,23,24,25,26,28]; c0:bw=39,experts=[4,18,26]; c4:bw=175,experts=[0,4,5,6,9,10,12,13,14,18,20,21,23,24,25,26,28]","5.3198,6.9253,3.7188,4.8234,4.4694,6.4219,3.8973,5.5236,4.8697,7.0247"
