Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
43,9,3,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
43,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
43,4,3,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
43,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
43,0,2,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
44,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
44,2,3,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
44,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
44,6,2,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
44,9,3,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
44,8,3,82,5219,16,0,1.0,0.0,1.0,1.0,1.0,1.0
45,0,3,72,4573,16,0,1.0,1.0,0.0,1.0,1.0,1.0
45,7,3,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
45,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
45,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
46,9,3,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
46,3,2,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
46,6,3,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
46,8,3,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
46,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
47,6,2,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
47,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
47,8,3,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
47,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
47,1,3,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
48,0,1,72,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
48,3,1,79,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
49,3,3,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
49,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
49,0,2,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
49,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
50,8,3,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
50,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
50,7,3,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
50,3,3,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
50,0,2,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
50,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
50,5,3,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
51,1,2,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
51,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
51,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
51,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
51,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
52,8,1,82,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
52,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
52,7,3,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
