Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-24 12:18:53,Ours,0.01,2.7768657292920005,19.42,19.42,11,59.7417,0:59.74,58.1052,0.3645,1.2694,644.6231,10:44.62,20,"2,6,16,4,17,1,13,12,19,3,8,15,5,10,14,7,11,9,18,0",2:27;6:55;16:43;4:16;17:44;1:40;13:40;12:20;19:25;3:50;8:39;15:44;5:28;10:35;14:15;7:44;11:34;9:33;18:47;0:28,"2:[4,6];6:[0,1,2,4,6];16:[0,2,4,6];4:[4];17:[1,2,4,6];1:[0,1,4,6];13:[0,4,5,6];12:[4,6];19:[4,6];3:[0,1,2,4,6];8:[0,4,6];15:[0,4,5,6];5:[4,6];10:[1,4,6];14:[5];7:[0,1,4,6];11:[0,4,6];9:[0,4,6];18:[0,1,4,6];0:[4,6]","c2:bw=27,experts=[4,6]; c6:bw=55,experts=[0,1,2,4,6]; c16:bw=43,experts=[0,2,4,6]; c4:bw=16,experts=[4]; c17:bw=44,experts=[1,2,4,6]; c1:bw=40,experts=[0,1,4,6]; c13:bw=40,experts=[0,4,5,6]; c12:bw=20,experts=[4,6]; c19:bw=25,experts=[4,6]; c3:bw=50,experts=[0,1,2,4,6]; c8:bw=39,experts=[0,4,6]; c15:bw=44,experts=[0,4,5,6]; c5:bw=28,experts=[4,6]; c10:bw=35,experts=[1,4,6]; c14:bw=15,experts=[5]; c7:bw=44,experts=[0,1,4,6]; c11:bw=34,experts=[0,4,6]; c9:bw=33,experts=[0,4,6]; c18:bw=47,experts=[0,1,4,6]; c0:bw=28,experts=[4,6]","3.1859,2.2320,2.4189,3.3767,2.3540,4.3830,4.6744,2.8192,4.1946,1.6479,2.5228,3.3165,1.4350,1.3887,4.4215,3.6053,2.6709,2.4947,3.3297,1.6335"
12,2026-09-24 12:19:52,Ours,0.01,2.6987495356664506,21.36,21.36,12,59.6854,0:59.69,58.0273,0.3518,1.3036,704.3228,11:44.32,20,"14,3,9,18,8,11,17,6,5,12,19,13,10,15,7,0,4,16,2,1",14:29;3:35;9:42;18:45;8:55;11:45;17:39;6:29;5:56;12:73;19:31;13:53;10:62;15:36;7:30;0:49;4:28;16:28;2:57;1:42,"14:[4,6];3:[1,4,6];9:[0,2,4,6];18:[0,1,4,6];8:[0,2,4,5,6];11:[0,1,4,6];17:[1,4,6];6:[4,6];5:[1,4,5,6,7];12:[0,1,2,4,5,6,7];19:[1,4,6];13:[1,2,4,5,6];10:[0,1,2,4,5,6];15:[0,4,6];7:[1,4,6];0:[0,2,4,6];4:[4,5];16:[4,6];2:[1,2,4,5,6];1:[0,2,4,6]","c14:bw=29,experts=[4,6]; c3:bw=35,experts=[1,4,6]; c9:bw=42,experts=[0,2,4,6]; c18:bw=45,experts=[0,1,4,6]; c8:bw=55,experts=[0,2,4,5,6]; c11:bw=45,experts=[0,1,4,6]; c17:bw=39,experts=[1,4,6]; c6:bw=29,experts=[4,6]; c5:bw=56,experts=[1,4,5,6,7]; c12:bw=73,experts=[0,1,2,4,5,6,7]; c19:bw=31,experts=[1,4,6]; c13:bw=53,experts=[1,2,4,5,6]; c10:bw=62,experts=[0,1,2,4,5,6]; c15:bw=36,experts=[0,4,6]; c7:bw=30,experts=[1,4,6]; c0:bw=49,experts=[0,2,4,6]; c4:bw=28,experts=[4,5]; c16:bw=28,experts=[4,6]; c2:bw=57,experts=[1,2,4,5,6]; c1:bw=42,experts=[0,2,4,6]","4.3070,1.6903,2.5774,3.4190,2.5510,2.6208,2.5179,2.3745,1.4831,2.7673,4.0193,4.5547,1.3912,3.3159,3.5819,1.6441,3.6990,2.4619,2.9422,4.1088"
13,2026-09-24 12:20:52,Ours,0.01,2.7044308756487263,22.79,22.79,13,59.6498,0:59.65,58.0056,0.3589,1.2827,763.9896,12:43.99,20,"9,8,6,14,13,2,19,12,1,17,4,15,18,0,16,7,10,3,5,11",9:15;8:15;6:36;14:70;13:32;2:16;19:36;12:42;1:47;17:55;4:10;15:38;18:51;0:25;16:10;7:58;10:42;3:30;5:29;11:52,"9:[5];8:[4];6:[0,4,6];14:[0,1,2,4,5,6,7];13:[0,4,6];2:[4];19:[1,4,6];12:[0,2,4,6];1:[0,2,4,6];17:[0,1,4,5,6];4:[1];15:[0,4,6];18:[0,1,2,4,6];0:[4,6];16:[4];7:[0,1,2,4,6];10:[1,2,4,6];3:[4,5,6];5:[4,6];11:[0,1,2,4,6]","c9:bw=15,experts=[5]; c8:bw=15,experts=[4]; c6:bw=36,experts=[0,4,6]; c14:bw=70,experts=[0,1,2,4,5,6,7]; c13:bw=32,experts=[0,4,6]; c2:bw=16,experts=[4]; c19:bw=36,experts=[1,4,6]; c12:bw=42,experts=[0,2,4,6]; c1:bw=47,experts=[0,2,4,6]; c17:bw=55,experts=[0,1,4,5,6]; c4:bw=10,experts=[1]; c15:bw=38,experts=[0,4,6]; c18:bw=51,experts=[0,1,2,4,6]; c0:bw=25,experts=[4,6]; c16:bw=10,experts=[4]; c7:bw=58,experts=[0,1,2,4,6]; c10:bw=42,experts=[1,2,4,6]; c3:bw=30,experts=[4,5,6]; c5:bw=29,experts=[4,6]; c11:bw=52,experts=[0,1,2,4,6]","2.5462,2.5097,2.2864,4.3350,4.6008,2.9712,4.1801,2.7748,4.0840,2.4857,3.7154,3.2897,3.3528,1.6300,2.3217,3.6731,1.4344,1.6900,1.4832,2.6412"
14,2026-09-24 12:21:53,Ours,0.01,2.59605306041298,25.66,25.66,14,61.0461,1:01.05,59.2479,0.3584,1.4374,825.0512,13:45.05,20,"5,11,4,19,9,1,12,10,7,0,8,13,6,17,16,14,18,3,2,15",5:64;11:36;4:10;19:42;9:32;1:38;12:43;10:31;7:25;0:25;8:21;13:34;6:67;17:10;16:19;14:25;18:63;3:45;2:45;15:12,"5:[0,1,2,4,5,6];11:[0,4,6];4:[4];19:[2,4,5,6];9:[0,4,6];1:[0,4,6];12:[0,4,5,6];10:[2,4,6];7:[4,6];0:[4,6];8:[4,6];13:[0,4,6];6:[0,1,2,4,5,6];17:[4];16:[4];14:[4,6];18:[0,1,2,4,5,6];3:[0,4,5,6];2:[0,2,4,6];15:[4]","c5:bw=64,experts=[0,1,2,4,5,6]; c11:bw=36,experts=[0,4,6]; c4:bw=10,experts=[4]; c19:bw=42,experts=[2,4,5,6]; c9:bw=32,experts=[0,4,6]; c1:bw=38,experts=[0,4,6]; c12:bw=43,experts=[0,4,5,6]; c10:bw=31,experts=[2,4,6]; c7:bw=25,experts=[4,6]; c0:bw=25,experts=[4,6]; c8:bw=21,experts=[4,6]; c13:bw=34,experts=[0,4,6]; c6:bw=67,experts=[0,1,2,4,5,6]; c17:bw=10,experts=[4]; c16:bw=19,experts=[4]; c14:bw=25,experts=[4,6]; c18:bw=63,experts=[0,1,2,4,5,6]; c3:bw=45,experts=[0,4,5,6]; c2:bw=45,experts=[0,2,4,6]; c15:bw=12,experts=[4]","1.4387,2.6388,3.7431,4.1226,2.5177,4.1081,2.8247,1.4095,3.6129,1.6278,2.6046,4.5946,2.3300,2.5656,2.3934,4.4346,3.5504,1.7054,3.3608,3.6644"
15,2026-09-24 12:22:53,Ours,0.01,2.558216154278082,26.5,26.5,15,59.8243,0:59.82,58.1556,0.3564,1.3051,884.8941,14:44.89,20,"14,16,19,13,4,12,5,7,10,1,0,15,3,8,18,11,6,2,9,17",14:50;16:29;19:59;13:60;4:47;12:10;5:18;7:59;10:13;1:14;0:20;15:10;3:10;8:52;18:34;11:55;6:33;2:53;9:19;17:47,"14:[0,2,4,5,6];16:[4,6];19:[0,1,2,4,6];13:[0,1,2,4,5,6];4:[2,4,5,6];12:[4];5:[4];7:[0,2,4,5,6];10:[4];1:[4];0:[4,6];15:[4];3:[4];8:[1,2,4,5,6];18:[1,4,6];11:[0,1,4,5,6];6:[2,4,6];2:[0,1,2,4,6];9:[4];17:[0,2,4,6]","c14:bw=50,experts=[0,2,4,5,6]; c16:bw=29,experts=[4,6]; c19:bw=59,experts=[0,1,2,4,6]; c13:bw=60,experts=[0,1,2,4,5,6]; c4:bw=47,experts=[2,4,5,6]; c12:bw=10,experts=[4]; c5:bw=18,experts=[4]; c7:bw=59,experts=[0,2,4,5,6]; c10:bw=13,experts=[4]; c1:bw=14,experts=[4]; c0:bw=20,experts=[4,6]; c15:bw=10,experts=[4]; c3:bw=10,experts=[4]; c8:bw=52,experts=[1,2,4,5,6]; c18:bw=34,experts=[1,4,6]; c11:bw=55,experts=[0,1,4,5,6]; c6:bw=33,experts=[2,4,6]; c2:bw=53,experts=[0,1,2,4,6]; c9:bw=19,experts=[4]; c17:bw=47,experts=[0,2,4,6]","4.3382,2.1466,3.9524,4.9286,3.9698,2.8659,1.5190,3.7498,1.4004,4.2030,1.6317,3.2383,1.6072,2.4788,3.3497,2.5692,2.2462,2.9242,2.5421,2.4945"
16,2026-09-24 12:23:53,Ours,0.01,2.695803364632034,26.26,26.5,15,59.6415,0:59.64,58.0392,0.3283,1.2715,944.551,15:44.55,20,"6,11,4,1,18,9,14,13,10,0,12,5,7,3,17,16,15,2,19,8",6:40;11:10;4:35;1:29;18:12;9:24;14:29;13:24;10:22;0:57;12:14;5:40;7:22;3:43;17:43;16:54;15:48;2:52;19:62;8:49,"6:[3,4,6,7];11:[3];4:[3,4,6];1:[3,5];18:[3];9:[1,3];14:[3,4];13:[3,7];10:[3,7];0:[0,3,4,6,7];12:[3];5:[3,4,5,6];7:[3,4];3:[3,4,6,7];17:[3,4,6,7];16:[3,4,5,6,7];15:[1,3,4,7];2:[0,3,4,6,7];19:[0,3,4,5,6,7];8:[3,4,6,7]","c6:bw=40,experts=[3,4,6,7]; c11:bw=10,experts=[3]; c4:bw=35,experts=[3,4,6]; c1:bw=29,experts=[3,5]; c18:bw=12,experts=[3]; c9:bw=24,experts=[1,3]; c14:bw=29,experts=[3,4]; c13:bw=24,experts=[3,7]; c10:bw=22,experts=[3,7]; c0:bw=57,experts=[0,3,4,6,7]; c12:bw=14,experts=[3]; c5:bw=40,experts=[3,4,5,6]; c7:bw=22,experts=[3,4]; c3:bw=43,experts=[3,4,6,7]; c17:bw=43,experts=[3,4,6,7]; c16:bw=54,experts=[3,4,5,6,7]; c15:bw=48,experts=[1,3,4,7]; c2:bw=52,experts=[0,3,4,6,7]; c19:bw=62,experts=[0,3,4,5,6,7]; c8:bw=49,experts=[3,4,6,7]","2.2968,2.6886,3.7071,4.1790,3.4171,2.5656,4.3774,4.7666,1.3452,1.6619,2.7935,1.4374,3.5284,1.6506,2.5094,2.3174,3.3051,2.9128,4.0608,2.5184"
17,2026-09-24 12:24:55,Ours,0.01,2.4939814126131474,29.73,29.73,17,62.447,1:02.45,60.6673,0.3755,1.4017,1007.0159,16:47.02,20,"14,7,12,6,11,4,16,9,10,0,3,8,18,5,19,1,13,17,2,15",14:33;7:25;12:74;6:39;11:10;4:58;16:30;9:37;10:44;0:11;3:52;8:10;18:31;5:10;19:40;1:29;13:27;17:11;2:19;15:50,"14:[0,4,6];7:[4,7];12:[0,1,2,4,5,6,7];6:[4,5,6];11:[7];4:[0,4,5,6,7];16:[0,4,6];9:[4,6,7];10:[0,4,5,6];0:[4];3:[0,2,4,5,6];8:[4];18:[4,6,7];5:[4];19:[0,4,5,6];1:[4,7];13:[4,6];17:[4];2:[4];15:[0,2,4,5,6]","c14:bw=33,experts=[0,4,6]; c7:bw=25,experts=[4,7]; c12:bw=74,experts=[0,1,2,4,5,6,7]; c6:bw=39,experts=[4,5,6]; c11:bw=10,experts=[7]; c4:bw=58,experts=[0,4,5,6,7]; c16:bw=30,experts=[0,4,6]; c9:bw=37,experts=[4,6,7]; c10:bw=44,experts=[0,4,5,6]; c0:bw=11,experts=[4]; c3:bw=52,experts=[0,2,4,5,6]; c8:bw=10,experts=[4]; c18:bw=31,experts=[4,6,7]; c5:bw=10,experts=[4]; c19:bw=40,experts=[0,4,5,6]; c1:bw=29,experts=[4,7]; c13:bw=27,experts=[4,6]; c17:bw=11,experts=[4]; c2:bw=19,experts=[4]; c15:bw=50,experts=[0,2,4,5,6]","4.2891,3.6147,2.8328,2.3335,2.6986,3.8481,2.4356,2.6013,1.4481,1.7493,1.7972,2.7658,3.6551,1.4929,4.2640,4.4771,4.9598,2.6750,3.0993,3.6300"
18,2026-09-24 12:25:59,Ours,0.01,2.4389684842646546,31.23,31.23,18,64.1342,1:04.13,62.3181,0.3691,1.4444,1071.1697,17:51.17,20,"7,3,4,18,1,12,8,9,14,17,19,13,6,5,2,10,11,15,0,16",7:55;3:37;4:56;18:60;1:10;12:18;8:10;9:19;14:40;17:50;19:33;13:43;6:31;5:35;2:37;10:27;11:57;15:51;0:49;16:38,"7:[0,2,4,5,6];3:[0,4,6];4:[1,2,4,5,6];18:[0,1,2,4,5,6];1:[4];12:[4];8:[4];9:[4];14:[0,1,4,6];17:[0,2,4,5,6];19:[0,4,6];13:[0,4,5,6];6:[0,4,6];5:[0,4,6];2:[0,4,6];10:[4,6];11:[0,1,4,5,6];15:[0,2,4,5,6];0:[1,4,5,6];16:[1,4,6]","c7:bw=55,experts=[0,2,4,5,6]; c3:bw=37,experts=[0,4,6]; c4:bw=56,experts=[1,2,4,5,6]; c18:bw=60,experts=[0,1,2,4,5,6]; c1:bw=10,experts=[4]; c12:bw=18,experts=[4]; c8:bw=10,experts=[4]; c9:bw=19,experts=[4]; c14:bw=40,experts=[0,1,4,6]; c17:bw=50,experts=[0,2,4,5,6]; c19:bw=33,experts=[0,4,6]; c13:bw=43,experts=[0,4,5,6]; c6:bw=31,experts=[0,4,6]; c5:bw=35,experts=[0,4,6]; c2:bw=37,experts=[0,4,6]; c10:bw=27,experts=[4,6]; c11:bw=57,experts=[0,1,4,5,6]; c15:bw=51,experts=[0,2,4,5,6]; c0:bw=49,experts=[1,4,5,6]; c16:bw=38,experts=[1,4,6]","3.9064,1.7938,4.0148,3.6874,4.5671,3.1890,2.8044,2.6539,4.2612,2.3401,4.0166,4.8027,2.4467,1.4811,3.4030,1.6983,3.1414,3.9262,1.6748,2.5092"
19,2026-09-24 12:27:04,Ours,0.01,2.419174485153,30.82,31.23,18,64.9386,1:04.94,63.0895,0.3874,1.4593,1136.1293,18:56.13,20,"8,7,1,6,9,10,11,19,13,5,17,12,18,16,3,2,15,4,0,14",8:56;7:22;1:46;6:66;9:38;10:35;11:20;19:37;13:10;5:29;17:67;12:54;18:31;16:13;3:40;2:14;15:39;4:51;0:42;14:30,"8:[0,2,4,5,6];7:[4,6];1:[1,4,5,6];6:[0,1,2,4,5,6];9:[4,5,6];10:[4,5,6];11:[4,6];19:[2,4,6];13:[4];5:[4,6];17:[0,1,2,4,5,6];12:[0,2,4,5,6];18:[4,5,6];16:[2];3:[0,4,5,6];2:[4];15:[0,4,6];4:[0,2,4,5,6];0:[0,4,5,6];14:[0,4,6]","c8:bw=56,experts=[0,2,4,5,6]; c7:bw=22,experts=[4,6]; c1:bw=46,experts=[1,4,5,6]; c6:bw=66,experts=[0,1,2,4,5,6]; c9:bw=38,experts=[4,5,6]; c10:bw=35,experts=[4,5,6]; c11:bw=20,experts=[4,6]; c19:bw=37,experts=[2,4,6]; c13:bw=10,experts=[4]; c5:bw=29,experts=[4,6]; c17:bw=67,experts=[0,1,2,4,5,6]; c12:bw=54,experts=[0,2,4,5,6]; c18:bw=31,experts=[4,5,6]; c16:bw=13,experts=[2]; c3:bw=40,experts=[0,4,5,6]; c2:bw=14,experts=[4]; c15:bw=39,experts=[0,4,6]; c4:bw=51,experts=[0,2,4,5,6]; c0:bw=42,experts=[0,4,5,6]; c14:bw=30,experts=[0,4,6]","2.9174,4.0633,4.4225,2.5884,2.8470,1.6585,2.9561,3.9509,4.2450,1.6549,2.8797,3.1524,3.7979,2.4959,1.8628,3.2310,3.7215,3.9313,1.8753,4.8376"
20,2026-09-24 12:28:07,Ours,0.01,2.4510660958545394,33.31,33.31,20,62.6101,1:02.61,60.8067,0.3643,1.4366,1198.7565,19:58.76,20,"17,4,3,10,6,13,14,11,7,16,12,5,9,8,1,15,19,18,0,2",17:48;4:59;3:18;10:16;6:68;13:40;14:30;11:10;7:43;16:40;12:44;5:10;9:17;8:50;1:40;15:19;19:48;18:21;0:28;2:41,"17:[0,4,5,6];4:[0,2,4,5,6];3:[1];10:[4];6:[0,1,2,4,5,6];13:[0,1,4,6];14:[0,4,6];11:[4];7:[0,1,4,6];16:[0,4,5,6];12:[0,4,5,6];5:[7];9:[2];8:[0,2,4,5,6];1:[0,4,5,6];15:[4];19:[0,2,4,6];18:[4,6];0:[2,4];2:[0,4,5,6]","c17:bw=48,experts=[0,4,5,6]; c4:bw=59,experts=[0,2,4,5,6]; c3:bw=18,experts=[1]; c10:bw=16,experts=[4]; c6:bw=68,experts=[0,1,2,4,5,6]; c13:bw=40,experts=[0,1,4,6]; c14:bw=30,experts=[0,4,6]; c11:bw=10,experts=[4]; c7:bw=43,experts=[0,1,4,6]; c16:bw=40,experts=[0,4,5,6]; c12:bw=44,experts=[0,4,5,6]; c5:bw=10,experts=[7]; c9:bw=17,experts=[2]; c8:bw=50,experts=[0,2,4,5,6]; c1:bw=40,experts=[0,4,5,6]; c15:bw=19,experts=[4]; c19:bw=48,experts=[0,2,4,6]; c18:bw=21,experts=[4,6]; c0:bw=28,experts=[2,4]; c2:bw=41,experts=[0,4,5,6]","2.6550,3.3893,1.4773,1.3512,2.5926,5.1796,4.6133,2.8365,4.0360,2.6200,3.1059,1.4240,2.7675,2.9029,4.7110,3.4097,3.8525,3.2875,1.5725,3.0223"
21,2026-09-24 12:29:10,Ours,0.01,2.327027876657869,34.93,34.93,21,62.8664,1:02.87,61.3642,0.3212,1.1786,1261.6465,21:01.65,20,"13,14,15,17,3,4,18,19,2,11,12,9,6,5,10,8,0,7,16,1",13:23;14:31;15:19;17:35;3:10;4:48;18:60;19:58;2:39;11:23;12:38;9:25;6:16;5:32;10:40;8:18;0:66;7:12;16:33;1:41,"13:[4,6];14:[4,6,7];15:[4];17:[1,4,6];3:[4];4:[0,4,5,6];18:[0,1,2,4,5,6];19:[0,1,2,4,6];2:[0,4,6];11:[2,4];12:[0,4,6];9:[4,6];6:[4];5:[0,4,6];10:[0,1,4,6];8:[4];0:[0,1,2,4,5,6];7:[4];16:[0,4,6];1:[0,2,4,6]","c13:bw=23,experts=[4,6]; c14:bw=31,experts=[4,6,7]; c15:bw=19,experts=[4]; c17:bw=35,experts=[1,4,6]; c3:bw=10,experts=[4]; c4:bw=48,experts=[0,4,5,6]; c18:bw=60,experts=[0,1,2,4,5,6]; c19:bw=58,experts=[0,1,2,4,6]; c2:bw=39,experts=[0,4,6]; c11:bw=23,experts=[2,4]; c12:bw=38,experts=[0,4,6]; c9:bw=25,experts=[4,6]; c6:bw=16,experts=[4]; c5:bw=32,experts=[0,4,6]; c10:bw=40,experts=[0,1,4,6]; c8:bw=18,experts=[4]; c0:bw=66,experts=[0,1,2,4,5,6]; c7:bw=12,experts=[4]; c16:bw=33,experts=[0,4,6]; c1:bw=41,experts=[0,2,4,6]","4.9441,4.4333,3.8720,2.8492,1.8486,3.9282,3.9099,4.8742,3.2611,2.8390,3.1382,2.8683,2.5357,1.5533,1.3579,2.3841,1.5154,3.2383,2.1118,3.9017"
22,2026-09-24 12:30:05,Ours,0.01,2.342484214536569,35.25,35.25,22,55.0694,0:55.07,53.5317,0.3232,1.2123,1316.7332,21:56.73,20,"4,19,8,17,18,5,10,16,9,1,6,2,11,14,13,15,7,0,12,3",4:36;19:45;8:33;17:62;18:15;5:17;10:10;16:34;9:33;1:10;6:61;2:66;11:43;14:48;13:34;15:66;7:16;0:67;12:64;3:56,"4:[4,5,6];19:[0,4,5,6];8:[0,4,6];17:[0,1,2,4,5,6];18:[4];5:[1];10:[2];16:[0,4,6];9:[0,4,6];1:[4];6:[0,1,2,4,5,6];2:[0,1,2,4,5,6];11:[0,4,5,6];14:[0,4,5,6];13:[4,5,6];15:[0,1,2,4,5,6];7:[4];0:[0,1,2,4,5,6];12:[0,1,2,4,5,6];3:[0,1,4,5,6]","c4:bw=36,experts=[4,5,6]; c19:bw=45,experts=[0,4,5,6]; c8:bw=33,experts=[0,4,6]; c17:bw=62,experts=[0,1,2,4,5,6]; c18:bw=15,experts=[4]; c5:bw=17,experts=[1]; c10:bw=10,experts=[2]; c16:bw=34,experts=[0,4,6]; c9:bw=33,experts=[0,4,6]; c1:bw=10,experts=[4]; c6:bw=61,experts=[0,1,2,4,5,6]; c2:bw=66,experts=[0,1,2,4,5,6]; c11:bw=43,experts=[0,4,5,6]; c14:bw=48,experts=[0,4,5,6]; c13:bw=34,experts=[4,5,6]; c15:bw=66,experts=[0,1,2,4,5,6]; c7:bw=16,experts=[4]; c0:bw=67,experts=[0,1,2,4,5,6]; c12:bw=64,experts=[0,1,2,4,5,6]; c3:bw=56,experts=[0,1,4,5,6]","3.4596,3.9104,2.5458,2.2972,3.0945,1.2837,1.2436,2.1278,2.2973,3.7732,2.1652,2.6609,2.4700,4.0263,4.2309,3.0412,3.3003,1.5412,2.5618,1.5007"
23,2026-09-24 12:31:00,Ours,0.01,2.2665859528193586,37.11,37.11,23,55.3368,0:55.34,53.8618,0.3125,1.1603,1372.0861,22:52.09,20,"2,13,1,19,8,15,3,6,18,12,7,0,4,11,10,17,14,5,9,16",2:32;13:54;1:62;19:21;8:35;15:29;3:15;6:10;18:26;12:26;7:15;0:11;4:56;11:52;10:67;17:70;14:52;5:52;9:50;16:56,"2:[0,4,6];13:[0,2,4,5,6];1:[0,1,2,4,5,6];19:[4,6];8:[1,4,6];15:[4,6];3:[4];6:[4];18:[4,6];12:[4,6];7:[4];0:[4];4:[0,1,4,5,6];11:[0,1,4,5,6];10:[0,1,2,4,5,6];17:[0,1,2,4,5,6,7];14:[0,1,2,4,6];5:[0,2,4,5,6];9:[0,1,4,5,6];16:[0,1,4,5,6]","c2:bw=32,experts=[0,4,6]; c13:bw=54,experts=[0,2,4,5,6]; c1:bw=62,experts=[0,1,2,4,5,6]; c19:bw=21,experts=[4,6]; c8:bw=35,experts=[1,4,6]; c15:bw=29,experts=[4,6]; c3:bw=15,experts=[4]; c6:bw=10,experts=[4]; c18:bw=26,experts=[4,6]; c12:bw=26,experts=[4,6]; c7:bw=15,experts=[4]; c0:bw=11,experts=[4]; c4:bw=56,experts=[0,1,4,5,6]; c11:bw=52,experts=[0,1,4,5,6]; c10:bw=67,experts=[0,1,2,4,5,6]; c17:bw=70,experts=[0,1,2,4,5,6,7]; c14:bw=52,experts=[0,1,2,4,6]; c5:bw=52,experts=[0,2,4,5,6]; c9:bw=50,experts=[0,1,4,5,6]; c16:bw=56,experts=[0,1,4,5,6]","2.6432,4.2676,3.8651,3.8118,2.3489,3.0635,1.5223,2.1221,3.1609,2.6054,3.3187,1.5119,3.5083,2.4984,1.2855,2.3969,4.0361,1.3454,2.3486,2.2011"
24,2026-09-24 12:31:56,Ours,0.01,2.375435424665866,36.61,37.11,23,55.4133,0:55.41,53.9052,0.3136,1.1923,1427.5173,23:47.52,20,"3,14,13,5,8,10,4,17,6,16,18,0,19,9,11,1,12,15,7,2",3:10;14:42;13:50;5:25;8:18;10:39;4:12;17:56;6:30;16:41;18:72;0:31;19:55;9:50;11:10;1:10;12:37;15:44;7:10;2:43,"3:[3];14:[0,3,4,6];13:[3,4,5,6,7];5:[3,4];8:[3];10:[3,4,7];4:[3];17:[0,3,4,5,6];6:[3,4,7];16:[3,4,6,7];18:[0,1,2,3,4,5,6];0:[3,4,7];19:[3,4,5,6,7];9:[0,1,3,4,6];11:[3];1:[3];12:[3,4,6];15:[3,4,6,7];7:[3];2:[3,4,6,7]","c3:bw=10,experts=[3]; c14:bw=42,experts=[0,3,4,6]; c13:bw=50,experts=[3,4,5,6,7]; c5:bw=25,experts=[3,4]; c8:bw=18,experts=[3]; c10:bw=39,experts=[3,4,7]; c4:bw=12,experts=[3]; c17:bw=56,experts=[0,3,4,5,6]; c6:bw=30,experts=[3,4,7]; c16:bw=41,experts=[3,4,6,7]; c18:bw=72,experts=[0,1,2,3,4,5,6]; c0:bw=31,experts=[3,4,7]; c19:bw=55,experts=[3,4,5,6,7]; c9:bw=50,experts=[0,1,3,4,6]; c11:bw=10,experts=[3]; c1:bw=10,experts=[3]; c12:bw=37,experts=[3,4,6]; c15:bw=44,experts=[3,4,6,7]; c7:bw=10,experts=[3]; c2:bw=43,experts=[3,4,6,7]","1.5332,3.9979,4.2952,1.3675,2.3505,1.2650,3.4960,2.3490,2.0979,2.1517,3.2322,1.5254,3.8029,2.3806,2.4350,3.9269,2.5767,3.0831,3.3707,2.6677"
25,2026-09-24 12:32:51,Ours,0.01,2.2430208070651836,38.6,38.6,25,55.7846,0:55.78,54.2728,0.3143,1.1905,1483.3188,24:43.32,20,"18,15,3,2,12,6,9,10,16,4,7,19,5,13,1,14,17,0,11,8",18:59;15:29;3:14;2:12;12:36;6:16;9:40;10:25;16:52;4:58;7:40;19:57;5:64;13:56;1:49;14:26;17:52;0:56;11:60;8:55,"18:[0,4,5,6,7];15:[4,6];3:[7];2:[4];12:[4,6,7];6:[4];9:[4,5,6,7];10:[4,6];16:[0,1,4,5,6];4:[0,4,5,6,7];7:[1,4,6,7];19:[0,1,4,5,6];5:[0,1,2,4,5,6];13:[0,1,4,5,6];1:[0,4,6,7];14:[4,6];17:[0,1,4,5,6];0:[0,1,4,5,6];11:[0,1,4,5,6,7];8:[0,4,5,6,7]","c18:bw=59,experts=[0,4,5,6,7]; c15:bw=29,experts=[4,6]; c3:bw=14,experts=[7]; c2:bw=12,experts=[4]; c12:bw=36,experts=[4,6,7]; c6:bw=16,experts=[4]; c9:bw=40,experts=[4,5,6,7]; c10:bw=25,experts=[4,6]; c16:bw=52,experts=[0,1,4,5,6]; c4:bw=58,experts=[0,4,5,6,7]; c7:bw=40,experts=[1,4,6,7]; c19:bw=57,experts=[0,1,4,5,6]; c5:bw=64,experts=[0,1,2,4,5,6]; c13:bw=56,experts=[0,1,4,5,6]; c1:bw=49,experts=[0,4,6,7]; c14:bw=26,experts=[4,6]; c17:bw=52,experts=[0,1,4,5,6]; c0:bw=56,experts=[0,1,4,5,6]; c11:bw=60,experts=[0,1,4,5,6,7]; c8:bw=55,experts=[0,4,5,6,7]","3.2135,3.1318,1.5165,2.6981,2.5955,2.1276,2.3850,1.2998,2.1732,3.5933,3.3395,3.8478,1.3366,4.2962,3.9016,4.0372,2.3213,1.5669,2.4963,2.3950"
