Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
33,2,1,58,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
33,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
33,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,1,2,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,6,2,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,0,1,72,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
34,7,1,71,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,0,1,72,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,1,1,66,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,6,2,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,3,1,79,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,0,2,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,7,1,71,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,6,2,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,1,1,66,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,1,1,66,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
37,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,3,2,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,8,1,82,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
38,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
38,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
38,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
38,1,1,66,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
38,5,1,96,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
38,2,1,58,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
38,3,2,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
38,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
38,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
38,0,2,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
39,3,1,79,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
39,0,1,72,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
39,1,2,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
39,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
39,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
39,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
39,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
39,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
39,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
40,8,1,82,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
40,1,2,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
40,5,1,96,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
40,6,2,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
40,3,1,79,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
40,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
40,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
40,0,2,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
41,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
41,1,1,66,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
41,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
41,3,2,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
41,0,1,72,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
42,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
42,1,2,66,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
42,3,2,79,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
42,9,2,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
42,6,1,103,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
42,0,1,72,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
42,7,1,71,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
42,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
42,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
43,5,2,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
43,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
43,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
43,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
43,7,1,71,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
43,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
