Round,TestAcc,AvgLoss,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,RoundTimeSec,ClientTrainTimesSec
63,61.35,1.495325245313618,59.6518,0.1603,1.3018,61.1155,"7.2199,4.0562,7.8207,6.1122,6.2272,5.0134,5.2890,5.4699,4.5285,7.9148"
64,61.8,1.4869060887810783,60.4671,0.1494,1.3702,61.9882,"7.7435,7.9685,7.4140,5.9782,5.2624,5.3798,6.1997,4.6020,4.7312,5.1878"
65,60.73,1.4855957410726373,62.9384,0.1439,1.3016,64.3895,"5.7855,7.8525,8.6229,8.5102,6.5534,6.3645,5.5271,4.4465,5.1147,4.1612"
66,61.69,1.4797478717945325,60.6062,0.1435,1.3243,62.0755,"4.4926,7.4927,5.1423,6.2241,4.1291,7.8866,8.0147,5.5451,6.1200,5.5591"
67,61.59,1.475074157506915,60.1601,0.1444,1.2392,61.5452,"8.3208,7.5401,5.0750,6.0975,7.8946,5.4938,4.4297,4.0513,5.2523,6.0049"
68,62.66,1.465508036689965,57.7224,0.1531,1.2327,59.1097,"4.9353,6.1138,4.2732,5.2104,5.7515,7.6350,7.0468,3.9729,5.2377,7.5458"
69,62.36,1.4524262791853326,58.9598,0.154,1.2462,60.3614,"5.9193,5.3366,4.9549,7.8545,4.0783,7.3058,5.4957,4.3581,6.1092,7.5473"
70,62.11,1.4576945165281958,57.9518,0.1638,1.2496,59.3667,"4.8898,4.0619,5.1470,5.7532,5.2407,7.5289,4.3544,7.8281,7.0912,6.0566"
71,62.87,1.4534846613533732,58.5943,0.1566,1.2771,60.0295,"7.8654,5.4740,4.8487,3.9257,5.2651,7.1495,5.9366,7.6675,6.0621,4.3997"
72,62.12,1.4474882371203288,59.0117,0.1451,1.2548,60.4171,"6.2622,5.1261,7.2336,5.2849,7.6228,5.4416,5.9724,4.3024,4.0304,7.7353"
73,63.08,1.435591087170431,58.2029,0.1414,1.2648,59.6105,"4.3086,6.0825,5.8856,4.9542,7.0772,4.0110,5.3540,5.2393,7.5862,7.7042"
74,62.83,1.426859915933631,58.0663,0.1425,1.2156,59.4259,"5.9153,5.4444,4.9067,7.0506,5.2031,6.0293,7.6169,4.2856,7.7013,3.9131"
75,63.37,1.4343693119191037,56.6498,0.1653,1.3782,58.1948,"4.1536,3.9712,4.8400,5.6838,5.0246,7.2684,6.8673,7.5434,5.2550,6.0426"
76,63.88,1.4177713614214813,60.201,0.1616,1.3145,61.6787,"6.3980,7.3432,5.4420,5.9866,4.4015,7.8857,5.4804,7.9855,4.1528,5.1253"
77,64.21,1.407146312132085,60.2602,0.1637,1.2841,61.7094,"4.1942,4.4979,5.1602,6.3411,8.0062,5.4314,7.8894,5.4354,6.0344,7.2701"
78,64.11,1.406708769146092,59.9257,0.163,1.2499,61.3401,"5.5324,8.1743,6.0694,5.4399,6.2806,5.1722,4.1516,7.7088,7.0882,4.3082"
79,63.81,1.4098259371410844,58.0437,0.1382,1.2531,59.4364,"7.6752,4.0174,5.3162,7.7326,5.2373,6.0705,7.0697,5.7580,4.9047,4.2621"
80,65.2,1.3967523124047403,58.1291,0.137,1.2723,59.5398,"7.1084,3.9731,5.2303,4.8821,5.7973,7.8030,4.4203,5.3163,7.5565,6.0418"
81,64.65,1.3956979770100129,58.4903,0.1432,1.2364,59.8715,"7.7946,4.3961,5.9738,4.9975,7.7340,7.1505,3.9998,5.2352,5.9506,5.2583"
82,64.83,1.3895339363312051,57.7394,0.1478,1.2317,59.1204,"4.9102,5.3938,7.6358,6.0913,5.2612,5.8874,4.2955,3.8524,6.8683,7.5435"
83,64.57,1.3861174126265747,56.0512,0.15,1.2047,57.4072,"3.9392,7.5299,4.1216,5.0699,6.8302,5.1326,7.3506,4.7172,5.7755,5.5845"
84,63.97,1.3818154187390048,55.9416,0.1543,1.2026,57.2999,"5.9127,5.7296,4.7316,7.3138,3.8517,4.0829,5.0053,6.8377,7.3854,5.0908"
85,65.11,1.3767750440576696,57.4924,0.1666,1.3299,58.9906,"5.2649,4.1510,5.8479,7.3121,4.7201,7.5136,3.8615,6.0125,7.3662,5.4426"
86,64.96,1.3732942582308247,59.9958,0.1619,1.2668,61.4261,"7.5232,6.6874,4.3772,7.7544,5.4647,7.8638,5.3171,5.8763,5.0254,4.1064"
87,64.99,1.3656866575701478,58.2912,0.1399,1.2694,59.702,"4.9976,4.4407,5.4699,7.1539,7.6184,5.7944,7.6706,3.8669,6.0347,5.2441"
88,65.19,1.3608552053763732,58.5028,0.1468,1.2355,59.8904,"6.0687,7.6257,5.8443,5.2751,5.4573,7.8186,4.0936,4.9514,7.0770,4.2911"
89,65.55,1.3585363204300545,59.1552,0.1471,1.3033,60.607,"5.8957,6.1889,4.4142,4.1609,5.3277,7.2701,5.4024,7.7209,7.8011,4.9733"
90,66.04,1.3563886196044923,59.4804,0.1515,1.2827,60.9212,"5.3892,5.2222,6.1104,4.1430,5.4769,7.7448,4.3410,7.3209,6.0290,7.7029"
91,65.4,1.3512808765985191,58.7775,0.16,1.2978,60.2368,"4.8934,4.1123,7.2061,5.2344,5.9035,7.9488,5.4178,7.6667,4.2949,6.0995"
92,66.15,1.3425643189012866,59.5705,0.1598,1.2782,61.0141,"5.9010,5.3473,4.9679,5.4044,6.1829,7.8374,4.2502,4.4989,7.2596,7.9209"
93,66.15,1.347958365304984,58.856,0.1551,1.3185,60.3312,"5.0757,5.9793,5.3187,4.0600,7.5750,6.0852,7.1936,7.7644,5.4362,4.3679"
94,66.16,1.339587717830728,59.8845,0.1432,1.2807,61.31,"5.4573,4.4852,7.2455,7.9474,7.7661,4.1987,5.0740,6.2508,5.4274,6.0321"
95,65.64,1.3342077158283794,60.3185,0.1319,1.2765,61.7319,"5.4753,4.3045,7.9651,7.7728,5.5207,6.1534,5.1329,6.1908,4.4364,7.3665"
96,66.26,1.332835593574395,60.1513,0.1438,1.2819,61.5786,"4.4941,4.2419,6.0897,5.0753,7.3053,7.9501,7.8942,5.3418,5.4849,6.2739"
97,66.68,1.3235925899085204,59.6703,0.1563,1.2842,61.1124,"5.5445,4.1663,6.2287,7.9129,5.3696,5.0629,5.9164,7.2738,7.7881,4.4070"
98,66.37,1.322039792250035,59.8965,0.1543,1.2877,61.34,"7.8925,6.2140,4.2272,5.3871,7.9583,7.4289,5.4388,5.9819,4.9956,4.3723"
99,66.79,1.3175846696750737,60.2457,0.159,1.3062,61.7156,"6.2640,7.2540,5.4040,5.0657,6.1442,4.2684,7.8937,5.5086,4.4588,7.9844"
100,66.56,1.3136454697147697,59.937,0.1647,1.3197,61.423,"4.4583,6.2876,4.1644,7.3285,7.9241,5.0013,7.8731,5.4382,6.0035,5.4580"
