Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-24 13:56:45,Ours,0.00208,4.309020834416804,1.26,1.26,1,102.771,1:42.77,88.9197,12.3189,1.5266,102.7711,1:42.77,50,"13,39,30,45,17,48,26,25,32,19,12,4,37,8,3,6,41,46,47,15,9,16,24,34,31,0,44,27,33,5,29,11,36,1,21,2,43,35,23,40,10,22,18,49,20,7,42,14,28,38",13:42;39:37;30:49;45:34;17:34;48:26;26:38;25:55;32:10;19:40;12:23;4:40;37:21;8:55;3:51;6:41;41:24;46:10;47:60;15:58;9:45;16:48;24:34;34:35;31:42;0:10;44:47;27:21;33:15;5:44;29:26;11:24;36:47;1:29;21:20;2:29;43:50;35:40;23:65;40:46;10:22;22:26;18:30;49:28;20:55;7:20;42:30;14:54;28:39;38:52,"13:[1,2,4,6];39:[2,4,6];30:[1,2,4,6];45:[2,4,6];17:[2,4,6];48:[2,4];26:[2,4,6];25:[1,2,4,5,6];32:[2];19:[1,2,4,6];12:[2,4];4:[1,2,4,6];37:[2,4];8:[1,2,4,5,6];3:[1,2,4,5,6];6:[1,2,4,6];41:[2,4];46:[2];47:[0,1,2,4,5,6];15:[1,2,4,5,6];9:[1,2,4,6];16:[1,2,4,6];24:[2,4,6];34:[2,4,6];31:[1,2,4,6];0:[2];44:[1,2,4,6];27:[2,4];33:[2];5:[1,2,4,6];29:[2,4];11:[2,4];36:[1,2,4,6];1:[2,4];21:[2,4];2:[2,4];43:[1,2,4,5,6];35:[1,2,4,6];23:[0,1,2,4,5,6];40:[1,2,4,6];10:[2,4];22:[2,4];18:[2,4,6];49:[2,6];20:[1,2,4,5,6];7:[2,6];42:[2,4,6];14:[1,2,4,5,6];28:[2,4,6];38:[1,2,4,5,6]","c13:bw=42,experts=[1,2,4,6]; c39:bw=37,experts=[2,4,6]; c30:bw=49,experts=[1,2,4,6]; c45:bw=34,experts=[2,4,6]; c17:bw=34,experts=[2,4,6]; c48:bw=26,experts=[2,4]; c26:bw=38,experts=[2,4,6]; c25:bw=55,experts=[1,2,4,5,6]; c32:bw=10,experts=[2]; c19:bw=40,experts=[1,2,4,6]; c12:bw=23,experts=[2,4]; c4:bw=40,experts=[1,2,4,6]; c37:bw=21,experts=[2,4]; c8:bw=55,experts=[1,2,4,5,6]; c3:bw=51,experts=[1,2,4,5,6]; c6:bw=41,experts=[1,2,4,6]; c41:bw=24,experts=[2,4]; c46:bw=10,experts=[2]; c47:bw=60,experts=[0,1,2,4,5,6]; c15:bw=58,experts=[1,2,4,5,6]; c9:bw=45,experts=[1,2,4,6]; c16:bw=48,experts=[1,2,4,6]; c24:bw=34,experts=[2,4,6]; c34:bw=35,experts=[2,4,6]; c31:bw=42,experts=[1,2,4,6]; c0:bw=10,experts=[2]; c44:bw=47,experts=[1,2,4,6]; c27:bw=21,experts=[2,4]; c33:bw=15,experts=[2]; c5:bw=44,experts=[1,2,4,6]; c29:bw=26,experts=[2,4]; c11:bw=24,experts=[2,4]; c36:bw=47,experts=[1,2,4,6]; c1:bw=29,experts=[2,4]; c21:bw=20,experts=[2,4]; c2:bw=29,experts=[2,4]; c43:bw=50,experts=[1,2,4,5,6]; c35:bw=40,experts=[1,2,4,6]; c23:bw=65,experts=[0,1,2,4,5,6]; c40:bw=46,experts=[1,2,4,6]; c10:bw=22,experts=[2,4]; c22:bw=26,experts=[2,4]; c18:bw=30,experts=[2,4,6]; c49:bw=28,experts=[2,6]; c20:bw=55,experts=[1,2,4,5,6]; c7:bw=20,experts=[2,6]; c42:bw=30,experts=[2,4,6]; c14:bw=54,experts=[1,2,4,5,6]; c28:bw=39,experts=[2,4,6]; c38:bw=52,experts=[1,2,4,5,6]","1.9618,1.7773,1.8347,2.5224,1.5341,1.2506,1.9568,3.1325,2.0124,1.6413,1.2390,1.8991,1.6361,1.4493,1.9170,2.0647,0.9835,1.4277,1.3634,1.4430,1.8433,2.5126,1.4236,1.4741,1.8731,0.9740,1.3090,1.8989,1.8365,2.5419,2.0517,1.3821,1.4699,1.6711,2.4041,1.2406,1.4938,1.6081,2.0309,1.7247,1.6909,2.1577,1.6533,3.8577,1.9577,1.2155,1.6575,2.1683,1.5011,1.2489"
2,2026-09-24 13:58:22,Ours,0.00406,3.6848633938101534,2.31,2.31,2,97.3288,1:37.33,83.7698,12.0746,1.4792,200.2627,3:20.26,50,"29,38,2,46,45,39,22,44,10,0,18,30,49,33,21,4,24,32,12,31,20,23,26,42,14,15,40,41,9,36,11,48,17,28,37,5,47,3,35,16,13,34,7,43,6,27,19,1,25,8",29:60;38:20;2:22;46:16;45:60;39:37;22:38;44:24;10:59;0:36;18:24;30:10;49:43;33:57;21:28;4:30;24:10;32:20;12:16;31:13;20:15;23:70;26:35;42:53;14:26;15:62;40:17;41:33;9:46;36:63;11:29;48:42;17:51;28:65;37:33;5:69;47:49;3:67;35:16;16:16;13:54;34:47;7:55;43:49;6:17;27:24;19:53;1:41;25:25;8:48,"29:[0,1,2,4,5,6];38:[4,6];2:[4,6];46:[4];45:[0,1,2,4,5,6];39:[0,4,6];22:[0,4,6];44:[4,6];10:[0,1,2,4,6];0:[0,4,6];18:[4,6];30:[4];49:[0,1,4,6];33:[0,1,4,5,6];21:[4,6];4:[0,4,6];24:[4];32:[4,6];12:[4];31:[4];20:[4];23:[0,1,2,3,4,5,6];26:[0,4,6];42:[0,1,4,5,6];14:[4,6];15:[0,1,2,4,5,6];40:[4];41:[0,4,6];9:[0,1,4,6];36:[0,1,2,4,5,6];11:[4,6];48:[0,1,4,6];17:[0,1,4,5,6];28:[0,1,2,4,5,6];37:[0,4,6];5:[0,1,2,4,5,6];47:[0,1,4,6];3:[0,1,2,4,5,6];35:[4];16:[4];13:[0,1,4,5,6];34:[0,1,4,6];7:[0,1,4,5,6];43:[0,1,4,6];6:[4];27:[4,6];19:[0,1,2,4,6];1:[0,1,4,6];25:[4,6];8:[0,1,4,6]","c29:bw=60,experts=[0,1,2,4,5,6]; c38:bw=20,experts=[4,6]; c2:bw=22,experts=[4,6]; c46:bw=16,experts=[4]; c45:bw=60,experts=[0,1,2,4,5,6]; c39:bw=37,experts=[0,4,6]; c22:bw=38,experts=[0,4,6]; c44:bw=24,experts=[4,6]; c10:bw=59,experts=[0,1,2,4,6]; c0:bw=36,experts=[0,4,6]; c18:bw=24,experts=[4,6]; c30:bw=10,experts=[4]; c49:bw=43,experts=[0,1,4,6]; c33:bw=57,experts=[0,1,4,5,6]; c21:bw=28,experts=[4,6]; c4:bw=30,experts=[0,4,6]; c24:bw=10,experts=[4]; c32:bw=20,experts=[4,6]; c12:bw=16,experts=[4]; c31:bw=13,experts=[4]; c20:bw=15,experts=[4]; c23:bw=70,experts=[0,1,2,3,4,5,6]; c26:bw=35,experts=[0,4,6]; c42:bw=53,experts=[0,1,4,5,6]; c14:bw=26,experts=[4,6]; c15:bw=62,experts=[0,1,2,4,5,6]; c40:bw=17,experts=[4]; c41:bw=33,experts=[0,4,6]; c9:bw=46,experts=[0,1,4,6]; c36:bw=63,experts=[0,1,2,4,5,6]; c11:bw=29,experts=[4,6]; c48:bw=42,experts=[0,1,4,6]; c17:bw=51,experts=[0,1,4,5,6]; c28:bw=65,experts=[0,1,2,4,5,6]; c37:bw=33,experts=[0,4,6]; c5:bw=69,experts=[0,1,2,4,5,6]; c47:bw=49,experts=[0,1,4,6]; c3:bw=67,experts=[0,1,2,4,5,6]; c35:bw=16,experts=[4]; c16:bw=16,experts=[4]; c13:bw=54,experts=[0,1,4,5,6]; c34:bw=47,experts=[0,1,4,6]; c7:bw=55,experts=[0,1,4,5,6]; c43:bw=49,experts=[0,1,4,6]; c6:bw=17,experts=[4]; c27:bw=24,experts=[4,6]; c19:bw=53,experts=[0,1,2,4,6]; c1:bw=41,experts=[0,1,4,6]; c25:bw=25,experts=[4,6]; c8:bw=48,experts=[0,1,4,6]","1.9144,1.1871,1.2375,1.3791,2.4233,1.6667,2.0715,1.2978,1.5589,0.9253,1.6203,1.7125,3.6668,1.7357,2.2401,1.8822,1.3027,1.9428,1.1786,1.8124,1.8890,1.9071,1.9151,1.5939,2.0381,1.3649,1.6687,0.9213,1.7228,1.3884,1.3566,1.1603,1.4036,1.4395,1.4145,2.3814,1.2546,1.7586,1.5100,2.4298,1.3442,1.4585,1.1344,1.4106,1.8831,1.8407,1.6249,1.5721,2.8725,1.3549"
3,2026-09-24 14:00:00,Ours,0.006040000000000001,3.516588432770681,3.82,3.82,3,97.4123,1:37.41,83.5584,12.37,1.4726,297.6903,4:57.69,50,"1,49,5,43,29,28,17,3,18,15,19,12,9,42,10,39,20,35,24,46,13,14,31,25,0,30,26,21,37,36,2,44,23,22,45,33,11,48,8,6,27,40,38,41,4,32,47,34,7,16",1:13;49:42;5:13;43:30;29:15;28:56;17:41;3:26;18:40;15:16;19:24;12:37;9:48;42:57;10:10;39:76;20:56;35:49;24:29;46:55;13:54;14:53;31:56;25:35;0:50;30:10;26:52;21:48;37:52;36:26;2:42;44:36;23:11;22:54;45:50;33:25;11:66;48:29;8:30;6:40;27:34;40:50;38:43;41:34;4:52;32:49;47:40;34:18;7:33;16:31,"1:[4];49:[0,1,4,6];5:[4];43:[0,4,6];29:[4];28:[0,1,4,5,6];17:[0,1,4,6];3:[4,6];18:[0,1,4,6];15:[4];19:[4,6];12:[0,4,6];9:[0,1,4,6];42:[0,1,4,5,6];10:[4];39:[0,1,2,3,4,5,6];20:[0,1,4,5,6];35:[0,1,4,6];24:[4,6];46:[0,1,4,5,6];13:[0,1,4,5,6];14:[0,1,4,5,6];31:[0,1,4,5,6];25:[0,4,6];0:[0,1,4,5,6];30:[4];26:[0,1,4,5,6];21:[0,1,4,6];37:[0,1,4,5,6];36:[4,6];2:[0,1,4,6];44:[0,4,6];23:[4];22:[0,1,4,5,6];45:[0,1,4,5,6];33:[4,6];11:[0,1,2,4,5,6];48:[4,6];8:[0,4,6];6:[0,1,4,6];27:[0,4,6];40:[0,1,4,5,6];38:[0,1,4,6];41:[0,4,6];4:[0,1,4,5,6];32:[0,1,4,6];47:[0,1,4,6];34:[4];7:[0,4,6];16:[0,4,6]","c1:bw=13,experts=[4]; c49:bw=42,experts=[0,1,4,6]; c5:bw=13,experts=[4]; c43:bw=30,experts=[0,4,6]; c29:bw=15,experts=[4]; c28:bw=56,experts=[0,1,4,5,6]; c17:bw=41,experts=[0,1,4,6]; c3:bw=26,experts=[4,6]; c18:bw=40,experts=[0,1,4,6]; c15:bw=16,experts=[4]; c19:bw=24,experts=[4,6]; c12:bw=37,experts=[0,4,6]; c9:bw=48,experts=[0,1,4,6]; c42:bw=57,experts=[0,1,4,5,6]; c10:bw=10,experts=[4]; c39:bw=76,experts=[0,1,2,3,4,5,6]; c20:bw=56,experts=[0,1,4,5,6]; c35:bw=49,experts=[0,1,4,6]; c24:bw=29,experts=[4,6]; c46:bw=55,experts=[0,1,4,5,6]; c13:bw=54,experts=[0,1,4,5,6]; c14:bw=53,experts=[0,1,4,5,6]; c31:bw=56,experts=[0,1,4,5,6]; c25:bw=35,experts=[0,4,6]; c0:bw=50,experts=[0,1,4,5,6]; c30:bw=10,experts=[4]; c26:bw=52,experts=[0,1,4,5,6]; c21:bw=48,experts=[0,1,4,6]; c37:bw=52,experts=[0,1,4,5,6]; c36:bw=26,experts=[4,6]; c2:bw=42,experts=[0,1,4,6]; c44:bw=36,experts=[0,4,6]; c23:bw=11,experts=[4]; c22:bw=54,experts=[0,1,4,5,6]; c45:bw=50,experts=[0,1,4,5,6]; c33:bw=25,experts=[4,6]; c11:bw=66,experts=[0,1,2,4,5,6]; c48:bw=29,experts=[4,6]; c8:bw=30,experts=[0,4,6]; c6:bw=40,experts=[0,1,4,6]; c27:bw=34,experts=[0,4,6]; c40:bw=50,experts=[0,1,4,5,6]; c38:bw=43,experts=[0,1,4,6]; c41:bw=34,experts=[0,4,6]; c4:bw=52,experts=[0,1,4,5,6]; c32:bw=49,experts=[0,1,4,6]; c47:bw=40,experts=[0,1,4,6]; c34:bw=18,experts=[4]; c7:bw=33,experts=[0,4,6]; c16:bw=31,experts=[0,4,6]","1.5501,3.6263,2.3801,1.4329,1.9237,1.4322,1.3928,1.7531,1.6011,1.3504,1.6134,1.1853,1.7278,1.6968,1.5773,1.6899,1.9125,1.4780,1.3063,1.3615,1.3854,2.0954,1.8368,2.8756,0.9248,1.7158,1.9358,2.2169,1.4189,1.3524,1.1629,1.3035,1.8666,2.0431,2.3740,1.7137,1.3531,1.1571,1.3150,1.9070,1.8213,1.6450,1.1814,0.9143,1.8716,1.9157,1.2442,1.4601,1.1481,2.4113"
4,2026-09-24 14:01:38,Ours,0.00802,3.4220655741003627,4.94,4.94,4,98.1289,1:38.13,84.1524,12.4567,1.5091,395.8368,6:35.84,50,"49,16,20,40,13,17,3,15,23,25,34,18,11,9,48,47,4,22,7,39,44,2,8,45,36,33,26,32,30,0,46,43,24,37,10,29,19,38,41,5,1,27,21,6,31,12,35,28,42,14",49:20;16:45;20:70;40:45;13:49;17:39;3:34;15:24;23:15;25:43;34:55;18:43;11:49;9:22;48:16;47:32;4:56;22:49;7:45;39:23;44:27;2:60;8:31;45:50;36:44;33:53;26:37;32:62;30:40;0:59;46:38;43:21;24:19;37:62;10:64;29:44;19:47;38:36;41:43;5:73;1:40;27:58;21:27;6:53;31:50;12:63;35:10;28:63;42:21;14:32,"49:[4,6];16:[0,1,4,6];20:[0,1,2,4,5,6,7];40:[0,4,5,6];13:[0,4,5,6];17:[0,4,6];3:[0,4,6];15:[4,6];23:[4];25:[0,1,4,6];34:[0,1,4,5,6];18:[0,1,4,6];11:[0,4,5,6];9:[4,6];48:[4];47:[0,4,6];4:[0,1,4,5,6];22:[0,1,4,6];7:[0,1,4,6];39:[4,6];44:[4,6];2:[0,1,2,4,5,6];8:[0,4,6];45:[0,1,4,5,6];36:[0,1,4,6];33:[0,1,4,5,6];26:[0,4,6];32:[0,1,2,4,5,6];30:[0,1,4,6];0:[0,1,4,5,6];46:[0,4,6];43:[4,6];24:[4];37:[0,1,2,4,5,6];10:[0,1,2,4,5,6];29:[0,4,5,6];19:[0,1,4,6];38:[0,4,6];41:[0,1,4,6];5:[0,1,2,3,4,5,6];1:[0,1,4,6];27:[0,1,4,5,6];21:[4,6];6:[0,1,4,5,6];31:[0,1,4,5,6];12:[0,1,2,4,5,6];35:[4];28:[0,1,2,4,5,6];42:[4,6];14:[0,4,6]","c49:bw=20,experts=[4,6]; c16:bw=45,experts=[0,1,4,6]; c20:bw=70,experts=[0,1,2,4,5,6,7]; c40:bw=45,experts=[0,4,5,6]; c13:bw=49,experts=[0,4,5,6]; c17:bw=39,experts=[0,4,6]; c3:bw=34,experts=[0,4,6]; c15:bw=24,experts=[4,6]; c23:bw=15,experts=[4]; c25:bw=43,experts=[0,1,4,6]; c34:bw=55,experts=[0,1,4,5,6]; c18:bw=43,experts=[0,1,4,6]; c11:bw=49,experts=[0,4,5,6]; c9:bw=22,experts=[4,6]; c48:bw=16,experts=[4]; c47:bw=32,experts=[0,4,6]; c4:bw=56,experts=[0,1,4,5,6]; c22:bw=49,experts=[0,1,4,6]; c7:bw=45,experts=[0,1,4,6]; c39:bw=23,experts=[4,6]; c44:bw=27,experts=[4,6]; c2:bw=60,experts=[0,1,2,4,5,6]; c8:bw=31,experts=[0,4,6]; c45:bw=50,experts=[0,1,4,5,6]; c36:bw=44,experts=[0,1,4,6]; c33:bw=53,experts=[0,1,4,5,6]; c26:bw=37,experts=[0,4,6]; c32:bw=62,experts=[0,1,2,4,5,6]; c30:bw=40,experts=[0,1,4,6]; c0:bw=59,experts=[0,1,4,5,6]; c46:bw=38,experts=[0,4,6]; c43:bw=21,experts=[4,6]; c24:bw=19,experts=[4]; c37:bw=62,experts=[0,1,2,4,5,6]; c10:bw=64,experts=[0,1,2,4,5,6]; c29:bw=44,experts=[0,4,5,6]; c19:bw=47,experts=[0,1,4,6]; c38:bw=36,experts=[0,4,6]; c41:bw=43,experts=[0,1,4,6]; c5:bw=73,experts=[0,1,2,3,4,5,6]; c1:bw=40,experts=[0,1,4,6]; c27:bw=58,experts=[0,1,4,5,6]; c21:bw=27,experts=[4,6]; c6:bw=53,experts=[0,1,4,5,6]; c31:bw=50,experts=[0,1,4,5,6]; c12:bw=63,experts=[0,1,2,4,5,6]; c35:bw=10,experts=[4]; c28:bw=63,experts=[0,1,2,4,5,6]; c42:bw=21,experts=[4,6]; c14:bw=32,experts=[0,4,6]","3.7308,2.4642,1.8899,1.6727,1.3705,1.4096,1.7872,1.3538,1.9233,2.8862,1.4320,1.6314,1.3810,1.7338,1.1819,1.2535,1.9177,2.1095,1.1626,1.7270,1.2795,1.1844,1.3523,2.4021,1.3928,1.7233,1.9037,1.9540,1.7108,0.9139,1.3257,1.3925,1.2773,1.4267,1.6049,1.9470,1.6141,1.1678,0.9167,2.3793,1.5917,1.8329,2.2158,1.9302,1.8332,1.1832,1.5040,1.4344,1.6291,2.1104"
5,2026-09-24 14:03:18,Ours,0.01,3.372686999203647,5.85,5.85,5,100.0363,1:40.04,86.0928,12.3661,1.5716,495.8901,8:15.89,50,"35,6,29,14,13,7,20,12,9,30,48,21,37,11,8,38,17,15,28,24,41,19,4,43,33,46,26,23,10,39,3,42,34,5,40,25,44,18,0,32,31,47,22,27,45,49,16,36,2,1",35:26;6:53;29:55;14:53;13:36;7:24;20:50;12:55;9:62;30:16;48:13;21:35;37:43;11:21;8:37;38:67;17:64;15:45;28:45;24:12;41:46;19:19;4:48;43:59;33:33;46:11;26:19;23:29;10:35;39:65;3:63;42:51;34:36;5:40;40:42;25:34;44:40;18:10;0:50;32:40;31:43;47:48;22:49;27:30;45:62;49:44;16:32;36:26;2:10;1:20,"35:[4,6];6:[0,1,4,5,6];29:[0,1,4,5,6];14:[0,1,4,5,6];13:[0,4,6];7:[4,6];20:[0,1,4,5,6];12:[0,1,4,5,6];9:[0,1,2,4,5,6];30:[4];48:[4];21:[0,4,6];37:[0,4,5,6];11:[4,6];8:[4,5,6];38:[0,1,2,4,5,6];17:[0,1,2,4,5,6];15:[1,4,5,6];28:[0,4,5,6];24:[4];41:[0,4,5,6];19:[4];4:[0,4,5,6];43:[0,1,4,5,6];33:[4,5,6];46:[4];26:[4];23:[4,6];10:[0,4,6];39:[0,1,2,4,5,6];3:[0,1,2,4,5,6];42:[0,1,4,5,6];34:[0,4,6];5:[0,4,5,6];40:[0,4,5,6];25:[0,4,6];44:[0,4,5,6];18:[4];0:[0,1,4,5,6];32:[0,4,5,6];31:[0,4,5,6];47:[0,4,5,6];22:[0,4,5,6];27:[4,5,6];45:[0,1,2,4,5,6];49:[0,4,5,6];16:[0,4,6];36:[4,6];2:[4];1:[4,6]","c35:bw=26,experts=[4,6]; c6:bw=53,experts=[0,1,4,5,6]; c29:bw=55,experts=[0,1,4,5,6]; c14:bw=53,experts=[0,1,4,5,6]; c13:bw=36,experts=[0,4,6]; c7:bw=24,experts=[4,6]; c20:bw=50,experts=[0,1,4,5,6]; c12:bw=55,experts=[0,1,4,5,6]; c9:bw=62,experts=[0,1,2,4,5,6]; c30:bw=16,experts=[4]; c48:bw=13,experts=[4]; c21:bw=35,experts=[0,4,6]; c37:bw=43,experts=[0,4,5,6]; c11:bw=21,experts=[4,6]; c8:bw=37,experts=[4,5,6]; c38:bw=67,experts=[0,1,2,4,5,6]; c17:bw=64,experts=[0,1,2,4,5,6]; c15:bw=45,experts=[1,4,5,6]; c28:bw=45,experts=[0,4,5,6]; c24:bw=12,experts=[4]; c41:bw=46,experts=[0,4,5,6]; c19:bw=19,experts=[4]; c4:bw=48,experts=[0,4,5,6]; c43:bw=59,experts=[0,1,4,5,6]; c33:bw=33,experts=[4,5,6]; c46:bw=11,experts=[4]; c26:bw=19,experts=[4]; c23:bw=29,experts=[4,6]; c10:bw=35,experts=[0,4,6]; c39:bw=65,experts=[0,1,2,4,5,6]; c3:bw=63,experts=[0,1,2,4,5,6]; c42:bw=51,experts=[0,1,4,5,6]; c34:bw=36,experts=[0,4,6]; c5:bw=40,experts=[0,4,5,6]; c40:bw=42,experts=[0,4,5,6]; c25:bw=34,experts=[0,4,6]; c44:bw=40,experts=[0,4,5,6]; c18:bw=10,experts=[4]; c0:bw=50,experts=[0,1,4,5,6]; c32:bw=40,experts=[0,4,5,6]; c31:bw=43,experts=[0,4,5,6]; c47:bw=48,experts=[0,4,5,6]; c22:bw=49,experts=[0,4,5,6]; c27:bw=30,experts=[4,5,6]; c45:bw=62,experts=[0,1,2,4,5,6]; c49:bw=44,experts=[0,4,5,6]; c16:bw=32,experts=[0,4,6]; c36:bw=26,experts=[4,6]; c2:bw=10,experts=[4]; c1:bw=20,experts=[4,6]","1.5385,2.0130,2.0247,2.1870,1.3944,1.1892,1.9534,1.2455,1.7787,1.7323,1.1930,2.3019,1.4449,1.3941,1.3937,1.2124,1.4532,1.4170,1.4630,1.3299,0.9474,1.6652,1.9509,1.4758,1.7624,1.3495,1.8902,1.9185,1.5655,1.7606,1.8131,1.6360,1.4816,2.4411,1.7161,2.9867,1.3147,1.6401,0.9278,2.0679,1.8560,1.2704,2.1352,1.8709,2.4799,3.8121,2.4990,1.4305,1.1671,1.6005"
6,2026-09-24 14:04:59,Ours,0.01,3.3531922822675466,6.92,6.92,6,101.2836,1:41.28,87.4717,12.2461,1.5558,597.1904,9:57.19,50,"35,28,12,16,48,26,19,9,23,21,13,14,5,3,7,45,42,31,33,20,46,18,2,49,8,44,41,4,11,37,36,43,1,25,15,6,34,29,30,22,24,27,10,0,47,17,38,39,32,40",35:19;28:74;12:62;16:54;48:46;26:43;19:37;9:48;23:73;21:10;13:15;14:40;5:27;3:36;7:58;45:23;42:31;31:48;33:14;20:44;46:25;18:40;2:42;49:17;8:67;44:50;41:40;4:17;11:31;37:14;36:10;43:29;1:32;25:43;15:33;6:20;34:54;29:41;30:58;22:32;24:18;27:43;10:10;0:31;47:42;17:27;38:51;39:20;32:10;40:40,"35:[4];28:[0,1,2,3,4,5,6];12:[0,1,2,4,5,6];16:[0,1,4,5,6];48:[0,4,5,6];26:[0,4,5,6];19:[0,4,6];9:[0,4,5,6];23:[0,1,2,4,5,6,7];21:[4];13:[4];14:[0,1,4,6];5:[4,6];3:[0,4,6];7:[0,1,4,5,6];45:[4,6];42:[0,4,6];31:[0,4,5,6];33:[4];20:[0,4,5,6];46:[4,6];18:[0,1,4,6];2:[0,1,4,6];49:[4];8:[0,1,2,4,5,6];44:[0,1,4,5,6];41:[0,1,4,6];4:[4];11:[0,4,6];37:[4];36:[4];43:[4,6];1:[0,4,6];25:[0,4,5,6];15:[0,4,6];6:[4,6];34:[0,1,4,5,6];29:[0,1,4,6];30:[0,1,4,5,6];22:[0,4,6];24:[4];27:[0,4,5,6];10:[4];0:[0,4,6];47:[0,1,4,6];17:[4,6];38:[0,1,4,5,6];39:[4,6];32:[4];40:[0,4,5,6]","c35:bw=19,experts=[4]; c28:bw=74,experts=[0,1,2,3,4,5,6]; c12:bw=62,experts=[0,1,2,4,5,6]; c16:bw=54,experts=[0,1,4,5,6]; c48:bw=46,experts=[0,4,5,6]; c26:bw=43,experts=[0,4,5,6]; c19:bw=37,experts=[0,4,6]; c9:bw=48,experts=[0,4,5,6]; c23:bw=73,experts=[0,1,2,4,5,6,7]; c21:bw=10,experts=[4]; c13:bw=15,experts=[4]; c14:bw=40,experts=[0,1,4,6]; c5:bw=27,experts=[4,6]; c3:bw=36,experts=[0,4,6]; c7:bw=58,experts=[0,1,4,5,6]; c45:bw=23,experts=[4,6]; c42:bw=31,experts=[0,4,6]; c31:bw=48,experts=[0,4,5,6]; c33:bw=14,experts=[4]; c20:bw=44,experts=[0,4,5,6]; c46:bw=25,experts=[4,6]; c18:bw=40,experts=[0,1,4,6]; c2:bw=42,experts=[0,1,4,6]; c49:bw=17,experts=[4]; c8:bw=67,experts=[0,1,2,4,5,6]; c44:bw=50,experts=[0,1,4,5,6]; c41:bw=40,experts=[0,1,4,6]; c4:bw=17,experts=[4]; c11:bw=31,experts=[0,4,6]; c37:bw=14,experts=[4]; c36:bw=10,experts=[4]; c43:bw=29,experts=[4,6]; c1:bw=32,experts=[0,4,6]; c25:bw=43,experts=[0,4,5,6]; c15:bw=33,experts=[0,4,6]; c6:bw=20,experts=[4,6]; c34:bw=54,experts=[0,1,4,5,6]; c29:bw=41,experts=[0,1,4,6]; c30:bw=58,experts=[0,1,4,5,6]; c22:bw=32,experts=[0,4,6]; c24:bw=18,experts=[4]; c27:bw=43,experts=[0,4,5,6]; c10:bw=10,experts=[4]; c0:bw=31,experts=[0,4,6]; c47:bw=42,experts=[0,1,4,6]; c17:bw=27,experts=[4,6]; c38:bw=51,experts=[0,1,4,5,6]; c39:bw=20,experts=[4,6]; c32:bw=10,experts=[4]; c40:bw=40,experts=[0,4,5,6]","1.5702,1.5148,1.2687,2.6106,1.2427,2.0211,1.6678,1.7384,2.0006,2.3549,1.3870,2.1643,2.4739,1.8231,1.1879,2.5328,1.7056,1.8923,1.8367,2.0122,1.4243,1.6903,1.2365,3.8963,1.4413,1.3350,0.9643,1.9565,1.3754,1.4254,1.4336,1.4777,1.6282,2.9737,1.3920,1.9652,1.4606,2.0298,1.7770,2.1600,1.3741,1.8887,1.6218,0.9607,1.3102,1.4700,1.2345,1.7929,2.0106,1.7592"
