Round,TestAcc
1,0.98
2,1.0
3,1.03
4,1.51
5,1.31
6,1.56
7,2.14
8,4.8
9,5.37
10,5.88
11,5.86
12,6.27
13,7.22
14,7.93
15,9.15
16,11.11
17,12.13
18,14.78
19,16.79
20,17.91
21,18.07
22,18.84
23,19.08
24,20.03
25,21.69
26,22.74
27,24.22
28,26.03
29,26.94
30,27.45
31,28.55
32,30.17
33,29.65
34,31.48
35,32.09
36,33.19
37,33.14
38,34.4
39,35.43
40,36.07
41,37.2
42,37.67
43,39.39
44,39.22
45,40.47
46,41.87
47,42.07
48,42.48
49,42.96
50,42.67
51,42.65
52,44.36
53,43.96
54,44.62
55,45.18
56,45.62
57,46.47
58,46.52
59,47.38
60,47.89
61,47.47
62,49.06
63,49.4
64,49.86
65,50.71
66,50.34
67,50.33
68,50.91
69,51.44
70,51.69
71,51.71
72,50.79
73,51.9
74,52.02
75,52.31
76,53.52
77,53.42
78,53.92
79,54.82
80,54.86
81,54.64
82,55.57
83,55.27
84,55.79
85,56.15
86,55.46
87,56.24
88,55.93
89,55.37
90,55.4
91,56.28
92,56.7
93,56.42
94,56.62
95,57.45
96,57.07
97,57.2
98,57.45
99,58.43
100,58.94
