Round,TestAcc
1,1.21
2,2.73
3,3.44
4,7.08
5,6.68
6,9.6
7,9.55
8,9.95
9,15.79
10,17.52
11,21.63
12,21.35
13,22.05
14,20.07
15,26.53
16,19.21
17,28.81
18,25.52
19,31.43
20,30.4
21,32.88
22,36.61
23,31.75
24,32.08
25,39.85
26,38.82
27,39.55
28,41.57
29,42.51
30,37.25
31,43.79
32,35.16
33,40.34
34,43.08
35,36.88
36,39.45
37,38.0
38,32.93
39,40.36
40,39.49
41,43.35
42,48.26
43,48.99
44,50.57
45,47.37
46,45.41
47,48.64
48,53.6
49,50.96
50,51.47
51,49.5
52,52.4
53,52.93
54,53.06
55,54.17
56,51.47
57,53.35
58,53.93
59,54.73
60,56.09
61,56.26
62,57.69
63,53.42
64,55.6
65,58.33
66,53.43
67,51.69
68,54.4
69,57.78
70,57.96
71,57.36
72,55.16
73,54.6
74,56.62
75,59.8
76,57.6
77,57.57
78,60.4
79,60.5
80,61.73
81,61.77
82,59.62
83,59.74
84,56.09
85,60.64
86,60.02
87,56.63
88,57.76
89,60.39
90,62.63
91,58.58
92,61.63
93,58.49
94,62.37
95,61.52
96,62.08
97,63.68
98,61.04
99,62.92
100,62.8
