Round,TestAcc
1,1.31
2,3.13
3,4.95
4,7.61
5,6.27
6,9.15
7,11.63
8,14.15
9,12.6
10,14.84
11,19.68
12,15.7
13,20.89
14,23.49
15,17.72
16,26.77
17,27.7
18,19.26
19,34.23
20,19.17
21,32.37
22,35.34
23,32.57
24,34.46
25,35.25
26,32.99
27,37.42
28,36.42
29,37.52
30,38.6
31,38.69
32,36.6
33,44.69
34,44.56
35,45.5
36,43.82
37,48.18
38,40.3
39,43.95
40,46.94
41,45.56
42,43.96
43,45.99
44,50.09
45,37.33
46,51.96
47,38.73
48,53.5
49,48.61
50,50.45
51,51.43
52,48.07
53,51.04
54,53.22
55,52.97
56,52.73
57,53.82
58,54.72
59,53.99
60,55.98
61,51.94
62,56.72
63,49.58
64,57.15
65,53.66
66,57.58
67,53.39
68,56.82
69,56.41
70,42.1
71,58.96
72,50.34
73,56.43
74,56.27
75,57.94
76,58.57
77,56.39
78,60.16
79,59.55
80,59.22
81,59.78
82,58.78
83,60.91
84,56.58
85,53.79
86,60.96
87,54.69
88,60.93
89,47.91
90,61.1
91,57.56
92,59.1
93,61.88
94,55.74
95,61.55
96,60.82
97,62.0
98,59.3
99,62.29
100,60.58
