Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,SelectedExperts,ClientTrainTimesSec
1,2026-09-14 19:10:05,MoE,0.01,2.2459021440291513,9.375,9.375,1,3.2367,0:03.24,3.0805,0.0211,0.1299,3.2367,0:03.24,2,"1,0",1:1;0:1,"1.7978,1.2827"
