Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
26,2026-09-24 12:59:28,Ours,0.01,2.2571971038402214,38.36,38.36,26,70.6663,1:10.67,65.0436,4.291,1.3295,1802.3175,30:02.32,20,"5,7,1,2,8,16,12,6,19,10,9,14,3,0,17,11,13,4,18,15",5:20;7:31;1:33;2:30;8:53;16:10;12:41;6:34;19:15;10:38;9:50;14:49;3:44;0:11;17:32;11:57;13:16;4:48;18:10;15:42,"5:[4,6];7:[4,5,6];1:[1,4,6];2:[4,5,6];8:[0,4,5,6];16:[];12:[0,1,4,6];6:[2,4,6];19:[];10:[4,5,6];9:[0,1,4,5,6];14:[0,4,5,6];3:[0,4,7];0:[4];17:[4,6];11:[1,4,5,6];13:[4];4:[0,4,5,6];18:[];15:[4,5,6]","c5:bw=20,experts=[4,6]; c7:bw=31,experts=[4,5,6]; c1:bw=33,experts=[1,4,6]; c2:bw=30,experts=[4,5,6]; c8:bw=53,experts=[0,4,5,6]; c16:bw=10,experts=[]; c12:bw=41,experts=[0,1,4,6]; c6:bw=34,experts=[2,4,6]; c19:bw=15,experts=[]; c10:bw=38,experts=[4,5,6]; c9:bw=50,experts=[0,1,4,5,6]; c14:bw=49,experts=[0,4,5,6]; c3:bw=44,experts=[0,4,7]; c0:bw=11,experts=[4]; c17:bw=32,experts=[4,6]; c11:bw=57,experts=[1,4,5,6]; c13:bw=16,experts=[4]; c4:bw=48,experts=[0,4,5,6]; c18:bw=10,experts=[]; c15:bw=42,experts=[4,5,6]","1.7486,3.9884,4.5598,3.3089,2.9043,2.6695,3.1402,2.6064,4.4769,1.6682,2.8798,4.7727,1.9514,1.9341,2.8498,3.0104,5.0201,4.1096,3.7525,3.6921"
27,2026-09-24 13:00:38,Ours,0.01,2.1903357227475735,40.04,40.04,27,70.7678,1:10.77,65.0537,4.3884,1.3235,1873.1036,31:13.10,20,"10,5,14,13,12,17,6,8,11,18,19,7,0,15,2,16,9,1,3,4",10:62;5:37;14:26;13:57;12:22;17:36;6:63;8:55;11:66;18:18;19:18;7:51;0:36;15:46;2:20;16:20;9:18;1:62;3:21;4:12,"10:[0,1,2,4,5,6];5:[4,5,6];14:[2,4];13:[0,1,4,5,6];12:[4,6];17:[4,5,6];6:[0,1,2,4,5,6];8:[0,4,5,6];11:[0,1,2,4,5,6];18:[4];19:[];7:[0,4,5,6];0:[4,5,6];15:[4,5,6];2:[4];16:[4];9:[4];1:[0,1,2,4,5,6];3:[2,4];4:[4]","c10:bw=62,experts=[0,1,2,4,5,6]; c5:bw=37,experts=[4,5,6]; c14:bw=26,experts=[2,4]; c13:bw=57,experts=[0,1,4,5,6]; c12:bw=22,experts=[4,6]; c17:bw=36,experts=[4,5,6]; c6:bw=63,experts=[0,1,2,4,5,6]; c8:bw=55,experts=[0,4,5,6]; c11:bw=66,experts=[0,1,2,4,5,6]; c18:bw=18,experts=[4]; c19:bw=18,experts=[]; c7:bw=51,experts=[0,4,5,6]; c0:bw=36,experts=[4,5,6]; c15:bw=46,experts=[4,5,6]; c2:bw=20,experts=[4]; c16:bw=20,experts=[4]; c9:bw=18,experts=[4]; c1:bw=62,experts=[0,1,2,4,5,6]; c3:bw=21,experts=[2,4]; c4:bw=12,experts=[4]","1.6829,1.7569,4.7816,5.0715,3.1551,2.8508,2.6206,2.8817,3.0008,3.8024,4.4419,3.9515,1.9722,3.7043,3.2578,2.6873,2.8368,4.5453,1.9577,4.0946"
28,2026-09-24 13:01:49,Ours,0.01,2.2430610030812828,39.41,40.04,27,70.4227,1:10.42,64.9049,4.182,1.3294,1943.5489,32:23.55,20,"5,6,19,8,3,14,1,7,9,15,13,4,10,18,12,16,0,2,17,11",5:33;6:29;19:33;8:29;3:12;14:15;1:25;7:10;9:49;15:32;13:31;4:10;10:40;18:34;12:42;16:35;0:47;2:10;17:48;11:66,"5:[4,6,7];6:[4];19:[2,4,6];8:[1,2];3:[4];14:[];1:[4];7:[];9:[0,4,5,6];15:[4,5,6];13:[4,6];4:[];10:[4,5,6];18:[4,6];12:[0,4,5,6];16:[2,4,6];0:[0,4,5,6];2:[];17:[1,4,6];11:[0,1,2,4,5,6]","c5:bw=33,experts=[4,6,7]; c6:bw=29,experts=[4]; c19:bw=33,experts=[2,4,6]; c8:bw=29,experts=[1,2]; c3:bw=12,experts=[4]; c14:bw=15,experts=[]; c1:bw=25,experts=[4]; c7:bw=10,experts=[]; c9:bw=49,experts=[0,4,5,6]; c15:bw=32,experts=[4,5,6]; c13:bw=31,experts=[4,6]; c4:bw=10,experts=[]; c10:bw=40,experts=[4,5,6]; c18:bw=34,experts=[4,6]; c12:bw=42,experts=[0,4,5,6]; c16:bw=35,experts=[2,4,6]; c0:bw=47,experts=[0,4,5,6]; c2:bw=10,experts=[]; c17:bw=48,experts=[1,4,6]; c11:bw=66,experts=[0,1,2,4,5,6]","1.7352,2.5774,4.5055,2.8697,1.9421,4.7484,4.5157,3.9357,2.8556,3.6692,5.0294,4.1081,1.6847,3.8146,3.1237,2.7055,1.9554,3.2773,2.8261,3.0258"
29,2026-09-24 13:03:00,Ours,0.01,2.148023429017772,41.53,41.53,29,70.7414,1:10.74,65.0699,4.3675,1.3018,2014.3127,33:34.31,20,"12,5,4,15,8,3,14,16,18,10,11,19,7,9,0,6,2,17,1,13",12:10;5:33;4:38;15:70;8:34;3:32;14:35;16:48;18:24;10:10;11:59;19:39;7:21;9:44;0:44;6:43;2:18;17:59;1:33;13:13,"12:[4];5:[4,5,6];4:[2,4];15:[0,1,2,4,5,6];8:[1,4,6];3:[4,5,6];14:[4,5,7];16:[0,4,5,6];18:[4];10:[4];11:[0,1,4,5,6];19:[4,5,6];7:[2];9:[4,5,6];0:[0,4,5,6];6:[0,4,5,6];2:[4];17:[0,1,4,5,6];1:[4,5,6];13:[4]","c12:bw=10,experts=[4]; c5:bw=33,experts=[4,5,6]; c4:bw=38,experts=[2,4]; c15:bw=70,experts=[0,1,2,4,5,6]; c8:bw=34,experts=[1,4,6]; c3:bw=32,experts=[4,5,6]; c14:bw=35,experts=[4,5,7]; c16:bw=48,experts=[0,4,5,6]; c18:bw=24,experts=[4]; c10:bw=10,experts=[4]; c11:bw=59,experts=[0,1,4,5,6]; c19:bw=39,experts=[4,5,6]; c7:bw=21,experts=[2]; c9:bw=44,experts=[4,5,6]; c0:bw=44,experts=[0,4,5,6]; c6:bw=43,experts=[0,4,5,6]; c2:bw=18,experts=[4]; c17:bw=59,experts=[0,1,4,5,6]; c1:bw=33,experts=[4,5,6]; c13:bw=13,experts=[4]","3.1400,1.7458,4.1468,3.7461,2.8705,1.9529,4.7540,2.7066,3.8034,1.6759,3.0058,4.5221,3.9535,2.8733,1.9733,2.6020,3.2446,2.8231,4.5244,5.0058"
30,2026-09-24 13:04:10,Ours,0.01,2.152713769498288,42.26,42.26,30,70.8556,1:10.86,65.0996,4.4155,1.3356,2085.1885,34:45.19,20,"14,19,13,16,15,5,6,11,1,17,12,0,2,7,8,4,9,18,3,10",14:49;19:24;13:27;16:31;15:22;5:62;6:11;11:46;1:35;17:19;12:24;0:17;2:27;7:12;8:41;4:51;9:54;18:57;3:59;10:71,"14:[0,4,5,6];19:[4,6];13:[2,4];16:[4,5,6];15:[4];5:[0,1,2,4,5,6];6:[4];11:[1,4,5,6];1:[4,6];17:[4];12:[2,4];0:[2];2:[0,2];7:[4];8:[0,2,4,6];4:[0,4,5,6];9:[0,4,5,6];18:[0,4,5,6];3:[0,1,2,4,6];10:[0,1,2,4,5,6,7]","c14:bw=49,experts=[0,4,5,6]; c19:bw=24,experts=[4,6]; c13:bw=27,experts=[2,4]; c16:bw=31,experts=[4,5,6]; c15:bw=22,experts=[4]; c5:bw=62,experts=[0,1,2,4,5,6]; c6:bw=11,experts=[4]; c11:bw=46,experts=[1,4,5,6]; c1:bw=35,experts=[4,6]; c17:bw=19,experts=[4]; c12:bw=24,experts=[2,4]; c0:bw=17,experts=[2]; c2:bw=27,experts=[0,2]; c7:bw=12,experts=[4]; c8:bw=41,experts=[0,2,4,6]; c4:bw=51,experts=[0,4,5,6]; c9:bw=54,experts=[0,4,5,6]; c18:bw=57,experts=[0,4,5,6]; c3:bw=59,experts=[0,1,2,4,6]; c10:bw=71,experts=[0,1,2,4,5,6,7]","4.8114,4.5193,5.0557,2.7318,3.6620,1.7679,2.5898,2.9721,4.5025,2.8159,3.1155,1.9541,3.2777,3.9169,2.9046,4.1414,2.8833,3.8314,1.9607,1.6857"
31,2026-09-24 13:05:22,Ours,0.01,2.1298857449078934,42.77,42.77,31,71.1921,1:11.19,65.4046,4.4487,1.3365,2156.4012,35:56.40,20,"1,6,11,9,19,4,7,14,15,18,10,5,17,3,13,0,16,8,2,12",1:30;6:29;11:29;9:45;19:40;4:19;7:63;14:61;15:55;18:58;10:33;5:62;17:35;3:24;13:32;0:47;16:36;8:33;2:15;12:35,"1:[4,5,6];6:[4,6];11:[4];9:[4,5,6];19:[0,4,5,6];4:[];7:[0,1,2,4,5,6];14:[0,1,2,4,5,6];15:[0,2,4,5,6];18:[0,1,2,4,6];10:[4,5,6];5:[0,2,4,5,6];17:[4,5,6];3:[4,6];13:[4,5,6];0:[0,4,5,6];16:[4,5,6];8:[2,4,6];2:[];12:[4,6]","c1:bw=30,experts=[4,5,6]; c6:bw=29,experts=[4,6]; c11:bw=29,experts=[4]; c9:bw=45,experts=[4,5,6]; c19:bw=40,experts=[0,4,5,6]; c4:bw=19,experts=[]; c7:bw=63,experts=[0,1,2,4,5,6]; c14:bw=61,experts=[0,1,2,4,5,6]; c15:bw=55,experts=[0,2,4,5,6]; c18:bw=58,experts=[0,1,2,4,6]; c10:bw=33,experts=[4,5,6]; c5:bw=62,experts=[0,2,4,5,6]; c17:bw=35,experts=[4,5,6]; c3:bw=24,experts=[4,6]; c13:bw=32,experts=[4,5,6]; c0:bw=47,experts=[0,4,5,6]; c16:bw=36,experts=[4,5,6]; c8:bw=33,experts=[2,4,6]; c2:bw=15,experts=[]; c12:bw=35,experts=[4,6]","4.5778,2.6177,3.0071,2.8621,4.4983,4.1016,3.9914,4.8200,3.7080,3.9421,1.6667,1.7350,2.8396,1.9596,5.0392,1.9900,2.7421,2.9012,3.2706,3.1343"
32,2026-09-24 13:06:33,Ours,0.01,2.1193330868387865,43.2,43.2,32,70.9273,1:10.93,65.1622,4.4346,1.3283,2227.3479,37:07.35,20,"12,19,1,5,7,0,6,9,10,17,3,8,11,2,16,4,15,14,18,13",12:49;19:27;1:21;5:36;7:47;0:46;6:27;9:31;10:22;17:28;3:28;8:21;11:27;2:54;16:48;4:49;15:36;14:32;18:35;13:63,"12:[3,4,6];19:[3,7];1:[3,4];5:[4,5,6];7:[3,4,5,6];0:[3,4,6,7];6:[3,7];9:[3,4,7];10:[3,4];17:[3,7];3:[3,4];8:[3,4];11:[3,4];2:[1,3,4,6,7];16:[3,4,6,7];4:[1,4,6];15:[3,4,7];14:[3,4,5];18:[4,6,7];13:[0,2,3,4,5,6]","c12:bw=49,experts=[3,4,6]; c19:bw=27,experts=[3,7]; c1:bw=21,experts=[3,4]; c5:bw=36,experts=[4,5,6]; c7:bw=47,experts=[3,4,5,6]; c0:bw=46,experts=[3,4,6,7]; c6:bw=27,experts=[3,7]; c9:bw=31,experts=[3,4,7]; c10:bw=22,experts=[3,4]; c17:bw=28,experts=[3,7]; c3:bw=28,experts=[3,4]; c8:bw=21,experts=[3,4]; c11:bw=27,experts=[3,4]; c2:bw=54,experts=[1,3,4,6,7]; c16:bw=48,experts=[3,4,6,7]; c4:bw=49,experts=[1,4,6]; c15:bw=36,experts=[3,4,7]; c14:bw=32,experts=[3,4,5]; c18:bw=35,experts=[4,6,7]; c13:bw=63,experts=[0,2,3,4,5,6]","3.1576,4.5121,4.5656,1.7507,3.9694,1.9541,2.5574,2.8635,1.6903,2.8557,1.9626,2.8756,2.9961,3.2814,2.7125,4.1211,3.7101,4.7767,3.8220,5.0276"
33,2026-09-24 13:07:44,Ours,0.01,2.057141051014856,44.11,44.11,33,71.3305,1:11.33,65.358,4.6263,1.3441,2298.7003,38:18.70,20,"16,14,11,3,7,15,5,17,0,9,8,1,18,10,12,19,2,4,13,6",16:44;14:37;11:53;3:70;7:52;15:24;5:29;17:59;0:62;9:42;8:50;1:34;18:55;10:46;12:46;19:25;2:24;4:45;13:30;6:37,"16:[1,4,5,6];14:[1,4,6];11:[4,5,6,7];3:[0,1,2,4,5,6];7:[4,5,6,7];15:[4,6];5:[3,4];17:[0,2,4,5,6];0:[0,1,2,4,5,6];9:[2,4,5,6];8:[0,4,5,6,7];1:[4,6,7];18:[0,3,4,5,6];10:[2,4,5,6];12:[0,4,6,7];19:[1,4];2:[4];4:[3,4,6,7];13:[4,6,7];6:[4,5,6]","c16:bw=44,experts=[1,4,5,6]; c14:bw=37,experts=[1,4,6]; c11:bw=53,experts=[4,5,6,7]; c3:bw=70,experts=[0,1,2,4,5,6]; c7:bw=52,experts=[4,5,6,7]; c15:bw=24,experts=[4,6]; c5:bw=29,experts=[3,4]; c17:bw=59,experts=[0,2,4,5,6]; c0:bw=62,experts=[0,1,2,4,5,6]; c9:bw=42,experts=[2,4,5,6]; c8:bw=50,experts=[0,4,5,6,7]; c1:bw=34,experts=[4,6,7]; c18:bw=55,experts=[0,3,4,5,6]; c10:bw=46,experts=[2,4,5,6]; c12:bw=46,experts=[0,4,6,7]; c19:bw=25,experts=[1,4]; c2:bw=24,experts=[4]; c4:bw=45,experts=[3,4,6,7]; c13:bw=30,experts=[4,6,7]; c6:bw=37,experts=[4,5,6]","2.7489,4.7901,3.0232,1.9539,4.0002,3.6775,1.7307,2.8629,1.9759,2.8552,2.9003,4.5675,3.8482,1.6961,3.1574,4.4695,3.2528,4.1471,5.0141,2.6864"
34,2026-09-24 13:08:55,Ours,0.01,2.0345915767690625,45.44,45.44,34,71.1101,1:11.11,65.1888,4.608,1.311,2369.8313,39:29.83,20,"10,14,18,9,16,8,13,6,11,3,15,0,12,7,2,5,19,4,1,17",10:26;14:66;18:29;9:68;16:54;8:42;13:57;6:48;11:52;3:72;15:10;0:22;12:24;7:32;2:54;5:60;19:50;4:46;1:46;17:16,"10:[4];14:[0,1,2,4,6];18:[4,6];9:[0,1,2,4,5,6];16:[0,2,4,5,6];8:[0,4,5,6];13:[0,1,4,5,6];6:[4,5,6];11:[0,1,4,5,6];3:[0,1,2,4,5,6,7];15:[4];0:[4];12:[1,4];7:[4,5,6];2:[0,2,4,5,6];5:[0,2,4,5,6];19:[0,2,4,5,6];4:[1,2,4,6];1:[0,4,5,6];17:[4]","c10:bw=26,experts=[4]; c14:bw=66,experts=[0,1,2,4,6]; c18:bw=29,experts=[4,6]; c9:bw=68,experts=[0,1,2,4,5,6]; c16:bw=54,experts=[0,2,4,5,6]; c8:bw=42,experts=[0,4,5,6]; c13:bw=57,experts=[0,1,4,5,6]; c6:bw=48,experts=[4,5,6]; c11:bw=52,experts=[0,1,4,5,6]; c3:bw=72,experts=[0,1,2,4,5,6,7]; c15:bw=10,experts=[4]; c0:bw=22,experts=[4]; c12:bw=24,experts=[1,4]; c7:bw=32,experts=[4,5,6]; c2:bw=54,experts=[0,2,4,5,6]; c5:bw=60,experts=[0,2,4,5,6]; c19:bw=50,experts=[0,2,4,5,6]; c4:bw=46,experts=[1,2,4,6]; c1:bw=46,experts=[0,4,5,6]; c17:bw=16,experts=[4]","1.6546,4.8104,3.8526,2.8709,2.7239,2.8873,5.0323,2.5894,3.0168,1.9523,3.6770,1.9586,3.1047,3.9634,3.2876,1.7395,4.5170,4.1717,4.5360,2.8428"
35,2026-09-24 13:10:06,Ours,0.01,2.018968662307837,45.31,45.44,34,71.0144,1:11.01,65.2708,4.4066,1.3347,2440.8679,40:40.87,20,"10,19,8,12,5,0,13,4,7,3,15,1,14,17,2,16,9,6,11,18",10:57;19:22;8:50;12:22;5:41;0:20;13:48;4:33;7:48;3:24;15:47;1:31;14:20;17:32;2:46;16:10;9:27;6:44;11:69;18:51,"10:[0,4,5,6];19:[4,6];8:[0,1,4,5,6];12:[4];5:[0,4,5,6];0:[4,6];13:[0,1,4,6];4:[4,5,6];7:[4,5,6];3:[4];15:[0,4,5,6];1:[1,2,4];14:[4,6];17:[4,5,6];2:[0,4,5,6];16:[4];9:[4,6];6:[1,2,4,6];11:[0,1,2,4,5,6];18:[1,2,4,5,6]","c10:bw=57,experts=[0,4,5,6]; c19:bw=22,experts=[4,6]; c8:bw=50,experts=[0,1,4,5,6]; c12:bw=22,experts=[4]; c5:bw=41,experts=[0,4,5,6]; c0:bw=20,experts=[4,6]; c13:bw=48,experts=[0,1,4,6]; c4:bw=33,experts=[4,5,6]; c7:bw=48,experts=[4,5,6]; c3:bw=24,experts=[4]; c15:bw=47,experts=[0,4,5,6]; c1:bw=31,experts=[1,2,4]; c14:bw=20,experts=[4,6]; c17:bw=32,experts=[4,5,6]; c2:bw=46,experts=[0,4,5,6]; c16:bw=10,experts=[4]; c9:bw=27,experts=[4,6]; c6:bw=44,experts=[1,2,4,6]; c11:bw=69,experts=[0,1,2,4,5,6]; c18:bw=51,experts=[1,2,4,5,6]","1.6968,4.5375,2.9123,3.1092,1.7408,1.9585,5.0085,4.1190,3.9699,1.9601,3.7186,4.5596,4.7895,2.8478,3.2810,2.7055,2.8377,2.6458,3.0273,3.8454"
36,2026-09-24 13:11:17,Ours,0.01,2.0122978983986717,46.32,46.32,36,70.9365,1:10.94,65.1427,4.4759,1.3156,2511.8286,41:51.83,20,"10,8,1,18,7,6,2,3,15,14,19,4,13,12,11,9,17,5,0,16",10:56;8:51;1:10;18:11;7:27;6:43;2:50;3:60;15:68;14:18;19:48;4:74;13:47;12:35;11:33;9:37;17:49;5:49;0:36;16:10,"10:[0,1,4,5,6];8:[0,4,5,6];1:[];18:[4];7:[4,6];6:[1,2,4,6];2:[0,1,2,4,6];3:[0,1,2,4,5,6];15:[0,1,2,4,5,6];14:[4];19:[2,4,6];4:[0,1,2,4,5,6,7];13:[4,5,6];12:[4,5,6];11:[4,6];9:[4,5,6];17:[0,4,5,6];5:[4,5,6,7];0:[4,5,6];16:[4]","c10:bw=56,experts=[0,1,4,5,6]; c8:bw=51,experts=[0,4,5,6]; c1:bw=10,experts=[]; c18:bw=11,experts=[4]; c7:bw=27,experts=[4,6]; c6:bw=43,experts=[1,2,4,6]; c2:bw=50,experts=[0,1,2,4,6]; c3:bw=60,experts=[0,1,2,4,5,6]; c15:bw=68,experts=[0,1,2,4,5,6]; c14:bw=18,experts=[4]; c19:bw=48,experts=[2,4,6]; c4:bw=74,experts=[0,1,2,4,5,6,7]; c13:bw=47,experts=[4,5,6]; c12:bw=35,experts=[4,5,6]; c11:bw=33,experts=[4,6]; c9:bw=37,experts=[4,5,6]; c17:bw=49,experts=[0,4,5,6]; c5:bw=49,experts=[4,5,6,7]; c0:bw=36,experts=[4,5,6]; c16:bw=10,experts=[4]","1.6952,2.9043,4.5285,3.7851,3.9297,2.5964,3.3047,1.9725,3.7151,4.7372,4.5176,4.2095,5.0273,3.1337,2.9939,2.8575,2.8445,1.7451,1.9526,2.6921"
37,2026-09-24 13:12:28,Ours,0.01,1.9894107806574675,46.84,46.84,37,71.0645,1:11.06,65.3082,4.4357,1.3156,2582.9159,43:02.92,20,"7,11,15,17,9,1,3,10,19,6,2,12,5,4,0,18,14,13,16,8",7:42;11:63;15:51;17:56;9:40;1:18;3:36;10:58;19:42;6:65;2:36;12:49;5:39;4:39;0:54;18:10;14:28;13:12;16:31;8:10,"7:[1,4,5,6];11:[0,1,4,5,6];15:[0,1,4,5,6];17:[1,4,5,6];9:[1,4,5,6];1:[4];3:[4,5,6];10:[0,1,4,5,6];19:[0,4,5,6];6:[0,1,4,5,6];2:[1,4,6];12:[1,4,5,6];5:[4,5,6];4:[1,4,6];0:[0,4,5,6];18:[4];14:[4,7];13:[4];16:[4,5,6];8:[4]","c7:bw=42,experts=[1,4,5,6]; c11:bw=63,experts=[0,1,4,5,6]; c15:bw=51,experts=[0,1,4,5,6]; c17:bw=56,experts=[1,4,5,6]; c9:bw=40,experts=[1,4,5,6]; c1:bw=18,experts=[4]; c3:bw=36,experts=[4,5,6]; c10:bw=58,experts=[0,1,4,5,6]; c19:bw=42,experts=[0,4,5,6]; c6:bw=65,experts=[0,1,4,5,6]; c2:bw=36,experts=[1,4,6]; c12:bw=49,experts=[1,4,5,6]; c5:bw=39,experts=[4,5,6]; c4:bw=39,experts=[1,4,6]; c0:bw=54,experts=[0,4,5,6]; c18:bw=10,experts=[4]; c14:bw=28,experts=[4,7]; c13:bw=12,experts=[4]; c16:bw=31,experts=[4,5,6]; c8:bw=10,experts=[4]","4.0134,2.9938,3.6919,2.8648,2.8580,4.5518,1.9575,1.6966,4.4953,2.5957,3.2946,3.1339,1.7686,4.1534,1.9644,3.7923,4.8596,5.0248,2.6965,2.9013"
38,2026-09-24 13:13:39,Ours,0.01,1.9933061307827635,48.05,48.05,38,70.9435,1:10.94,65.1731,4.4523,1.3157,2653.8824,44:13.88,20,"2,12,1,9,6,18,13,14,16,11,15,0,5,10,19,8,4,17,7,3",2:10;12:47;1:31;9:26;6:17;18:44;13:63;14:41;16:38;11:17;15:12;0:40;5:10;10:39;19:61;8:46;4:52;17:41;7:51;3:38,"2:[4];12:[2,4,5,6];1:[1,4,6];9:[4,6];6:[4];18:[0,4,5,6];13:[0,1,2,4,5,6];14:[0,4,5,6];16:[4,5,6];11:[4];15:[4];0:[0,4,5,6];5:[];10:[4,6,7];19:[0,1,4,5,6];8:[0,2,4,6];4:[0,2,4,5,6];17:[4,5,6];7:[0,1,4,5,6];3:[4,5,6]","c2:bw=10,experts=[4]; c12:bw=47,experts=[2,4,5,6]; c1:bw=31,experts=[1,4,6]; c9:bw=26,experts=[4,6]; c6:bw=17,experts=[4]; c18:bw=44,experts=[0,4,5,6]; c13:bw=63,experts=[0,1,2,4,5,6]; c14:bw=41,experts=[0,4,5,6]; c16:bw=38,experts=[4,5,6]; c11:bw=17,experts=[4]; c15:bw=12,experts=[4]; c0:bw=40,experts=[0,4,5,6]; c5:bw=10,experts=[]; c10:bw=39,experts=[4,6,7]; c19:bw=61,experts=[0,1,4,5,6]; c8:bw=46,experts=[0,2,4,6]; c4:bw=52,experts=[0,2,4,5,6]; c17:bw=41,experts=[4,5,6]; c7:bw=51,experts=[0,1,4,5,6]; c3:bw=38,experts=[4,5,6]","3.2951,3.1589,4.5501,2.8453,2.5783,3.8059,5.0555,4.7771,2.6955,2.9656,3.6629,1.9756,1.7461,1.6833,4.5286,2.8843,4.1450,2.8488,4.0062,1.9651"
39,2026-09-24 13:14:50,Ours,0.01,1.955053501582976,47.46,48.05,38,70.7968,1:10.80,65.0847,4.3921,1.3177,2724.7013,45:24.70,20,"3,13,2,11,15,19,0,12,6,18,10,16,7,9,1,8,14,4,17,5",3:26;13:49;2:36;11:51;15:30;19:18;0:10;12:49;6:31;18:25;10:24;16:29;7:40;9:24;1:45;8:45;14:57;4:36;17:42;5:75,"3:[4,6];13:[0,4,5,6];2:[4,6];11:[0,1,4,5,6];15:[4,5,6];19:[4];0:[4];12:[0,4,5,6];6:[4,6];18:[4];10:[4,6];16:[4,6];7:[2,4,6];9:[4,6];1:[0,4,5,6];8:[0,4,5,6];14:[0,4,5,6];4:[1,4,6];17:[4,5,6];5:[0,1,2,4,5,6,7]","c3:bw=26,experts=[4,6]; c13:bw=49,experts=[0,4,5,6]; c2:bw=36,experts=[4,6]; c11:bw=51,experts=[0,1,4,5,6]; c15:bw=30,experts=[4,5,6]; c19:bw=18,experts=[4]; c0:bw=10,experts=[4]; c12:bw=49,experts=[0,4,5,6]; c6:bw=31,experts=[4,6]; c18:bw=25,experts=[4]; c10:bw=24,experts=[4,6]; c16:bw=29,experts=[4,6]; c7:bw=40,experts=[2,4,6]; c9:bw=24,experts=[4,6]; c1:bw=45,experts=[0,4,5,6]; c8:bw=45,experts=[0,4,5,6]; c14:bw=57,experts=[0,4,5,6]; c4:bw=36,experts=[1,4,6]; c17:bw=42,experts=[4,5,6]; c5:bw=75,experts=[0,1,2,4,5,6,7]","1.9526,5.0808,3.3073,3.0242,3.6987,4.4847,1.9543,3.1312,2.6118,3.7693,1.6681,2.6807,3.9719,2.8418,4.5484,2.9021,4.7653,4.1086,2.8465,1.7363"
40,2026-09-24 13:16:01,Ours,0.01,2.036631178615298,47.42,48.05,38,70.9195,1:10.92,65.1635,4.4375,1.3161,2795.6466,46:35.65,20,"15,3,9,14,13,7,19,11,17,5,6,4,18,2,8,1,0,12,16,10",15:22;3:10;9:40;14:58;13:32;7:66;19:23;11:15;17:30;5:32;6:46;4:19;18:38;2:65;8:26;1:42;0:36;12:42;16:29;10:60,"15:[3];3:[3];9:[3,4,6,7];14:[0,3,4,5,6];13:[3,4,6];7:[0,1,3,4,5,6];19:[3,7];11:[3];17:[3,4,7];5:[4,5,6];6:[3,4,6,7];4:[];18:[4,6,7];2:[0,3,4,5,6,7];8:[3,4];1:[3,4,6];0:[3,4,7];12:[3,4,5,6];16:[3,7];10:[0,1,3,4,5,6]","c15:bw=22,experts=[3]; c3:bw=10,experts=[3]; c9:bw=40,experts=[3,4,6,7]; c14:bw=58,experts=[0,3,4,5,6]; c13:bw=32,experts=[3,4,6]; c7:bw=66,experts=[0,1,3,4,5,6]; c19:bw=23,experts=[3,7]; c11:bw=15,experts=[3]; c17:bw=30,experts=[3,4,7]; c5:bw=32,experts=[4,5,6]; c6:bw=46,experts=[3,4,6,7]; c4:bw=19,experts=[]; c18:bw=38,experts=[4,6,7]; c2:bw=65,experts=[0,3,4,5,6,7]; c8:bw=26,experts=[3,4]; c1:bw=42,experts=[3,4,6]; c0:bw=36,experts=[3,4,7]; c12:bw=42,experts=[3,4,5,6]; c16:bw=29,experts=[3,7]; c10:bw=60,experts=[0,1,3,4,5,6]","3.7294,1.9469,2.8664,4.7734,5.0422,3.9981,4.4965,3.0041,2.8298,1.7389,2.5916,4.0729,3.7796,3.3001,2.8754,4.5325,1.9849,3.1568,2.7377,1.7062"
