Round,TestAcc
1,20.697777777777777
2,21.447777777777777
3,24.967777777777776
4,47.41777777777778
5,40.053333333333335
6,37.85888888888889
7,44.8
8,30.18555555555556
9,50.23444444444444
10,46.324444444444445
11,32.91777777777778
12,53.032222222222224
13,29.547777777777775
14,53.45333333333333
15,60.59333333333333
16,37.477777777777774
17,57.964444444444446
18,46.31444444444445
19,46.01
20,27.956666666666667
21,55.24444444444445
22,37.10111111111111
23,56.31555555555556
24,44.053333333333335
25,47.71888888888889
26,36.08888888888889
27,56.69888888888889
28,33.23444444444444
29,47.32
30,35.61222222222222
31,40.297777777777775
32,57.59555555555556
33,60.96888888888889
34,63.83444444444444
35,58.74333333333333
36,60.51222222222222
37,40.85333333333333
38,63.63444444444445
39,62.64
40,62.57555555555555
41,58.77222222222223
42,62.52222222222223
43,63.03
44,60.78333333333333
45,64.52
46,64.47888888888889
47,63.81666666666667
48,61.06666666666667
49,61.17555555555556
50,64.68888888888888
51,58.02777777777778
52,56.827777777777776
53,60.19222222222222
54,55.65777777777778
55,55.55222222222222
56,64.22666666666667
57,44.31
58,52.63333333333333
59,63.653333333333336
60,56.83444444444444
61,61.803333333333335
62,66.51444444444445
63,63.876666666666665
64,63.574444444444445
65,66.74555555555555
66,49.74
67,65.03
68,65.88444444444444
69,64.95222222222222
70,63.24111111111111
71,63.12444444444444
72,63.34777777777778
73,68.89555555555556
74,64.5911111111111
75,68.57111111111111
76,68.9888888888889
77,67.03777777777778
78,69.88333333333334
79,64.72222222222223
80,70.31111111111112
81,66.21222222222222
82,70.38444444444444
83,70.0188888888889
84,68.64
85,62.83111111111111
86,62.79222222222222
87,64.7311111111111
88,60.35111111111111
89,69.56444444444445
90,64.88888888888889
91,70.2911111111111
92,71.17111111111112
93,71.43777777777778
94,65.37444444444445
95,65.46333333333334
96,64.30222222222223
97,65.20666666666666
98,63.14666666666667
99,65.83888888888889
100,64.56666666666666
