Round,TestAcc
1,18.691111111111116
2,40.43666666666667
3,46.31222222222223
4,50.42666666666667
5,54.45333333333333
6,54.39888888888889
7,57.09444444444444
8,53.736666666666665
9,56.42555555555556
10,59.22555555555556
11,59.44777777777778
12,55.30777777777778
13,55.82555555555555
14,61.55555555555556
15,61.24888888888889
16,60.46222222222222
17,62.937777777777775
18,62.49333333333333
19,63.36111111111112
20,64.12666666666667
21,62.76
22,60.95777777777778
23,63.74444444444445
24,61.855555555555554
25,60.24888888888889
26,62.71333333333333
27,64.42888888888889
28,58.98777777777778
29,61.97111111111112
30,62.153333333333336
31,62.19222222222222
32,65.57777777777778
33,66.65777777777778
34,66.73777777777778
35,66.69888888888889
36,66.98333333333333
37,66.82
38,65.74777777777778
39,67.90777777777778
40,63.605555555555554
41,60.906666666666666
42,65.01666666666667
43,66.7911111111111
44,67.11444444444444
45,65.84222222222222
46,68.10444444444444
47,68.80666666666667
48,69.10555555555555
49,68.5911111111111
50,68.99666666666667
51,68.51
52,68.95
53,69.25111111111111
54,67.67444444444445
55,69.06888888888889
56,64.25222222222222
57,65.25222222222222
58,66.48555555555555
59,68.4888888888889
60,69.01333333333334
61,69.21666666666667
62,69.69222222222223
63,69.00444444444445
64,69.38444444444444
65,69.71777777777778
66,70.67333333333333
67,69.75444444444445
68,70.2688888888889
69,70.62666666666667
70,70.42111111111112
71,70.70333333333333
72,69.1588888888889
73,69.77333333333333
74,69.0911111111111
75,70.24888888888889
76,70.19
77,70.24777777777778
78,70.61
79,70.53888888888889
80,70.95333333333333
81,69.68
82,71.1
83,70.63333333333334
84,71.35333333333334
85,70.89555555555556
86,71.27444444444444
87,66.30111111111111
88,68.61333333333333
89,69.87
90,70.47666666666667
91,70.63111111111111
92,71.01333333333334
93,71.15222222222222
94,70.82777777777778
95,66.28
96,68.49444444444444
97,69.24777777777778
98,70.34333333333333
99,70.32333333333334
100,71.08222222222223
