Round,TestAcc
1,17.43111111111111
2,38.87555555555556
3,46.41111111111111
4,51.43222222222222
5,53.91777777777778
6,55.46333333333333
7,56.99111111111111
8,54.09111111111111
9,56.583333333333336
10,60.29
11,59.38333333333333
12,57.52333333333333
13,57.556666666666665
14,63.33444444444444
15,62.26222222222222
16,62.534444444444446
17,64.99888888888889
18,62.42666666666667
19,64.88666666666667
20,64.20555555555555
21,65.2088888888889
22,63.86
23,67.7911111111111
24,62.806666666666665
25,63.43222222222222
26,66.42222222222222
27,66.38
28,66.03777777777778
29,65.11333333333333
30,65.09
31,68.08111111111111
32,68.25333333333333
33,68.95
34,68.87666666666667
35,68.82111111111111
36,68.69222222222223
37,68.95777777777778
38,68.04333333333334
39,69.62222222222222
40,66.33666666666667
41,67.68444444444444
42,70.01666666666667
43,68.32444444444444
44,69.35777777777778
45,66.53888888888889
46,70.55777777777777
47,69.89888888888889
48,69.80888888888889
49,70.78
50,70.24666666666667
51,70.19777777777777
52,70.35777777777778
53,70.65666666666667
54,70.84333333333333
55,69.88111111111111
56,69.37222222222222
57,69.67666666666666
58,71.4
59,70.71666666666667
60,70.11111111111111
61,70.90333333333334
62,70.97666666666667
63,70.26
64,70.85888888888888
65,70.32333333333334
66,71.5411111111111
67,70.64777777777778
68,71.4011111111111
69,71.20777777777778
70,71.28
71,71.61555555555556
72,70.15222222222222
73,71.49666666666667
74,71.6511111111111
75,71.30777777777777
76,71.58222222222223
77,71.85111111111111
78,71.58
79,71.22666666666667
80,71.7088888888889
81,71.47222222222223
82,71.97
83,71.57444444444444
84,71.97888888888889
85,71.7688888888889
86,71.78555555555556
87,73.7311111111111
88,71.09
89,72.51222222222222
90,71.95333333333333
91,71.87
92,72.47888888888889
93,72.10444444444444
94,71.99333333333334
95,72.55666666666667
96,71.83444444444444
97,72.87
98,71.95666666666666
99,72.53666666666666
100,72.15666666666667
