Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
82,2026-09-19 10:31:34,Ours,0.01,0.7200174788434225,80.96,83.06,72,63.3984,1:03.40,59.2607,2.8472,1.2889,5241.9338,1:27:21.93,10,"1,0,6,8,7,3,2,9,5,4",1:121;0:57;6:69;8:109;7:75;3:74;2:56;9:105;5:76;4:56,"1:[0,1,2,4,5,6,8,11,12,13,14,15];0:[0,1,4,6,13];6:[1,4,5,6,9,13];8:[1,2,4,5,6,8,9,11,12,13];7:[0,1,4,5,6,12,13];3:[0,1,4,5,6,12,13];2:[4,5,6,12,13];9:[0,1,2,4,5,6,9,13,14,15];5:[0,2,4,6,10,13,15];4:[0,4,5,6,13]","c1:bw=121,experts=[0,1,2,4,5,6,8,11,12,13,14,15]; c0:bw=57,experts=[0,1,4,6,13]; c6:bw=69,experts=[1,4,5,6,9,13]; c8:bw=109,experts=[1,2,4,5,6,8,9,11,12,13]; c7:bw=75,experts=[0,1,4,5,6,12,13]; c3:bw=74,experts=[0,1,4,5,6,12,13]; c2:bw=56,experts=[4,5,6,12,13]; c9:bw=105,experts=[0,1,2,4,5,6,9,13,14,15]; c5:bw=76,experts=[0,2,4,6,10,13,15]; c4:bw=56,experts=[0,4,5,6,13]","21.0335,6.9711,2.2468,7.7149,4.2207,0.8644,0.5257,5.4440,6.7938,3.4458"
83,2026-09-19 10:32:38,Ours,0.01,0.720318640882381,82.37,83.06,72,63.2402,1:03.24,59.1351,2.7791,1.3244,5305.3386,1:28:25.34,10,"9,4,2,7,5,0,6,1,8,3",9:97;4:19;2:77;7:70;5:10;0:10;6:100;1:119;8:74;3:80,"9:[0,1,2,4,5,6,8,13,14];4:[6];2:[0,2,4,5,6,12,13];7:[0,1,2,4,5,6,13];5:[4];0:[4];6:[0,1,2,4,5,6,8,11,13,15];1:[0,1,2,4,5,6,8,11,13,14,15];8:[0,2,4,5,6,12,13];3:[0,1,4,5,6,11,12,13]","c9:bw=97,experts=[0,1,2,4,5,6,8,13,14]; c4:bw=19,experts=[6]; c2:bw=77,experts=[0,2,4,5,6,12,13]; c7:bw=70,experts=[0,1,2,4,5,6,13]; c5:bw=10,experts=[4]; c0:bw=10,experts=[4]; c6:bw=100,experts=[0,1,2,4,5,6,8,11,13,15]; c1:bw=119,experts=[0,1,2,4,5,6,8,11,13,14,15]; c8:bw=74,experts=[0,2,4,5,6,12,13]; c3:bw=80,experts=[0,1,4,5,6,11,12,13]","5.4563,3.4221,0.5524,4.2179,6.8175,6.9177,2.2446,20.8603,7.7441,0.9022"
84,2026-09-19 10:33:41,Ours,0.01,0.711363704023323,81.96,83.06,72,63.3109,1:03.31,59.302,2.7147,1.2927,5368.8398,1:29:28.84,10,"8,3,1,6,9,2,7,5,4,0",8:126;3:61;1:110;6:10;9:39;2:69;7:89;5:38;4:52;0:19,"8:[0,1,2,4,5,6,8,9,11,12,13,15];3:[0,1,4,5,6,13];1:[0,1,2,4,5,6,8,11,12,13,15];6:[4];9:[4,6,13];2:[1,4,5,6,12,13];7:[0,1,4,5,6,8,11,13];5:[3,4,6];4:[0,4,5,6,13];0:[4]","c8:bw=126,experts=[0,1,2,4,5,6,8,9,11,12,13,15]; c3:bw=61,experts=[0,1,4,5,6,13]; c1:bw=110,experts=[0,1,2,4,5,6,8,11,12,13,15]; c6:bw=10,experts=[4]; c9:bw=39,experts=[4,6,13]; c2:bw=69,experts=[1,4,5,6,12,13]; c7:bw=89,experts=[0,1,4,5,6,8,11,13]; c5:bw=38,experts=[3,4,6]; c4:bw=52,experts=[0,4,5,6,13]; c0:bw=19,experts=[4]","7.5093,0.9113,21.0889,2.2698,5.6786,0.5338,4.1505,6.5086,3.4891,7.1621"
85,2026-09-19 10:34:45,Ours,0.01,0.7123850625063048,82.79,83.06,72,63.2307,1:03.23,59.0365,2.9055,1.2872,5432.2715,1:30:32.27,10,"0,2,8,6,1,4,9,3,5,7",0:72;2:86;8:132;6:79;1:107;4:79;9:109;3:97;5:23;7:21,"0:[0,1,4,5,6,10,13];2:[2,4,5,6,8,12,13,15];8:[0,1,2,4,5,6,8,9,11,12,13,14,15];6:[0,1,4,5,6,13,14];1:[0,1,2,4,5,6,8,11,13,15];4:[0,4,5,6,12,13,14];9:[0,1,2,4,5,6,12,13,14,15];3:[0,1,2,4,5,6,11,12,13];5:[4,6];7:[4,15]","c0:bw=72,experts=[0,1,4,5,6,10,13]; c2:bw=86,experts=[2,4,5,6,8,12,13,15]; c8:bw=132,experts=[0,1,2,4,5,6,8,9,11,12,13,14,15]; c6:bw=79,experts=[0,1,4,5,6,13,14]; c1:bw=107,experts=[0,1,2,4,5,6,8,11,13,15]; c4:bw=79,experts=[0,4,5,6,12,13,14]; c9:bw=109,experts=[0,1,2,4,5,6,12,13,14,15]; c3:bw=97,experts=[0,1,2,4,5,6,11,12,13]; c5:bw=23,experts=[4,6]; c7:bw=21,experts=[4,15]","6.9594,0.5371,7.6441,2.2675,20.9258,3.4295,5.4597,0.8809,6.7300,4.2025"
86,2026-09-19 10:35:48,Ours,0.01,0.7070048771571357,81.64,83.06,72,63.0521,1:03.05,58.9904,2.7788,1.2815,5495.3731,1:31:35.37,10,"5,8,2,6,0,4,7,3,1,9",5:90;8:53;2:45;6:104;0:56;4:35;7:83;3:52;1:136;9:81,"5:[0,1,2,4,5,6,10,13,15];8:[4,5,6,12,13];2:[4,6,10,13];6:[0,1,2,4,5,6,8,11,13,15];0:[1,4,5,6,13];4:[4,6,13];7:[0,1,2,4,6,8,10,13];3:[0,1,4,6,13];1:[0,1,2,4,5,6,8,9,10,11,13,14,15];9:[0,1,4,5,6,10,13,14]","c5:bw=90,experts=[0,1,2,4,5,6,10,13,15]; c8:bw=53,experts=[4,5,6,12,13]; c2:bw=45,experts=[4,6,10,13]; c6:bw=104,experts=[0,1,2,4,5,6,8,11,13,15]; c0:bw=56,experts=[1,4,5,6,13]; c4:bw=35,experts=[4,6,13]; c7:bw=83,experts=[0,1,2,4,6,8,10,13]; c3:bw=52,experts=[0,1,4,6,13]; c1:bw=136,experts=[0,1,2,4,5,6,8,9,10,11,13,14,15]; c9:bw=81,experts=[0,1,4,5,6,10,13,14]","6.5810,7.6523,0.5440,2.3121,7.0254,3.3453,4.1743,0.8867,20.7934,5.6758"
87,2026-09-19 10:36:51,Ours,0.01,0.7118576618689885,83.0,83.06,72,63.295,1:03.29,59.1605,2.8303,1.3025,5558.9311,1:32:38.93,10,"1,2,7,5,6,3,4,9,8,0",1:55;2:127;7:42;5:10;6:113;3:128;4:64;9:71;8:87;0:66,"1:[0,1,4,6,13];2:[0,1,2,4,5,6,8,9,11,12,13,15];7:[0,4,6,13];5:[9];6:[0,1,2,4,5,6,8,11,12,13,15];3:[0,1,2,4,5,6,8,9,10,11,12,13];4:[0,4,5,6,12,13];9:[0,1,4,5,6,11,13];8:[0,1,4,5,6,10,12,13];0:[0,1,4,5,6,13]","c1:bw=55,experts=[0,1,4,6,13]; c2:bw=127,experts=[0,1,2,4,5,6,8,9,11,12,13,15]; c7:bw=42,experts=[0,4,6,13]; c5:bw=10,experts=[9]; c6:bw=113,experts=[0,1,2,4,5,6,8,11,12,13,15]; c3:bw=128,experts=[0,1,2,4,5,6,8,9,10,11,12,13]; c4:bw=64,experts=[0,4,5,6,12,13]; c9:bw=71,experts=[0,1,4,5,6,11,13]; c8:bw=87,experts=[0,1,4,5,6,10,12,13]; c0:bw=66,experts=[0,1,4,5,6,13]","20.9628,0.5389,4.0712,6.7688,2.2978,0.8933,3.4813,5.5056,7.4929,7.1479"
88,2026-09-19 10:37:55,Ours,0.01,0.7090085499255588,81.74,83.06,72,63.3301,1:03.33,59.2558,2.7884,1.2844,5622.3031,1:33:42.30,10,"8,6,3,7,0,4,9,1,5,2",8:81;6:51;3:62;7:78;0:117;4:71;9:58;1:53;5:57;2:86,"8:[0,1,2,4,5,6,12,13];6:[0,1,4,6,13];3:[0,1,4,5,6,13];7:[0,2,4,5,6,10,13];0:[0,1,2,4,5,6,8,11,12,13,15];4:[0,4,5,6,7,13,14];9:[1,4,5,6,13];1:[0,1,4,6,13];5:[0,4,6,12,13];2:[0,1,2,4,5,6,12,13]","c8:bw=81,experts=[0,1,2,4,5,6,12,13]; c6:bw=51,experts=[0,1,4,6,13]; c3:bw=62,experts=[0,1,4,5,6,13]; c7:bw=78,experts=[0,2,4,5,6,10,13]; c0:bw=117,experts=[0,1,2,4,5,6,8,11,12,13,15]; c4:bw=71,experts=[0,4,5,6,7,13,14]; c9:bw=58,experts=[1,4,5,6,13]; c1:bw=53,experts=[0,1,4,6,13]; c5:bw=57,experts=[0,4,6,12,13]; c2:bw=86,experts=[0,1,2,4,5,6,12,13]","7.4942,2.3131,0.9183,4.2451,7.0723,3.3532,5.5997,20.8874,6.8189,0.5535"
89,2026-09-19 10:38:58,Ours,0.01,0.7084785108093186,82.59,83.06,72,63.2175,1:03.22,59.221,2.7233,1.2717,5685.5865,1:34:45.59,10,"3,8,2,9,7,5,0,6,4,1",3:58;8:139;2:84;9:114;7:40;5:86;0:24;6:60;4:58;1:77,"3:[0,4,5,6,13];8:[0,1,2,4,5,6,8,9,11,12,13,14,15];2:[0,2,4,5,6,8,12,13];9:[0,1,2,4,5,6,7,12,13,14,15];7:[0,4,6,13];5:[0,1,2,4,6,10,13,15];0:[4,9];6:[0,1,2,4,6,13];4:[0,4,5,6,13];1:[0,1,2,4,6,8,13]","c3:bw=58,experts=[0,4,5,6,13]; c8:bw=139,experts=[0,1,2,4,5,6,8,9,11,12,13,14,15]; c2:bw=84,experts=[0,2,4,5,6,8,12,13]; c9:bw=114,experts=[0,1,2,4,5,6,7,12,13,14,15]; c7:bw=40,experts=[0,4,6,13]; c5:bw=86,experts=[0,1,2,4,6,10,13,15]; c0:bw=24,experts=[4,9]; c6:bw=60,experts=[0,1,2,4,6,13]; c4:bw=58,experts=[0,4,5,6,13]; c1:bw=77,experts=[0,1,2,4,6,8,13]","0.8727,7.6105,0.5514,5.6872,4.1738,6.5961,7.2052,2.2668,3.4506,20.8068"
90,2026-09-19 10:40:01,Ours,0.01,0.6996621353689011,82.51,83.06,72,63.1985,1:03.20,59.1449,2.7797,1.2723,5748.8219,1:35:48.82,10,"7,1,3,9,0,6,2,5,8,4",7:135;1:58;3:68;9:120;0:121;6:49;2:40;5:51;8:95;4:67,"7:[0,1,2,4,5,6,8,9,10,11,12,13,15];1:[1,2,4,6,13];3:[0,1,4,5,6,13];9:[0,1,2,4,5,6,7,11,12,13,14,15];0:[0,1,2,4,5,6,8,11,12,13,14,15];6:[1,4,6,13];2:[4,6,12,13];5:[1,2,4,6,13];8:[0,1,2,4,5,6,8,12,13];4:[0,4,5,6,12,13]","c7:bw=135,experts=[0,1,2,4,5,6,8,9,10,11,12,13,15]; c1:bw=58,experts=[1,2,4,6,13]; c3:bw=68,experts=[0,1,4,5,6,13]; c9:bw=120,experts=[0,1,2,4,5,6,7,11,12,13,14,15]; c0:bw=121,experts=[0,1,2,4,5,6,8,11,12,13,14,15]; c6:bw=49,experts=[1,4,6,13]; c2:bw=40,experts=[4,6,12,13]; c5:bw=51,experts=[1,2,4,6,13]; c8:bw=95,experts=[0,1,2,4,5,6,8,12,13]; c4:bw=67,experts=[0,4,5,6,12,13]","4.1089,20.8915,0.9006,5.7027,7.1153,2.1904,0.5208,6.6788,7.6419,3.3939"
91,2026-09-19 10:41:05,Ours,0.01,0.7097680583218153,83.38,83.38,91,63.1844,1:03.18,59.2137,2.6835,1.2857,5812.4035,1:36:52.40,10,"1,9,5,7,3,4,0,6,2,8",1:94;9:66;5:98;7:97;3:75;4:102;0:42;6:55;2:21;8:43,"1:[0,1,2,4,5,6,8,13,15];9:[0,1,4,5,6,13];5:[0,1,2,4,5,6,10,13,15];7:[0,1,2,4,5,6,8,12,13];3:[0,1,4,5,6,12,13];4:[0,1,2,4,5,6,7,12,13,14];0:[1,4,6,13];6:[1,4,6,10,13];2:[4,6];8:[4,5,6,13]","c1:bw=94,experts=[0,1,2,4,5,6,8,13,15]; c9:bw=66,experts=[0,1,4,5,6,13]; c5:bw=98,experts=[0,1,2,4,5,6,10,13,15]; c7:bw=97,experts=[0,1,2,4,5,6,8,12,13]; c3:bw=75,experts=[0,1,4,5,6,12,13]; c4:bw=102,experts=[0,1,2,4,5,6,7,12,13,14]; c0:bw=42,experts=[1,4,6,13]; c6:bw=55,experts=[1,4,6,10,13]; c2:bw=21,experts=[4,6]; c8:bw=43,experts=[4,5,6,13]","21.0140,5.6633,6.8450,4.1612,0.8554,3.3095,7.1073,2.2516,0.5405,7.4660"
92,2026-09-19 10:42:09,Ours,0.01,0.7003079564239825,81.44,83.38,91,63.1913,1:03.19,59.2055,2.6785,1.3058,5875.9773,1:37:55.98,10,"3,7,1,0,8,6,9,2,5,4",3:54;7:64;1:37;0:56;8:36;6:86;9:105;2:47;5:124;4:50,"3:[0,1,4,6,13];7:[0,4,5,6,13,14];1:[4,6,13];0:[0,4,5,6,13];8:[4,6,13];6:[0,1,2,4,5,6,13,15];9:[0,1,2,4,5,6,12,13,14,15];2:[4,5,6,13];5:[0,1,2,4,5,6,9,10,11,13,14,15];4:[0,4,5,6,13]","c3:bw=54,experts=[0,1,4,6,13]; c7:bw=64,experts=[0,4,5,6,13,14]; c1:bw=37,experts=[4,6,13]; c0:bw=56,experts=[0,4,5,6,13]; c8:bw=36,experts=[4,6,13]; c6:bw=86,experts=[0,1,2,4,5,6,13,15]; c9:bw=105,experts=[0,1,2,4,5,6,12,13,14,15]; c2:bw=47,experts=[4,5,6,13]; c5:bw=124,experts=[0,1,2,4,5,6,9,10,11,13,14,15]; c4:bw=50,experts=[0,4,5,6,13]","0.8602,4.1559,20.9128,7.1593,7.4492,2.3046,5.6673,0.5503,6.8232,3.3226"
93,2026-09-19 10:43:12,Ours,0.01,0.7115044120349436,83.87,83.87,93,62.8971,1:02.90,59.0957,2.5277,1.2723,5939.2741,1:38:59.27,10,"1,3,7,9,6,8,5,4,0,2",1:89;3:59;7:42;9:109;6:42;8:10;5:15;4:60;0:35;2:96,"1:[0,1,2,4,5,6,8,13];3:[0,4,5,6,13];7:[0,4,6,13];9:[0,1,2,4,5,6,12,13,14,15];6:[1,4,6,13];8:[4];5:[4];4:[0,1,4,5,6,13];0:[4,6,7];2:[0,1,2,4,5,6,8,12,13]","c1:bw=89,experts=[0,1,2,4,5,6,8,13]; c3:bw=59,experts=[0,4,5,6,13]; c7:bw=42,experts=[0,4,6,13]; c9:bw=109,experts=[0,1,2,4,5,6,12,13,14,15]; c6:bw=42,experts=[1,4,6,13]; c8:bw=10,experts=[4]; c5:bw=15,experts=[4]; c4:bw=60,experts=[0,1,4,5,6,13]; c0:bw=35,experts=[4,6,7]; c2:bw=96,experts=[0,1,2,4,5,6,8,12,13]","20.9917,0.8882,4.2544,5.6740,2.2753,7.3282,6.7193,3.4461,6.9834,0.5351"
94,2026-09-19 10:44:15,Ours,0.01,0.7002568511699832,81.61,83.87,93,63.0287,1:03.03,58.8733,2.8051,1.3487,6002.7852,1:40:02.79,10,"7,2,5,4,6,9,1,8,0,3",7:84;2:122;5:77;4:59;6:57;9:95;1:133;8:14;0:105;3:64,"7:[0,1,2,4,5,6,10,13];2:[0,1,2,4,5,6,8,9,11,12,13,15];5:[1,2,4,6,8,10,13];4:[0,4,5,6,13];6:[1,4,5,6,13];9:[0,1,2,4,5,6,13,14,15];1:[0,1,2,4,5,6,8,10,11,12,13,14,15];8:[4];0:[0,1,2,4,5,6,8,11,13,15];3:[0,1,4,5,6,13]","c7:bw=84,experts=[0,1,2,4,5,6,10,13]; c2:bw=122,experts=[0,1,2,4,5,6,8,9,11,12,13,15]; c5:bw=77,experts=[1,2,4,6,8,10,13]; c4:bw=59,experts=[0,4,5,6,13]; c6:bw=57,experts=[1,4,5,6,13]; c9:bw=95,experts=[0,1,2,4,5,6,13,14,15]; c1:bw=133,experts=[0,1,2,4,5,6,8,10,11,12,13,14,15]; c8:bw=14,experts=[4]; c0:bw=105,experts=[0,1,2,4,5,6,8,11,13,15]; c3:bw=64,experts=[0,1,4,5,6,13]","4.2103,0.5499,6.7934,3.3871,2.1835,5.5075,20.8123,7.5533,6.9974,0.8786"
95,2026-09-19 10:45:19,Ours,0.01,0.707773083069449,82.85,83.87,93,63.104,1:03.10,58.965,2.8079,1.3296,6066.1736,1:41:06.17,10,"7,9,4,6,0,3,1,8,2,5",7:112;9:80;4:29;6:76;0:66;3:77;1:59;8:143;2:43;5:16,"7:[0,1,2,4,5,6,8,10,11,12,13];9:[0,1,2,4,5,6,13,14];4:[3,8];6:[0,1,2,4,5,6,13];0:[0,1,4,5,6,13];3:[0,1,4,5,6,13,14];1:[0,4,5,6,13];8:[0,1,2,4,5,6,8,9,10,11,12,13,14,15];2:[4,6,12,13];5:[4]","c7:bw=112,experts=[0,1,2,4,5,6,8,10,11,12,13]; c9:bw=80,experts=[0,1,2,4,5,6,13,14]; c4:bw=29,experts=[3,8]; c6:bw=76,experts=[0,1,2,4,5,6,13]; c0:bw=66,experts=[0,1,4,5,6,13]; c3:bw=77,experts=[0,1,4,5,6,13,14]; c1:bw=59,experts=[0,4,5,6,13]; c8:bw=143,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15]; c2:bw=43,experts=[4,6,12,13]; c5:bw=16,experts=[4]","4.2538,5.6267,3.3425,2.1898,7.0461,0.8852,20.8547,7.6960,0.5483,6.5218"
96,2026-09-19 10:46:22,Ours,0.01,0.6941124022269349,80.99,83.87,93,63.1952,1:03.20,58.8317,3.0106,1.3512,6129.6694,1:42:09.67,10,"2,9,3,1,5,4,6,7,0,8",2:122;9:83;3:86;1:68;5:113;4:92;6:59;7:95;0:68;8:122,"2:[0,1,2,3,4,5,6,7,11,12,13,14];9:[0,1,3,4,5,6,13,14];3:[0,3,4,5,6,7,12,13];1:[1,3,4,6,7,13];5:[0,1,2,4,5,6,7,10,13,14,15];4:[0,4,5,6,9,10,11,13,15];6:[3,4,6,7,13];7:[0,1,3,4,5,6,7,8,13];0:[0,1,3,4,6,13];8:[0,1,2,3,4,5,6,7,8,11,12,13]","c2:bw=122,experts=[0,1,2,3,4,5,6,7,11,12,13,14]; c9:bw=83,experts=[0,1,3,4,5,6,13,14]; c3:bw=86,experts=[0,3,4,5,6,7,12,13]; c1:bw=68,experts=[1,3,4,6,7,13]; c5:bw=113,experts=[0,1,2,4,5,6,7,10,13,14,15]; c4:bw=92,experts=[0,4,5,6,9,10,11,13,15]; c6:bw=59,experts=[3,4,6,7,13]; c7:bw=95,experts=[0,1,3,4,5,6,7,8,13]; c0:bw=68,experts=[0,1,3,4,6,13]; c8:bw=122,experts=[0,1,2,3,4,5,6,7,8,11,12,13]","0.5539,5.6476,0.8943,20.8162,6.6383,3.3576,2.2657,4.1685,7.1289,7.3607"
97,2026-09-19 10:47:25,Ours,0.01,0.6996673280428682,83.35,83.87,93,62.7748,1:02.77,58.6025,2.8312,1.3395,6192.7134,1:43:12.71,10,"0,9,8,4,7,1,3,5,6,2",0:77;9:82;8:81;4:31;7:57;1:95;3:66;5:88;6:95;2:102,"0:[0,1,2,4,5,6,13];9:[0,1,2,4,5,6,13,14];8:[1,2,4,5,6,8,12,13];4:[4,6,13];7:[0,4,6,12,13];1:[0,1,2,4,5,6,8,13,15];3:[0,4,6,12,13,15];5:[1,2,4,5,6,10,13,15];6:[0,1,2,4,5,6,8,13,15];2:[0,1,2,4,5,6,8,9,12,13]","c0:bw=77,experts=[0,1,2,4,5,6,13]; c9:bw=82,experts=[0,1,2,4,5,6,13,14]; c8:bw=81,experts=[1,2,4,5,6,8,12,13]; c4:bw=31,experts=[4,6,13]; c7:bw=57,experts=[0,4,6,12,13]; c1:bw=95,experts=[0,1,2,4,5,6,8,13,15]; c3:bw=66,experts=[0,4,6,12,13,15]; c5:bw=88,experts=[1,2,4,5,6,10,13,15]; c6:bw=95,experts=[0,1,2,4,5,6,8,13,15]; c2:bw=102,experts=[0,1,2,4,5,6,8,9,12,13]","7.1984,5.4719,7.5277,3.4643,4.1825,20.5843,0.8699,6.5381,2.2275,0.5379"
98,2026-09-19 10:48:29,Ours,0.01,0.6945024420427155,81.87,83.87,93,63.7888,1:03.79,59.7094,2.7324,1.3455,6256.7476,1:44:16.75,10,"4,8,9,7,6,5,0,3,1,2",4:98;8:101;9:51;7:45;6:69;5:93;0:63;3:48;1:49;2:46,"4:[0,1,4,5,6,7,12,13,14];8:[0,1,2,4,5,6,11,12,13,15];9:[1,4,6,9,13];7:[0,4,6,13];6:[1,2,4,6,9,13];5:[0,1,2,4,5,6,10,13,15];0:[0,1,4,5,6,13];3:[0,4,6,13];1:[0,4,6,13];2:[4,6,12,13]","c4:bw=98,experts=[0,1,4,5,6,7,12,13,14]; c8:bw=101,experts=[0,1,2,4,5,6,11,12,13,15]; c9:bw=51,experts=[1,4,6,9,13]; c7:bw=45,experts=[0,4,6,13]; c6:bw=69,experts=[1,2,4,6,9,13]; c5:bw=93,experts=[0,1,2,4,5,6,10,13,15]; c0:bw=63,experts=[0,1,4,5,6,13]; c3:bw=48,experts=[0,4,6,13]; c1:bw=49,experts=[0,4,6,13]; c2:bw=46,experts=[4,6,12,13]","3.4817,7.5446,5.5408,4.2236,2.2622,6.7389,6.9321,0.8898,21.5593,0.5364"
99,2026-09-19 10:49:32,Ours,0.01,0.6992507867490834,82.73,83.87,93,62.7511,1:02.75,58.6615,2.7572,1.3309,6319.7224,1:45:19.72,10,"8,5,7,1,3,9,4,0,2,6",8:64;5:93;7:86;1:112;3:71;9:39;4:46;0:76;2:58;6:66,"8:[2,4,5,6,12,13];5:[0,1,2,4,5,6,10,13,15];7:[0,1,4,5,6,8,12,13];1:[0,1,2,4,5,6,8,11,13,14,15];3:[0,1,4,5,6,12,13];9:[4,6,8];4:[0,4,6,13];0:[0,1,2,4,5,6,13];2:[0,4,5,6,13];6:[0,1,4,5,6,13]","c8:bw=64,experts=[2,4,5,6,12,13]; c5:bw=93,experts=[0,1,2,4,5,6,10,13,15]; c7:bw=86,experts=[0,1,4,5,6,8,12,13]; c1:bw=112,experts=[0,1,2,4,5,6,8,11,13,14,15]; c3:bw=71,experts=[0,1,4,5,6,12,13]; c9:bw=39,experts=[4,6,8]; c4:bw=46,experts=[0,4,6,13]; c0:bw=76,experts=[0,1,2,4,5,6,13]; c2:bw=58,experts=[0,4,5,6,13]; c6:bw=66,experts=[0,1,4,5,6,13]","7.5391,6.6459,4.2144,20.7343,0.8802,5.5915,3.3790,6.8916,0.5495,2.2359"
100,2026-09-19 10:50:36,Ours,0.01,0.6968442394771841,82.66,83.87,93,62.8464,1:02.85,58.686,2.8077,1.3512,6383.0024,1:46:23.00,10,"2,8,9,5,6,1,4,7,3,0",2:57;8:84;9:100;5:35;6:83;1:33;4:123;7:13;3:78;0:122,"2:[4,5,6,12,13];8:[2,4,5,6,11,12,13,15];9:[0,1,2,4,5,6,12,13,14,15];5:[3,4,6];6:[0,1,2,4,5,6,8,13];1:[4,6,13];4:[0,1,4,5,6,7,9,10,12,13,14,15];7:[4];3:[0,4,5,6,11,12,13];0:[0,1,2,4,5,6,7,8,11,12,13,15]","c2:bw=57,experts=[4,5,6,12,13]; c8:bw=84,experts=[2,4,5,6,11,12,13,15]; c9:bw=100,experts=[0,1,2,4,5,6,12,13,14,15]; c5:bw=35,experts=[3,4,6]; c6:bw=83,experts=[0,1,2,4,5,6,8,13]; c1:bw=33,experts=[4,6,13]; c4:bw=123,experts=[0,1,4,5,6,7,9,10,12,13,14,15]; c7:bw=13,experts=[4]; c3:bw=78,experts=[0,4,5,6,11,12,13]; c0:bw=122,experts=[0,1,2,4,5,6,7,8,11,12,13,15]","0.5416,7.5843,5.5033,6.7514,2.2573,20.7059,3.4612,4.0379,0.8553,6.9878"
