Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-19 09:05:18,Ours,0.00208,1.541951671245236,12.01,12.01,1,65.7882,1:05.79,61.8128,2.6425,1.3312,65.7882,1:05.79,10,"8,1,5,0,7,2,9,4,3,6",8:104;1:55;5:84;0:10;7:38;2:55;9:86;4:75;3:96;6:77,"8:[0,1,2,4,5,6,10,11,13,15];1:[1,2,4,6,13];5:[0,1,2,4,5,6,13,15];0:[13];7:[2,6,13];2:[1,2,4,6,13];9:[0,1,2,4,5,6,13,15];4:[0,1,2,4,5,6,13];3:[0,1,2,4,5,6,11,13,15];6:[0,1,2,4,5,6,13]","c8:bw=104,experts=[0,1,2,4,5,6,10,11,13,15]; c1:bw=55,experts=[1,2,4,6,13]; c5:bw=84,experts=[0,1,2,4,5,6,13,15]; c0:bw=10,experts=[13]; c7:bw=38,experts=[2,6,13]; c2:bw=55,experts=[1,2,4,6,13]; c9:bw=86,experts=[0,1,2,4,5,6,13,15]; c4:bw=75,experts=[0,1,2,4,5,6,13]; c3:bw=96,experts=[0,1,2,4,5,6,11,13,15]; c6:bw=77,experts=[0,1,2,4,5,6,13]","9.1315,20.4205,7.1339,7.2268,4.4757,0.6643,5.8526,3.6798,0.9218,2.3059"
2,2026-09-19 09:06:22,Ours,0.00406,1.265943162876683,33.25,33.25,2,62.9842,1:02.98,58.8609,2.8072,1.3105,128.9877,2:08.99,10,"0,1,8,5,3,4,7,9,6,2",0:67;1:78;8:91;5:130;3:127;4:56;7:104;9:88;6:32;2:41,"0:[0,4,6,8,10,13];1:[0,2,4,6,8,10,13];8:[0,1,2,4,5,6,10,12,13];5:[0,1,2,4,5,6,8,9,10,11,12,13,14];3:[0,1,2,4,5,6,8,9,10,11,12,13];4:[0,4,6,10,13];7:[0,2,4,6,8,9,10,11,12,13];9:[0,2,4,6,8,9,10,13];6:[4,6,13];2:[0,4,6,13]","c0:bw=67,experts=[0,4,6,8,10,13]; c1:bw=78,experts=[0,2,4,6,8,10,13]; c8:bw=91,experts=[0,1,2,4,5,6,10,12,13]; c5:bw=130,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14]; c3:bw=127,experts=[0,1,2,4,5,6,8,9,10,11,12,13]; c4:bw=56,experts=[0,4,6,10,13]; c7:bw=104,experts=[0,2,4,6,8,9,10,11,12,13]; c9:bw=88,experts=[0,2,4,6,8,9,10,13]; c6:bw=32,experts=[4,6,13]; c2:bw=41,experts=[0,4,6,13]","7.0661,20.9453,7.4182,6.7419,0.8813,3.4470,4.1458,5.4740,2.2007,0.5406"
3,2026-09-19 09:07:25,Ours,0.006040000000000001,1.1800139263020306,36.34,36.34,3,63.1992,1:03.20,59.1671,2.7147,1.3159,192.1993,3:12.20,10,"9,2,0,6,8,5,3,7,1,4",9:90;2:78;0:94;6:75;8:56;5:25;3:48;7:62;1:25;4:98,"9:[0,1,2,4,5,6,8,10,13];2:[0,1,4,5,6,12,13];0:[0,1,2,4,5,6,8,10,13];6:[0,2,4,5,6,10,13];8:[0,4,5,6,13];5:[4,6];3:[0,4,6,13];7:[0,2,4,5,6,13];1:[4,6];4:[0,1,2,4,5,6,8,10,13]","c9:bw=90,experts=[0,1,2,4,5,6,8,10,13]; c2:bw=78,experts=[0,1,4,5,6,12,13]; c0:bw=94,experts=[0,1,2,4,5,6,8,10,13]; c6:bw=75,experts=[0,2,4,5,6,10,13]; c8:bw=56,experts=[0,4,5,6,13]; c5:bw=25,experts=[4,6]; c3:bw=48,experts=[0,4,6,13]; c7:bw=62,experts=[0,2,4,5,6,13]; c1:bw=25,experts=[4,6]; c4:bw=98,experts=[0,1,2,4,5,6,8,10,13]","5.6994,0.5418,6.9340,2.2217,7.6531,6.6968,0.8604,4.0891,21.0166,3.4542"
4,2026-09-19 09:08:29,Ours,0.00802,1.095762487800069,39.75,39.75,4,64.2548,1:04.25,59.9646,2.9521,1.3365,256.4659,4:16.47,10,"1,7,6,2,8,0,3,4,5,9",1:75;7:84;6:100;2:113;8:59;0:111;3:64;4:105;5:138;9:41,"1:[0,2,4,5,6,8,13];7:[0,1,4,5,6,8,12,13];6:[0,1,2,4,5,6,8,10,11,13];2:[0,1,2,4,5,6,8,10,11,12,13];8:[0,4,5,6,13];0:[0,1,2,4,5,6,8,10,11,13,15];3:[0,1,4,5,6,13];4:[0,1,2,4,5,6,8,10,12,13];5:[0,1,2,3,4,5,6,8,10,11,13,14,15];9:[2,4,6,13]","c1:bw=75,experts=[0,2,4,5,6,8,13]; c7:bw=84,experts=[0,1,4,5,6,8,12,13]; c6:bw=100,experts=[0,1,2,4,5,6,8,10,11,13]; c2:bw=113,experts=[0,1,2,4,5,6,8,10,11,12,13]; c8:bw=59,experts=[0,4,5,6,13]; c0:bw=111,experts=[0,1,2,4,5,6,8,10,11,13,15]; c3:bw=64,experts=[0,1,4,5,6,13]; c4:bw=105,experts=[0,1,2,4,5,6,8,10,12,13]; c5:bw=138,experts=[0,1,2,3,4,5,6,8,10,11,13,14,15]; c9:bw=41,experts=[2,4,6,13]","21.3623,4.3000,2.2598,0.5472,7.5982,7.1831,0.9126,3.4738,6.7007,5.6269"
5,2026-09-19 09:09:34,Ours,0.01,1.135664308382536,42.6,42.6,5,64.4949,1:04.49,60.2842,2.8843,1.3249,320.9732,5:20.97,10,"1,5,4,8,0,7,6,3,2,9",1:37;5:75;4:91;8:69;0:94;7:46;6:100;3:119;2:13;9:118,"1:[4,6,13];5:[0,1,2,4,5,6,13];4:[0,1,2,4,5,6,8,10,13];8:[0,2,4,5,6,13];0:[0,1,2,4,5,6,8,10,13];7:[0,4,6,13];6:[0,1,2,4,5,6,8,10,11,13];3:[0,1,2,4,5,6,8,10,11,12,13];2:[6];9:[0,1,2,4,5,6,8,10,13,14,15]","c1:bw=37,experts=[4,6,13]; c5:bw=75,experts=[0,1,2,4,5,6,13]; c4:bw=91,experts=[0,1,2,4,5,6,8,10,13]; c8:bw=69,experts=[0,2,4,5,6,13]; c0:bw=94,experts=[0,1,2,4,5,6,8,10,13]; c7:bw=46,experts=[0,4,6,13]; c6:bw=100,experts=[0,1,2,4,5,6,8,10,11,13]; c3:bw=119,experts=[0,1,2,4,5,6,8,10,11,12,13]; c2:bw=13,experts=[6]; c9:bw=118,experts=[0,1,2,4,5,6,8,10,13,14,15]","21.4945,6.8046,3.3760,7.7140,7.1572,4.1823,2.2891,0.9115,0.5518,5.8032"
6,2026-09-19 09:10:38,Ours,0.01,1.00480703211033,43.88,43.88,6,64.5849,1:04.58,60.5299,2.7595,1.294,385.5716,6:25.57,10,"8,2,5,7,3,1,9,0,4,6",8:126;2:79;5:51;7:110;3:68;1:61;9:91;0:59;4:33;6:38,"8:[0,1,2,4,5,6,8,10,11,12,13,15];2:[0,1,2,4,5,6,13];5:[0,4,6,8,13];7:[0,1,2,4,5,6,8,10,11,13,15];3:[0,1,4,5,6,13];1:[0,2,4,6,8,13];9:[0,1,2,4,5,6,8,10,13];0:[0,2,4,6,13];4:[4,6,13];6:[4,6,13]","c8:bw=126,experts=[0,1,2,4,5,6,8,10,11,12,13,15]; c2:bw=79,experts=[0,1,2,4,5,6,13]; c5:bw=51,experts=[0,4,6,8,13]; c7:bw=110,experts=[0,1,2,4,5,6,8,10,11,13,15]; c3:bw=68,experts=[0,1,4,5,6,13]; c1:bw=61,experts=[0,2,4,6,8,13]; c9:bw=91,experts=[0,1,2,4,5,6,8,10,13]; c0:bw=59,experts=[0,2,4,6,13]; c4:bw=33,experts=[4,6,13]; c6:bw=38,experts=[4,6,13]","7.6036,0.5290,6.7985,4.2515,0.9143,21.8304,5.4338,7.2258,3.5899,2.3532"
7,2026-09-19 09:11:43,Ours,0.01,1.1115249712907547,51.47,51.47,7,64.7158,1:04.72,60.9478,2.5017,1.2649,450.3006,7:30.30,10,"0,5,2,6,3,7,4,1,8,9",0:68;5:92;2:75;6:25;3:50;7:58;4:26;1:18;8:108;9:10,"0:[0,1,4,5,6,13];5:[0,1,2,4,5,6,11,12,13];2:[0,1,4,5,6,12,13];6:[4,6];3:[0,4,5,6,13];7:[0,4,5,6,13];4:[4,6];1:[6];8:[0,1,2,4,5,6,10,11,12,13];9:[6]","c0:bw=68,experts=[0,1,4,5,6,13]; c5:bw=92,experts=[0,1,2,4,5,6,11,12,13]; c2:bw=75,experts=[0,1,4,5,6,12,13]; c6:bw=25,experts=[4,6]; c3:bw=50,experts=[0,4,5,6,13]; c7:bw=58,experts=[0,4,5,6,13]; c4:bw=26,experts=[4,6]; c1:bw=18,experts=[6]; c8:bw=108,experts=[0,1,2,4,5,6,10,11,12,13]; c9:bw=10,experts=[6]","7.1762,6.8734,0.5437,2.3361,0.9075,4.2541,3.4251,21.7947,7.9815,5.6554"
8,2026-09-19 09:12:48,Ours,0.01,0.9479218806889564,53.86,53.86,8,65.6318,1:05.63,61.5911,2.7311,1.3043,515.9479,8:35.95,10,"4,8,1,3,0,5,2,9,7,6",4:10;8:70;1:110;3:70;0:61;5:53;2:102;9:111;7:28;6:78,"4:[4];8:[0,1,2,4,5,6,13];1:[0,1,2,4,5,6,8,11,12,13,15];3:[0,1,2,4,5,6,13];0:[0,2,4,5,6,13];5:[2,4,6,8,13];2:[0,1,2,4,5,6,8,11,12,13];9:[0,1,2,4,5,6,8,11,12,13,14];7:[4,6];6:[0,1,2,4,5,6,13]","c4:bw=10,experts=[4]; c8:bw=70,experts=[0,1,2,4,5,6,13]; c1:bw=110,experts=[0,1,2,4,5,6,8,11,12,13,15]; c3:bw=70,experts=[0,1,2,4,5,6,13]; c0:bw=61,experts=[0,2,4,5,6,13]; c5:bw=53,experts=[2,4,6,8,13]; c2:bw=102,experts=[0,1,2,4,5,6,8,11,12,13]; c9:bw=111,experts=[0,1,2,4,5,6,8,11,12,13,14]; c7:bw=28,experts=[4,6]; c6:bw=78,experts=[0,1,2,4,5,6,13]","3.4425,8.0103,22.1994,0.9286,7.4513,6.7564,0.5591,5.7930,4.1791,2.2714"
9,2026-09-19 09:13:54,Ours,0.01,1.0016381866566673,59.15,59.15,9,65.2686,1:05.27,61.2714,2.6563,1.3344,581.2303,9:41.23,10,"2,0,4,9,8,6,7,5,1,3",2:40;0:99;4:112;9:49;8:34;6:59;7:87;5:99;1:27;3:43,"2:[4,5,6,13];0:[0,1,2,4,5,6,8,11,13];4:[0,1,2,4,5,6,8,11,12,13,14];9:[0,4,6,13];8:[4,6,13];6:[0,4,5,6,13];7:[0,1,4,5,6,8,12,13];5:[0,1,2,4,5,6,10,11,13];1:[4,6];3:[0,4,6,13]","c2:bw=40,experts=[4,5,6,13]; c0:bw=99,experts=[0,1,2,4,5,6,8,11,13]; c4:bw=112,experts=[0,1,2,4,5,6,8,11,12,13,14]; c9:bw=49,experts=[0,4,6,13]; c8:bw=34,experts=[4,6,13]; c6:bw=59,experts=[0,4,5,6,13]; c7:bw=87,experts=[0,1,4,5,6,8,12,13]; c5:bw=99,experts=[0,1,2,4,5,6,10,11,13]; c1:bw=27,experts=[4,6]; c3:bw=43,experts=[0,4,6,13]","0.5379,7.5281,3.5975,5.5077,7.8892,2.3246,4.4486,6.6324,21.9208,0.8846"
10,2026-09-19 09:14:59,Ours,0.01,0.8880412264787694,49.76,59.15,9,64.7561,1:04.76,60.5333,2.879,1.3422,646.0011,10:46.00,10,"4,2,7,0,6,3,5,8,9,1",4:69;2:64;7:71;0:111;6:123;3:87;5:109;8:67;9:66;1:77,"4:[0,1,4,5,6,13];2:[0,1,4,5,6,13];7:[0,1,4,5,6,8,13];0:[0,1,2,4,5,6,8,11,12,13,14];6:[0,1,2,4,5,6,8,10,11,13,14,15];3:[0,1,2,4,5,6,12,13];5:[0,1,2,4,5,6,8,11,13,14];8:[0,2,4,5,6,13];9:[0,2,4,5,6,13];1:[0,2,4,5,6,8,13]","c4:bw=69,experts=[0,1,4,5,6,13]; c2:bw=64,experts=[0,1,4,5,6,13]; c7:bw=71,experts=[0,1,4,5,6,8,13]; c0:bw=111,experts=[0,1,2,4,5,6,8,11,12,13,14]; c6:bw=123,experts=[0,1,2,4,5,6,8,10,11,13,14,15]; c3:bw=87,experts=[0,1,2,4,5,6,12,13]; c5:bw=109,experts=[0,1,2,4,5,6,8,11,13,14]; c8:bw=67,experts=[0,2,4,5,6,13]; c9:bw=66,experts=[0,2,4,5,6,13]; c1:bw=77,experts=[0,2,4,5,6,8,13]","3.4471,0.5399,4.1468,6.9346,2.2268,0.8557,6.7475,7.5909,5.4365,22.6074"
11,2026-09-19 09:16:03,Ours,0.01,1.0591704508733832,63.54,63.54,11,64.2352,1:04.24,60.1304,2.7505,1.3528,710.2504,11:50.25,10,"5,2,7,3,0,8,9,6,1,4",5:52;2:52;7:83;3:95;0:53;8:74;9:62;6:105;1:76;4:30,"5:[0,4,5,6,13];2:[2,4,5,6,13];7:[0,1,4,5,6,11,12,13];3:[0,1,2,4,5,6,11,12,13];0:[1,4,5,6,13];8:[1,2,4,5,6,12,13];9:[0,1,4,5,6,13];6:[0,1,2,4,5,6,8,11,12,13];1:[0,1,2,4,5,6,13];4:[4,6,13]","c5:bw=52,experts=[0,4,5,6,13]; c2:bw=52,experts=[2,4,5,6,13]; c7:bw=83,experts=[0,1,4,5,6,11,12,13]; c3:bw=95,experts=[0,1,2,4,5,6,11,12,13]; c0:bw=53,experts=[1,4,5,6,13]; c8:bw=74,experts=[1,2,4,5,6,12,13]; c9:bw=62,experts=[0,1,4,5,6,13]; c6:bw=105,experts=[0,1,2,4,5,6,8,11,12,13]; c1:bw=76,experts=[0,1,2,4,5,6,13]; c4:bw=30,experts=[4,6,13]","6.9410,0.5719,4.2972,0.8697,7.2697,7.9130,5.5975,2.2450,20.9441,3.4812"
12,2026-09-19 09:17:08,Ours,0.01,0.9231511068780234,61.7,63.54,11,65.0176,1:05.02,60.8447,2.8382,1.3333,775.2836,12:55.28,10,"1,5,2,4,3,7,9,6,8,0",1:80;5:106;2:108;4:53;3:66;7:56;9:79;6:54;8:104;0:93,"1:[0,1,2,4,5,6,8,13];5:[0,1,2,4,5,6,8,11,13,14];2:[0,1,2,4,5,6,8,11,12,13];4:[0,4,5,6,13];3:[0,1,4,5,6,13];7:[0,4,5,6,13];9:[0,1,2,4,5,6,13];6:[0,4,5,6,13];8:[0,1,2,4,5,6,8,11,12,13];0:[0,1,2,4,5,6,8,12,13]","c1:bw=80,experts=[0,1,2,4,5,6,8,13]; c5:bw=106,experts=[0,1,2,4,5,6,8,11,13,14]; c2:bw=108,experts=[0,1,2,4,5,6,8,11,12,13]; c4:bw=53,experts=[0,4,5,6,13]; c3:bw=66,experts=[0,1,4,5,6,13]; c7:bw=56,experts=[0,4,5,6,13]; c9:bw=79,experts=[0,1,2,4,5,6,13]; c6:bw=54,experts=[0,4,5,6,13]; c8:bw=104,experts=[0,1,2,4,5,6,8,11,12,13]; c0:bw=93,experts=[0,1,2,4,5,6,8,12,13]","21.8987,6.9828,0.5333,3.4038,0.8730,4.1874,5.6947,2.3325,7.8793,7.0593"
13,2026-09-19 09:18:13,Ours,0.01,0.9171215901409632,68.79,68.79,13,65.6018,1:05.60,61.6349,2.6173,1.3482,840.9021,14:00.90,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[0,4,5,6,13];1:[0,1,2,4,5,6,8,12,13];4:[4];5:[2,4,5,6,13];8:[4,6];6:[0,1,4,5,6,13];9:[4,6];7:[0,1,2,4,5,6,8,10,11,12,13];0:[4,5,6,13];2:[4,6,13]","c3:bw=57,experts=[0,4,5,6,13]; c1:bw=90,experts=[0,1,2,4,5,6,8,12,13]; c4:bw=10,experts=[4]; c5:bw=55,experts=[2,4,5,6,13]; c8:bw=29,experts=[4,6]; c6:bw=69,experts=[0,1,4,5,6,13]; c9:bw=28,experts=[4,6]; c7:bw=110,experts=[0,1,2,4,5,6,8,10,11,12,13]; c0:bw=48,experts=[4,5,6,13]; c2:bw=31,experts=[4,6,13]","0.9219,22.4299,3.5986,6.5980,8.0611,2.3354,5.6357,4.1368,7.3762,0.5413"
14,2026-09-19 09:19:20,Ours,0.01,0.8779395047445284,63.72,68.79,13,66.1264,1:06.13,61.9542,2.8175,1.3532,907.0483,15:07.05,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,1,2,4,5,6,12,13];4:[4];5:[0,1,2,4,5,6,8,10,11,13,14,15];1:[0,1,2,4,5,6,13];7:[0,4,6,13];0:[4,5,6,13];9:[0,1,2,4,6,13];3:[0,1,4,5,6,11,12,13];8:[4,6,13];6:[0,1,2,4,5,6,8,11,12,13,14,15]","c2:bw=85,experts=[0,1,2,4,5,6,12,13]; c4:bw=11,experts=[4]; c5:bw=121,experts=[0,1,2,4,5,6,8,10,11,13,14,15]; c1:bw=73,experts=[0,1,2,4,5,6,13]; c7:bw=47,experts=[0,4,6,13]; c0:bw=48,experts=[4,5,6,13]; c9:bw=60,experts=[0,1,2,4,6,13]; c3:bw=86,experts=[0,1,4,5,6,11,12,13]; c8:bw=39,experts=[4,6,13]; c6:bw=127,experts=[0,1,2,4,5,6,8,11,12,13,14,15]","0.5438,3.6028,6.6051,22.7203,4.2317,7.5248,5.4716,0.8620,7.9953,2.3968"
15,2026-09-19 09:20:26,Ours,0.01,0.902034238285904,68.97,68.97,15,66.0428,1:06.04,62.1042,2.6333,1.3038,973.1102,16:13.11,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[0,1,2,4,5,6,8,10,11,12,13];0:[4,6,13];1:[4,6];8:[0,1,2,4,5,6,8,12,13];3:[4,6];2:[0,1,2,4,5,6,8,12,13];4:[0,1,4,5,6,12,13,14];5:[4,6,13];9:[4,6,13];6:[0,1,4,5,6,13]","c7:bw=111,experts=[0,1,2,4,5,6,8,10,11,12,13]; c0:bw=39,experts=[4,6,13]; c1:bw=27,experts=[4,6]; c8:bw=98,experts=[0,1,2,4,5,6,8,12,13]; c3:bw=20,experts=[4,6]; c2:bw=99,experts=[0,1,2,4,5,6,8,12,13]; c4:bw=88,experts=[0,1,4,5,6,12,13,14]; c5:bw=34,experts=[4,6,13]; c9:bw=37,experts=[4,6,13]; c6:bw=62,experts=[0,1,4,5,6,13]","4.3704,7.4404,22.3163,8.2388,0.8947,0.5328,3.4914,6.7315,5.6760,2.4118"
16,2026-09-19 09:21:31,Ours,0.01,0.8476025085529397,57.52,68.97,15,65.2985,1:05.30,61.3454,2.6864,1.2653,1038.4262,17:18.43,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[3,4,5,6,7,9,13];1:[3,4,7,9,14];3:[0,3,4,5,6,7,13,14];8:[0,3,4,5,6,7,9,13,14];7:[3,4,7,14];5:[0,2,4,5,6,7,13];4:[3,4,6,7,9,15];9:[3,4,6,7];0:[0,1,2,3,4,5,6,7,9,13];2:[3,4,5,6,7,9,13,14,15]","c6:bw=76,experts=[3,4,5,6,7,9,13]; c1:bw=54,experts=[3,4,7,9,14]; c3:bw=82,experts=[0,3,4,5,6,7,13,14]; c8:bw=93,experts=[0,3,4,5,6,7,9,13,14]; c7:bw=42,experts=[3,4,7,14]; c5:bw=75,experts=[0,2,4,5,6,7,13]; c4:bw=67,experts=[3,4,6,7,9,15]; c9:bw=45,experts=[3,4,6,7]; c0:bw=107,experts=[0,1,2,3,4,5,6,7,9,13]; c2:bw=97,experts=[3,4,5,6,7,9,13,14,15]","2.2031,22.7418,0.8693,7.7356,4.2034,6.6034,3.3922,5.7452,7.3108,0.5406"
17,2026-09-19 09:22:35,Ours,0.01,0.9950426073626885,70.94,70.94,17,64.4279,1:04.43,60.6551,2.51,1.2613,1102.8701,18:22.87,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[0,1,2,4,5,6,8,12,13,14];7:[0,4,6,13];8:[6];3:[0,1,4,5,6,8,12,13,15];5:[6];1:[0,4,5,6,13];0:[4,6];2:[4,6,13];9:[0,1,2,4,5,6,13];6:[0,1,4,5,6,8,13]","c4:bw=109,experts=[0,1,2,4,5,6,8,12,13,14]; c7:bw=47,experts=[0,4,6,13]; c8:bw=15,experts=[6]; c3:bw=99,experts=[0,1,4,5,6,8,12,13,15]; c5:bw=10,experts=[6]; c1:bw=55,experts=[0,4,5,6,13]; c0:bw=20,experts=[4,6]; c2:bw=36,experts=[4,6,13]; c9:bw=70,experts=[0,1,2,4,5,6,13]; c6:bw=73,experts=[0,1,4,5,6,8,13]","3.5342,4.6119,8.1173,0.8875,6.5675,20.9321,7.5372,0.5623,5.6510,2.2541"
18,2026-09-19 09:23:41,Ours,0.01,0.8442542933932522,59.52,70.94,17,65.6629,1:05.66,61.5701,2.7226,1.3687,1168.5479,19:28.55,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[10];8:[4];5:[2,4,5,6,9,13];2:[0,1,4,5,6,12,13];9:[4,6,9];7:[0,1,2,4,5,6,8,9,11,13];4:[0,1,2,4,5,6,11,13,14,15];3:[0,4,5,6,8,9,13];0:[0,1,2,4,5,6,8,11,13];6:[1,2,4,6,13]","c1:bw=12,experts=[10]; c8:bw=10,experts=[4]; c5:bw=66,experts=[2,4,5,6,9,13]; c2:bw=71,experts=[0,1,4,5,6,12,13]; c9:bw=35,experts=[4,6,9]; c7:bw=103,experts=[0,1,2,4,5,6,8,9,11,13]; c4:bw=105,experts=[0,1,2,4,5,6,11,13,14,15]; c3:bw=70,experts=[0,4,5,6,8,9,13]; c0:bw=92,experts=[0,1,2,4,5,6,8,11,13]; c6:bw=59,experts=[1,2,4,6,13]","23.0725,7.6477,6.7108,0.5335,5.4727,4.2021,3.6420,0.9135,7.1361,2.2392"
19,2026-09-19 09:24:45,Ours,0.01,0.9512093426514447,72.2,72.2,19,63.757,1:03.76,59.6507,2.7794,1.3253,1232.3241,20:32.32,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,1,2,4,5,6,8,9,12,13];0:[0,1,4,5,6,8,13];4:[0,1,4,5,6,8,9,12,13];1:[0,1,4,5,6,8,12,13];9:[0,1,4,5,6,12,13];5:[0,4,5,6,13];7:[0,4,6,13];2:[4,6];6:[0,1,2,4,5,6,8,9,10,11,12,13];3:[0,4,5,6,8,12,13]","c8:bw=105,experts=[0,1,2,4,5,6,8,9,12,13]; c0:bw=79,experts=[0,1,4,5,6,8,13]; c4:bw=97,experts=[0,1,4,5,6,8,9,12,13]; c1:bw=87,experts=[0,1,4,5,6,8,12,13]; c9:bw=72,experts=[0,1,4,5,6,12,13]; c5:bw=55,experts=[0,4,5,6,13]; c7:bw=42,experts=[0,4,6,13]; c2:bw=27,experts=[4,6]; c6:bw=124,experts=[0,1,2,4,5,6,8,9,10,11,12,13]; c3:bw=75,experts=[0,4,5,6,8,12,13]","8.0201,6.9981,3.3621,21.0172,5.6352,6.7479,4.3015,0.5188,2.1888,0.8611"
20,2026-09-19 09:25:49,Ours,0.01,0.8735187681198493,73.97,73.97,20,64.6045,1:04.60,60.4518,2.8075,1.3437,1296.9449,21:36.94,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[0,4,6,13,15];2:[0,4,5,6,10,12,13];1:[0,1,4,5,6,12,13];9:[4,6,13];7:[0,1,4,5,6,8,12,13];6:[0,1,2,4,5,6,8,11,12,13,14,15];3:[4,6,13];5:[3];4:[0,1,2,4,5,6,8,11,12,13,14];8:[0,1,2,4,5,6,8,12,13]","c0:bw=52,experts=[0,4,6,13,15]; c2:bw=78,experts=[0,4,5,6,10,12,13]; c1:bw=76,experts=[0,1,4,5,6,12,13]; c9:bw=31,experts=[4,6,13]; c7:bw=81,experts=[0,1,4,5,6,8,12,13]; c6:bw=128,experts=[0,1,2,4,5,6,8,11,12,13,14,15]; c3:bw=34,experts=[4,6,13]; c5:bw=10,experts=[3]; c4:bw=112,experts=[0,1,2,4,5,6,8,11,12,13,14]; c8:bw=95,experts=[0,1,2,4,5,6,8,12,13]","7.3328,0.5613,21.3933,5.5112,4.1973,2.2578,0.9095,7.2146,3.6089,7.4650"
21,2026-09-19 09:26:55,Ours,0.01,0.872715142563503,67.89,73.97,20,65.9162,1:05.92,61.902,2.6792,1.3335,1362.8773,22:42.88,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[0,2,4,5,6,8,13];2:[0,2,4,5,6,12,13];7:[4,6];4:[0,1,2,4,5,6,10,12,13];8:[4,6,13];5:[0,2,4,5,6,13];0:[0,1,2,4,5,6,8,10,11,12,13,15];3:[10];6:[4,6];9:[4,6,13,15]","c1:bw=77,experts=[0,2,4,5,6,8,13]; c2:bw=75,experts=[0,2,4,5,6,12,13]; c7:bw=24,experts=[4,6]; c4:bw=90,experts=[0,1,2,4,5,6,10,12,13]; c8:bw=34,experts=[4,6,13]; c5:bw=61,experts=[0,2,4,5,6,13]; c0:bw=125,experts=[0,1,2,4,5,6,8,10,11,12,13,15]; c3:bw=14,experts=[10]; c6:bw=29,experts=[4,6]; c9:bw=48,experts=[4,6,13,15]","23.4575,0.5643,4.2712,3.5046,7.4529,6.8289,7.1673,0.8665,2.2620,5.5270"
22,2026-09-19 09:28:02,Ours,0.01,0.8744437261464035,73.41,73.97,20,66.0847,1:06.08,61.9753,2.7755,1.3325,1428.9795,23:48.98,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[4,6,15];9:[0,1,4,6,10,13];1:[6];6:[0,1,2,4,5,6,8,11,12,13,15];5:[4,6,13];2:[0,1,2,4,5,6,8,10,11,12,13,15];0:[0,1,2,4,5,6,8,11,12,13,14,15];4:[0,1,4,5,6,13];3:[0,1,4,5,6,8,9,11,12,13];8:[2,4,5,6,13,15]","c7:bw=31,experts=[4,6,15]; c9:bw=62,experts=[0,1,4,6,10,13]; c1:bw=12,experts=[6]; c6:bw=116,experts=[0,1,2,4,5,6,8,11,12,13,15]; c5:bw=31,experts=[4,6,13]; c2:bw=125,experts=[0,1,2,4,5,6,8,10,11,12,13,15]; c0:bw=126,experts=[0,1,2,4,5,6,8,11,12,13,14,15]; c4:bw=69,experts=[0,1,4,5,6,13]; c3:bw=105,experts=[0,1,4,5,6,8,9,11,12,13]; c8:bw=62,experts=[2,4,5,6,13,15]","4.4184,5.5811,22.5433,2.3072,6.7969,0.5250,7.5727,3.4861,0.8701,7.8745"
